"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","PE","RB","A","FF","FT","SG","G","I","GC","CV","DD","GS","DP","PP"
"721","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,37,"GRE","mei","Nulo",0,3.03,0,2.48,"Grêmio",1,5,1,10,8,11,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,37,"COR","mei","Provável",3.4,5.74,-0.16,2.21,"Corinthians",NA,14,9,40,33,17,1,11,1,NA,2,3,NA,NA,NA,NA,NA,NA
"723","Arthur José Gregio","sananduva","Sananduva",NA,93678,37,"ATL","mei","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,37,"SAN","zag","Contundido",0,8.12,0,2.36,"Santos",2,15,5,8,16,16,NA,1,NA,4,NA,1,NA,1,NA,NA,NA,NA
"725","Adenilson Aparecido dos Santos Junior","adenilson","Adenilson","https://s.glbimg.com/es/sde/f/2018/09/05/fec9455e8e403751254fdc2da09ffe2b_FORMATO.png",93677,37,"SPO","mei","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,37,"AME","mei","Nulo",0,8.46,0,3.68,"América-MG",1,8,2,15,19,15,NA,7,1,NA,1,1,NA,NA,NA,NA,NA,NA
"727","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,37,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png",93785,37,"VAS","lat","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Daniel Sampaio Simões","daniel","Daniel","https://s.glbimg.com/es/sde/f/2018/09/20/4bb1c1cdec48550cc143114afcc58805_FORMATO.png",93791,37,"FLU","mei","Nulo",0,2.47,0,1.5,"Fluminense",NA,3,NA,4,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Patrick de Carvalho Brey","patrick","Patrick","https://s.glbimg.com/es/sde/f/2018/05/01/5df01eaeeaf7a0d6c2326886a6199cbe_FORMATO.png",93482,37,"CRU","lat","Nulo",0,3.06,0,3.04,"Cruzeiro",NA,6,1,4,10,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"731","Deyverson Brum Silva Acosta","deyverson","Deyverson","https://s.glbimg.com/es/sde/f/2018/10/18/be733c5ac82ae60e187e3ee15510b21b_FORMATO.png",92708,37,"PAL","ata","Provável",7,5.4,-0.12,4.04,"Palmeiras",5,25,11,46,30,11,2,11,NA,NA,9,11,NA,1,NA,NA,NA,NA
"732","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2018/05/17/bc70303a7836dab8562e73ce0c59fd37_FORMATO.png",93414,37,"BOT","zag","Nulo",0,4.86,0,1.63,"Botafogo",12,47,2,19,61,28,NA,9,NA,9,1,2,NA,NA,NA,NA,NA,NA
"733","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/05/17/a5a817c4c548c86f0aeef4c62c0c06b4_FORMATO.png",93797,37,"BOT","lat","Provável",5,7.93,0.94,3.37,"Botafogo",7,37,9,16,91,45,4,14,NA,8,1,2,NA,NA,NA,NA,NA,NA
"734","Caio Monteiro Costa","caio-monteiro","Caio Monteiro","https://s.glbimg.com/es/sde/f/2018/09/27/535d1be6446915f8de685279a6430f6d_FORMATO.png",93789,37,"VAS","ata","Nulo",0,4.01,0,2.98,"Vasco",NA,7,2,12,9,4,1,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"735","Lucas Oliveira de França","lucas-franca","Lucas França","https://s.glbimg.com/es/sde/f/2018/05/18/e628010513e2e9e40d44eb43c1387f0e_FORMATO.png",93869,37,"CRU","gol","Nulo",0,3,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,37,"INT","gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Sergio Ismael Díaz Velázquez","sergio-diaz","Sergio Díaz","https://s.glbimg.com/es/sde/f/2018/08/08/ed176f5741d22ea3a8dee3ac452d88ca_FORMATO.png",94010,37,"COR","ata","Nulo",0,3.54,0,-0.2,"Corinthians",NA,1,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Matheus Fernandes Siqueira","matheus-fernandes","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2018/05/17/de41cae87bcb7c555ea911d849145a34_FORMATO.png",94067,37,"BOT","mei","Provável",0,14.37,0,4.4,"Botafogo",9,39,7,37,64,100,2,16,1,NA,NA,1,NA,1,NA,NA,NA,NA
"739","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2018/05/23/c542b827e970e8c167f2a026360a0fa9_FORMATO.png",94044,37,"SAN","gol","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Matheus Leonardo Sales Cardoso","matheusinho","Matheusinho","https://s.glbimg.com/es/sde/f/2018/05/07/86d92c9c41bc4662366352357cb3685a_FORMATO.png",93886,37,"AME","mei","Provável",2.3,3.8,0.38,2.33,"América-MG",NA,9,2,16,22,11,NA,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"741","Lucas Ferreira Amaral","lucas-ferreira","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2018/05/24/b58aa819c2e0e2b9e7eb710e0a70a844_FORMATO.png",94147,37,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,37,"ATL","gol","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Pedro Henrique Perotti","perotti","Perotti","https://s.glbimg.com/es/sde/f/2018/05/24/7a6258cfd7a8c2d933e2e742f3c6f783_FORMATO.png",94286,37,"CHA","ata","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Mateus Norton Gomes Chaves","mateus-norton","Mateus Norton","https://s.glbimg.com/es/sde/f/2018/05/18/ae81c88221cf8393802e2d749361898d_FORMATO.png",94336,37,"FLU","mei","Nulo",0,2.26,0,1.57,"Fluminense",2,10,2,4,20,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2018/05/08/0d3ebad476e49da96d45503920efe53f_FORMATO.png",94509,37,"ATL","mei","Nulo",0,7.58,0,3.47,"Atlético-PR",7,32,16,30,55,12,6,19,1,NA,6,3,NA,NA,NA,NA,NA,NA
"746","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2018/05/23/b000e3a74b1d514b1c00ae683fb9a21a_FORMATO.png",94156,37,"SAN","mei","Provável",2.9,4.05,0.11,2.27,"Santos",5,47,1,46,66,46,4,20,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"747","Bryan Alfredo Cabezas Segura","cabezas","Cabezas","https://s.glbimg.com/es/sde/f/2018/09/20/259b65dec04b4e9b652a9df4d7d2437f_FORMATO.png",94785,37,"FLU","ata","Nulo",1.2,5.28,0.16,0.26,"Fluminense",NA,4,1,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Leonardo Campos Duarte da Silva","leo-duarte","Léo Duarte","https://s.glbimg.com/es/sde/f/2018/05/04/ee1f02d44cf27eea6302d6696a7ca975_FORMATO.png",94214,37,"FLA","zag","Provável",5.9,10.07,-0.76,4.63,"Flamengo",3,30,3,17,29,42,NA,6,NA,18,1,NA,NA,NA,NA,NA,NA,NA
"749","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,37,"FLU","ata","Contundido",0,15.34,0,7.18,"Fluminense",1,26,11,40,33,14,2,23,NA,NA,10,3,NA,NA,NA,NA,NA,NA
"750","Lucas Tolentino Coelho de Lima","lucas-paqueta","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2018/05/04/a51d4ecef8c077c6114fcc199a9b40e4_FORMATO.png",94930,37,"FLA","mei","Provável",2.9,20.89,0.65,6.76,"Flamengo",6,55,34,89,110,59,1,33,1,NA,10,2,NA,1,NA,NA,NA,NA
"751","Carlos Jamisson Teles dos Santos Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/09/21/1dde13a218685d496337e608c9b7b618_FORMATO.png",94935,37,"PAR","lat","Provável",5,2.99,1.28,1.92,"Paraná",1,9,2,14,26,4,2,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"752","João Victor da Vitória Fernandes","capixaba","Capixaba","https://s.glbimg.com/es/sde/f/2018/09/03/b0eba9c545beb0d8404a5e46bfb70536_FORMATO.png",94894,37,"CHA","ata","Nulo",0,1.1,0,-0.23,"Chapecoense",NA,5,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Geovane Santana Souza","geovane-itinga","Geovane Itinga","https://s.glbimg.com/es/sde/f/2018/03/15/85c557dab18f64f74140a33874f07054_FORMATO.png",94980,37,"BAH","ata","Nulo",0,1.6,0,0.5,"Bahia",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Deijair dos Santos Nunes","deijair","Deijair ","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_FORMATO.png",94966,37,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,37,"GRE","lat","Nulo",0,5.87,0,5.15,"Grêmio",2,11,1,11,18,7,NA,2,NA,1,3,4,NA,NA,NA,NA,NA,NA
"756","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2018/03/21/5bea6fd938bc4b34ea0ba52b788b8b3a_FORMATO.png",94975,37,"BAH","mei","Contundido",0,1.46,0,0.73,"Bahia",1,4,1,13,15,4,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"757","Luís Fernando Santos da Conceição","luis-fernando","Luís Fernando","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_FORMATO.png",94971,37,"BAH","mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Felipe Gustavo Domingos","felipe","Felipe","https://s.glbimg.com/es/sde/f/2017/02/21/e708f975f303fd9301b35bbd18a258b2_FORMATO.png",95849,37,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Luan Ferreira dos Santos","luan-santos","Luan Santos","https://s.glbimg.com/es/sde/f/2018/09/03/78c202f3ae22c727d4894a13a1ff9a12_FORMATO.png",94977,37,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Ozealisson Santos Gomes","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/6ba58fa136715046b220f0b851bb33bc_FORMATO.png",95210,37,"PAR","lat","Nulo",0,8.25,0,5.55,"Paraná",4,28,2,39,50,64,1,7,1,4,1,1,NA,NA,NA,NA,NA,NA
"761","Gabriel Pereira Taliari","bill","Bill","https://s.glbimg.com/es/sde/f/2018/05/15/0617ee23d3f6f13fb4bfcdcb786601b9_FORMATO.png",95131,37,"ATL","ata","Nulo",0,1.43,0,0.73,"Atlético-PR",NA,2,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Jhony Douglas Santiago","jhony","Jhony","https://s.glbimg.com/es/sde/f/2018/04/24/8f516a5eac66593e51f9a47beba475a7_FORMATO.png",95484,37,"PAR","mei","Nulo",0,2.03,0,-0.35,"Paraná",4,4,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Wildson Silva de Melo","indio","Índio","https://s.glbimg.com/es/sde/f/2018/05/24/b6ae562eeabf7888ad604a5a1cec8fe1_FORMATO.png",95180,37,"SPO","ata","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,37,"GRE","ata","Nulo",0,1.34,0,3.2,"Grêmio",NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2018/03/21/af5416a241ee4e356e66f4cd9d36df1a_FORMATO.png",95464,37,"BAH","mei","Suspenso",-1,7.32,-0.68,3.12,"Bahia",9,116,7,24,55,106,2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Lucas Kal Schenfeld Progioli","lucas-kal","Lucas Kal","https://s.glbimg.com/es/sde/f/2018/09/27/0792deea7c4789440918a89d8cfc305e_FORMATO.png",95662,37,"VAS","zag","Nulo",0,4.07,0,3.7,"Vasco",NA,NA,NA,NA,2,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"767","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/03/01/0aa7dce50d239b820ad5a5461b488541_FORMATO.png",95332,37,"ATL","ata","Provável",8.2,5.66,1.38,3,"Atlético-PR",1,16,14,35,42,15,2,9,NA,NA,2,3,NA,NA,NA,NA,NA,NA
"768","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,37,"FLA","lat","Nulo",0,6.43,0,6.32,"Flamengo",NA,10,1,2,16,7,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"769","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2018/05/17/581a756aea09480713008d94c61a6653_FORMATO.png",95638,37,"BOT","zag","Provável",-0.7,5.6,-1.22,3.25,"Botafogo",3,5,1,10,12,13,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"770","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2018/07/09/9ec6075e1704e0048942e10ba8fc41f5_FORMATO.jpeg",95770,37,"PAL","mei","Nulo",0,3,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Gustavo Costa da Silva Machado","gustavo-bochecha","Gustavo Bochecha","https://s.glbimg.com/es/sde/f/2018/05/17/52ed968cab083a8fa9f33af080a80bf4_FORMATO.png",95798,37,"BOT","mei","Provável",2.4,4.35,0.1,2.59,"Botafogo",4,14,2,24,36,26,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2018/05/24/53ffed7a90ef04e11377eb7816360dc4_FORMATO.png",95843,37,"SPO","lat","Nulo",0,12.32,0,5.66,"Sport",9,54,8,59,73,95,3,6,NA,5,NA,2,NA,NA,NA,NA,NA,NA
"773","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2018/03/20/9e024bd996bfcfe044fa0ceaca14d7ee_FORMATO.png",95820,37,"COR","zag","Provável",5.5,3.29,0.61,2.15,"Corinthians",1,18,4,15,28,16,NA,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
"774","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2018/03/01/b80e29d5a991a85ea43bf6650fe5f1cd_FORMATO.png",95799,37,"PAL","ata","Nulo",0,2.44,0,1.52,"Palmeiras",NA,2,2,8,1,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"775","José Ricardo Mannarino","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/00620626eff639c8dd52b70dfa6e5214_FORMATO.png",95780,37,"BOT","tec","Provável",4.5,9.46,0.03,3.52,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/03/15/c09e808e2c3c8588eda6595422dcb9f6_FORMATO.png",94981,37,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Caique da Silva Maria","caique","Caíque","https://s.glbimg.com/es/sde/f/2018/08/21/7bb29a0298d98e6fee209a846989d67c_FORMATO.png",95831,37,"SAO","ata","Nulo",0,1.15,0,2,"São Paulo",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Robert Ayrton Piris Da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2018/08/02/0704358d01e3427f962818bd42cb2484_FORMATO.png",95802,37,"FLA","mei","Nulo",0,5.11,0,1.21,"Flamengo",2,14,NA,2,9,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Rafael Santiago Gonçalves","rafael-grampola","Rafael Grampola","https://s.glbimg.com/es/sde/f/2018/08/02/cd538946a9fb6711e44baf4de32943e4_FORMATO.png",95803,37,"PAR","ata","Nulo",-1,2.73,-0.29,1.35,"Paraná",1,27,5,27,18,8,NA,10,NA,NA,1,5,NA,NA,NA,NA,NA,NA
"780","Ruan Renato Bonifácio Augusto","ruan-renato","Ruan Renato","https://s.glbimg.com/es/sde/f/2018/06/16/cb9b1283653cdfca8e999187da879268_FORMATO.png",96047,37,"VIT","zag","Nulo",0,0.94,0,-0.02,"Vitória",3,16,NA,1,17,9,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"781","Ítalo Barbosa de Andrade","italo","Ítalo","https://s.glbimg.com/es/sde/f/2018/05/08/edabbe9d6fece85f1567311af9ca93e1_FORMATO.png",95958,37,"BAH","ata","Nulo",0,0.75,0,-2.9,"Bahia",NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA
"782","Mauricio Caprini Pinto","caprini","Caprini","https://s.glbimg.com/es/sde/f/2018/05/18/974cf193c41e59553e84f947ddaab668_FORMATO.png",96049,37,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Walter Bou","walter-bou","Walter Bou","https://s.glbimg.com/es/sde/f/2018/07/16/a374e78aa31747574d81d4787b38531c_FORMATO.png",95853,37,"VIT","ata","Nulo",0,4.25,0,1.14,"Vitória",2,9,5,8,6,5,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"784","Renan Augusto Lodi dos Santos","renan-lodi","Renan Lodi","https://s.glbimg.com/es/sde/f/2018/03/01/4eaa6c2a6e5a7da6c4f98c27ddd89b48_FORMATO.png",96591,37,"ATL","lat","Nulo",0,5.67,0,4.53,"Atlético-PR",4,24,13,38,34,20,2,13,NA,11,NA,1,1,1,NA,NA,NA,NA
"785","Hugo da Conceição Borges Alves","hugo-borges","Hugo Borges","https://s.glbimg.com/es/sde/f/2018/07/12/a2915e07f8614150b5d3d4343a9bb658_FORMATO.png",95875,37,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2018/04/08/c1cd28e8c43b4edcf47c77241aa2efe3_FORMATO.png",96468,37,"INT","gol","Nulo",0,0.75,0,-1.5,"Internacional",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"787","Charles Rigon Matos","charles","Charles","https://s.glbimg.com/es/sde/f/2018/04/09/5b69cf49021eaeb9e4ade25dc2614887_FORMATO.png",96342,37,"INT","mei","Nulo",0,4.05,0,1.2,"Internacional",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2018/09/27/8599b503c16e7576611774a756e2e106_FORMATO.png",93787,37,"VAS","mei","Provável",7.4,9.41,-0.2,6.37,"Vasco",4,45,12,33,47,68,2,28,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"789","Rodrigo Figueiredo de Carvalho","rodrigo-figueiredo","Rodrigo Figueiredo","https://s.glbimg.com/es/sde/f/2017/04/20/bef317b8404e13356cc3277dae40f4c9_FORMATO.png",96832,37,"COR","mei","Nulo",0,1.51,0,-0.1,"Corinthians",NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Felipe Araruna Hoffman","araruna","Araruna","https://s.glbimg.com/es/sde/f/2018/08/21/fb1e786aade0f50a19126a6c6e6f56e1_FORMATO.png",95660,37,"SAO","mei","Provável",4.4,3.06,0.31,1.88,"São Paulo",NA,6,1,9,15,12,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"791","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/21/b3da5e7d34e88ee1ac405e3ada92c40f_FORMATO.png",96340,37,"GRE","mei","Nulo",0,2.34,0,1.37,"Grêmio",NA,6,3,6,5,5,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"792","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,37,"INT","lat","Nulo",0,4.07,0,4.5,"Internacional",NA,3,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"793","Pablo Silva de Lara","pablo-pardal","Pablo Pardal","https://s.glbimg.com/es/sde/f/2017/02/14/f9c5c6dfb4f99f29774612985f6e6464_FORMATO.png",96633,37,"SPO","mei","Nulo",0,1.63,0,0.5,"Sport",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Cassiano Silva dos Santos","cassiano","Cassiano","https://s.glbimg.com/es/sde/f/2018/03/21/3cae94aec96c4ad0739c8e679527507a_FORMATO.png",96411,37,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Wesley Dias Claudino","wesley-dias","Wesley Dias","https://s.glbimg.com/es/sde/f/2018/03/21/bd01b16a7f9c3c1d4858cc8ada530b69_FORMATO.png",97154,37,"PAR","mei","Provável",-2,0.79,-0.6,0.98,"Paraná",2,22,1,14,27,19,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"796","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2018/05/23/5475c0938368ee4b155ff28fbba435d6_FORMATO.png",96966,37,"SAN","ata","Dúvida",0,2.16,0,0.6,"Santos",1,9,NA,10,6,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","Emerson Aparecido Leite de Souza Junior","emerson","Emerson","https://s.glbimg.com/es/sde/f/2018/05/02/e6ac5064048c2847351bacf000cd76bd_FORMATO.png",96870,37,"ATL","lat","Provável",4.7,5.86,0.52,3.2,"Atlético-MG",6,50,4,46,65,38,NA,5,NA,6,1,NA,NA,NA,NA,NA,NA,NA
"798","José Ricardo Barbosa Ribeiro Drumond","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/66c84fb19bfc8dcb826762a661f9205d_FORMATO.png",97317,37,"AME","mei","Provável",3.2,1.95,1.06,1.37,"América-MG",3,30,NA,8,27,29,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2018/09/20/a0f7f5a4cab2aadb8015e478a8433dfc_FORMATO.png",97452,37,"FLU","ata","Nulo",0,2.77,0,2.7,"Fluminense",NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2018/11/14/3ec50920828e79b36c365cf8acb0905d_FORMATO.png",97321,37,"PAR","mei","Nulo",0.2,1.31,-0.23,-0.2,"Paraná",2,8,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Guilherme Mantuan","mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2018/05/18/53d5b5f3442929a93b052228d4f4dd8f_FORMATO.png",97315,37,"COR","lat","Nulo",0,5.11,0,3.76,"Corinthians",1,23,NA,24,41,33,NA,3,NA,3,NA,1,NA,NA,NA,NA,NA,NA
