"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","DS","FC","FS","FT","PI","A","CA","FD","FF","G","DD","DP","GS","I","SG","PP","CV","GC"
"614","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,5,290,"gol","Nulo",7.9,8.77,2.45,0.75,2,"Goiás",NA,NA,1,NA,20,NA,NA,NA,NA,NA,1,NA,3,NA,1,NA,NA,NA
"615","Filipe Cândido da Trindade","filipe-trindade","Filipe Trindade","https://s.glbimg.com/es/sde/f/2020/08/26/7532e21446b6281f1eb1d1a3d9e2a803_FORMATO.jpeg",105341,5,290,"mei","Nulo",0,2,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,5,290,"lat","Nulo",8,2.99,1.67,2.23,4,"Goiás",10,6,1,NA,11,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA
"617","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2020/08/17/816e4ba22b282f00dc85d55e8cc85662_FORMATO.png",106159,5,267,"lat","Nulo",0,2,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,5,292,"mei","Nulo",0.3,4.4,-0.25,2.48,4,"Sport",5,1,1,1,13,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,5,292,"mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/10/03/58aa0eddfe8c9c684344f4231a233ddf_FORMATO.png",71631,5,275,"gol","Provável",1.3,9.54,-0.69,0.97,3,"Palmeiras",NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,2,NA,1,NA,NA,NA
"621","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2020/03/09/d8945e5024344014b96d64adab91f4da_FORMATO.png",71684,5,275,"zag","Provável",2.2,12.92,-0.48,4.83,3,"Palmeiras",5,4,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,1,1,NA,NA,NA
"622","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,5,280,"gol","Nulo",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,5,292,"mei","Nulo",0,2.9,0,0,1,"Sport",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,5,280,"ata","Provável",0,5.12,0,1.17,3,"Bragantino",1,NA,NA,NA,3,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,5,373,"mei","Dúvida",0.7,4.2,-0.05,1.77,4,"Atlético-GO",6,1,12,NA,36,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2020/02/27/ff4cfd7c9d5ee3bf7c1f281c6a05c147_FORMATO.png",68872,5,285,"gol","Provável",2.8,11.24,-0.04,1.68,5,"Internacional",NA,NA,NA,NA,56,NA,1,NA,NA,NA,NA,NA,2,NA,4,NA,NA,NA
"627","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2020/02/27/add8047ee0515010dccf6e0d204c3bb0_FORMATO.png",79113,5,285,"zag","Provável",7.5,12.76,0.84,4.92,5,"Internacional",11,7,5,NA,34,NA,1,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
"628","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,5,280,"zag","Provável",-0.6,3.16,-0.78,1.1,2,"Bragantino",2,2,1,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"629","José Gabriel dos Santos Silva","ze-gabriel","Zé Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/406d8a9fc74d962738e649a8e390169e_FORMATO.png",105902,5,285,"mei","Provável",0.8,2.35,-0.1,1.38,4,"Internacional",7,4,2,NA,13,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Bruno Gomes da Silva Clevelário","bruno-gomes","Bruno Gomes","https://s.glbimg.com/es/sde/f/2020/08/17/76089d8528afa499ba3467eaa5e1b180_FORMATO.png",106202,5,267,"mei","Nulo",7.3,4.67,1.63,2.43,4,"Vasco",10,4,9,NA,16,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,5,275,"gol","Nulo",0,3,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,5,280,"lat","Provável",-1.7,2.89,-0.29,0.52,5,"Bragantino",10,10,3,NA,71,NA,1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/06/30/9c54302726f51c2c4e11e97e02ad1329_FORMATO.jpeg",108385,5,280,"zag","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"634","Alexandre de Almeida da Silva Junior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/03/13/7c86524fe7de88fe7eaf75ee5df21eb2_FORMATO.png",107677,5,267,"mei","Nulo",0,3,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635","Emerson Raymundo Santos","emerson-santos","Emerson Santos","https://s.glbimg.com/es/sde/f/2020/02/28/4d5c465a6fd405b025d4ca76e81d24a1_FORMATO.png",86972,5,275,"zag","Nulo",0,4,0,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,5,280,"mei","Nulo",0,4,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"637","Pedro Henrique Alves Santana","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/02/27/f05e34f440e1b9e862786629262340fa_FORMATO.png",105840,5,285,"zag","Nulo",0,1,0,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"638","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,5,280,"gol","Nulo",0,1,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"639","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,5,262,"ata","Dúvida",12.2,12.48,2.07,5.7,5,"Flamengo",1,3,8,1,34,NA,1,5,8,2,NA,NA,NA,2,NA,NA,NA,NA
"640","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/08/11/a28703527589f89ea81cc09c82960ed6_FORMATO.png",62104,5,284,"mei","Nulo",0,6,0,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"641","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/c6deeaacd987fda728f5e5cb9a7d733c_FORMATO.png",90285,5,262,"ata","Provável",2.9,13.25,-0.27,3.26,5,"Flamengo",7,9,15,1,27,1,2,3,3,NA,NA,NA,NA,2,NA,NA,NA,NA
"642","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/08/17/c3880e0855085540096eb79ca1b203f2_FORMATO.png",68896,5,267,"lat","Contundido",0,7,0,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2020/07/28/45ddb78d5fe4e30bced22de0add70650_FORMATO.png",86227,5,280,"ata","Provável",1.3,3.56,0.27,1.2,5,"Bragantino",2,5,6,NA,32,NA,NA,2,6,NA,NA,NA,NA,1,NA,NA,NA,NA
"644","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,5,280,"mei","Provável",6.2,4.35,1.46,2,4,"Bragantino",16,11,4,NA,17,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"645","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2020/07/21/6ad752ca6185d76358f944dab95130fd_FORMATO.png",87863,5,262,"mei","Provável",0,17.85,0,5.37,4,"Flamengo",7,3,3,1,37,NA,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"646","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2020/07/21/8797280aa7931393c0b38693520e8195_FORMATO.png",101574,5,262,"gol","Nulo",0,2,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Gustavo Bonatto Barreto","barreto","Barreto","https://s.glbimg.com/es/sde/f/2020/07/28/e95902a65fad3f184265acdc8e406087_FORMATO.png",89224,5,280,"mei","Nulo",0,4.02,0,0.9,1,"Bragantino",2,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"648","Pedro Henrique de Oliveira Correia","pedrao","Pedrão","https://s.glbimg.com/es/sde/f/2020/03/03/7a5d281294e2881a3be2bf6a652bf10c_FORMATO.png",100322,5,293,"zag","Nulo",0,3,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Felipe de Oliveira Conceição","felipe-conceicao","Felipe Conceição","https://s.glbimg.com/es/sde/f/2020/08/07/be43162d455c480219086e63376e05e6_FORMATO.png",90437,5,280,"tec","Provável",1.88,6.17,-0.16,2.79,5,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,5,293,"mei","Contundido",0,11.85,0,2.47,4,"Athlético-PR",NA,5,10,1,16,NA,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,5,293,"ata","Nulo",1.9,7.3,0.16,2.1,5,"Athlético-PR",3,2,6,NA,9,1,NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA
"652","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,5,280,"lat","Provável",2.4,10.15,-0.55,3.98,5,"Bragantino",25,12,5,NA,52,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,5,280,"ata","Provável",2.8,12.61,0.26,3.26,5,"Bragantino",7,5,12,NA,46,1,1,3,6,NA,NA,NA,NA,2,NA,NA,NA,NA
"654","Leandro Castan da Silva","leandro-castan","Leandro Castan","https://s.glbimg.com/es/sde/f/2020/08/17/49c8817c8d46dc60dc7ed4af79fa9953_FORMATO.png",38505,5,267,"zag","Provável",7.8,15.79,0.51,6.15,4,"Vasco",10,3,5,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
"655","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2020/07/28/f6113500995af8a65418616d8f79fc39_FORMATO.png",95335,5,280,"mei","Suspenso",-2.7,3.99,-0.89,0.02,5,"Bragantino",5,10,3,NA,26,NA,3,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,5,280,"zag","Suspenso",-3.7,0.93,-1.51,-0.4,4,"Bragantino",8,5,2,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"657","Edson Fernando da Silva Gomes","edson","Edson","https://s.glbimg.com/es/sde/f/2020/07/20/233753207218d661601cf908cc94dc4f_FORMATO.png",105901,5,265,"mei","Nulo",0,1,0,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Guilherme Antonio Arana Lopes","guilherme-arana","Guilherme Arana","https://s.glbimg.com/es/sde/f/2020/02/28/9509fbe6e9d228ecfb9441a53f39fc18_FORMATO.png",87228,5,282,"lat","Nulo",2.4,16.49,-0.69,4.82,5,"Atlético-MG",9,5,1,NA,62,1,NA,4,5,NA,NA,NA,NA,1,2,NA,NA,NA
"659","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,5,265,"lat","Provável",0,8.15,-1.24,3.97,3,"Bahia",8,1,2,NA,24,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"660","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,5,265,"mei","Nulo",0,3.72,0,-0.1,1,"Bahia",NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Tiago Luis Volpi","tiago-volpi","Tiago Volpi","https://s.glbimg.com/es/sde/f/2019/04/01/2738a4ae33bd55ff85ec0117ecf79063_FORMATO.png",72018,5,276,"gol","Provável",4,15.18,-1.1,7.08,4,"São Paulo",NA,NA,NA,NA,27,NA,NA,NA,NA,NA,5,1,3,NA,2,NA,NA,NA
"662","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/07/21/f18263366884c75c205afbd2591c28b7_FORMATO.png",101717,5,282,"ata","Nulo",-0.2,11.25,-0.56,6.14,5,"Atlético-MG",6,5,2,1,8,NA,NA,6,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"663","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/16/16c2244142496297f68b7e500836bf2b_FORMATO.png",107963,5,282,"zag","Nulo",0,2,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/02/28/57f65d42b296ab52f9bd8d9270f9ff73_FORMATO.png",106843,5,282,"mei","Nulo",0,4,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,5,265,"gol","Provável",0,2.31,-0.27,0.55,2,"Bahia",NA,NA,1,NA,14,NA,NA,NA,NA,NA,2,NA,3,NA,NA,NA,NA,NA
"666","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,5,277,"ata","Nulo",0,6,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"667","Marcos da Silva França","keno","Keno","https://s.glbimg.com/es/sde/f/2020/07/09/c6467d8fea8b15bb8f1a144c0d1aede5_FORMATO.png",86485,5,282,"ata","Nulo",-0.5,8.45,-1.18,1.38,5,"Atlético-MG",5,6,5,1,45,NA,NA,4,2,NA,NA,NA,NA,5,NA,NA,NA,NA
"668","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/07/25/2ebd70cae4e549a49e708c60abbee23a_FORMATO.png",87009,5,282,"mei","Nulo",0,10.94,0,6.7,2,"Atlético-MG",6,2,NA,NA,6,NA,NA,1,1,1,NA,NA,NA,2,NA,NA,NA,NA
"669","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/02/28/55a296e48362f1dadadc5b9b1316f50d_FORMATO.png",87393,5,282,"zag","Nulo",0,7.83,0,2.8,1,"Atlético-MG",1,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"670","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,5,282,"zag","Nulo",2.4,10.77,-0.13,4.48,5,"Atlético-MG",14,6,NA,1,20,NA,1,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA
"671","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2019/05/28/31576151f911825460540e32249a6735_FORMATO.png",89493,5,282,"zag","Nulo",-0.7,12.24,-1.75,5.9,3,"Atlético-MG",6,3,3,NA,13,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA
"672","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/07/16/ffc4af32dd75bc4d8408ae4b52303e1a_FORMATO.png",68928,5,282,"gol","Nulo",-2.4,8.2,-1.59,1.72,5,"Atlético-MG",NA,NA,NA,NA,34,NA,NA,NA,NA,NA,3,NA,5,NA,2,NA,NA,NA
"673","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,5,276,"zag","Dúvida",0,9.28,0,2.17,3,"São Paulo",3,2,5,NA,10,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"674","Leonardo de Souza Sena","leo-sena","Léo Sena","https://s.glbimg.com/es/sde/f/2020/07/21/5c525ae0e40e4c2cd21dff0c86bebaec_FORMATO.png",90572,5,282,"mei","Nulo",0,6.21,0,0.8,1,"Atlético-MG",1,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,5,282,"mei","Nulo",0,6,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,5,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"677","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/02/28/c2ccc891f0bac76a05c0d1cd18cede6c_FORMATO.png",97898,5,282,"lat","Nulo",0,2.97,0,-0.1,1,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,5,265,"zag","Provável",0.2,6.33,-0.15,3.78,4,"Bahia",2,1,1,NA,19,NA,NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA
"679","Bruno da Silva Costa","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2020/07/16/22ba4b897e968cd7dbb56980e24ac623_FORMATO.png",101422,5,282,"ata","Nulo",0,1.68,-0.27,0.75,2,"Atlético-MG",NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/02/28/8770cf398ed3dd9915d0b1bbd4d13262_FORMATO.png",96652,5,282,"mei","Nulo",-0.4,6.99,-0.79,2,5,"Atlético-MG",13,10,3,NA,35,NA,1,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,5,292,"ata","Provável",4.2,2.91,0.93,2.03,3,"Sport",1,2,10,1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/07/16/aac07f2ce09e67e2e4045cc55b578243_FORMATO.png",97425,5,282,"zag","Nulo",0,8.99,0,7.4,1,"Atlético-MG",2,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"683","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,5,277,"mei","Dúvida",-0.3,4.44,-0.97,1.9,4,"Santos",7,2,4,NA,20,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","José Fernando Viana de Santana","fernandao","Fernandão","https://s.glbimg.com/es/sde/f/2020/07/23/5ace39f85dd3b6decabc7e92c380e9cf_FORMATO.png",62033,5,265,"ata","Nulo",1.8,5.01,-0.99,1.8,1,"Bahia",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,5,277,"ata","Provável",-0.1,4.12,-0.55,1.52,5,"Santos",6,8,7,NA,6,NA,1,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA
"686","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/07/19/fa58aa2e91ac2afc5024dc90dd3e74ca_FORMATO.png",98672,5,282,"ata","Nulo",1.2,4.6,-0.26,1.46,5,"Atlético-MG",2,3,5,1,23,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,5,277,"ata","Nulo",0.7,2.65,-0.14,0.95,4,"Santos",4,2,3,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,5,277,"mei","Nulo",0,2,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2019/03/29/fb13c66ae9c72ffe321570f916f5d250_FORMATO.png",101319,5,282,"lat","Nulo",0,13.18,0,6.17,4,"Atlético-MG",12,4,3,NA,26,1,1,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"690","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,5,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Fernando Diniz Silva","fernando-diniz","Fernando Diniz","https://s.glbimg.com/es/sde/f/2019/10/03/6d8ae397f0417ad0faa735bc5f9c21d5_FORMATO.png",72391,5,276,"tec","Provável",4.86,8.79,0.45,4.06,4,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"692","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2020/07/24/4a3f794325acc2d6bd02a0c556444c2d_FORMATO.png",74140,5,265,"ata","Provável",0.7,8.56,-1.24,5.28,4,"Bahia",6,2,10,1,28,1,NA,4,2,NA,NA,NA,NA,1,NA,NA,NA,NA
