"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","PI","SG","A","FD","FT","G","I","PP","GC","CV","DD","DP","GS"
"654","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,19,280,"ata","Provável",1.7,11.8,0.06,2.86,17,"280",1,18,12,20,36,138,NA,2,9,1,NA,3,1,NA,NA,NA,NA,NA
"655","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,19,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Luís Eduardo Marques dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2020/02/27/94657541c8cae30d9fa105e9c6215055_FORMATO.png",97133,19,373,"lat","Provável",0.6,4.81,-0.29,2.95,17,"373",1,43,15,5,20,143,4,NA,2,NA,NA,1,NA,NA,1,NA,NA,NA
"657","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,19,280,"mei","Contundido",0,3,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,19,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,19,282,"mei","Provável",1,6.41,-0.14,1.47,16,"282",3,30,20,10,11,93,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"660","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,19,373,"ata","Nulo",-0.6,5.09,0.28,3,15,"373",1,19,14,8,18,93,NA,3,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"661","Juan Sebastián Quintero Fletcher","quintero","Quintero","https://s.glbimg.com/es/sde/f/2019/03/22/df21f8c767acbe98de2f1a88be61c8e8_FORMATO.png",96382,19,356,"zag","Nulo",0,1.67,0,1.38,9,"356",3,5,6,2,3,17,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"662","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,19,356,"tec","Provável",-0.13,7.05,-1.18,3.16,17,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Geovane Henrique Pereira de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2020/03/02/1b21e0ae30ac2e4a34078bfbda81e2f1_FORMATO.png",96349,19,294,"lat","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,19,354,"mei","Nulo",2.3,4.82,0.47,1.18,13,"354",3,14,11,NA,12,29,NA,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA
"665","Renzo Saravia","saravia","Saravia","https://s.glbimg.com/es/sde/f/2020/03/02/2adf4c12427d0fca9fe94f89118bd866_FORMATO.png",96725,19,285,"lat","Contundido",0,18.78,0,7.96,8,"285",1,37,12,2,15,56,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Yan Medeiros Sasse","yan-sasse","Yan Sasse","https://s.glbimg.com/es/sde/f/2020/08/18/02007417e97ff029ccbe7f0234bfffff_FORMATO.png",96055,19,294,"mei","Dúvida",0,0.85,0,-0.37,11,"Coritiba",2,7,13,5,5,28,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA
"667","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2020/02/27/222ec98ac489a4b1ce5063bdde3d208e_FORMATO.png",96468,19,285,"gol","Contundido",0,2,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"668","Erick Luis Conrado de Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2019/04/01/9717a07ef27fdd10d8ac6c25914a376e_FORMATO.png",98022,19,293,"mei","Provável",-1.9,3.9,-0.41,2.05,11,"293",4,26,22,7,3,39,NA,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2020/10/09/595b0f8687c68ff0296dd3fc19261801_FORMATO.png",97520,19,290,"mei","Provável",9.7,4.44,1.71,3.4,5,"290",NA,8,1,NA,4,29,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"670","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,19,280,"zag","Provável",3.3,8.45,-0.27,3.19,19,"280",2,38,14,4,10,70,3,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA
"671","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,19,277,"ata","Dúvida",0,3.13,0,1.35,11,"Santos",1,12,12,3,10,51,NA,NA,5,NA,1,1,NA,NA,1,NA,NA,NA
"672","Alesson dos Santos Batista","alesson","Alesson","https://s.glbimg.com/es/sde/f/2020/02/28/a6c39298924cbf2f7ac0256ed7a67a55_FORMATO.png",97321,19,265,"mei","Nulo",0,0.99,0,0.56,5,"265",1,2,2,1,5,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"673","Gustavo Henric da Silva","gustavo-mosquito","Gustavo Mosquito","https://s.glbimg.com/es/sde/f/2020/08/20/81a5c782b9fc85b4c16836aa362f34b8_FORMATO.png",97450,19,264,"ata","Nulo",0,2.83,0,1.67,11,"264",NA,7,7,4,9,32,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"674","Thiago Couto Wenceslau","thiago-couto","Thiago Couto","https://s.glbimg.com/es/sde/f/2017/05/25/dfcf4266572f7296e853252f68813195_FORMATO.png",97645,19,276,"gol","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2020/08/31/26157eb4d01c29438f7335acae2d0a72_FORMATO.png",97528,19,266,"zag","Nulo",0,3,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Rodolfo Filemon de Oliveira da Silva","rodolfo-filemon","Rodolfo Filemon","https://s.glbimg.com/es/sde/f/2020/03/03/58a5f1fedb37779403b28bf802247d46_FORMATO.png",97925,19,294,"zag","Nulo",0,0.78,0,-0.07,11,"Coritiba",4,5,15,1,6,52,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"677","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,19,282,"zag","Nulo",0,6.88,0,2.65,4,"282",NA,3,5,1,1,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Matheus Bahia Santos","matheus-bahia","Matheus Bahia","https://s.glbimg.com/es/sde/f/2020/02/28/1a8f6f07fe040d69022f28f7575ba0a3_FORMATO.png",97899,19,265,"lat","Nulo",0,0.78,0,-2.8,1,"265",1,1,3,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/08/31/0c2bdf1145561ae501a551002dc8ca43_FORMATO.png",97898,19,282,"lat","Nulo",0,2.85,0,1.5,5,"282",NA,2,1,1,2,17,1,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA
"680","Diego Churín Puyo","churin","Churín","https://s.glbimg.com/es/sde/f/2020/10/26/a511db6b41f5552de55575d62a217d3c_FORMATO.png",98289,19,284,"ata","Nulo",-0.7,6.77,-2.23,-0.7,1,"284",NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Jefferson Gabriel Nascimento Brito","fessin","Fessin","https://s.glbimg.com/es/sde/f/2020/02/28/8a051de64c7323a88c66ee473c630560_FORMATO.png",97994,19,265,"mei","Dúvida",4.9,2.64,0.48,2.15,6,"265",NA,7,2,1,5,12,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Rodrigo Marques de Santana","rodrigo-santana","Rodrigo Santana","https://s.glbimg.com/es/sde/f/2020/11/03/e9efabe80af697e6c427fb435ebf5a8a_FORMATO.png",97922,19,294,"tec","Provável",0,8.52,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"683","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,19,263,"zag","Provável",4.6,6.26,-0.25,3.3,17,"263",1,29,11,4,18,50,4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Pedro Raul Garay da Silva","pedro-raul","Pedro Raul","https://s.glbimg.com/es/sde/f/2020/03/01/a9eff7e76be6852105bc805128846d3a_FORMATO.png",98225,19,263,"ata","Nulo",0,5.85,-0.43,2.53,12,"263",1,5,19,10,16,63,NA,1,6,NA,2,2,NA,NA,NA,NA,NA,NA
"685","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,19,292,"gol","Nulo",0,1.89,0,0.27,6,"292",1,1,1,NA,1,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,8
"686","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,19,282,"ata","Provável",-0.9,5.65,-0.74,3.22,15,"282",2,5,12,15,12,103,NA,2,5,3,3,7,NA,NA,NA,NA,NA,NA
"687","Saulo Rodrigues da Silva","saulo-mineiro","Saulo Mineiro","https://s.glbimg.com/es/sde/f/2020/09/24/6ceba057ce17022449326aff9d66b9c0_FORMATO.png",98274,19,354,"ata","Nulo",0,2.39,0,0.3,1,"354",NA,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Matías Nicolás Viña Susperreguy","vina","Viña","https://s.glbimg.com/es/sde/f/2020/02/28/444cc845fe792b0fdd234c579e4c31de_FORMATO.png",98974,19,275,"lat","Provável",12.4,10.02,1.25,5.06,11,"275",2,38,11,4,13,89,3,2,2,NA,NA,2,NA,NA,NA,NA,NA,NA
"689","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,19,262,"gol","Nulo",0,1.56,0,-0.9,3,"Flamengo",NA,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5
"690","Pedro Henrique Naressi Machado","pedro-naressi","Pedro Naressi","https://s.glbimg.com/es/sde/f/2020/09/14/46ddb181165c7727e2b17d88bb13428e_FORMATO.png",98529,19,354,"mei","Dúvida",0,0.77,0,-1,2,"354",2,4,5,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","José Marcos Costa Martins","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2020/08/31/f80b931ac45bd42717faafcefa816c42_FORMATO.png",98765,19,282,"ata","Nulo",0.1,3.9,-0.22,1.48,10,"282",NA,11,13,4,5,31,NA,1,1,1,NA,3,NA,NA,NA,NA,NA,NA
"692","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,19,280,"mei","Provável",4,2.47,0.7,2.05,4,"280",NA,4,1,3,3,16,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Fernando José Pacheco Rivas","fernando-pacheco","Fernando Pacheco","https://s.glbimg.com/es/sde/f/2020/08/11/0f3de4bf496db9970fd66f13146a40a4_FORMATO.png",98740,19,266,"ata","Contundido",0,2.6,0,0.6,11,"266",1,7,8,2,9,27,NA,NA,1,1,NA,4,NA,NA,NA,NA,NA,NA
"694","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,19,356,"mei","Nulo",0.5,1.16,-0.07,-0.25,7,"356",1,1,4,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Leonardo Natel Vieira","leo-natel","Léo Natel","https://s.glbimg.com/es/sde/f/2020/07/21/75fe8f637b732326ab10856c62020124_FORMATO.png",98952,19,264,"ata","Nulo",2.7,4.71,0.66,2.56,12,"264",1,14,20,7,10,54,NA,1,3,NA,2,2,NA,NA,NA,NA,NA,NA
"696","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,19,284,"mei","Nulo",0,11.18,0,3.9,5,"284",NA,8,3,9,6,26,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"697","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,19,262,"ata","Nulo",-0.3,5.31,-0.01,1.24,10,"Flamengo",1,6,12,9,3,29,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Elias Lira Nogueira Júnior ","elias-lira","Elias Lira","https://s.glbimg.com/es/sde/f/2020/07/20/8d3ed365f45f18bd46f6f1219bc5b1c5_FORMATO.png",99034,19,292,"lat","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Henry Vaca Urquiza","henry-vaca","Henry Vaca","https://s.glbimg.com/es/sde/f/2020/09/05/b763cfbcafb68e3a1ca2a96aa7dc1f83_FORMATO.png",98992,19,373,"mei","Nulo",0,2.38,0,0.3,1,"373",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Lucas Braga Ribeiro","lucas-braga","Lucas Braga","https://s.glbimg.com/es/sde/f/2020/08/20/647949d36ebae12053e632bfe95815d5_FORMATO.png",99119,19,277,"ata","Dúvida",0,2.49,0,1.06,13,"Santos",3,16,22,3,17,38,NA,1,3,NA,NA,2,NA,NA,NA,NA,NA,NA
"701","Brenner Souza da Silva","brenner","Brenner","https://s.glbimg.com/es/sde/f/2020/07/23/08b2259246ad0fdc037dd11a4549d219_FORMATO.png",99789,19,276,"ata","Provável",10.8,7.17,2.12,5.27,11,"276",2,5,10,9,13,20,NA,1,4,1,5,5,NA,NA,NA,NA,NA,NA
"702","Francisco Alves da Silva Melo","chico","Chico","https://s.glbimg.com/es/sde/f/2020/02/27/091e13c92c44ecc1214f5f2ecd1f2b5d_FORMATO.png",99253,19,292,"zag","Nulo",5,3.08,-0.52,2.82,8,"292",1,12,4,1,2,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,19,267,"zag","Provável",-1.9,6.41,-0.72,2.59,9,"267",2,11,6,4,4,21,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,19,276,"mei","Provável",1.1,3.45,0.41,0.85,15,"276",2,10,20,5,17,57,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Diego Terra Loureiro","diego-loureiro","Diego Loureiro","https://s.glbimg.com/es/sde/f/2020/03/01/4aa545bef3f6f79e2004bcd20b92e8e7_FORMATO.png",99430,19,263,"gol","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Gabriel Baralhas dos Santos","baralhas","Baralhas","https://s.glbimg.com/es/sde/f/2020/10/20/d1b6cda28d3190a8ba17446d082ac2ab_FORMATO.png",99440,19,373,"mei","Nulo",0,4.6,0,4.9,1,"373",NA,5,1,1,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,19,292,"mei","Contundido",0,2,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,19,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Fernando Peixoto Costanza","fernando","Fernando","https://s.glbimg.com/es/sde/f/2019/03/28/0e1597e7f7c233c1663c9739a327843b_FORMATO.png",99550,19,263,"lat","Nulo",0,3.2,0,3.15,2,"263",1,4,1,NA,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Lucas da Silva Ribeiro Campos","lucas-campos","Lucas Campos","https://s.glbimg.com/es/sde/f/2019/08/23/de2cbd55d0f687fecdd4b8346fddf148_FORMATO.png",99903,19,263,"ata","Nulo",0,2,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,19,284,"mei","Nulo",0,2.74,0,-0.5,1,"284",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2020/07/21/89095e06a56aa2963d7afa7929bcbd02_FORMATO.png",100065,19,262,"ata","Nulo",1.1,3.51,0.24,1.88,10,"Flamengo",1,3,2,NA,NA,14,NA,1,6,NA,1,NA,NA,NA,NA,NA,NA,NA
"713","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,19,276,"mei","Provável",5.8,4.7,1.01,2.74,14,"276",3,14,15,9,14,74,NA,1,3,NA,3,3,NA,NA,NA,NA,NA,NA
"714","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,19,262,"zag","Nulo",0,2.12,0,-0.6,3,"Flamengo",1,1,1,NA,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Pedro Gabriel Pereira Lopes","pedrinho","Pedrinho","https://s.glbimg.com/es/sde/f/2019/09/30/6a55930690acaca09d4ef83e23d8e8fd_FORMATO.png",100103,19,293,"ata","Nulo",0,2.25,0,0.85,8,"293",NA,2,6,3,5,13,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"716","Federico Matías Javier Zaracho","zaracho","Zaracho","https://s.glbimg.com/es/sde/f/2020/10/19/41b058a9a8c68dc92fe626989ecf6a3e_FORMATO.png",100079,19,282,"mei","Nulo",-0.6,8.8,-0.82,0.15,2,"282",NA,1,3,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,19,284,"mei","Provável",4.9,6.5,0.28,0.87,13,"284",4,21,19,3,31,63,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA
"718","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,19,292,"ata","Nulo",0,2.16,0,1.07,6,"292",NA,2,3,NA,10,21,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"719","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,19,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,19,276,"ata","Nulo",0,4.79,0,3.1,9,"276",NA,11,8,6,18,22,NA,NA,4,2,NA,3,NA,NA,NA,NA,NA,NA
"721","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,19,285,"ata","Nulo",-0.1,2.01,0.07,1.4,5,"285",1,NA,6,1,1,4,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA
"722","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2019/04/01/8423e58431d29d7700ba477367f59b3f_FORMATO.png",100761,19,276,"mei","Contundido",0,4.4,0,1.02,5,"276",1,9,7,2,4,44,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Ronald dos Santos Lopes","ronald","Ronald","https://s.glbimg.com/es/sde/f/2020/08/11/efc2759a4d0d9b526fb58356150c1655_FORMATO.png",100969,19,356,"mei","Provável",0.9,2.71,-0.85,1.96,11,"356",1,16,12,NA,16,18,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,19,267,"ata","Nulo",0,2.69,0,2.02,8,"267",1,5,6,3,7,23,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"725","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,19,293,"ata","Nulo",0,2.83,0,1.04,5,"293",NA,1,3,1,2,5,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA
"726","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2020/07/19/1748daa635dc775b9136f10307a95ab1_FORMATO.png",100830,19,284,"gol","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,19,280,"lat","Nulo",0,0.9,0,-3,1,"280",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2020/02/27/4fc30df934657cce0aecf53ef7dc9a8b_FORMATO.png",100987,19,285,"mei","Nulo",2.3,4.51,-0.04,2.85,4,"285",2,15,6,NA,7,13,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,19,282,"lat","Provável",4.1,13.88,-0.27,4.96,16,"282",1,40,18,6,19,123,6,1,2,1,1,NA,NA,NA,NA,NA,NA,NA
"730","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/12/06/d2a238e1b58db291139f1714859cad33_FORMATO.png",100842,19,284,"zag","Nulo",0,0.77,0,0,2,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Lucas Araújo de Oliveira","lucas-araujo","Lucas Araújo","https://s.glbimg.com/es/sde/f/2020/07/19/42424bcbcec84f88078917af7eaa872f_FORMATO.png",100844,19,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,19,275,"lat","Nulo",0,1.94,0,-0.65,2,"275",1,3,3,NA,1,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Arthur Henrique Bittencourt","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/01/25/5f0f0047f511d254fd9d18a7ef986daa_FORMATO.png",101173,19,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Wanderson Felippe Cardoso dos Santos","felippe-cardoso","Felippe Cardoso","https://s.glbimg.com/es/sde/f/2020/08/11/65b773ef79fcc1056f7ae14cd0e7be82_FORMATO.png",100963,19,266,"ata","Nulo",-0.5,2.04,-0.12,0.23,10,"266",1,2,15,3,7,21,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"735","Isaque Elias Brito","isaque","Isaque","https://s.glbimg.com/es/sde/f/2020/07/19/ab7cfc831a0762107f21b7bd866d6bf1_FORMATO.png",101483,19,284,"ata","Dúvida",6.6,6.3,1.09,2.72,17,"284",NA,11,11,13,11,48,NA,1,8,NA,2,2,NA,NA,NA,NA,NA,NA
