"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FD","FF","FS","G","I","PI","CV","SG","A","DD","DP","GS","FT","GC","PP"
"640","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,14,262,"zag","Provável",14.3,7.87,2.41,4.02,6,"Flamengo",NA,6,4,NA,2,4,1,NA,15,NA,2,NA,NA,NA,NA,NA,NA,NA
"641","Douglas Alan Schuck Friedrich","douglas-friedrich","Douglas Friedrich","https://s.glbimg.com/es/sde/f/2020/07/23/8673aa3ad493dd8b6692cdcf7143b3e2_FORMATO.png",78584,14,265,"gol","Provável",4.7,9.42,1.36,3.05,7,"265",NA,NA,NA,NA,NA,2,NA,NA,36,NA,2,NA,6,NA,5,NA,NA,NA
"642","Hernane Vidal Souza","hernane","Hernane","https://s.glbimg.com/es/sde/f/2020/02/27/c02ceae587d8a1531bebb801e8072417_FORMATO.png",72386,14,292,"ata","Provável",0.6,2.82,-1.2,1.47,12,"292",2,3,6,NA,NA,14,2,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2020/07/20/dc33647201f8156e6ccfacd8ecd1cf1d_FORMATO.png",92981,14,265,"mei","Nulo",-0.2,3.22,-0.81,1.7,9,"265",3,22,18,NA,2,9,NA,NA,28,NA,NA,1,NA,NA,NA,NA,NA,NA
"644","Fernando Miguel Kaufmann","fernando-miguel","Fernando Miguel","https://s.glbimg.com/es/sde/f/2020/08/17/6ea9f38df22592d8e7f2b5f53082c931_FORMATO.png",71571,14,267,"gol","Provável",-6.2,7.17,-0.17,2.12,13,"267",NA,NA,NA,NA,NA,2,NA,NA,84,NA,4,NA,11,1,18,NA,NA,NA
"645","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,14,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,14,262,"mei","Nulo",0,8.77,0,3.78,11,"Flamengo",2,16,11,4,5,21,3,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Germán Ezequiel Cano","cano","Cano","https://s.glbimg.com/es/sde/f/2020/08/17/9596d26050cf4d5c6dfba8dbd7af4da9_FORMATO.png",79631,14,267,"ata","Provável",0.3,12.86,-0.33,5.28,13,"267",NA,4,11,8,5,7,7,7,23,NA,NA,NA,NA,NA,NA,1,NA,NA
"648","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,14,294,"mei","Nulo",0,10.43,0,4.17,11,"Coritiba",1,34,8,5,6,21,NA,NA,64,NA,NA,NA,NA,NA,NA,1,NA,NA
"649","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,14,265,"ata","Provável",8.3,6.72,1.3,2.16,11,"265",3,13,9,3,3,14,2,2,67,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,14,267,"lat","Provável",1.6,7.81,0.12,2.39,10,"267",1,13,14,2,3,18,NA,1,64,NA,2,NA,NA,NA,NA,1,NA,NA
"651","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,14,267,"lat","Provável",-3.4,6.16,-1.5,2.37,11,"267",4,29,21,2,NA,10,NA,1,63,NA,3,NA,NA,NA,NA,NA,NA,NA
"652","José Carlos Cracco Neto","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/02/28/63c70f39c75210a2afc1875bf96d34ec_FORMATO.png",87192,14,265,"lat","Nulo",0,4.83,0,1.1,5,"265",1,3,3,NA,3,NA,NA,NA,14,NA,1,NA,NA,NA,NA,NA,NA,NA
"653","Gabriel Costa França","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/08/31/2e785d81d79f8b578f35f2aa6d7fcf97_FORMATO.png",87393,14,282,"zag","Nulo",0,7.83,0,2.8,1,"282",1,1,2,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"654","Martín Nicolás Benítez","benitez","Benítez","https://s.glbimg.com/es/sde/f/2020/08/17/0ff90a1cc63361f256c888951d107118_FORMATO.png",93550,14,267,"mei","Provável",0,10.43,0,4.54,9,"267",3,30,9,2,5,22,1,1,86,NA,NA,1,NA,NA,NA,NA,NA,NA
"655","Marcos Antônio Cândido Ferreira Júnior","marcos-junior","Marcos Júnior","https://s.glbimg.com/es/sde/f/2020/08/17/36ea552764f49b731d549f23f44aee4d_FORMATO.png",93893,14,267,"mei","Dúvida",1.2,3.53,-0.14,2.83,7,"267",NA,14,5,NA,1,9,NA,NA,20,NA,NA,1,NA,NA,NA,NA,NA,NA
"656","Jonatan David Gomez Ospina","jonatan-gomez","Jonatan Gomez","https://s.glbimg.com/es/sde/f/2020/03/09/bfe14638328381a0498413759e610ed4_FORMATO.png",94857,14,292,"mei","Dúvida",0.5,10.24,-0.07,2.1,11,"292",NA,5,8,2,10,15,1,1,32,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657","Ricardo Queiroz de Alencastro Graça","ricardo","Ricardo","https://s.glbimg.com/es/sde/f/2020/08/17/1f0c50b2e3b9d5732c27d1fe873c62b8_FORMATO.png",99881,14,267,"zag","Dúvida",-0.1,7.13,-0.04,3.15,8,"267",1,11,5,1,3,4,NA,NA,19,NA,3,NA,NA,NA,NA,NA,NA,NA
"658","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,14,265,"ata","Provável",13.3,6.87,2.67,2.36,9,"265",1,5,10,5,4,7,2,3,50,NA,NA,1,NA,NA,NA,NA,NA,1
"659","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2020/07/23/dddef028f9e20a0ee451b41e0d30b74b_FORMATO.png",86143,14,265,"zag","Nulo",0,4,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660","João Pedro Maturano dos Santos","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2020/07/23/fea20088b9a54c3a580480216fc65053_FORMATO.png",89273,14,265,"lat","Nulo",0,4.26,0,-0.8,1,"265",NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Vinícius dos Santos de Oliveira Paiva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2020/08/17/d3799f09f18b7bfe22f6442f4e7b0bd4_FORMATO.png",105998,14,267,"ata","Provável",-1.7,2.67,-0.37,1.1,5,"267",1,NA,3,1,NA,5,1,2,17,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2020/08/17/5cefaba2b457f1c014cbe06ba3b59b3f_FORMATO.png",105786,14,267,"ata","Provável",1.5,10.19,-0.06,4.12,12,"267",1,20,11,4,7,36,1,3,58,1,NA,2,NA,NA,NA,1,NA,NA
"663","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2020/08/17/3d3e902dd30a64a2547b7ab9c97128db_FORMATO.png",70116,14,267,"mei","Dúvida",4.1,10.85,0.48,4.05,12,"267",2,24,22,3,5,5,4,NA,54,NA,NA,NA,NA,NA,NA,1,NA,NA
"664","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,14,354,"tec","Provável",5.14,9.18,0.5,3.77,14,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Raul Lô Gonçalves","raul","Raul","https://s.glbimg.com/es/sde/f/2020/08/28/8c0a624b6d2595beaf51682261e51ccd_FORMATO.png",92496,14,280,"mei","Provável",4.5,7.86,0.62,5.53,6,"280",NA,27,8,NA,NA,13,1,1,38,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2020/08/31/3b64f778984d4cc9daab96fb66d28946_FORMATO.png",52253,14,282,"zag","Provável",2.1,7.39,0.12,3.2,7,"282",NA,10,5,NA,3,7,1,NA,40,NA,1,NA,NA,NA,NA,NA,NA,NA
"667","Andrey Ramos do Nascimento","andrey","Andrey","https://s.glbimg.com/es/sde/f/2020/08/17/bfaf7651c9572b3c95e4d731dadc3958_FORMATO.png",93787,14,267,"mei","Provável",0,5.16,0,2.95,8,"267",3,28,23,1,2,18,NA,NA,37,1,NA,2,NA,NA,NA,NA,NA,NA
"668","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,14,282,"mei","Provável",-0.6,7.13,-0.78,2.89,12,"282",4,29,32,NA,4,24,1,NA,35,NA,NA,2,NA,NA,NA,NA,NA,NA
"669","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2020/07/16/1940a0f1f7b292217e8c59a91c1a05cd_FORMATO.png",70800,14,282,"tec","Provável",1.26,13.67,-0.68,4.5,13,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,14,264,"mei","Nulo",-0.8,9.11,-0.4,-0.35,2,"264",NA,NA,1,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"671","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2020/08/17/5af9923a34a978a056a214d243306c33_FORMATO.png",106199,14,267,"mei","Nulo",-1.3,2.12,-0.76,0.75,4,"267",2,5,6,1,2,7,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,14,264,"mei","Nulo",0,12.28,0,4.65,6,"264",2,7,7,8,4,19,NA,1,44,NA,NA,1,NA,NA,NA,2,NA,NA
"673","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2020/08/17/56fc3022ea629539acd59c11ddc86063_FORMATO.png",104678,14,267,"ata","Nulo",0,3,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"674","Lucas Ribamar Lopes dos Santos Bibiano","ribamar","Ribamar","https://s.glbimg.com/es/sde/f/2020/08/17/cd4f9206b4c3308452f5560028e465e8_FORMATO.png",94068,14,267,"ata","Nulo",0,4.52,0,1.74,9,"267",1,2,5,2,1,2,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2020/08/31/66d12c528d0604bbd7db88296edd50fc_FORMATO.png",85931,14,282,"mei","Provável",5.5,12.6,0.95,4.21,11,"282",1,12,16,6,9,15,2,2,56,NA,NA,2,NA,NA,NA,1,NA,NA
"676","Nathan Allan de Souza","nathan","Nathan","https://s.glbimg.com/es/sde/f/2020/08/31/1c31d45f66d706f1d16d05f1b5da0056_FORMATO.png",87009,14,282,"mei","Nulo",0,11.18,0,5.7,6,"282",NA,10,3,3,2,4,2,2,15,NA,NA,1,NA,NA,NA,NA,NA,NA
"677","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2020/08/17/4dfbba68c3645f7379490067e0ce092d_FORMATO.png",62974,14,267,"zag","Nulo",0,4,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"678","Lucas Santos da Silva","lucas-santos","Lucas Santos","https://s.glbimg.com/es/sde/f/2020/08/17/9d1cc15782d0788c4ccb7f3cd9a12641_FORMATO.png",101718,14,267,"mei","Nulo",0,1.68,0,-0.1,2,"267",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"679","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,14,263,"mei","Nulo",0,5.29,0,-0.1,1,"263",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"680","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2020/10/01/83becd84fed9fcf027e6ddd95ae3fea7_FORMATO.png",38910,14,294,"ata","Nulo",0,8,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"681","Igor Rabello da Costa","igor-rabello","Igor Rabello","https://s.glbimg.com/es/sde/f/2020/08/31/3e81a4b7346c3b3aec5a43ccf3aa2197_FORMATO.png",89493,14,282,"zag","Dúvida",0,11.71,0,3.35,10,"282",NA,12,10,NA,NA,9,1,NA,40,NA,3,NA,NA,NA,NA,1,NA,NA
"682","Júnior Osmar Ignacio Alonso Mujica","junior-alonso","Júnior Alonso","https://s.glbimg.com/es/sde/f/2020/07/16/daf987c3f75852892ad5b645ad99faad_FORMATO.png",88312,14,282,"zag","Nulo",0,10.54,0,3.55,12,"282",3,29,16,2,5,1,NA,NA,73,NA,4,1,NA,NA,NA,1,NA,NA
"683","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2020/08/31/4c0c31d702542c33340f28f8df3afae2_FORMATO.png",52950,14,282,"gol","Nulo",0,6.11,0,-7.2,1,"282",NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,3,NA,NA,NA
"684","Edenílson Andrade Dos Santos","edenilson","Edenílson","https://s.glbimg.com/es/sde/f/2020/02/27/dab4d223e4d736b3877f27a6b24a7a0e_FORMATO.png",63289,14,285,"mei","Suspenso",2,8.17,-0.21,2.12,13,"285",3,19,20,4,4,17,1,2,89,NA,NA,2,NA,NA,NA,NA,NA,NA
"685","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2020/08/31/5da528d4c6029f923a12da18ad0cf054_FORMATO.png",96652,14,282,"mei","Provável",1,6.54,-0.05,1.44,13,"282",2,24,18,1,9,8,NA,NA,76,NA,NA,NA,NA,NA,NA,1,NA,NA
"686","Antônio Josenildo Rodrigues de Oliveira","rodrigues","Rodrigues","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,14,284,"zag","Nulo",0,2.42,0,2.65,2,"284",NA,1,NA,NA,NA,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"687","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2020/08/31/70a9b022ffebe02680755240aa4440cc_FORMATO.png",68928,14,282,"gol","Nulo",0,7.81,0,2.36,8,"282",NA,NA,1,NA,NA,NA,NA,NA,56,1,4,NA,5,NA,5,NA,NA,NA
"688","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,14,284,"mei","Suspenso",0,5.7,-0.36,0.22,10,"284",3,12,15,NA,3,24,NA,NA,56,1,NA,NA,NA,NA,NA,NA,NA,NA
"689","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2020/07/19/86f5908425375d7aa9007181ae00f69c_FORMATO.png",104593,14,284,"mei","Provável",0,4.31,0,1.88,8,"284",1,12,10,NA,2,5,1,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2020/09/19/e5c460787ad23defe1b6fa4efa97c721_FORMATO.png",38277,14,292,"mei","Dúvida",2.9,4.06,-0.31,1.25,7,"292",NA,2,1,1,5,1,NA,NA,34,NA,NA,1,NA,NA,NA,NA,NA,NA
"691","Cláudio Rodrigues Gomes","guga","Guga","https://s.glbimg.com/es/sde/f/2020/08/31/ff263cf2e43da8d3c2b3b688ae237c0c_FORMATO.png",101319,14,282,"lat","Dúvida",1.2,13.29,-1.29,5.33,11,"282",1,28,14,2,3,13,1,NA,76,NA,4,1,NA,NA,NA,1,NA,NA
"692","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,14,284,"mei","Provável",0.6,5,-0.38,1.49,12,"284",2,16,13,3,4,20,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Elton Júnior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2020/07/23/6bddafb802eca51fa3ab23c76e52a1b1_FORMATO.png",71719,14,265,"mei","Nulo",0,3.66,0,1.3,3,"265",NA,4,2,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2020/08/31/0b8fc0d9df187526916b27cd3ddd43a6_FORMATO.png",101717,14,282,"ata","Provável",0,9.4,-0.23,2.73,11,"282",NA,6,11,7,3,2,2,NA,13,NA,NA,NA,NA,NA,NA,1,NA,NA
"695","Ramón Martínez López","ramon-martinez","Ramón Martínez","https://s.glbimg.com/es/sde/f/2020/09/10/3ec7fbe3fc53cbbd7d412caa63adc854_FORMATO.png",92155,14,294,"mei","Provável",-2.7,2.62,-0.76,0.15,4,"Coritiba",1,5,6,NA,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2020/02/27/874b64215923c64744352951788dc4b4_FORMATO.png",60852,14,285,"lat","Provável",4.1,4.11,0.75,2.7,3,"285",NA,9,6,NA,NA,NA,NA,NA,29,NA,1,NA,NA,NA,NA,NA,NA,NA
"697","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2020/08/31/bdb31641b3727d61e4f556287424d503_FORMATO.png",91191,14,282,"mei","Nulo",0,6,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Patrick Machado Ferreira ","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/07/19/c14a26423f60b6ea3fad21b28855d481_FORMATO.png",99918,14,284,"mei","Nulo",0,2.74,0,-0.5,1,"284",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Wellington Daniel Bueno","bueno","Bueno","https://s.glbimg.com/es/sde/f/2020/08/31/3f5160eda219c10021204248fc78195d_FORMATO.png",97425,14,282,"zag","Dúvida",-2.6,6.88,-0.83,2.65,4,"282",NA,3,5,NA,1,1,NA,NA,12,NA,2,NA,NA,NA,NA,NA,NA,NA
"700","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,14,265,"gol","Nulo",0,0.76,0,-1.23,4,"265",NA,NA,NA,NA,NA,1,NA,NA,34,NA,NA,NA,4,NA,9,NA,NA,NA
"701","Maílton dos Santos de Sá","mailton","Maílton","https://s.glbimg.com/es/sde/f/2020/08/31/0c2bdf1145561ae501a551002dc8ca43_FORMATO.png",97898,14,282,"lat","Nulo",0,2.68,0,1.07,3,"282",NA,1,1,2,1,2,NA,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2020/07/19/756f7ee69aa8fccdfd44fbbf534a60a0_FORMATO.png",105837,14,284,"ata","Nulo",3.2,1.74,0.62,1.4,7,"284",NA,4,2,2,2,8,NA,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2020/07/23/64f95e587c904e0e5980af5e1af88314_FORMATO.png",49651,14,265,"zag","Provável",11.2,7.79,1.99,2.97,10,"265",NA,7,6,3,2,2,1,NA,34,NA,2,1,NA,NA,NA,NA,NA,NA
"704","Jefferson David Savarino Quintero","savarino","Savarino","https://s.glbimg.com/es/sde/f/2020/08/31/864520e76c9a189815cf05a7f3f9a096_FORMATO.png",98672,14,282,"ata","Nulo",0,6.32,0,2.88,12,"282",1,4,11,5,7,10,2,7,70,NA,NA,2,NA,NA,NA,2,NA,NA
"705","Severino do Ramo Clementino da Silva","nino-paraiba","Nino Paraíba","https://s.glbimg.com/es/sde/f/2020/07/23/73b5168e7153d03026f7793518fe9dd9_FORMATO.png",68808,14,265,"lat","Nulo",0,7.66,0,2.2,9,"265",2,26,9,1,1,6,NA,NA,77,NA,1,NA,NA,NA,NA,NA,NA,NA
"706","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,14,290,"gol","Provável",-5.3,5.75,-0.86,0.13,9,"290",NA,NA,NA,1,NA,1,NA,NA,85,NA,2,NA,9,NA,19,NA,NA,NA
"707","Charles Rigon Mattos","charles","Charles","https://s.glbimg.com/es/sde/f/2020/03/02/2f897ea65a1bd1db59318a12e5c6d367_FORMATO.png",96342,14,354,"mei","Provável",0,6.53,0,3.21,13,"354",3,37,27,1,5,8,2,NA,60,NA,NA,1,NA,NA,NA,NA,NA,NA
"708","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2020/02/27/848601c752c8fa58a805d78e5bad50db_FORMATO.png",62023,14,285,"mei","Nulo",0.2,3.1,-0.25,0.51,11,"285",2,5,3,4,3,8,NA,2,42,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Dylan Felipe Borrero Caicedo","borrero","Borrero","https://s.glbimg.com/es/sde/f/2020/08/31/7481d168bb02b987aa26c6a0f0df715e_FORMATO.png",106843,14,282,"mei","Nulo",0,2.79,0,-1.8,1,"282",1,1,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","William Oliveira dos Santos","william-oliveira","William Oliveira","https://s.glbimg.com/es/sde/f/2020/03/02/39d250a4d190bffff7e9fbf0111d822b_FORMATO.png",94297,14,354,"mei","Contundido",0,2.05,0,0.43,6,"354",3,7,8,NA,3,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Lucas Esteves de Souza","esteves","Esteves","https://s.glbimg.com/es/sde/f/2019/07/08/cd984c932e6f6d7e51df1e0963c5513e_FORMATO.jpeg",100846,14,275,"lat","Dúvida",0,2,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,14,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,14,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Rodrigo Modesto da Silva Moledo","rodrigo-moledo","Rodrigo Moledo","https://s.glbimg.com/es/sde/f/2020/02/27/887c825f63637b345d17570bf49d66fa_FORMATO.png",63354,14,285,"zag","Nulo",5.5,6.67,0.57,2.71,10,"285",1,8,4,NA,1,7,NA,NA,12,NA,4,NA,NA,NA,NA,NA,NA,NA
"715","Rodrigo Oliveira Lindoso","rodrigo-lindoso","Rodrigo Lindoso","https://s.glbimg.com/es/sde/f/2020/02/27/bc31f941c1bb5d6c26ada24af71bcf45_FORMATO.png",72362,14,285,"mei","Provável",-3.3,3.6,-0.62,0.86,10,"285",1,17,21,1,NA,3,NA,NA,36,NA,NA,1,NA,NA,NA,NA,NA,NA
"716","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2020/02/27/58765e09575aeed485460352a0980dad_FORMATO.png",71844,14,285,"mei","Provável",19.2,21.13,2.15,10.1,13,"285",NA,11,11,4,10,22,12,6,61,NA,NA,3,NA,NA,NA,NA,NA,NA
"717","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,14,284,"ata","Provável",7.9,14.06,-0.61,7.23,9,"284",NA,13,6,7,9,20,3,1,40,NA,NA,2,NA,NA,NA,NA,NA,NA
"718","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2020/02/27/12e542636d28c0dc887fe6ae967dbe52_FORMATO.png",78865,14,285,"mei","Nulo",0,6,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2020/08/31/9ee2c327a2b00392ebb233a1d11a401a_FORMATO.png",96340,14,354,"mei","Nulo",0,4.83,0,1.49,9,"354",3,9,6,2,NA,12,1,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2020/08/21/0a104e26afc93ebbbf158e5bfc8a3400_FORMATO.png",91702,14,280,"ata","Nulo",2.4,2.64,0.25,1.1,4,"280",NA,2,1,NA,1,6,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
