"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DD","GS","PI","SG","A","CV","DS","FC","FD","FF","FS","G","I","FT","DP","GC","PP"
"690","Vinícius de Azevedo Barcellos","vinicius-barcellos","Vinícius Barcellos",NA,110672,34,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Eric dos Santos Rodrigues","ramires","Ramires","https://s.glbimg.com/es/sde/f/2020/11/18/df8a0d80a74054663ff19ac2bd6c6799_FORMATO.png",103295,34,280,"mei","Provável",-2.4,3.72,-0.56,0.89,11,"280",1,NA,NA,19,NA,NA,NA,5,8,NA,4,5,1,2,NA,NA,NA,NA
"692","Gustavo Silva de Oliveira","gustavo-oliveira","Gustavo Oliveira","https://s.glbimg.com/es/sde/f/2020/11/18/a1a93309a09e937585036cb85c3ee276_FORMATO.png",110633,34,292,"mei","Nulo",0,0.82,0,0.45,2,"292",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"693","Taylon Vinícius dos Santos Carvalho","taylon","Taylon","https://s.glbimg.com/es/sde/f/2021/02/04/54cbabff1bf709a50369ff91cc4a3204_FORMATO.png",107250,34,290,"lat","Nulo",5.3,3.08,0.95,1.64,5,"290",1,NA,NA,18,2,NA,NA,5,7,NA,NA,1,NA,NA,NA,NA,NA,NA
"694","Igor Marques Paciência Cardoso","igor-formiga","Igor Formiga","https://s.glbimg.com/es/sde/f/2020/09/15/7f27f40ad90d38e340989d3076982f60_FORMATO.png",106708,34,264,"lat","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Fabricio do Nascimento Biato","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/11/30/09f85c2c1fe3a2f2b6838539c51afd95_FORMATO.png",103765,34,275,"ata","Nulo",0,1.13,0,0.5,2,"275",NA,NA,NA,3,NA,NA,NA,NA,3,NA,1,4,NA,NA,NA,NA,NA,NA
"696","João Victor Gomes da Silva","gomes","Gomes","https://s.glbimg.com/es/sde/f/2020/09/15/53a509d5292e3761e7e9f345bf82bfa4_FORMATO.png",107109,34,262,"mei","Provável",3.4,2.04,0.6,1.71,7,"Flamengo",2,NA,NA,10,NA,NA,NA,16,16,NA,NA,6,NA,NA,2,NA,NA,NA
"697","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2020/11/17/b1766906a83be062261db4d6584d9d49_FORMATO.png",68834,34,373,"mei","Nulo",-2.5,2.91,-1.19,-0.77,3,"373",1,NA,NA,3,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"698","Welington Damascena Santos","wellington","Wellington ","https://s.glbimg.com/es/sde/f/2019/12/07/c9de64dc6e4e157739fb08d0cba45a7b_FORMATO.png",106824,34,276,"lat","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Jean Carlos Batista","jean","Jean","https://s.glbimg.com/es/sde/f/2020/11/22/ca40715bc97a6033fd8420acae2dee00_FORMATO.png",110640,34,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2020/08/25/c027250715c7203ea603c6335609af2d_FORMATO.png",97245,34,373,"ata","Provável",1.5,5.77,-0.67,2.96,28,"373",1,NA,NA,178,NA,5,NA,27,23,8,18,31,3,3,NA,NA,NA,NA
"701","Antonio Javier Galeano Ferreira","galeano","Galeano","https://s.glbimg.com/es/sde/f/2021/01/05/41cfb3f99bfa68692f9dc460876c6fa2_FORMATO.png",108713,34,276,"ata","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Nicolas Miguel Morsch","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/11/24/7e2bdadbf80e322a2565aa10af6d9082_FORMATO.png",107752,34,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Emerson Fabiano Kerber Júnior","emerson-junior","Emerson Júnior","https://s.glbimg.com/es/sde/f/2020/11/24/761d9353281e11362a025a163d079687_FORMATO.png",107740,34,285,"gol","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,34,264,"zag","Provável",-0.4,2.01,-0.03,1.12,10,"264",3,NA,NA,55,4,NA,1,11,10,1,NA,1,NA,NA,NA,NA,NA,NA
"705","Saulo Rodrigues da Silva","saulo-mineiro","Saulo Mineiro","https://s.glbimg.com/es/sde/f/2020/09/24/6ceba057ce17022449326aff9d66b9c0_FORMATO.png",98274,34,354,"ata","Nulo",-1.5,2.65,-0.66,1.46,13,"354",1,NA,NA,20,NA,NA,NA,8,24,1,5,7,2,1,1,NA,NA,NA
"706","Carlos Eugenio Júnior Tavares dos Santos","junior-tavares","Júnior Tavares","https://s.glbimg.com/es/sde/f/2020/11/13/367591fd75a306390b5722859941a1c2_FORMATO.png",89343,34,292,"lat","Provável",0,5.63,0,2.98,15,"292",NA,NA,NA,88,5,NA,1,21,16,3,6,25,NA,1,NA,NA,NA,NA
"707","Cauê Vinicius dos Santos","caue","Cauê","https://s.glbimg.com/es/sde/f/2020/09/15/07d411e831c63fa81f7f5ce687416942_FORMATO.png",104664,34,264,"ata","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2020/07/21/f49e1a31b6d8b3c32d6aee8a8632243b_FORMATO.png",103099,34,264,"mei","Nulo",0,5.18,0,2.26,13,"264",NA,NA,NA,30,NA,NA,NA,25,12,3,3,15,NA,NA,NA,NA,NA,NA
"709","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2020/08/12/413605a6cf625e33f90ce5b7af595cf0_FORMATO.png",105807,34,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Vinicius Augusto Tobias da Silva","vinicius-tobias","Vinicius Tobias","https://s.glbimg.com/es/sde/f/2020/11/24/ecf4bcd928424500d31efe161887e297_FORMATO.png",110688,34,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Rokenedy dos Santos","rokenedy","Rokenedy ","https://s.glbimg.com/es/sde/f/2020/11/27/aac8321f06c7b18cef1c545fa597439b_FORMATO.png",107852,34,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Orlando Arcanjo Valnier","orlando","Orlando","https://s.glbimg.com/es/sde/f/2020/11/27/fabedb9256b7e86724a18fbe62ad83b6_FORMATO.png",107184,34,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Iago André Pires de Oliveira","iago","Iago","https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png",107194,34,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Mateus Nascimento Soares","nascimento","Nascimento","https://s.glbimg.com/es/sde/f/2020/09/18/31881e6934bd7992520c805afcd53221_FORMATO.png",107372,34,266,"mei","Nulo",0,1.31,0,2.8,1,"266",NA,NA,NA,2,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Vinicius Silveira de Mello","vinicius-silveira","Vinicius Silveira","https://s.glbimg.com/es/sde/f/2020/11/24/3bff6c9ad26c04233fd3a10fff1e149e_FORMATO.png",110687,34,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Guilherme da Silva Gonçalves","guilherme-bala","Guilherme Bala","https://s.glbimg.com/es/sde/f/2020/09/21/3521934731499931c541f253e2b6acc8_FORMATO.png",105318,34,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","João Victor Tavares de Souza","joao-tavares","João Tavares","https://s.glbimg.com/es/sde/f/2020/11/24/ed75ccc81ae843b476ae9b659862e9a7_FORMATO.png",110690,34,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Matheus Alvarenga de Oliveira","davo","Davó","https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png",105533,34,264,"ata","Nulo",0,1.96,0,3.7,4,"264",1,NA,NA,12,NA,NA,NA,1,4,2,2,2,2,4,NA,NA,NA,NA
"719","Pedro Felipe De Faria Rangel","pedro-rangel","Pedro Rangel","https://s.glbimg.com/es/sde/f/2020/11/30/4e23db7254caf320d53e78d8566d93c5_FORMATO.png",110708,34,266,"gol","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2020/11/13/4a17daa520fd623ffa34480bdabdead6_FORMATO.png",38311,34,292,"mei","Nulo",0,3.36,0,0.65,7,"292",NA,NA,NA,15,NA,NA,NA,7,6,NA,NA,4,NA,NA,NA,NA,NA,NA
"721","Daniel Silva Santos","daniel-silva","Daniel Silva","https://s.glbimg.com/es/sde/f/2020/11/30/313bcf6aa188239c2d9efa9204866adb_FORMATO.png",110709,34,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,34,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Hélio Júnior Rossi Francino","helio-junior","Hélio Júnior","https://s.glbimg.com/es/sde/f/2020/12/04/528e08d6238412f96331d885232df0a3_FORMATO.png",104622,34,265,"lat","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Maximiliano Ezequiel Zalazar","maxi-salazar","Maxi Salazar","https://s.glbimg.com/es/sde/f/2020/11/24/dd71a83fb1643a92885b65d1a63f4131_FORMATO.png",110689,34,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,34,264,"zag","Nulo",0,5.53,0,3.02,8,"264",NA,NA,NA,10,5,NA,1,6,5,1,NA,1,NA,NA,NA,NA,NA,NA
"726","Ramon César Cirino","ramon-cesar","Ramon César","https://s.glbimg.com/es/sde/f/2020/12/05/c98e4dec52733659cdb6951558654d06_FORMATO.png",110725,34,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","João Vitor Cézar do Prado","joao-vitor","João Vitor","",109261,34,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2020/10/09/a19dcb4146524e5dd0aae98743c0b8f3_FORMATO.png",38315,34,293,"mei","Nulo",-1.8,3.2,-0.39,-0.58,5,"293",NA,NA,NA,24,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"729","Igor Torres da Silva","igor-torres","Igor Torres","https://s.glbimg.com/es/sde/f/2020/10/18/52a78392e1a77e08ad5522dbd79cf15c_FORMATO.png",110303,34,356,"ata","Provável",2.3,1.32,0.3,1.77,3,"356",NA,NA,NA,7,NA,NA,NA,4,1,1,1,1,NA,NA,NA,NA,NA,NA
"730","Laércio Soldá","laercio","Laércio","https://s.glbimg.com/es/sde/f/2020/10/13/cc2746f464476a7f9908dbc251d225ff_FORMATO.png",82564,34,277,"zag","Provável",3.1,2.94,0.26,1.39,11,"Santos",1,NA,NA,49,1,NA,NA,20,15,NA,4,3,NA,NA,NA,NA,NA,NA
"731","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,34,290,"ata","Nulo",0,1.28,0,2.3,1,"290",NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"732","Léo Matias Baiersdorf Linck","leo-linck","Léo Linck","https://s.glbimg.com/es/sde/f/2020/01/21/92721dbb7773acddb51581d786249881_FORMATO.png",107183,34,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Caio Henrique Ribas Dias de Araújo","caio-ribas","Caio Ribas","https://s.glbimg.com/es/sde/f/2020/12/06/6515c9b7080362ce444d17251a24b453_FORMATO.png",110726,34,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Rubens Antônio Dias","rubens","Rubens","https://s.glbimg.com/es/sde/f/2020/12/06/85dfc877a78cf5eacc94003570347d75_FORMATO.png",110727,34,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Leonardo Roque Albano Gil","leo-gil","Léo Gil","https://s.glbimg.com/es/sde/f/2020/11/27/33347b97adda19ccd302fe1f7fa2a03c_FORMATO.png",102506,34,267,"mei","Provável",0.2,5.16,-0.32,2.11,15,"267",4,NA,NA,107,NA,3,NA,21,17,4,5,28,NA,NA,NA,NA,NA,NA
"736","Patrick de Lucca Chaves de Oliveira","patrick-de-lucca","Patrick de Lucca","https://s.glbimg.com/es/sde/f/2020/12/04/28f757ac50bdbd45c34a2fc6d869c452_FORMATO.png",105294,34,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Eduardo Figueiredo da Cruz","indio","Índio","https://s.glbimg.com/es/sde/f/2021/02/04/e8fd1ad8983a526d5086eae46f8c66d4_FORMATO.png",107263,34,290,"ata","Nulo",6.7,2.22,1.14,1.09,8,"290",1,NA,NA,23,NA,NA,NA,4,7,NA,NA,3,1,NA,1,NA,NA,NA
"738","Murilo Gomes Barreto Neto","murilo","Murilo","https://s.glbimg.com/es/sde/f/2020/11/24/2921071a7cd4ff8857a5a839aad0fa4f_FORMATO.png",107755,34,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/03/09/981499da2df970e3aa062fabcbf2f745_FORMATO.png",79035,34,277,"zag","Nulo",0,3.34,0,1.21,9,"Santos",NA,NA,NA,31,1,NA,NA,10,6,NA,NA,4,NA,NA,NA,NA,NA,NA
"740","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2020/10/20/b1c01f38bddf4e54ae2b51d649a3dd2e_FORMATO.png",80363,34,290,"mei","Nulo",0,3.83,0,0.58,14,"290",4,NA,NA,88,NA,NA,NA,28,22,2,2,8,NA,NA,NA,NA,NA,NA
"741","Mycael Pontes Moreira","mycael","Mycael","https://s.glbimg.com/es/sde/f/2020/11/27/7f6f086c28337ecefbe6fe7db99ab649_FORMATO.png",110698,34,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Marco Aurélio de Oliveira Breves","marcao","Marcão","https://s.glbimg.com/es/sde/f/2019/08/19/a82fef08b06cc512020f41628fd14b56_FORMATO.png",73476,34,266,"tec","Provável",7.97,10.63,0.26,4.81,8,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Guilherme Lopes de Almeida","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2021/01/10/f23ea03ad31d6494c2cb85cd16a40371_FORMATO.png",110909,34,280,"lat","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,34,277,"mei","Contundido",0,3.92,0,1.73,19,"Santos",6,NA,NA,115,NA,1,NA,40,33,1,4,17,2,2,NA,NA,NA,NA
"745","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,34,277,"zag","Provável",6.7,7,1,2.6,25,"Santos",3,NA,NA,127,5,2,1,42,11,2,4,23,NA,NA,NA,NA,NA,NA
"746","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,34,277,"gol","Nulo",0,6.68,0,3.17,21,"Santos",3,30,27,145,4,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"747","Fernando Pileggi","fernando","Fernando","https://s.glbimg.com/es/sde/f/2020/12/12/4147a1219bec259c921a7963c24f5449_FORMATO.png",110772,34,277,"lat","Nulo",0,1.19,0,1.1,1,"Santos",NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA
"748","Gustavo Luis Silva Aguiar","gustavinho","Gustavinho","https://s.glbimg.com/es/sde/f/2020/12/12/8f258c9cac6102644cea3e06dc4416ad_FORMATO.png",107252,34,290,"lat","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Gabriel Teixeira Aragão","gabriel-teixeira","Gabriel Teixeira","https://s.glbimg.com/es/sde/f/2020/12/10/ec5256fd97bd088186d35206f3b4df85_FORMATO.png",110760,34,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Kevin Malthus de Sousa Ribeiro","kevin-malthus","Kevin Malthus","https://s.glbimg.com/es/sde/f/2020/12/08/a7d50f41dfaaaeaccfed23ba3881da09_FORMATO.png",110745,34,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Andrey Rafael Quintino dos Santos","andrey-quintino","Andrey Quintino","https://s.glbimg.com/es/sde/f/2020/12/08/59017f331a1f6a2dc1dc2f3fbd62f761_FORMATO.png",110744,34,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,34,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,NA,NA,7,NA,NA,NA,8,7,2,2,11,NA,3,NA,NA,NA,NA
"753","Luis Eduardo Barros Cavalcanti","dado-cavalcanti","Dado Cavalcanti","https://s.glbimg.com/es/sde/f/2021/01/02/26f198ddbe516885c786f065c8082dee_FORMATO.png",73975,34,265,"tec","Provável",2.99,8.11,-0.08,3.3,7,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,34,292,"ata","Nulo",0,1.95,0,0.89,8,"292",NA,NA,NA,24,NA,NA,NA,3,3,NA,NA,10,NA,NA,1,NA,NA,NA
"755","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,34,277,"gol","Provável",-7.3,0.79,0,0.58,8,"Santos",NA,8,14,54,1,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA
"756","John Kennedy Batista de Souza","john-kennedy","John Kennedy","https://s.glbimg.com/es/sde/f/2021/01/22/8e9b2317316c035ffbf7d370f4e2b6bf_FORMATO.png",110759,34,266,"ata","Nulo",0.8,2.21,-0.24,5.07,3,"266",NA,NA,NA,3,NA,NA,NA,2,2,1,6,2,1,1,NA,NA,NA,NA
"757","Victor Hugo Zorzenoni","victor-zorzenoni","Victor Zorzenoni","https://s.glbimg.com/es/sde/f/2020/12/11/e8bc649c9d87c9b24ac508b4022b00f1_FORMATO.png",110770,34,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2020/03/09/2863be83eb651b5fcae91f0fa484d0b1_FORMATO.png",103445,34,277,"ata","Provável",8.4,5.66,0.45,2.02,26,"Santos",5,NA,NA,55,NA,1,NA,16,37,2,15,34,4,2,1,NA,NA,NA
"759","Tailson Pinto Gonçalves","tailson","Tailson","https://s.glbimg.com/es/sde/f/2020/02/28/6a3d988146a39cccc9f2572d2d1235f8_FORMATO.png",104578,34,277,"ata","Nulo",0,2.21,0,0.63,11,"Santos",NA,NA,NA,21,NA,NA,NA,6,7,2,NA,8,NA,NA,NA,NA,NA,NA
"760","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2020/02/28/1180152071b3a94086ee66e070352aab_FORMATO.png",96966,34,277,"ata","Provável",10.3,5.19,1.68,1.75,19,"Santos",1,NA,NA,79,NA,NA,1,17,20,11,3,14,2,1,1,NA,NA,NA
"761","Gabriel Henrique Chavoni Fornari","gabriel-fornari","Gabriel Fornari","https://s.glbimg.com/es/sde/f/2020/02/28/f5ff9ab054efe72d23d82168d514f99c_FORMATO.png",105636,34,293,"zag","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","João Victor Vaz Lopes Pinto","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/09/30/3709478ac932eba7f079543c8389eafb_FORMATO.png",110235,34,263,"ata","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2020/03/09/8bf582cd91832a1415dc460fd233c490_FORMATO.png",104580,34,277,"mei","Suspenso",-2.5,1.23,-0.56,0.75,14,"Santos",4,NA,NA,46,NA,NA,1,33,20,NA,NA,10,NA,NA,NA,NA,NA,NA
"764","Marco Antônio Amorim de Oliveira Montes","marcao","Marcão","https://s.glbimg.com/es/sde/f/2020/12/13/6cf188c290671bdbe31dab76f9bc6be0_FORMATO.png",110775,34,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,34,277,"ata","Contundido",0,26.22,0,10.62,24,"Santos",4,NA,NA,153,NA,6,NA,23,31,26,33,113,16,21,3,NA,NA,NA
"766","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,34,285,"mei","Provável",1.4,12.3,-1.4,5.2,30,"285",2,NA,NA,159,NA,4,NA,72,41,7,14,68,5,2,4,NA,NA,NA
"767","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,34,277,"lat","Provável",2.1,11.57,-0.22,4.03,29,"Santos",6,NA,NA,241,4,1,NA,91,31,6,17,34,2,2,NA,NA,NA,NA
"768","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,34,277,"gol","Nulo",0,5.53,0,2.65,4,"Santos",NA,5,4,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,34,277,"lat","Provável",-1,6.55,-0.12,1.83,23,"Santos",3,NA,NA,155,5,NA,NA,34,31,2,10,22,NA,2,NA,NA,NA,NA
"770","Pablo Gabriel Sousa Alves","pablo","Pablo","https://s.glbimg.com/es/sde/f/2020/12/26/222bc23ca24413d5526304b873d2a94a_FORMATO.png",110832,34,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,34,285,"lat","Suspenso",3.7,10.55,0.8,3.59,23,"285",3,NA,NA,232,10,4,NA,53,53,2,7,12,NA,3,1,NA,NA,NA
