"ID","rodata","data","hora","mandante","visitante","formacao_mandante","formacao_visitante","tecnico_mandante","tecnico_visitante","vencedor","arena","mandante_Placar","visitante_Placar","mandante_Estado","visitante_Estado"
"7697","7","21/5/2022","16:30","Atletico-GO","Coritiba","4-2-3-1","4-2-3-1","J. de Amorim Campos","G. Morínigo","Atletico-GO","Estádio Antônio Accioly","2","0","GO","PR"
"7698","7","21/5/2022","16:31","Flamengo","Goias","4-4-2","5-4-1","P. Carvalho de Sousa","J. Ribeiro Ventura","Flamengo"," Maracanã","1","0","RJ","GO"
"7699","7","21/5/2022","18:29","Santos","Ceara","4-2-3-1","4-3-3","F. Bustos","D. Silvestre Júnior","-","Arena Barueri","0","0","SP","CE"
"7700","7","21/5/2022","19:00","Juventude","Palmeiras","4-3-3","4-3-3","E. Baptista","A. Moreira Ferreira","Palmeiras"," Alfredo Jaconi","0","3","RS","SP"
"7701","7","21/5/2022","20:59","Cuiaba","Internacional","4-2-3-1","4-4-1-1","L. Iubel","L. Venker de Menezes","-","Arena Pantanal","1","1","MT","RS"
"7702","7","21/5/2022","21:00","America-MG","Botafogo-RJ","4-4-2","4-2-3-1","V. Carmo Mancini","L. Castro","-","Estádio Raimundo Sampaio","1","1","MG","RJ"
"7703","7","22/5/2022","16:02","Corinthians","Sao Paulo","3-4-1-2","3-4-3","V. de Oliveira Lopes Pereira","R. Ceni","-","Neo Química Arena","1","1","SP","SP"
"7704","7","22/5/2022","15:59","Fortaleza","Fluminense","3-4-1-2","4-4-1-1","J. Vojvoda","F. Diniz Silva","Fluminense","Arena Castelão","0","1","CE","RJ"
"7705","7","22/5/2022","19:00","Athletico-PR","Avai","4-2-3-1","4-3-3","L. Scolari","E. de Souza Barroca","Athletico-PR","Estádio Joaquim Américo Guimarães","2","1","PR","SC"
"7716","8","28/5/2022","16:30","Goias","Bragantino","5-4-1","4-2-3-1","J. Ribeiro Ventura","M. Nogueira Barbieri","-","Estádio da Serrinha","1","1","GO","SP"
"7717","8","28/5/2022","19:01","Sao Paulo","Ceara","3-4-2-1","4-3-3","R. Ceni","D. Silvestre Júnior","-"," Morumbi","2","2","SP","CE"
"7718","8","28/5/2022","20:30","Fortaleza","Juventude","4-2-3-1","4-4-2","J. Vojvoda","E. Baptista","-","Arena Castelão","1","1","CE","RS"
"7719","8","29/5/2022","16:01","Coritiba","Botafogo-RJ","4-2-3-1","4-2-3-1","G. Morínigo","L. Castro","Coritiba"," Couto Pereira","1","0","PR","RJ"
"7720","8","29/5/2022","15:59","Santos","Palmeiras","4-3-3","4-2-3-1","F. Bustos","J. M. Barreto Martins","Palmeiras","Estádio Urbano Caldeira","0","1","SP","SP"
"7721","8","29/5/2022","17:59","Cuiaba","Athletico-PR","4-2-3-1","4-2-3-1","W. Araujo de Souza","L. Scolari","Athletico-PR","Arena Pantanal","0","1","MT","PR"
"7722","8","29/5/2022","18:01","Corinthians","America-MG","4-3-3","4-1-4-1","V. de Oliveira Lopes Pereira","V. Carmo Mancini","-","Neo Química Arena","1","1","SP","MG"
"7723","8","29/5/2022","18:01","Fluminense","Flamengo","4-4-1-1","4-2-3-1","F. Diniz Silva","P. Carvalho de Sousa","Flamengo"," Maracanã","1","2","RJ","RJ"
"7724","8","29/5/2022","18:59","Atletico-MG","Avai","4-4-2","4-1-4-1","A. Mohamed Matijevich","E. de Souza Barroca","Atletico-MG"," Mineirão","2","1","MG","SC"
"7725","8","30/5/2022","19:59","Internacional","Atletico-GO","4-4-1-1","4-2-3-1","L. Venker de Menezes","J. de Amorim Campos","-","Estádio José Pinheiro Borda","1","1","RS","GO"
"7685","3","1/6/2022","20:29","Fortaleza","Ceara","3-4-1-2","4-3-3","J. Vojvoda","D. Silvestre Júnior","Ceara","Arena Castelão","0","1","CE","CE"
"7726","9","4/6/2022","16:30","America-MG","Cuiaba","4-1-4-1","4-2-3-1","V. Carmo Mancini","L. Iubel","America-MG","Estádio Raimundo Sampaio","2","1","MG","MT"
"7727","9","4/6/2022","19:00","Athletico-PR","Santos","4-2-3-1","4-3-3","L. Scolari","F. Bustos","-","Estádio Joaquim Américo Guimarães","2","2","PR","SP"
"7728","9","4/6/2022","18:59","Ceara","Coritiba","4-2-3-1","4-2-3-1","D. Silvestre Júnior","G. Morínigo","-","Arena Castelão","1","1","CE","PR"
"7729","9","4/6/2022","19:01","Avai","Sao Paulo","4-3-3","3-4-3","E. de Souza Barroca","R. Ceni","-","  Ressacada","1","1","SC","SP"
"7730","9","4/6/2022","20:31","Atletico-GO","Corinthians","4-2-3-1","4-2-3-1","J. de Amorim Campos","V. de Oliveira Lopes Pereira","Corinthians","Estádio do Governo do Estado de Goiás (Serra Dourada)","0","1","GO","SP"
"7731","9","5/6/2022","11:00","Juventude","Fluminense","4-3-3","4-2-3-1","E. Baptista","F. Diniz Silva","Juventude"," Alfredo Jaconi","1","0","RS","RJ"
"7732","9","5/6/2022","16:00","Flamengo","Fortaleza","4-3-3","3-4-2-1","P. Carvalho de Sousa","J. Vojvoda","Fortaleza"," Maracanã","1","2","RJ","CE"
"7733","9","5/6/2022","16:00","Palmeiras","Atletico-MG","4-2-3-1","4-2-3-1","A. Moreira Ferreira","A. Mohamed Matijevich","-","Allianz Parque","0","0","SP","MG"
"7734","9","5/6/2022","18:59","Bragantino","Internacional","4-2-3-1","4-4-1-1","M. Nogueira Barbieri","L. Venker de Menezes","Internacional","Nabizão","0","2","SP","RS"
"7735","9","6/6/2022","20:00","Botafogo-RJ","Goias","4-3-3","5-4-1","L. Castro","J. Ribeiro Ventura","Goias","Estádio Nilton Santos","1","2","RJ","GO"
"7736","10","7/6/2022","21:30","Cuiaba","Corinthians","4-2-3-1","3-4-3","B. Franco","V. de Oliveira Lopes Pereira","Cuiaba","Arena Pantanal","1","0","MT","SP"
"7737","10","8/6/2022","19:00","America-MG","Ceara","4-1-4-1","4-3-3","V. Carmo Mancini","D. Silvestre Júnior","Ceara","Estádio Raimundo Sampaio","0","2","MG","CE"
"7738","10","8/6/2022","19:04","Juventude","Athletico-PR","4-4-2","4-2-3-1","E. Baptista","L. Scolari","Athletico-PR"," Alfredo Jaconi","1","3","RS","PR"
"7739","10","8/6/2022","20:29","Atletico-GO","Avai","4-2-3-1","4-3-3","J. de Amorim Campos","E. de Souza Barroca","Atletico-GO","Estádio do Governo do Estado de Goiás (Serra Dourada)","2","1","GO","SC"
"7740","10","8/6/2022","20:30","Bragantino","Flamengo","4-2-3-1","4-4-2","M. Nogueira Barbieri","P. Carvalho de Sousa","Bragantino","Nabizão","1","0","SP","RJ"
"7741","10","8/6/2022","21:30","Fluminense","Atletico-MG","4-4-1-1","4-4-2","F. Diniz Silva","A. Mohamed Matijevich","Fluminense"," Maracanã","5","3","RJ","MG"
"7742","10","8/6/2022","21:30","Santos","Internacional","4-2-3-1","4-2-3-1","F. Bustos","L. Venker de Menezes","-","Estádio Urbano Caldeira","1","1","SP","RS"
"7743","10","9/6/2022","19:00","Palmeiras","Botafogo-RJ","4-2-3-1","4-1-4-1","A. Moreira Ferreira","L. Castro","Palmeiras","Allianz Parque","4","0","SP","RJ"
"7744","10","9/6/2022","20:00","Coritiba","Sao Paulo","4-2-3-1","3-1-4-2","G. Morínigo","R. Ceni","-"," Couto Pereira","1","1","PR","SP"
"7745","10","9/6/2022","20:00","Fortaleza","Goias","3-4-1-2","5-4-1","J. Vojvoda","J. Ribeiro Ventura","-","Arena Castelão","1","1","CE","GO"
"7746","11","11/6/2022","16:31","Corinthians","Juventude","4-2-3-1","4-4-2","V. de Oliveira Lopes Pereira","E. Baptista","Corinthians","Neo Química Arena","2","0","SP","RS"
"7747","11","11/6/2022","19:00","Atletico-MG","Santos","4-2-3-1","4-2-3-1","A. Mohamed Matijevich","F. Bustos","-"," Mineirão","1","1","MG","SP"
"7748","11","11/6/2022","19:01","Fluminense","Atletico-GO","4-2-3-1","4-2-3-1","F. Diniz Silva","J. de Amorim Campos","Atletico-GO"," Maracanã","0","2","RJ","GO"
"7749","11","11/6/2022","19:00","Cuiaba","Bragantino","4-3-3","4-2-3-1","A. Cardoso de Oliveira","M. Nogueira Barbieri","-","Arena Pantanal","1","1","MT","SP"
"7750","11","11/6/2022","21:00","Internacional","Flamengo","4-4-1-1","4-3-3","L. Venker de Menezes","D. Silvestre Júnior","Internacional","Estádio José Pinheiro Borda","3","1","RS","RJ"
"7751","11","12/6/2022","16:00","Goias","Ceara","3-4-3","4-3-3","J. Ribeiro Ventura","P. Sotero Da Cunha Neto","-","Estádio da Serrinha","1","1","GO","CE"
"7752","11","12/6/2022","16:00","Sao Paulo","America-MG","3-5-2","4-1-4-1","R. Ceni","V. Carmo Mancini","Sao Paulo"," Morumbi","1","0","SP","MG"
"7753","11","12/6/2022","18:01","Coritiba","Palmeiras","5-4-1","4-2-3-1","G. Morínigo","A. Moreira Ferreira","Palmeiras"," Couto Pereira","0","2","PR","SP"
"7754","11","12/6/2022","18:59","Fortaleza","Athletico-PR","4-2-3-1","4-2-3-1","J. Vojvoda","L. Scolari","-","Arena Castelão","0","0","CE","PR"
"7755","11","13/6/2022","19:00","Botafogo-RJ","Avai","4-2-3-1","4-1-4-1","L. Castro","E. de Souza Barroca","Avai","Estádio Nilton Santos","0","1","RJ","SC"
"7756","12","14/6/2022","21:30","Juventude","Santos","3-5-2","4-2-3-1","E. Baptista","F. Bustos","Santos"," Alfredo Jaconi","1","2","RS","SP"
"7757","12","15/6/2022","19:00","Ceara","Atletico-MG","4-3-3","4-2-2-2","M. dos Santos Gonçalves","A. Mohamed Matijevich","-","Arena Castelão","0","0","CE","MG"
"7758","12","15/6/2022","19:00","Bragantino","Coritiba","4-2-3-1","4-2-3-1","C. Maldonado","G. Morínigo","Bragantino","Nabizão","4","2","SP","PR"
"7759","12","15/6/2022","20:30","Goias","Internacional","3-4-3","4-3-1-2","J. Ribeiro Ventura","L. Venker de Menezes","Internacional","Estádio da Serrinha","1","2","GO","RS"
"7760","12","15/6/2022","20:30","Flamengo","Cuiaba","4-3-3","4-4-2","D. Silvestre Júnior","A. Cardoso de Oliveira","Flamengo"," Maracanã","2","0","RJ","MT"
"7761","12","15/6/2022","21:32","Athletico-PR","Corinthians","4-2-3-1","4-2-3-1","L. Scolari","V. de Oliveira Lopes Pereira","-","Estádio Joaquim Américo Guimarães","1","1","PR","SP"
"7762","12","15/6/2022","21:30","America-MG","Fluminense","4-1-4-1","4-2-3-1","V. Carmo Mancini","F. Diniz Silva","-","Estádio Raimundo Sampaio","0","0","MG","RJ"
"7763","12","16/6/2022","16:00","Botafogo-RJ","Sao Paulo","3-4-3","3-4-1-2","L. Castro","R. Ceni","Botafogo-RJ","Estádio Nilton Santos","1","0","RJ","SP"
"7764","12","16/6/2022","17:59","Palmeiras","Atletico-GO","4-2-3-1","4-2-3-1","A. Moreira Ferreira","J. de Amorim Campos","Palmeiras","Allianz Parque","4","2","SP","GO"
"7765","12","16/6/2022","19:00","Avai","Fortaleza","4-1-4-1","4-4-1-1","E. de Souza Barroca","J. Vojvoda","Avai","  Ressacada","3","2","SC","CE"
"7766","13","18/6/2022","18:59","Cuiaba","Ceara","4-4-2","4-3-3","A. Cardoso de Oliveira","M. dos Santos Gonçalves","-","Arena Pantanal","0","0","MT","CE"
"7767","13","18/6/2022","21:00","Santos","Bragantino","4-2-3-1","4-2-3-1","F. Bustos","M. Nogueira Barbieri","-","Estádio Urbano Caldeira","2","2","SP","SP"
"7768","13","19/6/2022","15:59","Atletico-MG","Flamengo","4-2-3-1","4-2-3-1","A. Mohamed Matijevich","D. Silvestre Júnior","Atletico-MG"," Mineirão","2","0","MG","RJ"
"7769","13","19/6/2022","16:01","Coritiba","Athletico-PR","4-2-3-1","4-2-3-1","G. Morínigo","L. Scolari","Athletico-PR"," Couto Pereira","0","1","PR","PR"
"7770","13","19/6/2022","16:01","Corinthians","Goias","4-2-3-1","4-4-2","V. de Oliveira Lopes Pereira","J. Ribeiro Ventura","Corinthians","Neo Química Arena","1","0","SP","GO"
"7771","13","19/6/2022","18:00","Internacional","Botafogo-RJ","4-1-2-1-2","3-4-3","L. Venker de Menezes","L. Castro","Botafogo-RJ","Estádio José Pinheiro Borda","2","3","RS","RJ"
"7772","13","19/6/2022","18:00","Fortaleza","America-MG","3-4-3","4-1-4-1","J. Vojvoda","V. Carmo Mancini","Fortaleza","Arena Castelão","1","0","CE","MG"
"7773","13","19/6/2022","18:01","Atletico-GO","Juventude","4-2-3-1","4-3-3","J. de Amorim Campos","E. Baptista","Atletico-GO","Estádio Antônio Accioly","3","1","GO","RS"
"7774","13","19/6/2022","19:01","Fluminense","Avai","4-2-3-1","4-1-4-1","F. Diniz Silva","E. de Souza Barroca","Fluminense"," Maracanã","2","0","RJ","SC"
"7775","13","20/6/2022","20:00","Sao Paulo","Palmeiras","3-1-4-2","4-3-1-2","R. Ceni","J. M. Barreto Martins","Palmeiras"," Morumbi","1","2","SP","SP"
"7776","14","24/6/2022","21:29","Internacional","Coritiba","4-3-3","4-2-3-1","L. Venker de Menezes","G. Morínigo","Internacional","Estádio José Pinheiro Borda","3","0","RS","PR"
"7777","14","25/6/2022","16:30","Athletico-PR","Bragantino","4-2-3-1","4-2-3-1","L. Scolari","M. Nogueira Barbieri","Athletico-PR","Estádio Joaquim Américo Guimarães","4","2","PR","SP"
"7778","14","25/6/2022","19:00","Flamengo","America-MG","4-3-1-2","4-1-4-1","D. Silvestre Júnior","V. Carmo Mancini","Flamengo"," Maracanã","3","0","RJ","MG"
"7779","14","25/6/2022","19:00","Corinthians","Santos","4-1-4-1","4-2-3-1","V. de Oliveira Lopes Pereira","L. Ochandorena","-","Neo Química Arena","0","0","SP","SP"
"7780","14","25/6/2022","20:59","Atletico-MG","Fortaleza","3-4-2-1","3-4-3","A. Mohamed Matijevich","G. Liendo","Atletico-MG"," Mineirão","3","2","MG","CE"
"7781","14","26/6/2022","16:01","Avai","Palmeiras","4-1-4-1","4-2-3-1","E. de Souza Barroca","A. Moreira Ferreira","-","  Ressacada","2","2","SC","SP"
"7782","14","26/6/2022","16:03","Botafogo-RJ","Fluminense","3-4-3","4-2-3-1","V. Severino","F. Diniz Silva","Fluminense","Estádio Nilton Santos","0","1","RJ","RJ"
"7783","14","26/6/2022","18:00","Goias","Cuiaba","3-4-3","4-3-3","J. Ribeiro Ventura","B. Lazaroni","Goias","Estádio da Serrinha","1","0","GO","MT"
"7784","14","26/6/2022","18:00","Ceara","Atletico-GO","4-3-3","4-2-3-1","M. dos Santos Gonçalves","J. de Amorim Campos","-","Arena Castelão","1","1","CE","GO"
"7785","14","26/6/2022","18:01","Sao Paulo","Juventude","3-1-4-2","4-2-3-1","R. Ceni","U. Louzer Filho","-"," Morumbi","0","0","SP","RS"
"7786","15","2/7/2022","16:29","Juventude","Atletico-MG","4-2-3-1","4-2-3-1","U. Louzer Filho","A. Mohamed Matijevich","Atletico-MG"," Alfredo Jaconi","1","2","RS","MG"
"7787","15","2/7/2022","16:31","Fluminense","Corinthians","4-2-3-1","3-4-3","F. Diniz Silva","V. de Oliveira Lopes Pereira","Fluminense"," Maracanã","4","0","RJ","SP"
"7788","15","2/7/2022","19:00","Santos","Flamengo","4-2-3-1","4-3-3","F. Bustos","D. Silvestre Júnior","Flamengo","Estádio Urbano Caldeira","1","2","SP","RJ"
"7789","15","2/7/2022","19:00","Ceara","Internacional","4-2-3-1","4-2-3-1","M. dos Santos Gonçalves","L. Venker de Menezes","-","Arena Castelão","1","1","CE","RS"
"7790","15","2/7/2022","21:00","Palmeiras","Athletico-PR","3-4-3","4-2-3-1","A. Moreira Ferreira","L. Scolari","Athletico-PR","Allianz Parque","0","2","SP","PR"
"7791","15","3/7/2022","11:00","Avai","Cuiaba","4-3-3","4-1-4-1","E. de Souza Barroca","A. Cardoso de Oliveira","Cuiaba","  Ressacada","1","2","SC","MT"
"7792","15","3/7/2022","16:00","Atletico-GO","Sao Paulo","4-2-3-1","3-4-2-1","J. de Amorim Campos","R. Ceni","Sao Paulo","Estádio Antônio Accioly","1","2","GO","SP"
"7793","15","3/7/2022","18:00","America-MG","Goias","4-1-4-1","3-4-2-1","V. Carmo Mancini","J. Ribeiro Ventura","America-MG","Estádio Raimundo Sampaio","1","0","MG","GO"
"7794","15","3/7/2022","18:46","Coritiba","Fortaleza","4-2-3-1","3-4-1-2","G. Morínigo","J. Vojvoda","Coritiba"," Couto Pereira","2","1","PR","CE"
"7795","15","4/7/2022","20:00","Bragantino","Botafogo-RJ","4-2-3-1","3-4-1-2","M. Nogueira Barbieri","L. Castro","Botafogo-RJ","Nabizão","0","1","SP","RJ"
"7796","16","9/7/2022","16:30","Bragantino","Avai","4-2-3-1","4-3-3","M. Nogueira Barbieri","E. de Souza Barroca","Bragantino","Nabizão","4","0","SP","SC"
"7797","16","9/7/2022","19:05","Fluminense","Ceara","4-2-3-1","4-2-4-0","F. Diniz Silva","M. dos Santos Gonçalves","Fluminense"," Maracanã","2","1","RJ","CE"
"7798","16","9/7/2022","20:30","Goias","Athletico-PR","3-5-2","4-2-3-1","J. Ribeiro Ventura","L. Scolari","Goias","Estádio da Serrinha","2","1","GO","PR"
"7799","16","10/7/2022","11:01","Coritiba","Juventude","4-2-3-1","4-4-2","G. Morínigo","U. Louzer Filho","-"," Couto Pereira","2","2","PR","RS"
"7800","16","10/7/2022","16:01","Corinthians","Flamengo","4-2-3-1","4-3-1-2","V. de Oliveira Lopes Pereira","D. Silvestre Júnior","Corinthians","Neo Química Arena","1","0","SP","RJ"
"7801","16","10/7/2022","18:01","Santos","Atletico-GO","4-2-3-1","4-2-3-1","M. Fernandes","J. de Amorim Campos","Santos","Estádio Urbano Caldeira","1","0","SP","GO"
"7802","16","10/7/2022","18:00","Fortaleza","Palmeiras","3-4-1-2","4-2-3-1","J. Vojvoda","A. Moreira Ferreira","-","Arena Castelão","0","0","CE","SP"
"7803","16","10/7/2022","18:00","Atletico-MG","Sao Paulo","4-2-3-1","3-1-4-2","A. Mohamed Matijevich","R. Ceni","-"," Mineirão","0","0","MG","SP"
"7804","16","10/7/2022","19:02","Cuiaba","Botafogo-RJ","4-1-4-1","3-4-2-1","A. Cardoso de Oliveira","L. Castro","Cuiaba","Arena Pantanal","2","0","MT","RJ"
"7805","16","11/7/2022","19:59","Internacional","America-MG","4-3-1-2","4-1-4-1","L. Venker de Menezes","V. Carmo Mancini","Internacional","Estádio José Pinheiro Borda","1","0","RS","MG"
"7806","17","16/7/2022","16:30","Athletico-PR","Internacional","4-2-3-1","4-2-3-1","L. Scolari","L. Venker de Menezes","-","Estádio Joaquim Américo Guimarães","0","0","PR","RS"
"7807","17","16/7/2022","18:59","Flamengo","Coritiba","4-1-4-1","4-4-2","D. Silvestre Júnior","G. Morínigo","Flamengo","Estádio Nacional de Brasília","2","0","RJ","PR"
"7808","17","16/7/2022","19:00","Avai","Santos","4-1-4-1","4-2-3-1","E. de Souza Barroca","M. Fernandes","Avai","  Ressacada","1","0","SC","SP"
"7809","17","16/7/2022","21:00","Ceara","Corinthians","4-4-2","4-2-3-1","M. dos Santos Gonçalves","F. J. Monteiro Almeida","Ceara","Arena Castelão","3","1","CE","SP"
"7810","17","17/7/2022","11:02","Juventude","Goias","4-1-4-1","4-4-2","U. Louzer Filho","J. Ribeiro Ventura","-"," Alfredo Jaconi","0","0","RS","GO"
"7811","17","17/7/2022","16:03","Sao Paulo","Fluminense","4-4-2","4-2-3-1","R. Ceni","F. Diniz Silva","-"," Morumbi","2","2","SP","RJ"
"7812","17","17/7/2022","18:02","Botafogo-RJ","Atletico-MG","4-2-3-1","4-2-3-1","L. Castro","A. Mohamed Matijevich","Atletico-MG","Estádio Nilton Santos","0","1","RJ","MG"
"7813","17","17/7/2022","18:00","Atletico-GO","Fortaleza","4-2-3-1","3-4-2-1","J. de Amorim Campos","J. Vojvoda","Fortaleza","Estádio Antônio Accioly","0","1","GO","CE"
"7814","17","17/7/2022","19:00","America-MG","Bragantino","4-1-4-1","4-2-3-1","V. Carmo Mancini","M. Nogueira Barbieri","Bragantino","Estádio Raimundo Sampaio","0","3","MG","SP"
"7815","17","18/7/2022","20:00","Palmeiras","Cuiaba","4-2-3-1","3-4-3","A. Moreira Ferreira","A. Cardoso de Oliveira","Palmeiras","Allianz Parque","1","0","SP","MT"
"7816","18","19/7/2022","22:17","Ceara","Avai","4-2-3-1","4-1-4-1","M. dos Santos Gonçalves","E. de Souza Barroca","Ceara","Arena Castelão","1","0","CE","SC"
"7817","18","20/7/2022","19:00","Bragantino","Fortaleza","4-2-3-1","3-4-2-1","M. Nogueira Barbieri","J. Vojvoda","Bragantino","Nabizão","2","1","SP","CE"
"7818","18","20/7/2022","18:59","Goias","Fluminense","4-4-2","4-2-3-1","J. Ribeiro Ventura","F. Diniz Silva","Fluminense","Estádio da Serrinha","2","3","GO","RJ"
"7819","18","20/7/2022","19:30","Athletico-PR","Atletico-GO","4-2-3-1","4-2-3-1","L. Scolari","J. de Amorim Campos","Athletico-PR","Estádio Joaquim Américo Guimarães","4","1","PR","GO"
"7820","18","20/7/2022","20:29","Flamengo","Juventude","4-3-1-2","4-1-4-1","D. Silvestre Júnior","U. Louzer Filho","Flamengo","Estádio Nacional de Brasília","4","0","RJ","RS"
"7821","18","20/7/2022","20:29","Internacional","Sao Paulo","4-2-3-1","3-1-4-2","L. Venker de Menezes","R. Ceni","-","Estádio José Pinheiro Borda","3","3","RS","SP"
"7822","18","20/7/2022","21:30","Santos","Botafogo-RJ","4-2-3-1","4-2-3-1","M. Fernandes","L. Castro","Santos","Estádio Urbano Caldeira","2","0","SP","RJ"
"7823","18","20/7/2022","21:33","Corinthians","Coritiba","4-2-3-1","4-1-4-1","V. de Oliveira Lopes Pereira","G. Morínigo","Corinthians","Neo Química Arena","3","1","SP","PR"
"7824","18","21/7/2022","18:59","Cuiaba","Atletico-MG","4-1-4-1","4-2-3-1","A. Cardoso de Oliveira","A. Mohamed Matijevich","-","Arena Pantanal","1","1","MT","MG"
"7825","18","21/7/2022","20:00","America-MG","Palmeiras","4-3-3","4-2-3-1","V. Carmo Mancini","A. Moreira Ferreira","Palmeiras","Estádio Raimundo Sampaio","0","1","MG","SP"
"7826","19","23/7/2022","18:59","Sao Paulo","Goias","4-4-2","4-4-2","R. Ceni","J. Ribeiro Ventura","-"," Morumbi","3","3","SP","GO"
"7827","19","23/7/2022","21:01","Botafogo-RJ","Athletico-PR","4-2-3-1","4-2-3-1","L. Castro","L. Scolari","Botafogo-RJ","Estádio Nilton Santos","2","0","RJ","PR"
"7828","19","24/7/2022","11:03","Avai","Flamengo","4-3-3","4-1-2-1-2","E. de Souza Barroca","D. Silvestre Júnior","Flamengo","  Ressacada","1","2","SC","RJ"
"7829","19","24/7/2022","16:02","Fluminense","Bragantino","4-2-2-2","4-2-3-1","F. Diniz Silva","M. Nogueira Barbieri","Fluminense","Estádio Municipal General Raulino de Oliveira","2","1","RJ","SP"
"7830","19","24/7/2022","16:00","Palmeiras","Internacional","4-2-3-1","4-1-2-1-2","A. Moreira Ferreira","L. Venker de Menezes","Palmeiras","Allianz Parque","2","1","SP","RS"
"7831","19","24/7/2022","16:00","Juventude","Ceara","4-1-4-1","4-2-3-1","U. Louzer Filho","M. dos Santos Gonçalves","Juventude"," Alfredo Jaconi","1","0","RS","CE"
"7832","19","24/7/2022","18:01","Atletico-MG","Corinthians","4-2-3-1","4-2-3-1","L. Gonçalves","V. de Oliveira Lopes Pereira","Corinthians"," Mineirão","1","2","MG","SP"
"7833","19","24/7/2022","17:59","Atletico-GO","America-MG","4-2-3-1","4-1-4-1","J. de Amorim Campos","V. Carmo Mancini","America-MG","Estádio Antônio Accioly","0","1","GO","MG"
"7834","19","24/7/2022","18:59","Fortaleza","Santos","4-4-2","4-1-4-1","J. Vojvoda","L. Cirne Lima de Lorenzi","-","Arena Castelão","0","0","CE","SP"
