"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","I","PE","RB","A","CA","G","SG","CV","DD","DP","GS","PP","GC","FT"
"702","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2019/05/23/f57131336fd4986cab54d1401667dbf8_FORMATO.png",87877,15,264,"mei","Nulo",0,4.73,0,2.55,"Corinthians",12,5,8,11,NA,13,11,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2019/05/23/2e7a0138d60a1418cacfcd315daf7491_FORMATO.png",78605,15,264,"mei","Provável",1.4,6.21,-0.36,3.13,"Corinthians",12,NA,1,4,NA,10,18,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2019/03/30/53ad5d19d960420d8a169d449092cfdf_FORMATO.png",78077,15,293,"lat","Nulo",8.4,6.35,1.49,4.42,"Athlético-PR",8,NA,1,10,NA,15,10,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA
"705","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2019/07/30/6d045d7809171c7ff080a09196c9b11d_FORMATO.png",80287,15,284,"ata","Nulo",6.9,7.27,1.08,4.28,"Grêmio",14,8,7,10,3,18,8,2,3,2,NA,NA,NA,NA,NA,1,NA,NA
"706","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2019/01/14/e85d3259b80c8d878e2b07eae90749ee_FORMATO.jpeg",94509,15,275,"mei","Nulo",4.5,7.79,0.8,2.95,"Palmeiras",5,3,4,6,NA,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"707","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2019/04/26/c90b6f282ed66e95550b8b12c749706c_FORMATO.png",78086,15,262,"gol","Nulo",0,6.1,0,4.62,"Flamengo",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,7,NA,4,NA,NA,NA
"708","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/09/20/3cfe538c9466e35f30d8caec3cdeb003_FORMATO.png",80313,15,266,"lat","Nulo",0,6.24,0,1.96,"Fluminense",12,2,3,5,NA,32,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Eduardo Schroeder Brock","eduardo-brock","Eduardo Brock","https://s.glbimg.com/es/sde/f/2019/03/28/27579304db4774273de16432633427c2_FORMATO.png",78654,15,354,"zag","Nulo",0,4,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Everaldo Stum","everaldo","Everaldo","https://s.glbimg.com/es/sde/f/2019/03/28/06c711b652c1c301dcb21fa9dc4a4b81_FORMATO.png",78117,15,315,"ata","Provável",11.3,18.52,1.24,6.46,"Chapecoense",33,13,22,23,2,34,7,1,3,8,NA,NA,NA,NA,NA,NA,NA,NA
"711","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2019/05/23/74dd3815a00b56d9fc765cad761ff91c_FORMATO.png",78715,15,264,"mei","Nulo",0,10.07,0,1.71,"Corinthians",10,1,2,7,NA,9,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,15,265,"lat","Suspenso",0.5,3.23,0.13,0.85,"Bahia",13,NA,NA,2,1,8,3,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA
"713","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2019/01/14/a90df5771f9066a2c5babe59b575790d_FORMATO.jpeg",80692,15,275,"zag","Nulo",0,10.61,0,5.5,"Palmeiras",6,2,1,6,NA,4,10,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"714","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,15,283,"mei","Nulo",0,2.85,0,1.13,"Cruzeiro",10,1,4,5,NA,19,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Max Alexandre dos Santos Silva","max","Max","https://s.glbimg.com/es/sde/f/2019/02/27/1742dc16d6ca6bb28a57dbd1123a9069_FORMATO.png",94982,15,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,15,265,"ata","Nulo",-0.6,9.19,-0.34,2.27,"Bahia",9,4,11,6,2,22,1,1,NA,2,NA,1,NA,NA,NA,NA,NA,1
"717","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2019/03/29/b815b1cd06738228903c58b06df8651f_FORMATO.png",94981,15,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Pedro Henrique de Castro Silva","pedro-castro","Pedro Castro","https://s.glbimg.com/es/sde/f/2019/03/25/cdc521cfa238c56aa9fb0eb73e4aca7a_FORMATO.png",78840,15,314,"mei","Provável",5.3,5.7,-0.39,2.96,"Avaí",22,5,9,19,1,36,22,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1
"719","Jefferson Junio Antonio da Silva","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2019/08/16/99966209d47d25a71d37b4e2176290ee_FORMATO.png",95220,15,290,"lat","Provável",3.3,11.83,-0.04,5.39,"Goiás",8,1,3,21,NA,37,35,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA
"720","Maurício Tomazi Pinheiro","mauricio","Maurício","https://s.glbimg.com/es/sde/f/2019/03/26/1f39cc62496e44034c3eeebbdf31abf6_FORMATO.png",96464,15,314,"zag","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Reinaldo Manoel da Silva","reinaldo","Reinaldo","https://s.glbimg.com/es/sde/f/2019/04/01/6d2d1a24cd6dbf9313e0b6efedc5c055_FORMATO.png",78850,15,276,"lat","Provável",8.9,15.1,0.28,6.6,"São Paulo",16,4,6,15,NA,26,24,1,2,3,6,NA,NA,NA,NA,NA,NA,NA
"722","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2019/04/26/ac6062a69b3c066cd610015cd65af6e5_FORMATO.png",96468,15,285,"gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Franco Matías Di Santo","di-santo","Di Santo","https://s.glbimg.com/es/sde/f/2019/08/06/4b4ee867e422a17af92dd778a5d83993_FORMATO.png",80748,15,282,"ata","Nulo",0,8,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Thalles Gabriel Morais dos Reis","thalles","Thalles","https://s.glbimg.com/es/sde/f/2019/03/26/56b3e518112fea200bbd74d9de3a5289_FORMATO.png",95222,15,290,"mei","Nulo",0,2,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Allan Rodrigues de Souza","allan","Allan","https://s.glbimg.com/es/sde/f/2019/03/31/cbe0d021382b1f6ac6db1fdd5f232dbc_FORMATO.png",96652,15,266,"mei","Nulo",4,2.06,0.78,-0.09,"Fluminense",26,5,8,17,NA,40,12,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"726","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,15,290,"mei","Nulo",6.9,6.58,1.49,1.79,"Goiás",5,NA,6,7,1,12,6,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1
"727","Richard de Oliveira da Costa","richard","Richard","https://s.glbimg.com/es/sde/f/2019/03/28/27b9b114a61039b0185e25a34be02245_FORMATO.png",78851,15,354,"gol","Contundido",0,4.73,0,1.2,"Ceará",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA
"728","Marcio Antonio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/dd575011a1fbea9f0e7859b1bdf2c9c1_FORMATO.png",95332,15,290,"mei","Nulo",0,1.82,0,-0.47,"Goiás",2,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","José Wálber de Mota de Amorim","walber","Wálber","https://s.glbimg.com/es/sde/f/2019/07/19/c1fef92da5da74b8116c1392d7730e9b_FORMATO.png",96791,15,293,"zag","Nulo",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Matheus Sousa de Jesus","matheus-jesus","Matheus Jesus","https://s.glbimg.com/es/sde/f/2019/05/09/e71fd15038b4159201c4558cc307a573_FORMATO.png",95335,15,264,"mei","Nulo",0,4.25,0,1,"Corinthians",NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Thiago dos Santos","thiago-santos","Thiago Santos","https://s.glbimg.com/es/sde/f/2019/01/14/c215c66c4f1a435e26c1d93d00555071_FORMATO.jpeg",78855,15,275,"mei","Nulo",3.1,5.6,0.74,1.55,"Palmeiras",20,1,1,6,1,7,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,15,284,"zag","Nulo",0,14.86,0,7,"Grêmio",6,1,3,7,NA,12,27,NA,3,1,4,NA,NA,NA,NA,NA,NA,NA
"733","Rodrigo Dourado Cunha","rodrigo-dourado","Rodrigo Dourado","https://s.glbimg.com/es/sde/f/2018/04/08/d62e4f24b1b01196c8a645026d8091b2_FORMATO.png",78865,15,285,"mei","Contundido",0,7.12,0,1.4,"Internacional",2,NA,NA,1,NA,2,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Diego Santos Gama Camilo","biro-biro","Biro Biro","https://s.glbimg.com/es/sde/f/2019/07/10/28265c0a5960ef7125c08e60594b3b70_FORMATO.png",80949,15,263,"ata","Contundido",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Jony Alexander González Copete","yony-gonzalez","Yony González","https://s.glbimg.com/es/sde/f/2019/02/04/afa77024bd6f197dd7f02d24bb8ea775_FORMATO.png",97080,15,266,"ata","Nulo",7.2,13.57,0.56,6.96,"Fluminense",9,8,23,22,2,15,13,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1
"736","Lucas da Silva Izidoro","lucas-mineiro","Lucas Mineiro","https://s.glbimg.com/es/sde/f/2019/02/04/8c21d6c085c35c5d92e3380a55b2f833_FORMATO.jpeg",90634,15,267,"mei","Nulo",-2,5.12,-0.03,1.36,"Vasco",17,1,8,11,1,22,15,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,1
"737","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png",96966,15,315,"ata","Provável",6,5.19,0.78,2.61,"Chapecoense",7,NA,6,22,1,15,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1
"738","Leonardo Thomas Lopes","leo-lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png",96965,15,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,15,285,"lat","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Jorge Marco de Oliveira Moraes","jorge","Jorge","https://s.glbimg.com/es/sde/f/2019/04/30/d5b0b482b84d690a1f796957d38dd952_FORMATO.png",88065,15,277,"lat","Provável",2.1,14.63,-0.09,6.84,"Santos",16,7,7,20,1,23,23,3,2,NA,7,NA,NA,NA,NA,NA,NA,NA
"741","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2019/04/22/afe400fc89b6142fd695e234cd15be57_FORMATO.png",88125,15,263,"mei","Nulo",0,1.98,0,-0.28,"Botafogo",3,1,NA,3,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Gregore de Magalhães da Silva","gregore","Gregore","https://s.glbimg.com/es/sde/f/2019/03/29/6ad2ae60d8a847b0dcfc712888763ff8_FORMATO.png",95464,15,265,"mei","Provável",0,9.35,0,2.42,"Bahia",36,1,4,7,NA,38,41,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA
"743","Igor Vinícius de Souza","igor-vinicius","Igor Vinícius","https://s.glbimg.com/es/sde/f/2019/04/01/882d97a0ed3a028f3c489768c79b7268_FORMATO.png",95466,15,276,"lat","Nulo",0,7.89,0,3.65,"São Paulo",18,1,3,7,NA,16,19,2,2,NA,3,2,NA,NA,NA,NA,NA,NA
"744","Eduardo Kunde","kunde","Kunde","https://s.glbimg.com/es/sde/f/2019/03/25/c4c9c869583e3c80724d1cea7d6dbbc9_FORMATO.png",95476,15,314,"zag","Nulo",0,0.75,0,0.1,"Avaí",7,NA,NA,1,NA,7,3,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"745","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2019/04/30/813c0919a982172ffb025e8d81021a44_FORMATO.png",97245,15,264,"ata","Nulo",0,1.23,0,-0.5,"Corinthians",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Felipe Aguilar Mendoza","aguilar","Aguilar","https://s.glbimg.com/es/sde/f/2019/03/28/938d6ad9b3c0aa9f3fa04ed1ae5193a6_FORMATO.png",95494,15,277,"zag","Provável",0,5,0,2.83,"Santos",16,NA,NA,6,NA,8,13,NA,3,NA,5,NA,NA,NA,NA,NA,NA,NA
"747","Ronei Gebing","ronei","Ronei","https://s.glbimg.com/es/sde/f/2017/04/25/fc5cc48d48a258ae6e11966c17fc3fbb_FORMATO.png",98419,15,315,"mei","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Edilson Borba de Aquino","orinho","Orinho","https://s.glbimg.com/es/sde/f/2019/03/28/0606c19cd9b070a14c8dcc9debd30211_FORMATO.png",95542,15,277,"lat","Nulo",0,3,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/08/19/0f0514f4228f700ec755b94fabf67688_FORMATO.png",97341,15,283,"tec","Provável",7.15,8.68,0.26,3.43,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2019/03/31/bab8422e33f99d2553b8c998855973de_FORMATO.png",95352,15,283,"lat","Provável",7.8,5.97,1.71,2.6,"Cruzeiro",12,2,NA,5,NA,8,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA
"751","Kendy Tateishi Berbel","kendy","Kendy","https://s.glbimg.com/es/sde/f/2018/05/24/523e1089d0afe7b92de643fefef0ec55_FORMATO.png",98421,15,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Marcus Vinicius Aredes Duarte","vico","Vico","https://s.glbimg.com/es/sde/f/2018/05/21/8e861efae6f1b9924b64cb068b7855b8_FORMATO.png",95622,15,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Daniel dos Santos Penha","daniel","Daniel","https://s.glbimg.com/es/sde/f/2017/05/04/6d566daae907e707a8bfbd7975033f26_FORMATO.png",97349,15,282,"mei","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2019/05/23/afef447f016eefff05fad8b9101e4ecb_FORMATO.png",97452,15,276,"ata","Nulo",0,2.38,0,0.17,"São Paulo",6,1,NA,2,NA,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Marcelo da Conceição Benevenuto Malaquias","marcelo-benevenuto","Marcelo Benevenuto","https://s.glbimg.com/es/sde/f/2019/03/22/0e2a859e1579e9ad52cd2edbc1297e88_FORMATO.png",95638,15,263,"zag","Provável",-0.4,4.45,-0.48,3.4,"Botafogo",4,NA,1,1,NA,4,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,1
"756","Victor Hugo Soares dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/05/17/2db8b29bbc16d8473f93bd1f8a0351dc_FORMATO.png",98484,15,263,"zag","Nulo",0,1.41,0,2.6,"Botafogo",NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Vagner Antônio Brandalise","vagner","Vagner","https://s.glbimg.com/es/sde/f/2019/05/08/f2f7ed3e3f857655c8c5e56733e7aa3d_FORMATO.png",78151,15,315,"gol","Contundido",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Yuri Cesar Santos de Oliveira Silva","yuri","Yuri ",NA,103446,15,262,"mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2019/02/27/1e02008698bf10ffc8e76014ba5cea5f_FORMATO.png",97520,15,265,"mei","Nulo",0,2.99,0,0.32,"Bahia",4,1,1,2,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2019/03/29/6db0e64df45a59f76114bfbac69d8b0f_FORMATO.png",97522,15,265,"mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Francinilson Santos Meireles","maranhao","Maranhão","https://s.glbimg.com/es/sde/f/2019/08/16/a83ba6d1335bae5be0bf59085ad262c8_FORMATO.png",73513,15,341,"ata","Provável",1.5,3.68,0,1.9,"CSA",9,1,3,16,3,12,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"762","Glédson Ribeiro dos Santos","gledson","Glédson","https://s.glbimg.com/es/sde/f/2019/02/18/c6d4b90211065258bf950d6d8491a977_FORMATO.png",73533,15,314,"gol","Nulo",0,3,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","José Rogério de Oliveira","rogerio","Rogério","https://s.glbimg.com/es/sde/f/2019/02/27/92700f5dfefdb214d227ca999caedfb3_FORMATO.png",73540,15,265,"ata","Contundido",0,9.4,0,2.95,"Bahia",7,5,4,11,2,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"764","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/fff7f99312b5f26f059e27d7f7b203a5_FORMATO.png",97527,15,356,"ata","Nulo",0,2.58,0,1.5,"Fortaleza",1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2018/09/20/757d419d1040c909be357a50fb4f34b8_FORMATO.png",97528,15,266,"zag","Nulo",0,1.05,0,-1.27,"Fluminense",4,NA,NA,1,NA,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA
"766","Hiago Corrêa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,15,315,"zag","Nulo",0,1.45,0,-0.5,"Chapecoense",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png",79336,15,354,"ata","Nulo",0,1.76,0,1,"Ceará",1,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Luis Otavio Bonilha de Oliveira Santos","nene-bonilha","Nenê Bonilha","https://s.glbimg.com/es/sde/f/2019/07/21/06edeac8d4c973d330e8be3fdad18607_FORMATO.png",73608,15,356,"mei","Nulo",0.3,2.41,-0.59,0.3,"Fortaleza",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Wellington Silva Sanches Aguiar","wellington-nem","Wellington Nem","https://s.glbimg.com/es/sde/f/2019/08/06/eed31b97dfa9c8ecd78df822c04269ab_FORMATO.png",73619,15,266,"ata","Nulo",4.3,5.39,0.84,1.63,"Fluminense",2,1,4,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Fernando Rodrigues Caixeta Barbosa","fernando","Fernando","https://s.glbimg.com/es/sde/f/2018/05/07/f73daae77a916904f7cc997667e506ad_FORMATO.png",97543,15,282,"gol","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2019/03/28/1fb1aeab02e0006889fbd9ef7a4dd6e0_FORMATO.png",78248,15,277,"zag","Suspenso",-5.5,5.2,-1.04,2.58,"Santos",13,2,2,5,NA,15,10,NA,5,1,6,1,NA,NA,NA,NA,NA,NA
"772","Bryan Borges Mascarenhas","bryan","Bryan","https://s.glbimg.com/es/sde/f/2019/06/12/281ca6abae590e624625225bc4886d5f_FORMATO.png",97536,15,315,"lat","Nulo",0,2.48,0,0.78,"Chapecoense",6,1,1,5,NA,11,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,15,277,"ata","Nulo",0,4.02,0,-1.08,"Santos",4,1,2,NA,2,3,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Bruno Fabiano Alves","bruno-alves","Bruno Alves","https://s.glbimg.com/es/sde/f/2019/04/01/c8c4cd4fac733c4fba030044eefbd05a_FORMATO.png",73620,15,276,"zag","Provável",9.2,8.28,1.75,3.13,"São Paulo",23,1,4,7,NA,17,19,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA
"775","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2019/03/30/a39638dfbd68303f98264fc322855b6c_FORMATO.png",97619,15,293,"mei","Nulo",0,4.56,0,1.36,"Athlético-PR",5,3,4,4,NA,16,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/04/26/36d518358679018a8859dd349da9e91c_FORMATO.png",78435,15,262,"ata","Nulo",0,9.17,0,4.2,"Flamengo",10,6,8,9,NA,15,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"777","Marcos Vinícius de Jesus Araújo","marcos-vinicius","Marcos Vinícius","https://s.glbimg.com/es/sde/f/2019/07/16/4167381432d7908874cb17eaac12b616_FORMATO.png",73721,15,263,"mei","Nulo",0.2,3.92,-1.08,0.2,"Botafogo",NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Marco Gastón Rubén Rodríguez","marco-ruben","Marco Ruben","https://s.glbimg.com/es/sde/f/2019/03/31/f20966ed6b70c83b4d440ca5028a8ee4_FORMATO.png",73741,15,293,"ata","Provável",3.5,14.35,0.43,3.96,"Athlético-PR",13,7,4,5,5,10,5,2,1,1,NA,NA,NA,NA,NA,NA,NA,2
"779","Gilberto dos Santos Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2019/03/26/e60267387b772e4aca726b4377fab481_FORMATO.png",73789,15,290,"mei","Contundido",0,2.47,0,1,"Goiás",2,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2019/04/26/64d0a13b8e06be6354ab0abfb3a8b449_FORMATO.png",97902,15,262,"zag","Nulo",0,0.73,0,-1.2,"Flamengo",1,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Dawhan Fran Urano da Purificação Oliveira","dawhan","Dawhan","https://s.glbimg.com/es/sde/f/2019/03/23/6be5b8e0ec5727594d30e1a2b17e8f16_FORMATO.png",97780,15,341,"mei","Provável",0.8,6.41,-0.11,2.05,"CSA",6,NA,6,3,NA,9,16,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Vitor Eduardo da Silva Matos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2019/07/08/350ce3fffa555e5481153bd3a48bf5a9_FORMATO.jpeg",97900,15,275,"zag","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
