"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","A","CV","FC","FD","FF","FS","I","PE","RB","CA","G","SG","FT","DD","GS","PP","DP","GC"
"703","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2019/03/29/191f49008e0f92039b6e04b7283da22b_FORMATO.png",104634,31,265,"lat","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png",104649,31,285,"lat","Provável",3.9,2.53,0.85,2.81,"Internacional",1,NA,15,4,5,26,NA,42,14,3,NA,3,NA,NA,NA,NA,NA,NA
"705","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,31,263,"lat","Nulo",0,0.87,0.04,0.63,"Botafogo",NA,NA,7,NA,NA,2,NA,5,4,1,NA,1,NA,NA,NA,NA,NA,NA
"706","Felipe Dias Fonte Mosquete","felipe-mosquete","Felipe Mosquete","https://s.glbimg.com/es/sde/f/2019/03/26/6b0ace75db697f11e8d9bd5d9c4e920e_FORMATO.png",105397,31,290,"gol","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2019/08/16/9104ad20d057e39846d6451e44b0e5b8_FORMATO.jpeg",104678,31,267,"ata","Nulo",-0.5,3.6,-0.25,1.43,"Vasco",1,NA,15,1,4,4,1,4,2,1,1,NA,1,NA,NA,NA,NA,NA
"708","Ivonei Júnior da Silva Rabelo","ivonei","Ivonei","https://s.glbimg.com/es/sde/f/2019/07/12/ef3b35e88638d6c7d549f670a28a9668_FORMATO.png",105899,31,277,"mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Geovane Silva Santos","geovane","Geovane","",105635,31,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2019/08/06/c4a34e3763fd88179fcf0166039b57a6_FORMATO.png",105612,31,266,"mei","Nulo",0,2.21,0,0.35,"Fluminense",NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Mauricio Magalhães Prado","mauricio","Mauricio","",105647,31,283,"mei","Nulo",0,1.47,0,1.76,"Cruzeiro",NA,NA,3,1,2,4,1,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"712","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2019/04/30/4d83ae2a6fb83ce19a30e77021066844_FORMATO.png",105585,31,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2019/04/24/c9b8a5031b03ccf71b246635ffe126ed_FORMATO.png",105566,31,267,"lat","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2019/04/24/158fd65567dd79616ea41fcf9f0bd470_FORMATO.png",105553,31,267,"gol","Nulo",0,9.79,0,6,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA
"715","Lucas Bergantin Bragança","lucas-bergantin","Lucas Bergantin","https://s.glbimg.com/es/sde/f/2019/05/01/9427d6d7db41ff3a13c0f302e31f830a_FORMATO.png",105589,31,275,"gol","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Allan Victor Oliveira Mota","allanzinho","Allanzinho","https://s.glbimg.com/es/sde/f/2019/07/12/05fd85c1a9c37ca643ddd1e7deadb017_FORMATO.png",105900,31,277,"ata","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Gabriel Henrique Chavoni Fornari","gabriel-fornari","Gabriel Fornari","https://s.glbimg.com/es/sde/f/2019/05/19/7cabec74a311c35c7c5daf6981bea68f_FORMATO.png",105636,31,293,"zag","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2019/03/30/a39638dfbd68303f98264fc322855b6c_FORMATO.png",97619,31,293,"mei","Nulo",0,3.82,0,0.69,"Athlético-PR",1,NA,10,3,5,4,NA,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Talles Magno Bacelar Martins","talles-magno","Talles Magno","https://s.glbimg.com/es/sde/f/2019/07/26/3eca5da9c208a11a2a29df5f995b31a1_FORMATO.png",105786,31,267,"ata","Contundido",0,2.55,0,2.11,"Vasco",NA,NA,22,6,12,29,1,24,6,4,2,NA,NA,NA,NA,NA,NA,NA
"720","José Aldo Soares de Oliveira Filho","jose-aldo","José Aldo","",105903,31,285,"mei","Nulo",0,1.53,0,3.5,"Internacional",NA,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","José Gabriel dos Santos Silva","jose-gabriel","José Gabriel","https://s.glbimg.com/es/sde/f/2019/08/05/1494315b7bded1bb3d9b45481bf2897c_FORMATO.png",105902,31,285,"mei","Nulo",0,0.77,0,-0.2,"Internacional",NA,NA,3,NA,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Edson Fernando da Silva Gomes","edson","Edson","",105901,31,265,"mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2019/08/06/bbe5e351f024340439d6eb76fad1af4c_FORMATO.png",105807,31,266,"zag","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Alisson Fabrício dos Santos Taddei","alisson-taddei","Alisson Taddei","",105907,31,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Guilherme da Silva Azevedo","guilherme-azevedo","Guilherme Azevedo","https://s.glbimg.com/es/sde/f/2019/09/27/73d26f7e47a0846e482fcd8518fd9237_FORMATO.jpeg",105837,31,284,"ata","Nulo",0,0.78,0,-0.5,"Grêmio",NA,NA,1,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"726","Rondinelli da Silva Vieira ","da-silva","Da Silva","https://s.glbimg.com/es/sde/f/2019/09/27/71589c159a3c07125c1ca4c54849ed06_FORMATO.jpeg",105836,31,284,"ata","Nulo",0,0.78,0,0.17,"Grêmio",NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Adriano Firmino dos Santos da Silva","adriano","Adriano","https://s.glbimg.com/es/sde/f/2019/07/18/7327bc4ac782fab746b4699bf840a4ca_FORMATO.png",105906,31,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Vinicius Alessandro Mingotti","vinicius-mingotti","Vinicius Mingotti","https://s.glbimg.com/es/sde/f/2019/07/19/72e2c4c729775230ecaf6dc50d64db45_FORMATO.png",105909,31,293,"ata","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Erik Jorgens de Menezes","erik","Erik","https://s.glbimg.com/es/sde/f/2019/06/22/53c37b9803ae315a6742ebb85bacdccf_FORMATO.png",105838,31,285,"lat","Nulo",0,2.05,0,2.55,"Internacional",NA,NA,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Iván Darío Angulo Cortés","ivan-angulo","Iván Angulo","https://s.glbimg.com/es/sde/f/2019/07/02/731398bec297fdd7b71603f1da8e4c61_FORMATO.jpeg",105841,31,275,"ata","Nulo",0,4,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Carlos Eduardo Bertolassi da Silva","cadu-silva","Cadu Silva","",105914,31,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2019/07/18/6c7a7b500c63cbeedb854741dd824c24_FORMATO.png",105842,31,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Marco Antônio de Oliveira Coelho","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2019/07/19/e807102cde107d543c2b4cfb4ed8280f_FORMATO.jpeg",105912,31,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Dawhan Fran Urano da Purificação Oliveira","dawhan","Dawhan","https://s.glbimg.com/es/sde/f/2019/03/23/6be5b8e0ec5727594d30e1a2b17e8f16_FORMATO.png",97780,31,341,"mei","Provável",0,5.41,0,1.18,"CSA",NA,NA,26,2,7,10,NA,27,33,6,NA,NA,NA,NA,NA,NA,NA,NA
"735","Jonathan Monteiro","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/07/19/d14955febc77d40678412b0b2ba03627_FORMATO.jpeg",105910,31,283,"zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Welligton Alexandre da Rocha","welligton-rocha","Welligton Rocha","https://s.glbimg.com/es/sde/f/2019/07/02/843445f395749c41979be87eb844e960_FORMATO.png",105846,31,293,"zag","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Rômulo Zanre Zwarg","romulo","Rômulo","https://s.glbimg.com/es/sde/f/2019/07/19/3a8cec6f11d20f3f169a8bd151a50723_FORMATO.jpeg",105911,31,283,"mei","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Daniel Marcos Meira Novaes","daniel-marcos","Daniel Marcos","https://s.glbimg.com/es/sde/f/2019/07/03/816dbc5aa557a83929a50c9ee42fe94c_FORMATO.jpeg",105868,31,264,"lat","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","João Pedro Celeri Machado","joao-celeri","João Celeri","https://s.glbimg.com/es/sde/f/2019/07/03/df3e2976f554f7c9bc6610fdaabf10be_FORMATO.jpeg",105866,31,264,"ata","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Welinton Macedo dos Santos","welinton","Welinton","https://s.glbimg.com/es/sde/f/2019/07/19/22fe3b9be9edad9378b6f5abb5fd5bfe_FORMATO.jpeg",105913,31,283,"ata","Nulo",0,1.29,0,1.5,"Cruzeiro",NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Gabriel Fortes Chaves","gabriel-pec","Gabriel Pec","https://s.glbimg.com/es/sde/f/2019/09/06/acd2cdb349571e15dd4dea6f3da3be3c_FORMATO.png",106199,31,267,"mei","Nulo",0,1.38,0,1.3,"Vasco",NA,NA,1,NA,1,5,NA,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Pablo Marí Villar","pablo-mari","Pablo Marí","https://s.glbimg.com/es/sde/f/2019/09/03/1c1cfac03ef195141cea264e047d9855_FORMATO.png",105897,31,262,"zag","Provável",4.2,8.45,0.4,4.66,"Flamengo",1,NA,23,1,4,5,1,26,25,4,2,9,2,NA,NA,NA,NA,NA
"743","Lucas de Ramos Silveira","lucas-ramos","Lucas Ramos","https://s.glbimg.com/es/sde/f/2019/09/03/5835bace87a92fc7d3e303920886c724_FORMATO.png",106000,31,285,"mei","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Rafael Lucas Cardoso Santos","rafael-santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2019/03/28/218f2be6e5fe193939a7c29948a70d4d_FORMATO.png",97907,31,283,"lat","Nulo",0,0.9,0,1.65,"Cruzeiro",NA,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"745","Rafael Santos de Sousa","rafael","Rafael","https://s.glbimg.com/es/sde/f/2019/04/26/64d0a13b8e06be6354ab0abfb3a8b449_FORMATO.png",97902,31,262,"zag","Nulo",0,0.73,0,-1.2,"Flamengo",NA,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"746","Daniel de Pauli Oliveira","daniel-oliveira","Daniel Oliveira","https://s.glbimg.com/es/sde/f/2019/08/17/22428bbf637f4e33dd14de3cbc5db111_FORMATO.png",106076,31,290,"mei","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2019/09/06/ecf70f560fb1ea08f5587fff6ec6c75d_FORMATO.jpeg",106200,31,267,"ata","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Eduardo Barros","eduardo-barros","Eduardo Barros","https://s.glbimg.com/es/sde/f/2019/11/05/f9ca9c2f1573dd41d95992a17296560f_FORMATO.png",106612,31,293,"tec","Provável",4.02,10.34,-0.43,4.02,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Vanderley Ribeiro Correia Filho","vanderley","Vanderley","https://s.glbimg.com/es/sde/f/2019/08/17/8983f6e4a6bb89ad4e6548972209afc5_FORMATO.png",106077,31,290,"zag","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","João Pedro Costa Contreiras Martins","joao-pedro","João Pedro ","https://s.glbimg.com/es/sde/f/2019/08/09/4b0dffb7d626e3c233ba72f5b9a65261_FORMATO.png",106017,31,267,"ata","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Jhonata Robert Alves da Silva","jhonata-robert","Jhonata Robert","https://s.glbimg.com/es/sde/f/2019/09/27/2de8181a6267699c67bea59e42aea092_FORMATO.png",106371,31,284,"ata","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","João Lucas Souza Cardoso","johnny","Johnny ","https://s.glbimg.com/es/sde/f/2019/07/30/eec05aaa83cd22ce06b5bcb0f128f132_FORMATO.png",106002,31,285,"ata","Nulo",0,0.77,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2019/08/06/99c99a1dd012f1aa1c429e410f991c3b_FORMATO.png",104276,31,266,"lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Lucas Alexandre Galdino de Azevedo","lucao","Lucão",NA,106160,31,267,"gol","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Breno Washington Rodrigues da Silva","breno","Breno","https://s.glbimg.com/es/sde/f/2019/11/02/64fbe33f1d55aa51cb95d9643e1c87bb_FORMATO.png",106083,31,290,"mei","Provável",2.2,0.94,0.17,-0.21,"Goiás",NA,1,9,2,1,2,NA,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA
"756","Jonathan Luiz Moreira Rosa Júnior","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/09/17/ecef62f7db0027cac4d39b5f21eabb7e_FORMATO.png",106161,31,314,"ata","Provável",4.3,5.57,0.98,2.98,"Avaí",NA,NA,18,4,9,19,2,19,6,3,3,NA,NA,NA,NA,NA,NA,NA
"757","Kawan Gabriel da Silva","kawan","Kawan","https://s.glbimg.com/es/sde/f/2019/09/08/a8fc75a1bedde47f33857a4a2b460b64_FORMATO.png",106219,31,293,"mei","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Alexandre Melo Ribeiro da Silva","alexandre-melo","Alexandre Melo","https://s.glbimg.com/es/sde/f/2019/09/03/08ab75a324cfe9cd93220fee828bf4de_FORMATO.png",106159,31,267,"lat","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Arthur Rosseto Henriques","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/08/27/78321860a47efceddb376c7d8a4cb66f_FORMATO.png",104325,31,315,"gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Jony Alexander González Copete","yony-gonzalez","Yony González","https://s.glbimg.com/es/sde/f/2019/09/16/6e11b752b529568fe0635d0f869f0dfa_FORMATO.png",97080,31,266,"ata","Provável",-1.6,12.38,-0.07,5.29,"Fluminense",2,NA,37,21,40,50,5,32,24,2,5,NA,3,NA,NA,NA,NA,NA
"761","Leonardo Thomas Lopes","leo-lopes","Léo Lopes","https://s.glbimg.com/es/sde/f/2019/03/25/75373f3be71d114621aba37a7d05db97_FORMATO.png",96965,31,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Janderson Santos de Souza","janderson","Janderson","https://s.glbimg.com/es/sde/f/2019/04/30/813c0919a982172ffb025e8d81021a44_FORMATO.png",97245,31,264,"ata","Provável",7.6,2.93,1.17,2.6,"Corinthians",1,NA,9,2,6,16,NA,10,7,NA,1,NA,NA,NA,NA,NA,NA,NA
"763","Guilherme Mantuan","mantuan","Mantuan","https://s.glbimg.com/es/sde/f/2019/09/20/5ceffae0675962e50b4ea7af1a0d6208_FORMATO.jpeg",97315,31,264,"mei","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2019/05/08/05a9ae684d7d1c4ad13ff91e04c82d09_FORMATO.png",96966,31,315,"ata","Nulo",0,5.17,0,2.72,"Chapecoense",NA,NA,19,3,9,41,2,26,16,2,3,NA,1,NA,NA,NA,NA,NA
"765","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,31,285,"lat","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Rogério Ceni","rogerio-ceni","Rogério Ceni","https://s.glbimg.com/es/sde/f/2019/09/27/75459ae60b5baaac5178846f60fbfbed_FORMATO.png",97341,31,356,"tec","Provável",3.84,8.57,0.18,3.31,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Igo Gabriel Santos Pereira","igo","Igo","https://s.glbimg.com/es/sde/f/2019/03/23/7e728851fa1878378a93b877a8fb1a5c_FORMATO.png",104991,31,341,"gol","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Acácio Nuno Boing","nuno","Nuno","https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png",104326,31,314,"zag","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Eduardo Luis Tapparo","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png",104327,31,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Luis Henrique Tomaz de Lima","luis-henrique","Luis Henrique ",NA,105049,31,263,"ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2019/03/28/fafba6bc079831779d2a86df19ebb06e_FORMATO.png",104994,31,277,"zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,31,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Lucas Vinícius Dias Costa","lucas-dias","Lucas Dias","https://s.glbimg.com/es/sde/f/2019/04/27/493ca5a8ac35c34ea0b93396ea486c56_FORMATO.png",104356,31,341,"zag","Nulo",0,2,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Julian Yoiti Suzuki Bicudo","julian","Julian","https://s.glbimg.com/es/sde/f/2019/02/08/db8844a962ff549d6afcfd7bdbaa321c_FORMATO.png",104333,31,314,"mei","Nulo",0,2,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Bruno Henrique Marques Torres","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2019/03/01/996ce41379d22585409ba24981f56d01_FORMATO.png",105111,31,277,"ata","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","João Vitor de Oliveira","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png",104329,31,314,"gol","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Luiz Henrique Pachu Lira","pachu","Pachu","https://s.glbimg.com/es/sde/f/2019/06/11/5d64f4f8e8a449f119b6a195390dae44_FORMATO.png",97352,31,263,"ata","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Reinier Jesus Carvalho","reinier","Reinier","https://s.glbimg.com/es/sde/f/2019/08/03/7e4d46ef01698d1e735b0ea1b228e4dc_FORMATO.png",105068,31,262,"mei","Dúvida",0,3.33,0,4.48,"Flamengo",2,NA,8,1,7,5,NA,15,5,1,3,NA,NA,NA,NA,NA,NA,NA
"779","Francisco Talison Cavalcante Da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2019/03/26/4ba6dd4e62dfc1753d3baf251b92078a_FORMATO.png",105173,31,356,"lat","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,31,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2019/04/26/fff0d652b4ac6ce54ef47883b8b15162_FORMATO.png",104085,31,285,"zag","Provável",-0.4,2.2,-0.36,2.36,"Internacional",NA,NA,6,1,2,8,NA,27,11,3,NA,3,NA,NA,NA,NA,NA,NA
"782","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2019/05/23/afef447f016eefff05fad8b9101e4ecb_FORMATO.png",97452,31,276,"ata","Nulo",0,1.94,0,0.13,"São Paulo",NA,NA,7,1,NA,3,NA,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"783","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2019/02/27/1e02008698bf10ffc8e76014ba5cea5f_FORMATO.png",97520,31,265,"mei","Nulo",0,2.99,0,0.32,"Bahia",NA,NA,4,1,1,2,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,31,293,"lat","Nulo",0,0.77,0,-0.03,"Athlético-PR",NA,NA,4,NA,NA,NA,NA,7,4,1,NA,NA,NA,NA,NA,NA,NA,NA
