"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FD","FS","G","PE","RB","SG","CV","FF","FT","DD","DP","GS","A","I","GC","PP"
"724","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2019/04/01/93c12b1437d9ab16eb93c3f7fc8c4f9b_FORMATO.png",101837,33,276,"gol","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Hugo de Souza Nogueira","hugo-souza","Hugo Souza","https://s.glbimg.com/es/sde/f/2018/08/17/0d62f2b958751f0744942f9328f49c39_FORMATO.png",101574,33,262,"gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Lucas Alexandre Galdino de Azevedo","lucao","Lucão",NA,106160,33,267,"gol","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/11/22/3fc8cbbb0eff85d2cfd8e31bd040d110_FORMATO.png",102137,33,283,"gol","Nulo",0,2,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Rafael Lucas Cardoso Santos","rafael-santos","Rafael Santos","https://s.glbimg.com/es/sde/f/2019/03/28/218f2be6e5fe193939a7c29948a70d4d_FORMATO.png",97907,33,283,"lat","Nulo",0,0.9,0,1.65,"Cruzeiro",1,NA,1,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,33,284,"gol","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Felipe Fernandes Sousa","felipe-sousa","Felipe Sousa",NA,101861,33,282,"ata","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Iury de Oliveira Nascimento ","iury","Iury","https://s.glbimg.com/es/sde/f/2019/02/18/0758f27a5553304e808e5732adb6eadd_FORMATO.png",101846,33,314,"lat","Contundido",0,6.43,0,2.94,"Avaí",1,14,NA,10,NA,30,10,4,NA,3,NA,NA,NA,NA,1,NA,NA,NA
"732","Braian Ezequiel Romero","braian-romero","Braian Romero","https://s.glbimg.com/es/sde/f/2019/03/30/4eab9bac11e6c0d60d5e717b2474963f_FORMATO.png",101997,33,293,"ata","Nulo",0,4.35,0,3.02,"Athlético-PR",1,18,3,15,2,15,11,NA,NA,6,1,NA,NA,NA,1,3,NA,NA
"733","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2019/07/08/b55d0e8a8f26380aedc02448bac387cb_FORMATO.png",69041,33,266,"gol","Contundido",0,6.82,0,5.13,"Fluminense",1,1,NA,6,NA,6,NA,7,NA,NA,NA,37,NA,21,NA,NA,NA,NA
"734","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,33,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,33,293,"zag","Nulo",0,3.09,0,1.61,"Athlético-PR",1,5,2,2,NA,8,7,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"736","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,33,276,"ata","Nulo",0,4.99,0,2.18,"São Paulo",1,19,3,20,2,28,11,NA,1,10,NA,NA,NA,NA,1,3,NA,NA
"737","Ricardo Verza de Souza","ricardo-verza","Ricardo Verza","",101679,33,290,"ata","Nulo",0,1,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Igor Leandro Goularte do Nascimento","igor-goularte","Igor Goularte","https://s.glbimg.com/es/sde/f/2019/10/18/8878aeee31c3f9682aeb8df609a0971d_FORMATO.png",101889,33,314,"mei","Nulo",0,2.61,0,1.72,"Avaí",NA,3,1,4,NA,3,5,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"739","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2019/09/03/25f5b4b0eb81313bd391ff5dadf90bb8_FORMATO.png",101911,33,315,"mei","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,33,293,"ata","Nulo",-0.3,2.46,-0.86,2.84,"Athlético-PR",NA,15,6,5,1,9,4,NA,NA,7,NA,NA,NA,NA,3,NA,NA,NA
"741","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,33,314,"mei","Nulo",0,1,0,0,"Avaí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2018/05/17/28dbb606b55029007f0519c4b90dcd6f_FORMATO.png",101715,33,282,"ata","Contundido",0,6.27,0,5.15,"Atlético-MG",NA,5,6,9,2,8,8,NA,NA,9,2,NA,NA,NA,1,3,NA,NA
"743","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/09/27/58cbfa1d712490ae26a319b3d7c007e5_FORMATO.png",101719,33,267,"lat","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,33,293,"mei","Contundido",0,2,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2019/09/27/cdda17397bdf2928c7ac7b2fa93f659c_FORMATO.jpeg",102302,33,290,"ata","Nulo",0,1.21,0,0.16,"Goiás",1,7,1,6,NA,4,3,NA,NA,3,NA,NA,NA,NA,NA,1,NA,NA
"746","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2019/03/28/769db50792d92f77ba296968a2aa8fd7_FORMATO.png",101708,33,277,"lat","Nulo",8,10.19,0.36,4.03,"Santos",NA,12,7,10,2,30,16,9,NA,7,NA,NA,NA,NA,NA,1,NA,NA
"747","João Pedro Soares Borges","joao-pedro-borges","João Pedro Borges","https://s.glbimg.com/es/sde/f/2018/09/27/bdf3476e0782cb7e4f75819b1f8495cc_FORMATO.png",101721,33,267,"gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Marrony da Silva Liberato","marrony","Marrony","https://s.glbimg.com/es/sde/f/2019/07/27/1f96b9040f1eff51cb593c7919068c8d_FORMATO.png",101717,33,267,"ata","Nulo",8.1,12.24,1.41,3.08,"Vasco",6,46,11,47,2,36,33,NA,1,24,1,NA,NA,NA,3,5,NA,NA
"749","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2018/05/17/4db250b451ffbbeb0a3e8ec81fe6023a_FORMATO.png",101716,33,282,"mei","Nulo",1.3,2.52,0.19,3.35,"Atlético-MG",NA,8,8,7,2,12,6,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"750","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/09/27/0dec5ab486a566e8fbde05157bccb9cf_FORMATO.png",101720,33,267,"zag","Nulo",0,2.57,0,0.7,"Vasco",NA,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,33,341,"zag","Nulo",0,1,0,0,"CSA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Diego Henrique Costa Barbosa","diego","Diego","https://s.glbimg.com/es/sde/f/2019/06/25/7738366152614f061570dd722e1de7c6_FORMATO.png",101728,33,276,"zag","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2019/03/29/5d48e68e633e025554f7fb03e89b57cf_FORMATO.png",102609,33,265,"gol","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Carlos Gabriel Moreira de Oliviera","hulk","Hulk","https://s.glbimg.com/es/sde/f/2018/05/17/2551e15c845e9706b626ca2ab7a4f23f_FORMATO.png",102700,33,282,"lat","Nulo",0,2.75,0,2.5,"Atlético-MG",NA,1,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Fabio Augusto Luciano da Silva","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/09/03/661377f093096839f93446905c389155_FORMATO.png",101729,33,276,"ata","Nulo",0,0.77,0,-0.5,"São Paulo",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,33,276,"ata","Nulo",0,2.56,0,-0.23,"São Paulo",1,6,1,6,NA,8,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA
"757","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2019/08/17/1e8c1cee38c33b285f33645bdf013d49_FORMATO.png",102563,33,290,"mei","Nulo",-0.5,1,-0.25,0.67,"Goiás",NA,9,2,3,NA,8,1,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA
"758","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,33,290,"mei","Nulo",0,0.86,0,0.5,"Goiás",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Luiz Eduardo da Silva dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/10/11/3cd6d37b608f117d7c80f8f43465293e_FORMATO.png",102581,33,290,"ata","Nulo",0,1.33,0,-0.25,"Goiás",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Yago Rafael Valadares Darub","yago-darub","Yago Darub","https://s.glbimg.com/es/sde/f/2019/03/25/ae7074b588af8eb28be002bc63b40b09_FORMATO.png",102686,33,262,"gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png",102719,33,267,"ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/07/12/d211556427f0083ad39be91e9a62f628_FORMATO.png",102599,33,264,"mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,33,267,"mei","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,33,314,"ata","Provável",0.5,3.89,-0.23,2.65,"Avaí",1,26,7,28,NA,41,31,NA,NA,22,NA,NA,NA,NA,NA,2,NA,NA
"765","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2019/05/21/3acf0fad2bc3bf7cb0c9645eaf70fb0b_FORMATO.png",102907,33,275,"gol","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,33,276,"mei","Nulo",0,3.48,0,1.06,"São Paulo",3,28,2,6,NA,27,27,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"767"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg",102852,33,267,"mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Yann Del Pino Rolim","yann-rolim","Yann Rolim","https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png",102892,33,315,"mei","Contundido",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Miguel David Terans Pérez  ","terans","Terans","https://s.glbimg.com/es/sde/f/2018/06/26/88598177badc1f54b4f2757234282710_FORMATO.png",102878,33,282,"mei","Nulo",0,3.51,0,0.23,"Atlético-MG",NA,2,1,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA
"770","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,33,283,"zag","Provável",5.8,3.67,0.06,3.28,"Cruzeiro",4,12,1,11,1,6,13,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"771","Francisco Jozielson Soares de Gouveia","romarinho-gouveia","Romarinho Gouveia","",102891,33,356,"ata","Nulo",0,1,0,0,"Fortaleza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Rafael Galhardo de Souza","rafael-galhardo","Rafael Galhardo","https://s.glbimg.com/es/sde/f/2019/03/30/c914f02dc858484095b4c076f9ee33f9_FORMATO.png",68821,33,284,"lat","Nulo",0,5.13,0,5.04,"Grêmio",NA,12,4,6,2,26,13,6,1,2,NA,NA,NA,NA,3,1,NA,NA
"773","Kaio Magno Bacelar Martins","kaio-magno","Kaio Magno","https://s.glbimg.com/es/sde/f/2019/09/06/ecf70f560fb1ea08f5587fff6ec6c75d_FORMATO.jpeg",106200,33,267,"ata","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Anderson Silva da Paixão","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png",102906,33,293,"gol","Nulo",0,1,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Marcelo Lomba do Nascimento","marcelo-lomba","Marcelo Lomba","https://s.glbimg.com/es/sde/f/2019/08/16/0978fb4a6b4e2c7cc691e71d77c74a9c_FORMATO.png",68872,33,285,"gol","Provável",4.7,11.48,-0.4,4.08,"Internacional",1,NA,NA,8,NA,3,NA,10,1,NA,NA,42,NA,27,NA,NA,NA,NA
"776","Paulo Victor Mileo Vidotti","paulo-victor","Paulo Victor","https://s.glbimg.com/es/sde/f/2018/05/21/6022690f57c54343611ba7c2008603ce_FORMATO.png",68873,33,284,"gol","Provável",1,6.82,-0.76,4.52,"Grêmio",1,NA,NA,2,NA,11,NA,10,NA,NA,NA,33,NA,18,NA,NA,NA,NA
"777","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2018/09/04/b0fdf1d79ae70c573a8741d9b5226056_FORMATO.png",68834,33,285,"mei","Nulo",0,5.28,0,3.18,"Internacional",NA,14,1,6,NA,13,17,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA
"778","Ramon de Morais Motta ","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/09/27/7b0ec92bd9cd8803ca0b44dec6637586_FORMATO.png",68896,33,267,"lat","Nulo",0,5,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Rodrigo Júnior Paula Silva","digao","Digão","https://s.glbimg.com/es/sde/f/2019/09/16/7f8703a0f208975c1f22dc1bd5ad08c5_FORMATO.png",68886,33,266,"zag","Provável",-0.3,5.73,-0.7,3.31,"Fluminense",2,19,1,11,1,19,26,6,2,3,NA,NA,NA,NA,NA,1,NA,NA
"780","Wellington Alves da Silva","wellington-silva","Wellington Silva","https://s.glbimg.com/es/sde/f/2018/04/08/37fba0582d79360263206da6e9868169_FORMATO.png",68895,33,285,"ata","Nulo",0,5.5,0,2.24,"Internacional",1,3,6,26,1,27,9,NA,NA,10,NA,NA,NA,NA,1,1,NA,NA
"781","Rodrigo Pimpão Viana","rodrigo-pimpao","Rodrigo Pimpão","https://s.glbimg.com/es/sde/f/2019/03/22/fb5c74a8057f05313adc6f9c2a6a4783_FORMATO.png",68901,33,263,"ata","Nulo",0,1.84,0,0.65,"Botafogo",6,28,6,6,NA,40,13,NA,NA,9,NA,NA,NA,NA,3,3,NA,NA
"782","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2019/05/28/e0cc239d7bd9a209bfdc1fecccf39567_FORMATO.png",68911,33,263,"ata","Nulo",0.7,5.99,-0.96,2.58,"Botafogo",4,30,11,50,6,52,7,NA,NA,13,1,NA,NA,NA,1,9,NA,NA
"783","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2019/07/12/d236ac59751ccacea17719995b9cd8ba_FORMATO.png",68923,33,264,"zag","Provável",4.7,11.2,0.23,4,"Corinthians",4,9,2,3,1,11,27,8,NA,7,1,NA,NA,NA,1,4,NA,NA
"784","Welington Pereira Rodrigues","gum","Gum","https://s.glbimg.com/es/sde/f/2019/06/20/61b536c18d17747b369b6037b3390866_FORMATO.png",68887,33,315,"zag","Contundido",0,5.21,0,1.56,"Chapecoense",1,11,7,14,1,45,13,4,2,7,NA,NA,NA,NA,NA,2,1,NA
"785","Leonardo Fabiano da Silva e Silva","leonardo-silva","Leonardo Silva","https://s.glbimg.com/es/sde/f/2018/05/07/76bcd627f9b56262f6ad6cce8983b430_FORMATO.png",68925,33,282,"zag","Provável",0,4.46,0,1.55,"Atlético-MG",5,14,2,11,1,14,11,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA
"786","Eduardo Pereira Rodrigues","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/01/14/819c40f79c6d36a3a715ac4cc0e6ddba_FORMATO.jpeg",68920,33,275,"ata","Provável",3,18.28,-0.45,5.59,"Palmeiras",3,25,24,96,6,75,12,NA,NA,26,2,NA,NA,NA,4,6,NA,NA
"787","Robson Alves de Barros","robson-bambu","Robson Bambu","https://s.glbimg.com/es/sde/f/2019/05/13/b7c71f1c725b014eefb9e6f275824bbd_FORMATO.png",101579,33,293,"zag","Provável",2.9,4.6,-0.02,3.08,"Athlético-PR",1,11,1,1,NA,11,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"788","Rafael Pires Monteiro","rafael","Rafael","https://s.glbimg.com/es/sde/f/2018/05/07/950b9601003125498cffc38c229783f4_FORMATO.png",68928,33,283,"gol","Nulo",0,3.99,0,2.73,"Cruzeiro",NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,5,NA,6,NA,NA,NA,NA
"789","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2019/04/22/a6f002f3b99c385acbafd311e4b3da81_FORMATO.png",68930,33,356,"ata","Nulo",0.8,3.6,-0.21,1.39,"Fortaleza",1,18,8,22,1,2,3,NA,NA,8,NA,NA,NA,NA,NA,3,NA,NA
"790","Ronaldo Luiz Alves","ronaldo-alves","Ronaldo Alves","https://s.glbimg.com/es/sde/f/2019/03/23/3bc2e1eb0ea72584d6300404b6ae37b1_FORMATO.png",68950,33,341,"zag","Nulo",0,4.15,0,1.68,"CSA",1,9,NA,5,NA,4,7,1,NA,6,NA,NA,NA,NA,NA,NA,1,NA
"791","Luciano Castán da Silva","luciano-castan","Luciano Castán","https://s.glbimg.com/es/sde/f/2019/03/23/d6ed12c79b94b3fe8318cbe26edff531_FORMATO.png",68942,33,341,"zag","Provável",1.5,5.26,0.48,1.43,"CSA",9,29,2,7,NA,43,26,9,NA,3,NA,NA,NA,NA,NA,1,1,NA
"792","Marcos Gabriel do Nascimento","marquinhos-gabriel","Marquinhos Gabriel","https://s.glbimg.com/es/sde/f/2019/02/04/f910b4ed58ff035220b338cff4ea9f5b_FORMATO.png",68954,33,283,"mei","Provável",1.2,3.99,0.4,1.56,"Cruzeiro",2,12,5,18,NA,29,17,NA,NA,7,1,NA,NA,NA,2,2,NA,NA
"793","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,33,277,"ata","Provável",9.6,9.49,-0.75,4.94,"Santos",8,37,18,69,6,38,26,NA,1,21,1,NA,NA,NA,3,7,NA,NA
"794","Hélio Hermito Zampier Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2018/08/01/51a34fdddb000e59403320c7aa8b8db4_FORMATO.png",69008,33,315,"zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2019/03/27/9bfae7e4b63cac57b0bc415f46d1ab65_FORMATO.png",68938,33,290,"mei","Nulo",0,4.32,0,1.76,"Goiás",1,16,6,15,NA,37,14,NA,1,8,NA,NA,NA,NA,1,NA,NA,NA
"796","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,33,293,"gol","Provável",0,9.75,0,4.54,"Athlético-PR",1,1,NA,4,NA,20,NA,9,NA,NA,NA,30,2,19,NA,NA,NA,NA
"797","João Carlos Heidemann","joao-carlos","João Carlos","https://s.glbimg.com/es/sde/f/2019/03/23/b148048ebdcdc02c79c893ae63f6e80d_FORMATO.png",69010,33,341,"gol","Provável",-6,0.78,-0.97,1.5,"CSA",1,1,NA,1,NA,5,NA,1,1,NA,NA,18,NA,17,NA,NA,NA,NA
"798","João Vitor Lima Gomes","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/07/29/05d3f4bb70d3e41d93b9f96017999f20_FORMATO.png",68987,33,341,"mei","Provável",-0.4,4.92,-0.5,2.02,"CSA",4,35,1,10,NA,23,41,NA,1,3,NA,NA,NA,NA,NA,1,NA,NA
"799","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,33,293,"ata","Provável",-3.5,7.81,-2.37,4.24,"Athlético-PR",NA,21,7,25,9,36,16,NA,NA,17,1,NA,NA,NA,2,7,NA,1
"800","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,33,264,"zag","Provável",7.5,11.61,1.05,3.83,"Corinthians",1,24,2,13,1,34,29,12,NA,6,NA,NA,NA,NA,NA,NA,1,NA
"801","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,33,284,"zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"802","Ramon Ramos Lima","ramon","Ramon",NA,101597,33,262,"lat","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"803","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png",69040,33,314,"gol","Provável",8,8.51,1,4.33,"Avaí",3,NA,NA,3,NA,5,NA,8,NA,NA,NA,60,NA,42,NA,NA,NA,NA
"804","Bruno Guimarães Rodriguez Moura","bruno-guimaraes","Bruno Guimarães","https://s.glbimg.com/es/sde/f/2019/03/30/eb38985677869fa7ca820f8ae7cfcfa1_FORMATO.png",98352,33,293,"mei","Provável",0,12.15,0,3.81,"Athlético-PR",3,38,9,61,2,81,34,NA,NA,15,1,NA,NA,NA,2,NA,NA,NA
"805","Ruan Tressoldi Netto","ruan","Ruan","https://s.glbimg.com/es/sde/f/2019/09/27/4e156ab17e9d6361c1584bdef3af479b_FORMATO.jpeg",100842,33,284,"zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
