"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","FC","FD","FF","FS","PE","RB","A","CA","FT","G","I","SG","GC","DD","GS","CV","PP","DP"
"712","Keiller da Silva Nunes","keiller","Keiller","https://s.glbimg.com/es/sde/f/2018/04/08/2b0ef7e6d3eca3c4d867a530c5f5993a_FORMATO.png",93834,35,"INT","gol","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Matheus Leonardo Sales Cardoso","matheusinho","Matheusinho","https://s.glbimg.com/es/sde/f/2018/05/07/86d92c9c41bc4662366352357cb3685a_FORMATO.png",93886,35,"AME","mei","Provável",10.5,5.08,1.41,2.5,"América-MG",7,2,5,11,19,11,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"714","Matheus Fernandes Siqueira","matheus-fernandes","Matheus Fernandes","https://s.glbimg.com/es/sde/f/2018/05/17/de41cae87bcb7c555ea911d849145a34_FORMATO.png",94067,35,"BOT","mei","Provável",7.2,14.29,1.18,4.29,"Botafogo",38,6,16,32,61,95,2,8,1,NA,1,NA,NA,NA,NA,1,NA,NA
"715","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2018/05/23/c542b827e970e8c167f2a026360a0fa9_FORMATO.png",94044,35,"SAN","gol","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Sergio Ismael Díaz Velázquez","sergio-diaz","Sergio Díaz","https://s.glbimg.com/es/sde/f/2018/08/08/ed176f5741d22ea3a8dee3ac452d88ca_FORMATO.png",94010,35,"COR","ata","Nulo",0,3.54,0,-0.2,"Corinthians",1,NA,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2018/05/07/8a0462ed1a379da917d8f4b4fa8cc04a_FORMATO.png",93882,35,"ATL","gol","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Walter Bou","walter-bou","Walter Bou","https://s.glbimg.com/es/sde/f/2018/07/16/a374e78aa31747574d81d4787b38531c_FORMATO.png",95853,35,"VIT","ata","Nulo",0,4.25,0,1.14,"Vitória",9,5,3,8,6,5,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"719","Márcio Almeida de Oliveira","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2018/05/17/a5a817c4c548c86f0aeef4c62c0c06b4_FORMATO.png",93797,35,"BOT","lat","Provável",9.2,8.64,-0.13,3.47,"Botafogo",33,9,12,15,86,40,4,6,NA,1,2,8,NA,NA,NA,NA,NA,NA
"720","Sander Henrique Bortolotto","sander","Sander","https://s.glbimg.com/es/sde/f/2018/05/24/53ffed7a90ef04e11377eb7816360dc4_FORMATO.png",95843,35,"SPO","lat","Dúvida",0,12.32,0,5.66,"Sport",54,8,6,59,73,95,3,9,NA,NA,2,5,NA,NA,NA,NA,NA,NA
"721","Lucas Ferreira Amaral","lucas-ferreira","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2018/05/24/b58aa819c2e0e2b9e7eb710e0a70a844_FORMATO.png",94147,35,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Rafael Santiago Gonçalves","rafael-grampola","Rafael Grampola","https://s.glbimg.com/es/sde/f/2018/08/02/cd538946a9fb6711e44baf4de32943e4_FORMATO.png",95803,35,"PAR","ata","Provável",0.2,3.02,0.14,1.49,"Paraná",25,5,10,27,18,8,NA,1,NA,1,5,NA,NA,NA,NA,NA,NA,NA
"723","Leonardo Campos Duarte da Silva","leo-duarte","Léo Duarte","https://s.glbimg.com/es/sde/f/2018/05/04/ee1f02d44cf27eea6302d6696a7ca975_FORMATO.png",94214,35,"FLA","zag","Provável",10.7,10.83,1.25,4.59,"Flamengo",30,3,6,17,27,41,NA,3,NA,1,NA,17,NA,NA,NA,NA,NA,NA
"724","Ítalo Barbosa de Andrade","italo","Ítalo","https://s.glbimg.com/es/sde/f/2018/05/08/edabbe9d6fece85f1567311af9ca93e1_FORMATO.png",95958,35,"BAH","ata","Nulo",0,0.75,0,-2.9,"Bahia",3,NA,NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"725","Hugo da Conceição Borges Alves","hugo-borges","Hugo Borges","https://s.glbimg.com/es/sde/f/2018/07/12/a2915e07f8614150b5d3d4343a9bb658_FORMATO.png",95875,35,"VAS","ata","Nulo",0,2,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Mateus Norton Gomes Chaves","mateus-norton","Mateus Norton","https://s.glbimg.com/es/sde/f/2018/05/18/ae81c88221cf8393802e2d749361898d_FORMATO.png",94336,35,"FLU","mei","Nulo",0,2.26,0,1.57,"Fluminense",10,2,1,4,20,16,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Miguel Ángel Trauco Saavedra","trauco","Trauco","https://s.glbimg.com/es/sde/f/2018/05/04/7ba9f406d5dbd031a1c8e7c4b0b262c3_FORMATO.png",95738,35,"FLA","lat","Nulo",0,6.43,0,6.32,"Flamengo",10,1,NA,2,16,7,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"728","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2018/05/23/b000e3a74b1d514b1c00ae683fb9a21a_FORMATO.png",94156,35,"SAN","mei","Provável",-1.3,3.38,-0.76,2.24,"Santos",44,NA,18,44,61,45,3,4,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"729","Pedro Henrique Perotti","perotti","Perotti","https://s.glbimg.com/es/sde/f/2018/05/24/7a6258cfd7a8c2d933e2e742f3c6f783_FORMATO.png",94286,35,"CHA","ata","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Ruan Renato Bonifácio Augusto","ruan-renato","Ruan Renato","https://s.glbimg.com/es/sde/f/2018/06/16/cb9b1283653cdfca8e999187da879268_FORMATO.png",96047,35,"VIT","zag","Nulo",0,0.94,0,-0.02,"Vitória",16,NA,NA,1,17,9,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"731","Mauricio Caprini Pinto","caprini","Caprini","https://s.glbimg.com/es/sde/f/2018/05/18/974cf193c41e59553e84f947ddaab668_FORMATO.png",96049,35,"ATL","ata","Nulo",0,2,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Alan Cardoso de Andrade","alan-cardoso","Alan Cardoso","https://s.glbimg.com/es/sde/f/2018/04/09/c02a60d91483f3c78c44dfe79e1c6347_FORMATO.png",93785,35,"VAS","lat","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2018/05/08/0d3ebad476e49da96d45503920efe53f_FORMATO.png",94509,35,"ATL","mei","Provável",0.7,6.83,-0.17,3.4,"Atlético-PR",30,16,18,28,54,12,5,7,1,6,3,NA,NA,NA,NA,NA,NA,NA
"734","João Victor da Vitória Fernandes","capixaba","Capixaba","https://s.glbimg.com/es/sde/f/2018/09/03/b0eba9c545beb0d8404a5e46bfb70536_FORMATO.png",94894,35,"CHA","ata","Nulo",-2.1,1.1,-0.65,-0.23,"Chapecoense",5,NA,NA,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Bryan Alfredo Cabezas Segura","cabezas","Cabezas","https://s.glbimg.com/es/sde/f/2018/09/20/259b65dec04b4e9b652a9df4d7d2437f_FORMATO.png",94785,35,"FLU","ata","Dúvida",-0.6,5.12,-0.24,0.02,"Fluminense",4,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Vinicius Moreira de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/21/b3da5e7d34e88ee1ac405e3ada92c40f_FORMATO.png",96340,35,"GRE","mei","Nulo",0,2.34,0,1.37,"Grêmio",6,3,4,6,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"737","Deijair dos Santos Nunes","deijair","Deijair ","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_FORMATO.png",94966,35,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Denilson Pereira Junior","denilson","Denilson","https://s.glbimg.com/es/sde/f/2018/06/26/03cbfce3f32c6c7b881bed5eeebfa2a5_FORMATO.png",84718,35,"ATL","ata","Nulo",0,7.07,0,1.23,"Atlético-MG",13,1,9,6,13,4,NA,2,NA,2,4,NA,NA,NA,NA,NA,NA,NA
"739","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,35,"AME","lat","Nulo",0,4.86,0,3.5,"América-MG",30,1,6,20,57,47,2,8,NA,NA,NA,6,NA,NA,NA,1,NA,NA
"740","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2018/09/20/a0f7f5a4cab2aadb8015e478a8433dfc_FORMATO.png",97452,35,"FLU","ata","Nulo",0,2.77,0,2.7,"Fluminense",NA,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Claudinei dos Santos Oliveira","claudinei-oliveira","Claudinei Oliveira","https://s.glbimg.com/es/sde/f/2018/10/18/511e42c3263bd1f9a67e970fead7b065_FORMATO.png",84761,35,"CHA","tec","Provável",1.94,8.95,0.12,3.1,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,35,"FLU","ata","Contundido",0,15.34,0,7.18,"Fluminense",26,11,23,40,33,14,2,1,NA,10,3,NA,NA,NA,NA,NA,NA,NA
"743","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,35,"PAR","mei","Provável",-0.9,4.21,-1.64,1.93,"Paraná",59,3,12,30,68,61,1,8,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"744","Charles Rigon Matos","charles","Charles","https://s.glbimg.com/es/sde/f/2018/04/09/5b69cf49021eaeb9e4ade25dc2614887_FORMATO.png",96342,35,"INT","mei","Nulo",0,4.05,0,1.2,"Internacional",NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,35,"CEA","ata","Provável",0,6.26,-0.34,4.95,"Ceará",22,12,12,44,18,18,2,4,NA,4,3,NA,NA,NA,NA,1,NA,NA
"746","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/08/24/4c8b627f6b5b437c8410b1aa659b69ae_FORMATO.png",84848,35,"BOT","ata","Provável",9.4,4.47,1.51,3.18,"Botafogo",25,6,11,31,30,15,3,2,NA,3,8,NA,NA,NA,NA,NA,NA,NA
"747","Luiz Henrique Pachu Lira","pachu","Pachu","https://s.glbimg.com/es/sde/f/2018/05/17/24cdb04412dd6d812b54821d4a8054bf_FORMATO.png",97352,35,"BOT","ata","Nulo",0,2.55,0,2.7,"Botafogo",1,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Cassiano Silva dos Santos","cassiano","Cassiano","https://s.glbimg.com/es/sde/f/2018/03/21/3cae94aec96c4ad0739c8e679527507a_FORMATO.png",96411,35,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","André Soares Jardine","andre-jardine","André Jardine","https://s.glbimg.com/es/sde/f/2018/11/12/193a1e51aca505ae0456c00be8c3902e_FORMATO.png",88898,35,"SAO","tec","Provável",6.31,11.92,1.07,4.46,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2018/05/18/72317ca5c12be51354f8792ab39b37d8_FORMATO.png",85004,35,"FLU","gol","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,35,"ATL","mei","Nulo",0,2.61,0,1.24,"Atlético-MG",2,1,NA,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"752","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2018/05/24/c8acdd3d52f83d6831096e90f46b3d69_FORMATO.png",84855,35,"SPO","lat","Dúvida",0,9.16,0,3.26,"Sport",26,2,4,21,70,34,1,3,NA,NA,NA,7,NA,NA,NA,1,NA,NA
"753","Carlos Alberto Carvalho da Silva Júnior","carlos","Carlos","https://s.glbimg.com/es/sde/f/2018/04/20/e4df417626fe465bd2a41d300e43856f_FORMATO.png",85027,35,"PAR","ata","Nulo",0,4.51,0,1.52,"Paraná",19,6,15,24,24,16,NA,6,NA,1,11,NA,NA,NA,NA,NA,NA,NA
"754","Orlando Enrique Berrío Meléndez","berrio","Berrío ","https://s.glbimg.com/es/sde/f/2018/05/04/1dca4f3eecabeea66a9817cd0722f76f_FORMATO.png",85300,35,"FLA","ata","Nulo",4.2,4.55,-0.15,2.2,"Flamengo",3,1,2,3,2,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Marcelo Machado dos Santos ","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/03/20/05f475c48e922f2e6d24615603f85935_FORMATO.png",85400,35,"BOT","mei","Contundido",0,3.28,0,2.13,"Botafogo",4,NA,2,5,2,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Lucas Tolentino Coelho de Lima","lucas-paqueta","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2018/05/04/a51d4ecef8c077c6114fcc199a9b40e4_FORMATO.png",94930,35,"FLA","mei","Suspenso",-3.7,20.24,-1.52,6.89,"Flamengo",55,33,33,88,109,58,1,6,1,10,2,NA,NA,NA,NA,1,NA,NA
"757","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2018/05/23/1ca235953ef1a22b3961956b96191dc1_FORMATO.png",85425,35,"SAN","gol","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Aylon Darwin Tavella","aylon","Aylon","https://s.glbimg.com/es/sde/f/2018/05/07/5a02ebebae94350f74b0622d02730891_FORMATO.png",85930,35,"AME","ata","Nulo",3.8,6.36,0.5,1.63,"América-MG",17,6,10,16,13,9,1,3,1,NA,7,NA,NA,NA,NA,NA,NA,NA
"759","Uilson Pedruzzi de Oliveira","uilson","Uilson","https://s.glbimg.com/es/sde/f/2018/05/07/9c69736d87e93ac80d7f38013cb1c1e7_FORMATO.png",85418,35,"ATL","gol","Contundido",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Leonardo de Sousa Pereira","leo-ceara","Léo Ceará","https://s.glbimg.com/es/sde/f/2018/08/31/5097d6c26b52561e75d1062f0c17c757_FORMATO.png",85607,35,"VIT","ata","Provável",6.5,8.3,-1.14,4.39,"Vitória",24,5,17,39,17,6,NA,3,NA,5,7,NA,NA,NA,NA,NA,NA,NA
"761","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2018/03/21/c6572fbc65cb9ee9ad6f2d3e068ccbd1_FORMATO.png",85626,35,"BAH","lat","Nulo",0,9.1,0,3.15,"Bahia",34,6,8,24,62,41,1,1,NA,NA,6,8,NA,NA,NA,NA,NA,NA
"762","Alex Paulo Menezes Santana","alex-santana","Alex Santana","https://s.glbimg.com/es/sde/f/2018/03/21/0b541e5882ecfea594b9f526c908601d_FORMATO.png",85465,35,"PAR","mei","Provável",0,4.57,0,4,"Paraná",22,9,29,34,31,36,NA,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"763","Andrew Erik Feitosa","morato","Morato","https://s.glbimg.com/es/sde/f/2018/08/10/f20dbfb85cf291b37dab5689f90e2f2c_FORMATO.png",86227,35,"SPO","ata","Nulo",0,1.64,0,1.16,"Sport",6,4,2,5,6,5,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"764","Igor da Silva Amaral","igor-amaral","Igor Amaral","https://s.glbimg.com/es/sde/f/2018/08/03/617d3a1d03fc88e359293779c15c367a_FORMATO.png",86073,35,"AME","mei","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Pablo Dyego da Silva Rosa","pablo-dyego","Pablo Dyego","https://s.glbimg.com/es/sde/f/2018/01/21/438b2556ee9ffdf26099d9eb3ecbe28a_FORMATO.png",86444,35,"FLU","ata","Contundido",0,5.39,0,3.24,"Fluminense",4,4,6,12,15,5,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
"766","Wanderson Santos Pereira","wanderson","Wanderson","https://s.glbimg.com/es/sde/f/2018/05/08/ebbd8503f27be0857e0c6fbad5884636_FORMATO.png",86143,35,"ATL","zag","Provável",-0.6,3.51,-0.16,1.43,"Atlético-PR",22,1,2,2,26,12,NA,2,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"767","Victor Luis Chuab Zamblauskas","victor-luis","Victor Luis","https://s.glbimg.com/es/sde/f/2018/03/01/1bfd94d7a93e4d5f7f21981109f79c87_FORMATO.png",86410,35,"PAL","lat","Dúvida",0,8.78,0,4.66,"Palmeiras",20,5,8,22,47,33,NA,4,NA,1,1,9,NA,NA,NA,NA,NA,NA
"768","Miguel Ángel Borja Hernández","borja","Borja","https://s.glbimg.com/es/sde/f/2017/04/23/4b0f5cd460ee874344bfbfd4e3eef9a6_FORMATO.png",86120,35,"PAL","ata","Provável",-1.6,9.34,-1.42,3,"Palmeiras",26,6,19,13,30,12,1,5,NA,3,10,NA,NA,NA,NA,NA,NA,NA
"769","Jandrei Chitolina Carniel","jandrei","Jandrei","https://s.glbimg.com/es/sde/f/2018/05/24/a6bbeb6a5b1860ac8642a8ba43cd525e_FORMATO.png",86508,35,"CHA","gol","Provável",-1.3,4.65,0.21,1.35,"Chapecoense",1,NA,NA,5,32,1,NA,2,NA,NA,NA,8,NA,35,48,NA,NA,1
"770","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2017/02/19/1ec83086a8ae2fe33a1e88113fff1ac1_FORMATO.png",85931,35,"PAL","mei","Nulo",0,5.63,0,3.19,"Palmeiras",35,9,17,21,33,16,6,5,1,3,4,NA,NA,NA,NA,NA,NA,NA
"771","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,35,"CEA","mei","Suspenso",2.7,7.23,-0.33,3.58,"Ceará",60,7,9,66,40,67,1,11,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"772","Marcelo Nicolás Benítez","marcelo-benitez","Marcelo Benítez","https://s.glbimg.com/es/sde/f/2018/07/07/e9fe9dcb5968a3169c73bb4550fc9fdb_FORMATO.png",98711,35,"VIT","lat","Dúvida",0,4.9,0,4.92,"Vitória",16,1,NA,5,19,15,2,3,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"773","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2018/08/21/4d64454f19345aa1913dc5a20c3bd0d2_FORMATO.png",86519,35,"SAO","mei","Nulo",0,4.07,0,1.51,"São Paulo",9,4,2,14,34,8,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA
"774","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2018/06/05/664e239f7dce6e6497a82d094f42723a_FORMATO.png",97522,35,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2018/09/20/757d419d1040c909be357a50fb4f34b8_FORMATO.png",97528,35,"FLU","zag","Nulo",0,2.75,0,1.38,"Fluminense",6,1,NA,2,6,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"776","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2018/08/22/8dada340d3eace63bb678a5ac94eaaff_FORMATO.png",97520,35,"SAO","mei","Provável",7.3,4.1,0.69,2.07,"São Paulo",7,NA,4,4,13,8,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA
"777","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2018/05/18/28524541dbc99ed7fa6cadc1531e6cf9_FORMATO.png",97527,35,"FLU","ata","Nulo",0.8,3.51,-0.02,1.61,"Fluminense",12,6,11,38,19,14,1,4,1,NA,4,NA,NA,NA,NA,1,NA,NA
"778","Milton Mendes","milton-mendes","Milton Mendes","https://s.glbimg.com/es/sde/f/2018/09/28/04be6943362ba72962775e0bf4c9ccfa_FORMATO.png",86486,35,"SPO","tec","Provável",2.58,8.82,-0.13,3.76,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Carlos Jamisson Teles dos Santos Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/09/21/1dde13a218685d496337e608c9b7b618_FORMATO.png",94935,35,"PAR","lat","Provável",7.2,2.95,1.71,1.38,"Paraná",6,1,1,11,20,3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"780","Luis Henrique Lima Ferreira","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/06/05/f468a62494928820ad0f8123756afdf3_FORMATO.png",97459,35,"AME","zag","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Roger Ibañez da Silva","ibanez","Ibañez","https://s.glbimg.com/es/sde/f/2018/09/20/69ed2b738cbaf148777b6d868df813c9_FORMATO.png",97803,35,"FLU","zag","Contundido",0,4.46,0,2.64,"Fluminense",9,2,3,10,31,18,NA,3,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"782","Hiago Correa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,35,"CHA","zag","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Malcoon Silva","malcoon","Malcoon","https://s.glbimg.com/es/sde/f/2015/05/07/69c5d890c1338b62d5a46963c3c32ab1_FORMATO.jpeg",86615,35,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2018/05/07/efc79595752a6acffda52ff4455cbc32_FORMATO.png",97619,35,"ATL","mei","Nulo",0,6.09,0,3.98,"Atlético-MG",7,7,5,6,31,20,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"785","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,35,"CRU","zag","Contundido",0,6.28,0,1.67,"Cruzeiro",12,2,2,1,15,8,NA,2,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"786","Joriwinnyson Santos dos Anjos Rodrigues","jori","Jori","https://s.glbimg.com/es/sde/f/2018/05/07/74ebf6f155bba3965e6fbdd4d47886ed_FORMATO.png",97453,35,"AME","gol","Contundido",0,8.8,0,1.48,"América-MG",1,NA,NA,1,9,NA,NA,NA,NA,NA,NA,2,NA,10,12,NA,NA,NA
"787","Daniel de Sousa Brito","daniel","Daniel","https://s.glbimg.com/es/sde/f/2018/04/08/c1cd28e8c43b4edcf47c77241aa2efe3_FORMATO.png",96468,35,"INT","gol","Nulo",0,0.75,0,-1.5,"Internacional",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"788","Erick de Arruda Serafim","erick","Erick","https://s.glbimg.com/es/sde/f/2018/06/28/c1426d2e4418dfcc0731f1ddf753c5bf_FORMATO.png",97810,35,"VIT","ata","Provável",0.4,7,-0.8,4.92,"Vitória",11,14,14,38,53,24,2,3,1,2,2,NA,NA,NA,NA,NA,NA,NA
"789","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2018/05/23/5475c0938368ee4b155ff28fbba435d6_FORMATO.png",96966,35,"SAN","ata","Dúvida",0.7,2.47,-0.16,0.75,"Santos",6,NA,3,9,6,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Emerson Aparecido Leite de Souza Junior","emerson","Emerson","https://s.glbimg.com/es/sde/f/2018/05/02/e6ac5064048c2847351bacf000cd76bd_FORMATO.png",96870,35,"ATL","lat","Provável",0,5.33,0,3.2,"Atlético-MG",47,4,4,39,57,34,NA,6,NA,1,NA,6,NA,NA,NA,NA,NA,NA
"791","Gabriel Pires de Oliveira","gabriel-pires","Gabriel Pires","https://s.glbimg.com/es/sde/f/2018/03/21/13a5b6a7ba6b442bdc5769461ae475be_FORMATO.png",96559,35,"PAR","mei","Nulo",0,4,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
