"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FS","GC","I","PE","RB","SG","FF","FD","G","DD","GS","A","FT","CV","DP","PP"
"687","Danilo Gabriel de Andrade","danilo","Danilo","https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_FORMATO.png",38067,10,"COR","mei","Contundido",0,3.53,0,2,"Corinthians",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","José Ricardo Barbosa Ribeiro Drumond","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/05/07/66c84fb19bfc8dcb826762a661f9205d_FORMATO.png",97317,10,"AME","mei","Nulo",0,1.46,0,1.23,"América-MG",NA,2,2,NA,NA,3,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Caio Alan Tem Catem Gonçalves","caio","Caio","https://s.glbimg.com/es/sde/f/2018/03/01/87be2dd051653cd0a7a8ee5d52f910c8_FORMATO.png",99460,10,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Arthur Gomes Lourenço","arthur-gomes","Arthur Gomes","https://s.glbimg.com/es/sde/f/2018/05/23/5475c0938368ee4b155ff28fbba435d6_FORMATO.png",96966,10,"SAN","ata","Contundido",0,3.63,0,1.8,"Santos",NA,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"691","Jefferson de Oliveira Galvão","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2018/05/17/79d40929e5229e61e98f574de745d4e5_FORMATO.png",38109,10,"BOT","gol","Provável",8,9.99,1.73,3.04,"Botafogo",NA,NA,1,NA,NA,4,NA,1,NA,NA,NA,11,9,1,NA,NA,NA,NA
"692","Gabriel Vinícius de Oliveira Furtado","gabriel-furtado","Gabriel Furtado","https://s.glbimg.com/es/sde/f/2017/06/23/b6f602ff015eb0fd2e4305c2b8361284_FORMATO.jpeg",97322,10,"PAL","mei","Nulo",0,2,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Luis Eduardo Marques Dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/04/09/cb32c36884710a73aa2671bf0998c170_FORMATO.png",97133,10,"INT","lat","Nulo",0,4,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Matheus Caldeira Vidotto de Oliveira","matheus-vidotto","Matheus Vidotto","https://s.glbimg.com/es/sde/f/2017/04/23/0469f80ea84703c3178371ab0fa1dd2f_FORMATO.png",80286,10,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Daniel dos Santos Oliveira","daniel","Daniel ","https://s.glbimg.com/es/sde/f/2018/05/08/800b5bc243c8107741d0f9ce23c04bfc_FORMATO.png",99461,10,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,10,"PAL","gol","Nulo",0,12,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Luiz Henrique Pachu Lira","pachu","Pachu","https://s.glbimg.com/es/sde/f/2018/05/17/24cdb04412dd6d812b54821d4a8054bf_FORMATO.png",97352,10,"BOT","ata","Nulo",0,2.55,0,2.7,"Botafogo",NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"698","Matheus Alessandro dos Santos Pereira","matheus-alessandro","Matheus Alessandro","https://s.glbimg.com/es/sde/f/2018/05/18/28524541dbc99ed7fa6cadc1531e6cf9_FORMATO.png",97527,10,"FLU","ata","Dúvida",1.8,3.19,0.06,1.37,"Fluminense",2,3,4,NA,NA,2,4,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"699","Marcos Vinícius Silva Rocha Calazans","marcos-calazans","Marcos Calazans","https://s.glbimg.com/es/sde/f/2018/01/21/394df737072c7cf9ac2e49185bee134e_FORMATO.png",97452,10,"FLU","ata","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Wesley Frazan Bernardo","frazan","Frazan","https://s.glbimg.com/es/sde/f/2018/01/21/7bc9e014e1cb9fc39461fbc3152ca844_FORMATO.png",97528,10,"FLU","zag","Nulo",0,3.74,0,2.12,"Fluminense",NA,4,2,NA,NA,4,3,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"701","Matheus Bezerra Lira","matheus-lira","Matheus Lira","https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png",102146,10,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Douglas Ricardo Grolli","douglas-grolli","Douglas Grolli","https://s.glbimg.com/es/sde/f/2018/03/21/ea4ba4bd9ed18698a6dad571dfdddbf9_FORMATO.png",78407,10,"BAH","zag","Nulo",0,2.89,0,0.2,"Bahia",NA,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Hiago Correa Silveira Cena","hiago","Hiago","https://s.glbimg.com/es/sde/f/2018/05/24/290a6f9eadad6684596a861f850734aa_FORMATO.png",97535,10,"CHA","zag","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Fernando Rodrigues Caixeta Barbosa","fernando","Fernando","https://s.glbimg.com/es/sde/f/2018/05/07/f73daae77a916904f7cc997667e506ad_FORMATO.png",97543,10,"ATL","gol","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,10,"CRU","ata","Contundido",0,16,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2018/01/21/d231b19c8df41a4d02546bee8dad040b_FORMATO.png",80313,10,"FLU","lat","Provável",0.1,7.87,-1.5,6.37,"Fluminense",1,10,13,NA,1,19,16,3,4,2,1,NA,NA,2,NA,1,NA,NA
"707","Joriwinnyson Santos dos Anjos Rodrigues","jori","Jori","https://s.glbimg.com/es/sde/f/2018/05/07/74ebf6f155bba3965e6fbdd4d47886ed_FORMATO.png",97453,10,"AME","gol","Provável",-3,6.4,-0.51,0.19,"América-MG",NA,1,1,NA,NA,9,NA,1,NA,NA,NA,7,11,NA,NA,NA,NA,NA
"708","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2018/05/08/19a612b27e812d8d3695c4af8c78ea9a_FORMATO.png",102253,10,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Marco Túlio Oliveira Lemos","marco-tulio","Marco Túlio","https://s.glbimg.com/es/sde/f/2017/05/04/41bd7f91d7b18b2b10bf42c51a52305f_FORMATO.png",97546,10,"ATL","ata","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2018/05/18/579600b8688378c79b2d26c49843ed6e_FORMATO.png",80318,10,"CRU","lat","Nulo",0,4.41,0,4.1,"Cruzeiro",1,4,3,NA,NA,6,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,10,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2018/05/04/d9cbd0281e5c54c7aeba457eb5b5c0b3_FORMATO.png",78445,10,"FLA","lat","Provável",5.4,12.64,0.27,7.26,"Flamengo",2,10,7,NA,1,38,23,7,1,2,NA,NA,NA,2,NA,NA,NA,NA
"713","Luis Henrique Lima Ferreira","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/06/05/f468a62494928820ad0f8123756afdf3_FORMATO.png",97459,10,"AME","zag","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Gilsivan Soares da Silva ","ivan","Ivan","https://s.glbimg.com/es/sde/f/2018/05/24/1c2dd303026c2e02bbed35cfb1595918_FORMATO.png",80326,10,"CHA","gol","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2018/05/07/efc79595752a6acffda52ff4455cbc32_FORMATO.png",97619,10,"ATL","mei","Nulo",9.5,5.49,1.73,3.57,"Atlético-MG",NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"716","Shaylon Kallyson Cardoso","shaylon","Shaylon","https://s.glbimg.com/es/sde/f/2018/05/26/ece529eb07a4a4f35a5fadb0f0bb7d4a_FORMATO.png",97520,10,"SAO","mei","Nulo",0,2.92,0,1.7,"São Paulo",1,3,NA,NA,1,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"717","Willean Bernardo Willemen","lepu","Lepu","https://s.glbimg.com/es/sde/f/2018/06/05/664e239f7dce6e6497a82d094f42723a_FORMATO.png",97522,10,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Richardson Fernandes dos Santos","richardson","Richardson","https://s.glbimg.com/es/sde/f/2018/05/25/c51f78e8b84b9bb14c67fc3bcd7d69af_FORMATO.png",86536,10,"CEA","mei","Provável",-2.9,5.55,-0.77,2.71,"Ceará",2,11,23,NA,NA,16,15,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"719","Arthur Caíke do Nascimento Cruz","arthur","Arthur ","https://s.glbimg.com/es/sde/f/2017/04/24/56939ae4c18f332e1a3bb20305de4f33_FORMATO.png",80337,10,"CHA","ata","Provável",-1.7,9.28,-1.69,5.47,"Chapecoense",2,17,22,NA,1,20,10,NA,13,2,4,NA,NA,NA,1,NA,NA,NA
"720","Luan Silva dos Santos","luan","Luan","https://s.glbimg.com/es/sde/f/2018/04/13/062b30b6bd6dbb2d2494ef74b7fb3956_FORMATO.png",102295,10,"VIT","mei","Nulo",0,1.23,0,-0.8,"Vitória",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Warley Armentano dos Santos","warley","Warley","https://s.glbimg.com/es/sde/f/2018/03/21/7705907f8c2e165833f499e7143111f5_FORMATO.png",102294,10,"PAR","mei","Nulo",0,1,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Lucas de Souza Ventura","nonoca","Nonoca","https://s.glbimg.com/es/sde/f/2018/04/09/f994b05e8cd6aee16ab81f7cc4871c16_FORMATO.png",97856,10,"SPO","mei","Nulo",0,3,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png",102299,10,"SPO","ata","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,10,"CRU","zag","Provável",-0.5,7.97,-0.87,4.51,"Cruzeiro",NA,8,3,NA,2,4,10,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,10,"CHA","lat","Nulo",0.6,4.75,-1.07,3.53,"Chapecoense",NA,NA,1,NA,NA,2,3,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"726","Roger Ibañez da Silva","ibanez","Ibañez","https://s.glbimg.com/es/sde/f/2018/01/21/193ce33b1f28109a8704a7f03d46e383_FORMATO.png",97803,10,"FLU","zag","Dúvida",0,5.99,0,2.7,"Fluminense",NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,10,"COR","zag","Nulo",0,4,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Murilo Cerqueira Paim","murilo","Murilo","https://s.glbimg.com/es/sde/f/2018/05/07/e153f69f7bac5d6410218a2a59787c11_FORMATO.png",97653,10,"CRU","zag","Nulo",0,8.07,0,5.4,"Cruzeiro",NA,1,NA,NA,NA,3,4,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"729","Ruan Gregório Teixeira","ruan","Ruan","https://s.glbimg.com/es/sde/f/2018/04/09/7d0b926d93b0a688e0bec075b8cf9532_FORMATO.png",97783,10,"INT","lat","Nulo",0,3,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,10,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,10,"CRU","mei","Nulo",0,4.57,0,2.02,"Cruzeiro",2,5,3,NA,NA,4,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Norberto Pereira Marinho Neto","norberto","Norberto ","https://s.glbimg.com/es/sde/f/2018/05/07/f4e6cde34ab5662df2e3a0a657c5c30b_FORMATO.png",80374,10,"AME","lat","Suspenso",-1.6,10.08,-0.58,3.91,"América-MG",3,12,8,NA,NA,13,18,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"733","Jhemerson Guimarães Gaigher","jhemerson","Jhemerson","https://s.glbimg.com/es/sde/f/2018/03/21/4352f97cb92d8c89a85442b0da6b66fb_FORMATO.png",97863,10,"VIT","mei","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2018/03/21/138ff55a4e1498ee45e7daf2e1dbc2cc_FORMATO.png",38573,10,"BAH","mei","Nulo",0,7,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png",102302,10,"PAL","ata","Nulo",0,1.31,0,-0.8,"Palmeiras",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Edson Felipe da Cruz","edson","Edson","https://s.glbimg.com/es/sde/f/2018/03/21/4e079be2718f82735191cef518c39bb2_FORMATO.png",80370,10,"BAH","mei","Nulo",0,7.04,0,6.95,"Bahia",NA,3,5,NA,NA,2,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Ronaldo dos Santos Ramos Filho","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/07/85248a66a7554e40dbdd397512117052_FORMATO.png",102336,10,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2018/03/01/8596087ee3b876941e59b282b29cfcb2_FORMATO.png",80583,10,"PAL","mei","Nulo",-1,6.15,-0.92,1.44,"Palmeiras",2,17,8,NA,NA,13,10,NA,3,NA,NA,NA,NA,1,1,NA,NA,NA
"739","Luiz Gustavo Tavares Conde","luiz-gustavo","Luiz Gustavo","https://s.glbimg.com/es/sde/f/2018/04/09/e1b71699a8daa2fdedb0782cd158c58b_FORMATO.png",80573,10,"VAS","zag","Provável",-0.3,3.35,-0.54,2.3,"Vasco",1,4,1,NA,NA,7,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2018/03/20/612e75f9bc41ddd0a161e522aaee90ef_FORMATO.png",80395,10,"BOT","mei","Provável",3.6,5.13,-0.1,3.48,"Botafogo",1,4,6,NA,NA,11,11,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"741","Lucas Ribeiro De Oliveira","macula","Macula",NA,102384,10,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,10,"CRU","zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2018/06/01/b5bd22d1ec76e9e69427e3be73aadced_FORMATO.png",80393,10,"CEA","mei","Provável",3.1,3.73,-0.14,2.22,"Ceará",NA,5,8,NA,NA,8,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Marcelo de Souza dos Santos Júnior","marcelo","Marcelo",NA,102342,10,"CRU","ata","Nulo",0.6,0.87,0.08,0.4,"Cruzeiro",NA,2,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Leonardo de Oliveira Clemente","leo-itaperuna","Léo Itaperuna","https://s.glbimg.com/es/sde/f/2018/04/24/2546f47c74fd6c2b37f7bb23986281f6_FORMATO.png",50808,10,"PAR","ata","Provável",3.1,4.24,-0.02,2.23,"Paraná",NA,9,11,NA,NA,3,5,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA
"746","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2017/04/23/21b43228acd34549ca343f42576f7632_FORMATO.png",80692,10,"PAL","zag","Nulo",11.9,6.24,1.24,11.9,"Palmeiras",NA,1,1,NA,NA,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,10,"GRE","zag","Nulo",0,17.65,0,8.57,"Grêmio",1,1,NA,NA,NA,2,12,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Leonardo Xavier da Silva","leo-xavier","Léo Xavier","https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png",102553,10,"VIT","zag","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Jonathan Silva Vieira","jonathan","Jonathan",NA,102597,10,"BOT","lat","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Luis David da Conceição Martins","luis-david","Luis David",NA,102413,10,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2018/05/01/626ee3be32932606c827bac556a75b1e_FORMATO.png",102599,10,"COR","mei","Nulo",0,3,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Romário Guilherme dos Santos","romario","Romário ","https://s.glbimg.com/es/sde/f/2018/04/17/8ccd6c73e107d6537fe357bb0a4d139c_FORMATO.png",80975,10,"CEA","lat","Nulo",4.9,3.59,0.32,1.73,"Ceará",1,9,5,NA,3,22,12,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"753","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2017/05/19/0c4040195eb2210f37198e62876f4dc1_FORMATO.png",81150,10,"PAL","lat","Nulo",0,4.84,0,-1.8,"Palmeiras",NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Maximiliano Lélis Rodrigues","max","Max","https://s.glbimg.com/es/sde/f/2018/04/12/1bea2ecbf982db610ebf063ccfac89ff_FORMATO.png",80895,10,"SPO","zag","Contundido",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/05/30/b215792fd60b00daf1655f057defed68_FORMATO.png",102771,10,"VAS","mei","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Yago Rafael Valadares Darub","yago-darub","Yago Darub",NA,102686,10,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Nathan Otávio Ribeiro","nathan","Nathan","https://s.glbimg.com/es/sde/f/2018/05/02/b1fe0e90c222778404cd655409251c2b_FORMATO.png",102607,10,"FLU","zag","Dúvida",0,3.7,0,2.07,"Fluminense",1,3,1,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Josué de Oliveira Almeida","josue","Josué","https://s.glbimg.com/es/sde/f/2018/05/02/e08455fd7336e190c23092bc3f442699_FORMATO.png",81543,10,"VIT","zag","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/05/29/1062a53533bc3381effc250b52595038_FORMATO.png",102719,10,"VAS","mei","Suspenso",0,0.74,0,-2.9,"Vasco",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"760","Vinícius Freitas Ribeiro","vinicius-freitas","Vinícius Freitas","https://s.glbimg.com/es/sde/f/2018/03/02/3a7c7444601af167011a0fbe974ab8d6_FORMATO.png",81537,10,"CHA","lat","Nulo",0,3.82,0,3.6,"Chapecoense",1,1,NA,NA,NA,4,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"761","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/05/24/cf0f688853055030bf7df2789a845555_FORMATO.png",81241,10,"SPO","zag","Nulo",0,6,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Frickson Rafael  Erazo Vivero","erazo","Erazo","https://s.glbimg.com/es/sde/f/2018/04/09/6224d348a24d663144fee2d636489370_FORMATO.png",81223,10,"VAS","zag","Nulo",0,4.41,0,-1.55,"Vasco",NA,3,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2018/05/08/0f86aca3ef3d3207a6f1fa03c4f08be7_FORMATO.png",102609,10,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Diego Washington Ferreira Lopes","diego","Diego",NA,102655,10,"VIT","gol","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Lucas Cândido Silva","lucas-candido","Lucas Cândido","https://s.glbimg.com/es/sde/f/2018/05/07/19488c44e682165da72638af463246ff_FORMATO.png",84851,10,"ATL","mei","Nulo",0,2,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Erik Nascimento Lima","erik","Erik","https://s.glbimg.com/es/sde/f/2018/05/07/908c232e4f8376d6e594daa923ee4c6a_FORMATO.png",84848,10,"ATL","ata","Nulo",0,1.78,0,-0.34,"Atlético-MG",NA,5,4,NA,1,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Jonathan Doin","paulo-miranda","Paulo Miranda","https://s.glbimg.com/es/sde/f/2018/05/21/62fa3dde13de597371870ee9b721b5d7_FORMATO.png",68817,10,"GRE","zag","Nulo",0,7.76,0,5.4,"Grêmio",NA,2,3,NA,NA,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
