"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","DP","FS","GS","PE","SG","A","FC","I","RB","CA","FD","FF","GC","G","CV","FT","PP"
"721","José Rodrigo Andrade Ramos","rodrigo-andrade","Rodrigo Andrade","https://s.glbimg.com/es/sde/f/2018/03/21/baa60af023a4a5978254d14457ae5de5_FORMATO.png",89646,34,"VIT","mei","Nulo",0,1.24,0,0.7,"Vitória",NA,NA,17,NA,48,NA,NA,26,NA,24,6,4,6,NA,NA,NA,NA,NA
"722","Messias Rodrigues da Silva Júnior","messias","Messias","https://s.glbimg.com/es/sde/f/2018/05/07/983eb7f70f612711ba14e031cb3cfefe_FORMATO.png",87402,34,"AME","zag","Provável",0,6.9,0,2.25,"América-MG",NA,NA,12,NA,51,10,NA,31,1,31,4,2,4,NA,1,1,NA,NA
"723","Marlos Moreno Durán","marlos","Marlos","https://s.glbimg.com/es/sde/f/2018/05/04/71ca6ff6a0b867666327cb4eaa2cf01a_FORMATO.png",89827,34,"FLA","ata","Nulo",0,4.31,0,2.04,"Flamengo",NA,NA,22,NA,11,NA,1,13,4,14,3,6,8,NA,1,NA,NA,NA
"724","Antônio Francisco Moura Neto","neto-moura","Neto Moura","https://s.glbimg.com/es/sde/f/2018/05/24/af017e13e350ed632a40f953f3dd8d53_FORMATO.png",87742,34,"SPO","mei","Nulo",0,4.17,0,1.96,"Sport",NA,NA,13,NA,14,NA,NA,12,NA,22,3,7,5,NA,NA,NA,NA,NA
"725","Nickson Gabriel Reis Silva","nickson","Nickson","https://s.glbimg.com/es/sde/f/2018/03/21/adcd09b9b136e70edcb95ab81951f55b_FORMATO.png",89676,34,"VIT","mei","Nulo",0,1.57,0,0.97,"Vitória",NA,NA,1,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"726","Juliano Silva Almeida","juliano","Juliano","https://s.glbimg.com/es/sde/f/2018/09/21/5bd2b1fee0796f7b54fa8e4f82276631_FORMATO.png",87696,34,"SAN","mei","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Rodolfo José da Silva Bardella","rodolfo","Rodolfo ","https://s.glbimg.com/es/sde/f/2018/07/07/97e8214fa02bce9d631f1fa7e0c70734_FORMATO.png",90264,34,"PAR","ata","Nulo",0,4.9,0,1.78,"Paraná",NA,NA,14,NA,16,NA,NA,11,3,3,1,4,7,NA,1,NA,NA,NA
"728","Yago Felipe da Costa Rocha","yago","Yago","https://s.glbimg.com/es/sde/f/2018/03/21/54d2ff44a32a66affd7636aa9f2ae99f_FORMATO.png",87747,34,"VIT","mei","Nulo",0,8.82,0,2.72,"Vitória",NA,NA,49,NA,41,NA,2,22,1,22,4,6,17,NA,1,1,1,NA
"729","Lincoln Henrique Oliveira dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2018/09/11/1392e2ab47f6dfd6c05fb4ef7252b611_FORMATO.png",90303,34,"AME","mei","Nulo",0,3.56,0,1.23,"América-MG",NA,NA,5,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"730","Gustavo Henrique Furtado Scarpa","gustavo-scarpa","Gustavo Scarpa","https://s.glbimg.com/es/sde/f/2018/01/30/1c8d05bc4c0ddfd177c66ab26b1a5deb_FORMATO.jpeg",87999,34,"PAL","mei","Nulo",5.2,8.57,0.41,2.34,"Palmeiras",NA,NA,12,NA,21,NA,1,8,NA,9,2,3,9,NA,NA,NA,NA,NA
"731","Giorgian Daniel de Arrascaeta Benedetti","arrascaeta","Arrascaeta","https://s.glbimg.com/es/sde/f/2018/07/01/4bacaa8c6112be8345d4e81006963e37_FORMATO.png",87863,34,"CRU","mei","Nulo",0,16.25,0,7.34,"Cruzeiro",NA,NA,44,NA,50,NA,6,21,2,26,4,14,19,NA,6,NA,1,NA
"732","Júnior Nazareno Sornoza Moreira","sornoza","Sornoza","https://s.glbimg.com/es/sde/f/2018/05/18/a4885adc809e017894786b603d5a5d6b_FORMATO.png",87877,34,"FLU","mei","Provável",1.4,7.23,0.49,1.93,"Fluminense",NA,NA,15,NA,68,NA,1,16,NA,25,6,16,22,NA,1,1,1,NA
"733","Ramon Menezes Roma","ramon","Ramon","https://s.glbimg.com/es/sde/f/2018/03/21/64085a03b9eafec964b531667b296fe5_FORMATO.png",88087,34,"VIT","zag","Provável",6,5.2,0.82,2.66,"Vitória",NA,NA,25,NA,39,9,NA,36,NA,26,7,5,6,NA,1,NA,NA,NA
"734","David Correa da Fonseca","david","David","https://s.glbimg.com/es/sde/f/2018/05/18/9c8442508cec9bf9dc9f0af8f306e11b_FORMATO.png",90309,34,"CRU","ata","Dúvida",9.5,4.77,1.57,1.5,"Cruzeiro",NA,NA,22,NA,23,NA,1,10,10,5,1,5,3,NA,1,NA,NA,NA
"735","Bruno Henrique Pinto","bruno-henrique","Bruno Henrique","https://s.glbimg.com/es/sde/f/2018/07/16/81051a7f9755f0cb82bad01aee38823b_FORMATO.png",90285,34,"SAN","ata","Provável",8.1,9.85,1.06,1.73,"Santos",NA,NA,41,NA,36,NA,2,48,4,21,5,6,18,1,1,NA,1,NA
"736","Geremias Ribeiro Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2018/03/21/5ee8b76a0676e5e5eba8d8aefac91636_FORMATO.png",87946,34,"VIT","ata","Nulo",0,2.55,0,1.5,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"737","Crysan da Cruz Queiroz Barcelos","crysan","Crysan","https://s.glbimg.com/es/sde/f/2018/07/16/c97cfd12cf2775988f29481bc61824a1_FORMATO.png",90406,34,"ATL","ata","Nulo",0,3.21,0,0.6,"Atlético-PR",NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"738","Alex Sandro dos Santos Apolinario","alex","Alex","https://s.glbimg.com/es/sde/f/2018/05/08/b753c70507d39b4bd30ac8bc987d2fd6_FORMATO.png",90535,34,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2018/03/20/54a51f5d3bd850ab8a76126ee75399ed_FORMATO.png",90444,34,"BOT","lat","Provável",10.3,8.98,1.74,3.74,"Botafogo",NA,NA,26,NA,48,6,NA,44,NA,52,2,6,4,NA,NA,1,NA,NA
"740","Yuri Antonio Costa da Silva","yuri","Yuri","https://s.glbimg.com/es/sde/f/2017/04/18/8bac23f3df250a620bd6c580564b33ee_FORMATO.png",88125,34,"BOT","lat","Nulo",0,1.71,0,4.9,"Botafogo",NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Daniel Guedes da Silva","daniel-guedes","Daniel Guedes ","https://s.glbimg.com/es/sde/f/2018/05/23/aa6709d5100218ac013a36959e8e6ce4_FORMATO.png",88225,34,"SAN","lat","Nulo",0,6,0,2.5,"Santos",NA,NA,3,NA,15,3,NA,8,1,8,1,NA,NA,NA,NA,NA,NA,NA
"742","Elias Martello Curzel","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/18/914d44f55072f4eb554217f96488b7ae_FORMATO.png",90843,34,"VIT","gol","Nulo",0,3.21,0,0.98,"Vitória",8,1,3,17,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Paulo Ricardo Ferreira","paulo-ricardo","Paulo Ricardo","https://s.glbimg.com/es/sde/f/2018/08/07/40535dad7f23b1a420480a49910c5680_FORMATO.png",88224,34,"FLU","zag","Dúvida",-2.3,3.44,-1.64,2.87,"Fluminense",NA,NA,1,NA,6,3,NA,4,NA,5,2,1,1,NA,NA,NA,NA,NA
"744","Gabriel Dias de Oliveira","gabriel-dias","Gabriel Dias","https://s.glbimg.com/es/sde/f/2018/04/09/d543e86d4cdf1a286b62859a71407114_FORMATO.png",88368,34,"INT","mei","Contundido",0,3.79,0,1.75,"Internacional",NA,NA,9,NA,4,NA,NA,8,NA,9,1,NA,4,NA,NA,NA,NA,NA
"745","Ángel Rodrigo Romero Villamayor","angel-romero","Ángel Romero","https://s.glbimg.com/es/sde/f/2018/05/18/8b6faacdc8e5b7ca9a1b28fe294eb028_FORMATO.png",88323,34,"COR","ata","Nulo",2,10.36,-0.12,4.36,"Corinthians",NA,NA,81,NA,74,NA,3,26,4,28,8,7,13,NA,6,1,1,NA
"746","Luiz Fernando Moraes dos Santos","luiz-fernando","Luiz Fernando ","https://s.glbimg.com/es/sde/f/2018/05/17/555bb7e98091372b0b633a3623d5b40d_FORMATO.png",90715,34,"BOT","mei","Provável",10.9,6.16,2.03,2.49,"Botafogo",NA,NA,45,NA,43,NA,1,29,9,20,7,12,20,NA,3,NA,2,NA
"747","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2018/05/24/b41364754f72c0d7c128f0767c8e8ca0_FORMATO.png",90768,34,"CHA","zag","Provável",0.4,4.83,-0.99,2.6,"Chapecoense",NA,NA,2,NA,4,1,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"748","Pablo Silva de Lara","pablo-pardal","Pablo Pardal","https://s.glbimg.com/es/sde/f/2017/02/14/f9c5c6dfb4f99f29774612985f6e6464_FORMATO.png",96633,34,"SPO","mei","Nulo",0,1.63,0,0.5,"Sport",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Ayrton Lucas Dantas de Medeiros","ayrton-lucas","Ayrton Lucas","https://s.glbimg.com/es/sde/f/2018/09/20/3ef4148b227a1f9167ea89b5a002eee3_FORMATO.png",88393,34,"FLU","lat","Provável",4.8,11.4,-0.99,5.4,"Fluminense",NA,NA,57,NA,60,9,NA,28,1,57,3,8,12,1,NA,NA,NA,NA
"750","Francisco Wellington Barbosa de Lisboa","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/10/19/7251fe12da7e8873dfe0f441592b66e4_FORMATO.png",88395,34,"CEA","ata","Nulo",0,1.67,0,0.5,"Ceará",NA,NA,2,NA,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"751","Willian Klaus","klaus","Klaus","https://s.glbimg.com/es/sde/f/2018/04/09/213245ee05c1b0ca97f32c728f20bd6b_FORMATO.png",90846,34,"INT","zag","Nulo",0,2.13,0,0.65,"Internacional",NA,NA,NA,NA,10,NA,NA,2,1,4,NA,NA,3,NA,NA,NA,NA,NA
"752","Lucas Fernandes","lucas-fernandes","Lucas Fernandes","https://s.glbimg.com/es/sde/f/2018/05/01/99bb69dc32439752f0b3e496e9a523cc_FORMATO.png",90899,34,"VIT","ata","Provável",4.3,7.18,-0.11,4.1,"Vitória",NA,NA,86,NA,52,NA,NA,18,NA,27,2,9,15,NA,3,NA,3,NA
"753","Evandro Lima de Oliveira Filho","evandro","Evandro","https://s.glbimg.com/es/sde/f/2018/05/24/cc89d0c16b42dd430daa29322584d1ac_FORMATO.png",91001,34,"SPO","lat","Nulo",0,3.12,0,4.45,"Sport",NA,NA,1,NA,3,1,NA,1,1,3,NA,NA,1,NA,NA,NA,NA,NA
"754","Lucas Perdomo Duarte Santos","lucas","Lucas","https://s.glbimg.com/es/sde/f/2018/03/28/e8c799411d6ba80da004148110333f35_FORMATO.png",88412,34,"VAS","mei","Nulo",0,3,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Jean Paulo Fernandes Filho","jean","Jean","https://s.glbimg.com/es/sde/f/2018/08/22/b48908b0700ad76a424232b0f6553c37_FORMATO.png",90933,34,"SAO","gol","Provável",0.7,5.51,-0.62,2.17,"São Paulo",7,NA,1,6,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"756","Ronaldo de Oliveira Strada","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/03/21/841b5df0cdc6cf16eecd117560650d41_FORMATO.png",91101,34,"VIT","gol","Nulo",0,3.85,0,3.28,"Vitória",30,NA,4,28,11,7,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"757","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2018/05/07/7d71b5fcfdd78c1cdddf4a15eff9200b_FORMATO.png",88423,34,"AME","lat","Nulo",0,4.86,0,3.5,"América-MG",NA,NA,20,NA,57,6,2,30,NA,47,8,1,6,NA,NA,1,NA,NA
"758","Leandro Carvalho da Silva","leandro-carvalho","Leandro Carvalho","https://s.glbimg.com/es/sde/f/2018/07/06/65f406a6d6a65a0cb26e2f660026f8f3_FORMATO.png",88669,34,"CEA","ata","Provável",2.2,6.6,-0.29,5.26,"Ceará",NA,NA,43,NA,18,NA,2,21,3,18,4,12,12,NA,4,1,NA,NA
"759","Flávio Medeiros da Silva","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/05/01/3c063c1b3d589634d699c80695341bff_FORMATO.png",91102,34,"BAH","mei","Nulo",0,3.09,0,1.43,"Bahia",NA,NA,12,NA,15,NA,NA,16,1,20,2,2,2,NA,NA,NA,NA,NA
"760","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2018/07/20/e1ce97d162a9419406447d05322336f8_FORMATO.png",91151,34,"FLU","ata","Provável",0.7,5.3,-0.4,4.17,"Fluminense",NA,NA,33,NA,46,NA,6,20,5,21,NA,5,13,NA,1,NA,1,NA
"761","Fernando José Marques Maciel","fernandinho","Fernandinho","https://s.glbimg.com/es/sde/f/2018/06/05/50d5be5e02ead78433958ab1d1389752_FORMATO.png",91130,34,"BAH","ata","Nulo",0,1.56,0,0.35,"Bahia",NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Leandro Vilela Sales Teixeira","leandro-vilela","Leandro Vilela","https://s.glbimg.com/es/sde/f/2018/03/21/9a68c6d8db51f7e6b517b1b536fcfece_FORMATO.png",88687,34,"PAR","mei","Provável",9.7,5.85,1.77,2.03,"Paraná",NA,NA,30,NA,64,NA,1,55,NA,60,8,3,11,NA,NA,1,NA,NA
"763","Jesiel Cardoso Miranda","jesiel","Jesiel","https://s.glbimg.com/es/sde/f/2018/10/10/412c785ccc5fdb367b6c19c1bb05a4bc_FORMATO.png",91156,34,"PAR","zag","Provável",0,4.12,0,1.65,"Paraná",NA,NA,4,NA,23,2,NA,11,NA,16,2,1,3,NA,NA,NA,NA,NA
"764","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2018/05/24/8993667474efcafb24e0734c9b403ebe_FORMATO.png",91664,34,"SPO","zag","Provável",7.6,4.01,0.2,3.85,"Sport",NA,NA,2,NA,4,3,NA,3,NA,3,1,NA,4,NA,1,NA,NA,NA
"765","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,34,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Luís Carlos Rocha da Silva","pilar","Pilar","https://s.glbimg.com/es/sde/f/2018/07/19/0ba295598199da7f2a0b6f02d774acda_FORMATO.png",91649,34,"AME","ata","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Gustavo Blanco Petersen Macedo","gustavo-blanco","Gustavo Blanco","https://s.glbimg.com/es/sde/f/2018/05/07/6ac39bf60c88040543dee78fc133c427_FORMATO.png",91191,34,"ATL","mei","Contundido",0,19.53,0,8.86,"Atlético-MG",NA,NA,4,NA,25,NA,4,20,1,51,4,10,5,NA,NA,NA,3,NA
"768","Marlon Rodrigues Xavier","marlon","Marlon","https://s.glbimg.com/es/sde/f/2018/05/18/957dc9c05196688e737761b957122b5e_FORMATO.png",91706,34,"FLU","lat","Nulo",0,3.58,0,1.09,"Fluminense",NA,NA,5,NA,43,2,NA,14,1,17,5,1,4,NA,NA,NA,NA,NA
"769"," João Pedro Heinen Silva","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/05/09/1be6fbe0e1aa54c749ed58a1213eff8b_FORMATO.png",91687,34,"BOT","mei","Nulo",0,1.38,0,-0.03,"Botafogo",NA,NA,3,NA,8,NA,NA,5,2,2,NA,1,NA,NA,NA,NA,NA,NA
"770","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,34,"GRE","zag","Nulo",0,13.62,0,7.82,"Grêmio",NA,NA,23,NA,15,9,NA,17,1,61,4,1,3,NA,NA,1,NA,NA
"771","Leandro Henrique do Nascimento","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/07/16/427506f9f329b3a83b0695351930c35f_FORMATO.png",91702,34,"ATL","ata","Nulo",0,2.29,0,1.03,"Atlético-MG",NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA
"772","Raphael Schorr Utzig","raphael-alemao","Raphael Alemão","https://s.glbimg.com/es/sde/f/2018/04/24/e72a3c4a24b0c21be12ae1fc78ee1755_FORMATO.jpeg",91206,34,"PAR","ata","Dúvida",0,2.1,0,0.48,"Paraná",NA,NA,6,NA,4,NA,NA,7,NA,3,1,5,2,NA,NA,1,NA,NA
"773","Éder Ferreira Graminho","eder","Éder ","https://s.glbimg.com/es/sde/f/2018/04/25/9c24eef6db7bc6f134fefb1a2342e6f6_FORMATO.png",91203,34,"ATL","zag","Nulo",0,3,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Antônio Josenildo Rodrigues de Oliveira","tonhao","Tonhão","https://s.glbimg.com/es/sde/f/2018/08/09/e6b3f5b4c7922f94ca18791b3af1f390_FORMATO.png",91251,34,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Wesley Natã Wachholz","wesley-nata","Wesley Natã","https://s.glbimg.com/es/sde/f/2017/05/12/fce48bd03ed5fc3766df076094758576_FORMATO.png",91743,34,"CHA","ata","Nulo",0,1.5,0,-0.1,"Chapecoense",NA,NA,NA,NA,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"776","Matheus Gonçalves Savio","matheus-savio","Matheus Savio","https://s.glbimg.com/es/sde/f/2018/07/28/3a3a8b95d0a4f15553e2ab71957c0c0c_FORMATO.png",91264,34,"FLA","mei","Nulo",0,4.27,0,2.26,"Flamengo",NA,NA,1,NA,10,NA,NA,4,NA,2,NA,2,3,NA,1,NA,NA,NA
"777","Bruno Bispo dos Anjos","bruno-bispo","Bruno Bispo","https://s.glbimg.com/es/sde/f/2018/03/21/99884c41754fc82c033d202d4decfad3_FORMATO.png",91359,34,"VIT","zag","Nulo",0,3.67,0,2.78,"Vitória",NA,NA,1,NA,7,3,NA,7,NA,7,2,NA,NA,NA,NA,NA,NA,NA
"778","Lucas Estella Perri","lucas-perri","Lucas Perri","https://s.glbimg.com/es/sde/f/2018/05/26/5818d20df4c7c3248d9dc04c6864aa03_FORMATO.png",91260,34,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Diego Ferreira Matheus","diego-ferreira","Diego Ferreira","https://s.glbimg.com/es/sde/f/2018/03/01/5e300b254076f90bc73404c25d77cce8_FORMATO.png",91783,34,"ATL","lat","Nulo",0,3.95,0,4.48,"Atlético-PR",NA,NA,8,NA,17,3,1,12,NA,8,NA,1,1,NA,NA,NA,NA,NA
"780","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/09/20/c439d4a824c7f1fd8ec63ecd4e10983e_FORMATO.png",94583,34,"FLU","ata","Contundido",0,15.34,0,7.18,"Fluminense",NA,NA,40,NA,33,NA,2,26,3,14,1,11,23,NA,10,NA,NA,NA
"781","André Soares Jardine","andre-jardine","André Jardine","https://s.glbimg.com/es/sde/f/2018/11/12/193a1e51aca505ae0456c00be8c3902e_FORMATO.png",88898,34,"SAO","tec","Provável",2.62,10.85,-1.56,2.62,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Caíque França Godoy","caique-franca","Caíque França","https://s.glbimg.com/es/sde/f/2018/03/19/930bb1645127cc2974dd8b133682b00a_FORMATO.png",91808,34,"COR","gol","Nulo",0,2,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Christian Sávio Machado","christian","Christian","https://s.glbimg.com/es/sde/f/2018/05/07/d01cfe5d2a8f27f7a2d70e9fdb8ea900_FORMATO.png",91928,34,"AME","mei","Nulo",0,9.58,0,4.38,"América-MG",NA,NA,12,NA,16,NA,NA,4,NA,14,NA,1,7,NA,1,NA,NA,NA
"784","José Ivaldo Almeida Silva","ze-ivaldo","Zé Ivaldo","https://s.glbimg.com/es/sde/f/2018/03/01/b984cfe3c5aef05cca4e8856a06ad317_FORMATO.png",91866,34,"ATL","zag","Nulo",0,4.22,0,2.76,"Atlético-PR",NA,NA,7,NA,25,7,NA,20,1,14,5,2,3,NA,1,NA,NA,NA
"785","Leonardo Felipe Valencia Rossel","leonardo-valencia","Leonardo Valencia","https://s.glbimg.com/es/sde/f/2018/05/17/fdfb5b9c1f58d363c8597c844f7302ba_FORMATO.png",91508,34,"BOT","mei","Provável",6,10.01,-0.98,4.72,"Botafogo",NA,NA,37,NA,67,NA,6,26,1,22,2,20,23,NA,3,NA,1,NA
"786","Robert Abel Arboleda Escobar","arboleda","Arboleda","https://s.glbimg.com/es/sde/f/2018/08/21/55c29ae10f4820c62eed75c6e8d1392f_FORMATO.png",91573,34,"SAO","zag","Provável",2.8,9.26,-0.29,3.62,"São Paulo",NA,NA,23,NA,33,7,1,29,4,32,6,5,11,NA,NA,NA,NA,NA
"787","Everson Bispo Pereira","everson","Everson","https://s.glbimg.com/es/sde/f/2018/03/02/0d1f27696ffa839add050783ad3a4202_FORMATO.png",91929,34,"BAH","zag","Contundido",0,2.88,0,2.13,"Bahia",NA,NA,6,NA,18,2,1,8,1,7,2,NA,2,NA,NA,NA,1,NA
"788","Ronielson da Silva Barbosa","rony","Rony","https://s.glbimg.com/es/sde/f/2018/09/03/554ff3fc561a0061ae57afba756706f4_FORMATO.png",91607,34,"ATL","ata","Nulo",0.7,7.87,-0.46,3.5,"Atlético-PR",NA,NA,10,NA,6,NA,NA,9,2,7,NA,7,3,NA,2,NA,NA,NA
"789","Paulo Victor da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/08/03/c2091fb8bfdc8a7323f23bbc3f328093_FORMATO.png",91626,34,"BAH","lat","Provável",0.9,3.23,-0.88,3.36,"Bahia",NA,NA,2,NA,8,2,NA,2,NA,4,NA,2,1,NA,NA,NA,NA,NA
"790","Igor Aquino da Silva","igor","Igor","https://s.glbimg.com/es/sde/f/2018/03/21/95c075f33312c6b483847dc688deac80_FORMATO.png",91639,34,"PAR","lat","Provável",3.5,3.21,1.06,1.5,"Paraná",NA,NA,8,NA,46,2,NA,24,2,31,6,1,9,NA,NA,NA,NA,NA
"791","Giovanny Bariani Marques","giovanny","Giovanny ","https://s.glbimg.com/es/sde/f/2018/03/01/72a50af56d0244ff54802620b95b68a1_FORMATO.png",92085,34,"ATL","ata","Nulo",0,4,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","Diogo Vitor da Cruz","diogo-vitor","Diogo Vitor","https://s.glbimg.com/es/sde/f/2018/05/23/764d925f9e1e8276fff1e15ec295a7ce_FORMATO.png",92094,34,"SAN","ata","Suspenso",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","Rafael dos Santos da Silva","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/03/15/c4478d4a2dd3cddeff0ae2f6e49a1d61_FORMATO.png",91644,34,"CEA","mei","Nulo",0,3,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"794","Luis Henrique Farinhas Taffner","luis-henrique","Luis Henrique","https://s.glbimg.com/es/sde/f/2018/04/27/3c92f48086c4a177bd2fdf990769ca32_FORMATO.png",92128,34,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","Arthur Mendonça Cabral","arthur","Arthur","https://s.glbimg.com/es/sde/f/2018/05/25/020b028810656cb9f99f810d14b34d24_FORMATO.png",92171,34,"CEA","ata","Provável",-0.1,4.52,-0.9,2.24,"Ceará",NA,NA,19,NA,32,NA,2,44,8,9,4,17,19,NA,4,NA,1,1
"796","Guillermo Rafael de Amores Ravelo","de-amores","De Amores","https://s.glbimg.com/es/sde/f/2018/05/18/bc46249219619faa719a9038f26a18fb_FORMATO.png",92197,34,"FLU","gol","Contundido",0,3,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/17/08bd6f4ff4e0bcf9dfe9b3dc010c2bb3_FORMATO.png",92182,34,"ATL","zag","Nulo",0,4.07,0,0.65,"Atlético-MG",NA,NA,3,NA,8,NA,NA,5,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"798","Jair Ventura","jair-ventura","Jair Ventura","https://s.glbimg.com/es/sde/f/2018/09/06/d1103130500ec84fd8e37f1a20c60e1a_FORMATO.png",92180,34,"COR","tec","Provável",3.67,10.48,-0.03,3.29,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,34,"GRE","ata","Nulo",0,3.67,0,2.42,"Grêmio",NA,NA,20,NA,20,NA,NA,8,4,18,1,2,5,NA,2,NA,1,NA
"800","Denilson dos Santos de Souza","denilson","Denilson","https://s.glbimg.com/es/sde/f/2017/06/07/a960f52cf5f9b283c91b4ed4eb49d4e6_FORMATO.jpeg",92662,34,"GRE","zag","Nulo",0,3,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","Michel Araújo Silvestre","michel","Michel","https://s.glbimg.com/es/sde/f/2018/05/07/a3e65215ad65c14fa220486bb806189a_FORMATO.png",92692,34,"AME","lat","Nulo",0,2,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
