"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","CA","FC","FF","FS","PE","RB","SG","CV","FD","FT","GC","I","G","A","DD","GS","DP","PP"
"701","Matheus Ferreira de Sousa","ferreira","Ferreira","https://s.glbimg.com/es/sde/f/2018/04/12/1a8922ffc1c19237faf02beed71c102d_FORMATO.png",100985,17,"SPO","mei","Nulo",0,2.69,0,0.47,"Sport",1,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Matheus dos Santos Miranda","miranda","Miranda","https://s.glbimg.com/es/sde/f/2018/06/12/e4645558b032773aa044821fd94794ad_FORMATO.png",101720,17,"VAS","zag","Nulo",0,1.21,0,1.7,"Vasco",NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Paulo Henrique Pereira da Silva","paulinho","Paulinho","https://s.glbimg.com/es/sde/f/2018/05/26/755b69cb731efaf835f0b845f7693bbf_FORMATO.png",100333,17,"SAO","ata","Nulo",0,1.29,0,2.5,"São Paulo",NA,NA,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Matheus Bezerra Lira","matheus-lira","Matheus Lira","https://s.glbimg.com/es/sde/f/2018/03/15/fb71264b7c77dff29719dcc9f6408bb5_FORMATO.png",102146,17,"CEA","mei","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Tomás Gustavo Andrade","tomas-andrade","Tomás Andrade","https://s.glbimg.com/es/sde/f/2018/05/07/efc79595752a6acffda52ff4455cbc32_FORMATO.png",97619,17,"ATL","mei","Provável",0,5.47,0,3.78,"Atlético-MG",NA,4,1,2,19,9,NA,NA,3,1,NA,NA,2,NA,NA,NA,NA,NA
"706","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,17,"ATL","gol","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Lucas Soares de Almeida","lucas-soares","Lucas Soares",NA,100158,17,"CRU","lat","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Gustavo Nonato Santana","nonato","Nonato","https://s.glbimg.com/es/sde/f/2018/07/23/765c032bd553fcba8b0ef9139f425012_FORMATO.png",100987,17,"INT","mei","Nulo",0,2,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2018/05/08/19a612b27e812d8d3695c4af8c78ea9a_FORMATO.png",102253,17,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes",NA,100741,17,"GRE","lat","Nulo",0,0.95,0,1,"Grêmio",NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Matheus Matias Ferreira","matheus-matias","Matheus Matias","https://s.glbimg.com/es/sde/f/2018/03/20/eb73de7fb8328542fb0438fdd1809c4b_FORMATO.png",100430,17,"COR","ata","Nulo",0,2.99,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Helerson Mateus do Nascimento","helerson","Helerson","https://s.glbimg.com/es/sde/f/2018/05/17/d77174c23bf61556c34f3ce05ac4c396_FORMATO.png",101073,17,"BOT","zag","Nulo",0,1,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Weverton Almeida Silva","weverton-almeida","Weverton Almeida","https://s.glbimg.com/es/sde/f/2018/05/08/4c72622d78b8cfdc737c1eb48ea75370_FORMATO.png",100459,17,"ATL","zag","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Rafael de Carvalho França","rafael-franca","Rafael França","https://s.glbimg.com/es/sde/f/2018/05/29/5e7e0301dfd55c743a8ba227cf660e0b_FORMATO.png",101719,17,"VAS","zag","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Murillo Barbosa Lopes","murillo-lopes","Murillo Lopes","https://s.glbimg.com/es/sde/f/2018/03/21/e2ec7f5249ed4e20ba954475be6bdd08_FORMATO.png",101199,17,"PAR","gol","Nulo",0,2,0,0,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Luan Silva dos Santos","luan","Luan","https://s.glbimg.com/es/sde/f/2018/04/13/062b30b6bd6dbb2d2494ef74b7fb3956_FORMATO.png",102295,17,"VIT","mei","Contundido",0,1.5,0,1.57,"Vitória",1,4,3,8,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Rodrygo Silva de Goes","rodrygo","Rodrygo","https://s.glbimg.com/es/sde/f/2018/05/23/a4027e39ad5dea6e62cfafe8425bd637_FORMATO.png",100651,17,"SAN","ata","Provável",2.2,11.95,-0.4,5.33,"Santos",1,18,7,27,39,9,NA,NA,6,1,NA,1,5,3,NA,NA,NA,NA
"718","João Pedro Soares Borges","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2018/04/09/1bedff3e3e787caf6d40ea64388d0261_FORMATO.png",101721,17,"VAS","gol","Nulo",0,1,0,0,"Vasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2018/05/23/c12302cb409beb75eb67f045028f774e_FORMATO.png",100652,17,"SAN","ata","Dúvida",0.9,2.33,-0.17,1.15,"Santos",1,2,3,2,NA,1,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA
"720","Marcelo Henrique de Sousa Cunha","marcelinho","Marcelinho","https://s.glbimg.com/es/sde/f/2018/01/24/f5e9ef1b825cb639cdb485ffd146192d_FORMATO.jpeg",101722,17,"GRE","ata","Nulo",0,4,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Filipe Gonçalves dos Santos","filipe","Filipe","https://s.glbimg.com/es/sde/f/2018/03/19/27a5b03e54471091e2daf78e203363ef_FORMATO.png",100712,17,"COR","gol","Nulo",0,1,0,0,"Corinthians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"722","Ademir da Silva Santos Junior","ademir","Ademir","https://s.glbimg.com/es/sde/f/2018/04/10/785797e137683aa3f4810b86b8ffc886_FORMATO.png",101314,17,"AME","ata","Contundido",0,2.97,0,2.99,"América-MG",2,8,6,21,10,8,NA,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA
"723","Mikael Filipe Viana","mikael","Mikael","https://s.glbimg.com/es/sde/f/2018/05/24/681f1987afa6a94cda5e9a9f643a0bc5_FORMATO.png",102299,17,"SPO","ata","Nulo",0,1,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,17,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Martín Nicolás Sarrafiore","martin-sarrafiore","Martín Sarrafiore","https://s.glbimg.com/es/sde/f/2018/07/05/ce690031c364aa0119c415809e422cf0_FORMATO.png",101315,17,"INT","mei","Nulo",0,5,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Matheus Santos Soares","matheus-santos","Matheus Santos","https://s.glbimg.com/es/sde/f/2018/05/07/26a01d4da14cce602b2663c4afced5ed_FORMATO.png",101725,17,"AME","ata","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Flávio Henrique Alves Almeida Souza","flavio","Flávio","https://s.glbimg.com/es/sde/f/2018/03/21/d5a366c24b1dac3e1fdd263d9980e24a_FORMATO.png",101758,17,"VIT","ata","Nulo",0,2,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Guilherme Bissoli Campos ","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2018/05/26/c094407a6eca508c2129825e605a75fc_FORMATO.png",100762,17,"SAO","ata","Nulo",0,2,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"729","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2018/03/19/d811d2472e0a8de265d64d5bb810d3ca_FORMATO.png",101803,17,"COR","lat","Provável",10,2.68,1.68,10,"Corinthians",NA,NA,1,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique",NA,100742,17,"GRE","mei","Provável",-0.3,0.77,0.01,-0.15,"Grêmio",1,3,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2018/03/08/82641224cdb23ce7f862168d4a3374ad_FORMATO.png",102302,17,"PAL","ata","Nulo",0,1.23,0,-0.4,"Palmeiras",NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Gonzalo Rodrigo Carneiro Méndez","carneiro","Carneiro","https://s.glbimg.com/es/sde/f/2018/04/02/e87f821cc4b18fbb78bcfbf44eb0f17f_FORMATO.png",101796,17,"SAO","ata","Nulo",-0.4,2.88,-0.13,-0.13,"São Paulo",1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Matheus Gabriel Guedes Caetano","matheus-guedes","Matheus Guedes","https://s.glbimg.com/es/sde/f/2017/11/21/beea04b2739626d19d9a6c24da40762e_FORMATO.png",100746,17,"SAN","zag","Nulo",0,2,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Miullen Natha Felicio Carvalho","miullen","Miullen","https://s.glbimg.com/es/sde/f/2018/08/03/785f495d0f7587ff409ca0a211d97fb7_FORMATO.png",101759,17,"CHA","ata","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2018/05/26/6c0d1390f0b0154ab1627e5aa6ae06de_FORMATO.png",101837,17,"SAO","gol","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Ericson da Silva","ericson","Ericson",NA,100839,17,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Brenno Oliveira Fraga Costa","brenno","Brenno","https://s.glbimg.com/es/sde/f/2017/12/01/eb6549ddfa3b798b4e31af8c9473334b_FORMATO.jpeg",100830,17,"GRE","gol","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Emerson Barbosa Rodrigues Dos Santos","emerson-barbosa","Emerson Barbosa","https://s.glbimg.com/es/sde/f/2018/03/21/412270f069daea4bf712a92e52a6a14e_FORMATO.png",100800,17,"SAN","lat","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Emanuel Leone Moura","emanuel","Emanuel","https://s.glbimg.com/es/sde/f/2017/12/01/e2a85d715ac397898197228bac470497_FORMATO.jpeg",100840,17,"GRE","zag","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Mayksilvan da Silva Ferreira","mayk","Mayk","https://s.glbimg.com/es/sde/f/2018/08/05/8faaa2f4f04e9cbf051f57aa66b849d5_FORMATO.png",101820,17,"BAH","lat","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Igor Henrique Pereira de Campos","igor-campos","Igor Campos","https://s.glbimg.com/es/sde/f/2018/05/24/97ef928b4d8da38916e72a5166792dc8_FORMATO.png",101421,17,"CHA","gol","Nulo",0,1,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Thiago Rodrigues da Silva","thiago","Thiago","https://s.glbimg.com/es/sde/f/2018/05/04/d4092dd23800a9822421cf2f4c434434_FORMATO.png",91194,17,"FLA","gol","Nulo",0,4,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Gabriel Davi Gomes Sara","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/01/16/ccf0276a8586c1c4e98526ab057436db_FORMATO.jpeg",100763,17,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Brenner Alves Sabino","brenner","Brenner","https://s.glbimg.com/es/sde/f/2018/04/09/0c50419c1321d69b3d9b21dfd118cfb9_FORMATO.png",101857,17,"INT","ata","Contundido",0,0.76,0,0.1,"Internacional",2,2,1,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Eduardo Gabriel Aquino Cossa","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/07/31/21dbd08feda4a4caf00ffc5fe75ec14b_FORMATO.png",91201,17,"GRE","ata","Nulo",7.3,3.93,-0.68,3.19,"Grêmio",1,5,2,10,11,12,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"746","Leandro Alves de Carvalho","leandrinho","Leandrinho","https://s.glbimg.com/es/sde/f/2018/05/17/c707585981fdbf1f96e400538881eded_FORMATO.png",89885,17,"BOT","mei","Nulo",0,3,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Ruan Tressoldi Netto","ruan","Ruan",NA,100842,17,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Felipe Albuquerque Felippi","felipe","Felipe",NA,100843,17,"GRE","lat","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Igor Matheus Liziero Pereira ","liziero","Liziero","https://s.glbimg.com/es/sde/f/2018/05/26/53cb13d54ae383a1062af4ad66e81009_FORMATO.png",100761,17,"SAO","lat","Dúvida",4.7,6.59,0.03,4.02,"São Paulo",1,9,1,13,12,20,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2018/08/05/62200f085be5b3ab15f13e3e72be04e7_FORMATO.png",98184,17,"BAH","ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Ronaldo dos Santos Ramos Filho","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/07/85248a66a7554e40dbdd397512117052_FORMATO.png",102336,17,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Douglas Moreira Fagundes","dodi","Dodi","https://s.glbimg.com/es/sde/f/2018/04/20/9dae8b824d6d7c1a316a903af9b3740e_FORMATO.png",89883,17,"FLU","mei","Nulo",0,2.29,0,0.44,"Fluminense",3,6,NA,5,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Bruno da Silva Santos","bruno-silva","Bruno Silva","https://s.glbimg.com/es/sde/f/2018/05/24/c08c1ffb51c09b59126c4f9ae3771ec7_FORMATO.png",101422,17,"CHA","ata","Provável",-0.1,2.54,-0.26,2.72,"Chapecoense",NA,10,2,11,23,18,NA,NA,3,NA,NA,2,1,NA,NA,NA,NA,NA
"754","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2018/08/08/02153cbcf3561df02154d9b68823fbbd_FORMATO.png",102352,17,"COR","mei","Provável",0.2,5.5,-1.5,0.2,"Corinthians",NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Marco Antonio Saravia Antinori","marco-saravia","Marco Saravia",NA,101479,17,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Lucas Ribeiro De Oliveira","macula","Macula",NA,102384,17,"FLU","ata","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Marcelo de Souza dos Santos Júnior","marcelo","Marcelo","https://s.glbimg.com/es/sde/f/2018/06/13/a54e399ec14f79423f1013547426bbcb_FORMATO.png",102342,17,"CRU","ata","Nulo",0,0.75,0,-0.07,"Cruzeiro",NA,4,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Luis David da Conceição Martins","luis-david","Luis David",NA,102413,17,"CEA","ata","Nulo",0,1,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,17,"CRU","zag","Nulo",0,1,0,0,"Cruzeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Leonardo Xavier da Silva","leo-xavier","Léo Xavier","https://s.glbimg.com/es/sde/f/2018/04/13/0e1b28895cd742c8eeb558bbec613ed4_FORMATO.png",102553,17,"VIT","zag","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Kevin Kesley De Souza","kevin","Kevin","https://s.glbimg.com/es/sde/f/2018/06/05/0dfbab426db713cedfdf9597abbc9791_FORMATO.png",102594,17,"ATL","lat","Nulo",0,1,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Jonathan Silva Vieira","jonathan","Jonathan",NA,102597,17,"BOT","lat","Nulo",0,2,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Jorge Ambrosio Mendonça","mendonca","Mendonça",NA,101480,17,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Rodrigo Jorge Medina Ancheta","rodrigo-ancheta","Rodrigo Ancheta",NA,101482,17,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Mateus Felipe Santiago Dutra","santiago","Santiago",NA,101481,17,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Paulo Henrique Rolim de Genova","paulo-henrique","Paulo Henrique","https://s.glbimg.com/es/sde/f/2018/05/26/1aca13a72ed990c98e463349b3d14ef1_FORMATO.png",101531,17,"SAO","mei","Nulo",0,1,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","João Pedro Vilardi Pinto","pepe","Pepê","https://s.glbimg.com/es/sde/f/2018/03/17/e7607f8d20077dbbbeb1d032794914ca_FORMATO.png",101573,17,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Lucas Lourenço Andrade","lucas-lourenco","Lucas Lourenço","https://s.glbimg.com/es/sde/f/2018/03/21/f7982f701870b51a5c2699877f0f30c6_FORMATO.png",101580,17,"SAN","mei","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Isaque Elias Brito","isaque","Isaque",NA,101483,17,"GRE","mei","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Leonardo Silva Gomes","leo-gomes","Léo Gomes","https://s.glbimg.com/es/sde/f/2018/04/13/e7bc35fcbe8659ecd0e18973caadf901_FORMATO.png",101585,17,"VIT","mei","Nulo",0,1,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2018/05/21/c953437a71c9cd2f1052eaf9d828bd6d_FORMATO.png",101484,17,"GRE","mei","Nulo",-0.1,3.08,-0.16,1.53,"Grêmio",NA,3,1,2,6,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"772","Wendel da Silva Costa","wendel","Wendel","https://s.glbimg.com/es/sde/f/2018/01/24/8b7334f12990c3776b07905876f0e801_FORMATO.png",101575,17,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2018/01/24/eeb04c70e071375434b478d470e043cc_FORMATO.png",101594,17,"FLA","mei","Nulo",0,2,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Ramon Ramos Lima","ramon","Ramon",NA,101597,17,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Matheus de Jesus Dantas","matheus-dantas","Matheus Dantas","https://s.glbimg.com/es/sde/f/2018/04/19/e539077ea70369fa3f5d613f54e01ced_FORMATO.png",101592,17,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Hugo de Souza Nogueira","hugo-souza","Hugo Souza",NA,101574,17,"FLA","gol","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Guilherme Ribeiro Rend","guilherme-ribeiro","Guilherme Ribeiro","https://s.glbimg.com/es/sde/f/2018/03/01/9477202e477dc732206a641b324c28dd_FORMATO.png",101686,17,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Patrick da Silva Ferreira Souza","patrick","Patrick",NA,101598,17,"FLA","zag","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","João Vitor Marques Matos","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2018/05/25/f7aa43a14e20e7aaba628ad5db52b438_FORMATO.png",101603,17,"FLU","lat","Nulo",0,1,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Demethryus Maciel Areias Nascimento","demethryus","Demethryus","https://s.glbimg.com/es/sde/f/2018/03/01/0f3f1131a4b2d04a041450038b87c286_FORMATO.png",101678,17,"ATL","mei","Nulo",0,1,0,0,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Vitor Gabriel Claudino Rego Ferreira","vitor-gabriel","Vitor Gabriel","https://s.glbimg.com/es/sde/f/2018/01/24/f5c608ed9476be6eccd246fca8b31683_FORMATO.png",101596,17,"FLA","ata","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Caio Vinicius da Conceição","caio","Caio","https://s.glbimg.com/es/sde/f/2018/02/10/1874c9f134d81bae125d692f57329236_FORMATO.png",101601,17,"FLU","mei","Nulo",0,2,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Luiz Eduardo Teodora da Silva","dudu","Dudu","https://s.glbimg.com/es/sde/f/2018/05/18/7b74c65bf803e82f16b311a50552621a_FORMATO.png",101627,17,"FLU","ata","Nulo",0,1.28,0,-1.1,"Fluminense",NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Robson Alves de Barros","robson-bambu","Robson Bambu","https://s.glbimg.com/es/sde/f/2018/05/23/814f9acedaa442be28d84da5c00879b9_FORMATO.png",101579,17,"SAN","zag","Nulo",0,1,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Michael Rangel dos Santos de Almeida","michael","Michael",NA,101577,17,"FLA","lat","Nulo",0,1,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
