"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","DD","DP","FS","GS","PE","SG","CA","FC","G","RB","FD","FF","FT","A","CV","I","GC","PP"
"710","Gabriel Rybar Blos","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/18/d0b143443c7fe342de877afaff95bb91_FORMATO.png",71572,24,"GRE","zag","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"711","Kaio Silva Mendes","kaio","Kaio","https://s.glbimg.com/es/sde/f/2016/04/30/a83b6e7bb6661dbbb2b8c85d3afc4b48_FORMATO.png",92574,24,"GRE","mei","Provável",0,1.97,0,-0.75,"Grêmio",NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"712","Iago Amaral Borduchi","iago","Iago","https://s.glbimg.com/es/sde/f/2018/04/09/733606405d1966bcc1ea11b6d2790ec5_FORMATO.png",97868,24,"INT","lat","Provável",0,10.56,0,5.08,"Internacional",NA,NA,9,NA,54,13,6,26,NA,44,3,6,NA,1,NA,2,NA,NA
"713","Erick Martins Ferreira Carvalho","erick","Erick","https://s.glbimg.com/es/sde/f/2018/05/07/88672601deeb050de20d1c18b8a04c9e_FORMATO.png",97930,24,"AME","gol","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,24,"SPO","gol","Nulo",0,5.2,0,5.6,"Sport",4,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"715","Marcos Vinícius da Silva Santos","marcos-vinicius","Marcos Vinícius ","https://s.glbimg.com/es/sde/f/2018/05/17/5821104539e471cb543e8668646b2c01_FORMATO.png",97969,24,"CHA","lat","Nulo",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Weverton Pereira da Silva","weverton","Weverton","https://s.glbimg.com/es/sde/f/2018/03/01/1b14659ebbd67b4f5e8df68d552f08f5_FORMATO.png",71631,24,"PAL","gol","Provável",5,8.7,1.06,4.45,"Palmeiras",8,NA,1,5,4,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"717","Douglas Augusto Soares Gomes","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/08/08/02f5f789d33b664db76199687303be3d_FORMATO.png",92497,24,"COR","mei","Provável",3.9,3.86,0.83,1.87,"Corinthians",NA,NA,10,NA,23,NA,4,19,NA,21,2,6,NA,1,NA,NA,NA,NA
"718","Luis Leandro Desábato","desabato","Desábato","https://s.glbimg.com/es/sde/f/2018/04/09/849b6dffedf69d16c97188a32027f6a9_FORMATO.png",73936,24,"VAS","mei","Suspenso",-3.8,6.69,-0.69,2.49,"Vasco",NA,NA,15,NA,48,NA,3,32,NA,50,1,3,NA,1,1,NA,NA,NA
"719","Felipe Guilherme Moreira Bernardo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/06/05/c3642a3c616e9a283af3bfee7f2dee6b_FORMATO.png",97931,24,"AME","lat","Nulo",0,1,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Bruno da Silva Peres","bruno-peres","Bruno Peres","https://s.glbimg.com/es/sde/f/2018/08/21/069947a89a5c7a8dcdc37798d30597f0_FORMATO.png",73962,24,"SAO","lat","Nulo",0,10.33,0,5.3,"São Paulo",NA,NA,6,NA,15,3,2,9,1,15,NA,2,NA,NA,NA,NA,NA,NA
"721","Gustavo Leonardo Cuellar Gallego","cuellar","Cuéllar","https://s.glbimg.com/es/sde/f/2018/05/04/f29c0031ffc2adccbe51088049c2dea0_FORMATO.png",71709,24,"FLA","mei","Provável",0,9.23,0,3.43,"Flamengo",NA,NA,8,NA,24,NA,4,35,NA,59,3,2,NA,1,3,NA,NA,NA
"722","Gustavo Raúl Gómez Portillo","gustavo-gomez","Gustavo Gómez","https://s.glbimg.com/es/sde/f/2018/08/03/5d359eca3a79a4be9605f9758a7d0144_FORMATO.png",71684,24,"PAL","zag","Provável",5.9,9.65,0.85,5.28,"Palmeiras",NA,NA,7,NA,8,4,1,5,NA,6,NA,1,NA,NA,NA,NA,NA,NA
"723","Rayan Poltronieri Pereira","rayan","Rayan","https://s.glbimg.com/es/sde/f/2018/03/21/eafcee785dc021fd8811059271578111_FORMATO.png",73923,24,"PAR","zag","Provável",-0.1,2.74,0.09,1.53,"Paraná",NA,NA,14,NA,15,1,5,19,NA,19,1,6,NA,NA,NA,2,NA,NA
"724","Elton Junior Melo Ataíde","elton","Elton","https://s.glbimg.com/es/sde/f/2018/03/21/3c546811d33f612cacba3bdc1dace452_FORMATO.png",71719,24,"BAH","mei","Provável",1.8,8.67,-0.12,2.96,"Bahia",NA,NA,10,NA,35,NA,4,65,NA,58,5,10,NA,2,NA,NA,NA,NA
"725","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2018/05/17/841f78d103e083bd0e8af280fcb5ffe8_FORMATO.png",74061,24,"BOT","gol","Contundido",0,14.65,0,8.05,"Botafogo",7,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","René Ferreira dos Santos","rene","René","https://s.glbimg.com/es/sde/f/2018/07/23/d6322968c7c6cca6de55d8c4fbb4c086_FORMATO.png",73978,24,"PAR","zag","Provável",1.5,4.37,-0.87,2.17,"Paraná",NA,NA,8,NA,18,NA,2,9,NA,19,1,3,NA,NA,NA,1,NA,NA
"727","Claudio Winck Neto","claudio-winck","Claudio Winck","https://s.glbimg.com/es/sde/f/2018/04/12/c30228fd68db0c7f81326317ddc62ba6_FORMATO.png",74074,24,"SPO","lat","Contundido",0,3.66,0,2.36,"Sport",NA,NA,17,NA,37,2,4,27,2,9,4,8,NA,1,NA,2,NA,NA
"728","Pedro Julião Azevedo Junior","juninho-quixada","Juninho Quixadá","https://s.glbimg.com/es/sde/f/2018/07/24/34d35d4978723d245bf40e3566ce3e86_FORMATO.png",71787,24,"CEA","ata","Provável",2.8,4.88,-0.07,3.9,"Ceará",NA,NA,8,NA,15,NA,1,7,1,4,3,6,1,1,NA,2,NA,NA
"729","Guilherme Costa Machado Silveira","guilherme-costa","Guilherme Costa","https://s.glbimg.com/es/sde/f/2018/03/21/4f92ef0e30740bc3960607bec48d3c00_FORMATO.png",74081,24,"VIT","mei","Nulo",0,2.27,0,0.72,"Vitória",NA,NA,10,NA,4,NA,1,8,NA,3,1,1,NA,NA,NA,NA,NA,NA
"730","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2018/05/23/3ee08dfe1559a120f4dcd89514b80775_FORMATO.png",73974,24,"SAN","mei","Provável",0,7.57,0,2.5,"Santos",NA,NA,14,NA,19,NA,7,23,NA,38,NA,3,NA,NA,NA,NA,NA,NA
"731","Walisson Moreira Farias Maia","walisson-maia","Walisson Maia","https://s.glbimg.com/es/sde/f/2018/03/21/24015c9080aa3347098cfb88e90348e8_FORMATO.png",73991,24,"VIT","zag","Contundido",0,5.06,0,3.25,"Vitória",NA,NA,1,NA,5,NA,1,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"732","Edigar Junio Teixeira Lima ","edigar-junio","Edigar Junio","https://s.glbimg.com/es/sde/f/2018/03/21/9c46c9f1269d97acf20157efb70009cc_FORMATO.png",74271,24,"BAH","ata","Nulo",2.2,7.92,0.22,3.11,"Bahia",NA,NA,23,NA,17,NA,NA,18,3,8,4,8,1,NA,NA,2,NA,NA
"733","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2018/08/14/11a728603cfca7e8c71e3fadccee1148_FORMATO.png",75295,24,"INT","ata","Suspenso",0,11.23,0,3.9,"Internacional",NA,NA,10,NA,4,NA,NA,9,1,3,3,5,NA,1,NA,2,NA,NA
"734","José Élber Pimentel da Silva","elber","Élber","https://s.glbimg.com/es/sde/f/2018/03/21/1b00098477bad4e60d3bc520dc464ab7_FORMATO.png",74140,24,"BAH","mei","Provável",-0.8,5.22,-0.64,2.71,"Bahia",NA,NA,26,NA,36,NA,6,9,1,15,13,1,NA,3,NA,3,NA,NA
"735","Alejandro Abraham Guerra Morales","guerra","Guerra","https://s.glbimg.com/es/sde/f/2017/02/19/fa873321a36da270244cf230ac534a50_FORMATO.png",74213,24,"PAL","mei","Nulo",0,7.89,0,2.23,"Palmeiras",NA,NA,1,NA,7,NA,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA
"736","Rodinei Marcelo de Almeida","rodinei","Rodinei","https://s.glbimg.com/es/sde/f/2018/05/04/5049d8a52c5a5f82e57248ab2ff94218_FORMATO.png",73992,24,"FLA","lat","Provável",5.2,13.31,-0.17,5.08,"Flamengo",NA,NA,27,NA,29,12,2,16,NA,24,7,6,NA,2,NA,1,NA,NA
"737","Bruno Medeiros Grassi","bruno-grassi","Bruno Grassi","https://s.glbimg.com/es/sde/f/2017/04/23/d503f996169e9aafe30487a9921bed97_FORMATO.png",71818,24,"GRE","gol","Nulo",0,4.52,0,8,"Grêmio",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Thiago Galhardo do Nascimento Rocha","thiago-galhardo","Thiago Galhardo","https://s.glbimg.com/es/sde/f/2018/04/09/75e3c902e55b9c23591335eee1054dc3_FORMATO.png",71844,24,"VAS","mei","Nulo",0,6.69,0,2.31,"Vasco",NA,NA,17,NA,23,NA,3,9,1,7,2,4,1,2,NA,1,NA,NA
"739","Silvio José Cardoso Reis Junior","silvinho","Silvinho","https://s.glbimg.com/es/sde/f/2018/04/24/7ceaf9ab1a9cc4e1cb61cdef960b1079_FORMATO.png",71799,24,"PAR","ata","Contundido",0,8.84,0,3.99,"Paraná",NA,NA,49,NA,60,NA,2,22,3,23,15,17,1,NA,NA,1,NA,NA
"740","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2018/05/23/42fd835f340efe196b526b448bee4519_FORMATO.png",93368,24,"SAN","zag","Nulo",0,8.17,0,1.98,"Santos",NA,NA,8,NA,14,3,2,13,NA,15,3,1,NA,NA,1,1,NA,NA
"741","Fabiano da Silva Souza","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2018/09/04/dd622172f30483dda8563ef9249cdae1_FORMATO.png",79244,24,"VIT","lat","Provável",4.2,4.58,0.58,4.2,"Vitória",NA,NA,1,NA,6,1,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"742","Lucas Ferreira Amaral","lucas-ferreira","Lucas Ferreira","https://s.glbimg.com/es/sde/f/2018/05/24/b58aa819c2e0e2b9e7eb710e0a70a844_FORMATO.png",94147,24,"SPO","gol","Nulo",0,2,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Leonardo Costa Silva","leo-tilica","Léo Tilica","https://s.glbimg.com/es/sde/f/2017/05/04/74f74348921e923d86030ce27cda9081_FORMATO.jpeg",92617,24,"GRE","ata","Nulo",0,2,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Mauro Joel Carli","joel-carli","Joel Carli","https://s.glbimg.com/es/sde/f/2018/05/17/bc70303a7836dab8562e73ce0c59fd37_FORMATO.png",93414,24,"BOT","zag","Provável",0,3.37,0,1.35,"Botafogo",NA,NA,10,NA,40,4,6,34,1,19,1,6,NA,NA,NA,2,NA,NA
"745","Leonardo Campos Duarte da Silva","leo-duarte","Léo Duarte","https://s.glbimg.com/es/sde/f/2018/05/04/ee1f02d44cf27eea6302d6696a7ca975_FORMATO.png",94214,24,"FLA","zag","Provável",6.2,9.3,0.49,4.28,"Flamengo",NA,NA,9,NA,16,11,3,13,NA,26,1,4,NA,NA,NA,NA,NA,NA
"746","Diego Cristiano Evaristo","diego-pituca","Diego Pituca","https://s.glbimg.com/es/sde/f/2018/05/23/b000e3a74b1d514b1c00ae683fb9a21a_FORMATO.png",94156,24,"SAN","mei","Provável",0.5,3.81,-0.65,3.24,"Santos",NA,NA,26,NA,36,NA,3,23,NA,36,NA,10,NA,3,NA,NA,NA,NA
"747","Raphael Cavalcante Veiga","raphael-veiga","Raphael Veiga","https://s.glbimg.com/es/sde/f/2018/05/08/0d3ebad476e49da96d45503920efe53f_FORMATO.png",94509,24,"ATL","mei","Provável",2.8,6,0.68,2.01,"Atlético-PR",NA,NA,17,NA,32,NA,6,17,2,6,11,7,NA,3,NA,2,NA,NA
"748","Michel Ferreira dos Santos","michel","Michel ","https://s.glbimg.com/es/sde/f/2018/05/21/85cd3dd4979fed2379f69e0aeeaee152_FORMATO.png",71920,24,"GRE","mei","Contundido",0,4.7,0,1.9,"Grêmio",NA,NA,1,NA,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"749","Tiago Retzlaff Nunes","tiago-nunes","Tiago Nunes","https://s.glbimg.com/es/sde/f/2018/06/28/b5606c7af78b7724cc8806c65fce3f1e_FORMATO.png",98057,24,"ATL","tec","Provável",1.35,9.48,0.08,4.1,"Atlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Paulo Roberto Valoura Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2018/05/25/c45bca15473040483b19685839de093e_FORMATO.png",71937,24,"CEA","mei","Nulo",0,5.6,0,3.39,"Ceará",NA,NA,7,NA,34,NA,NA,17,NA,25,5,7,NA,NA,NA,NA,NA,NA
"751","Diogo José Gonçalves da Silva","diogo-silva","Diogo Silva","https://s.glbimg.com/es/sde/f/2018/08/29/0bedcd75702ef7ed90afd2825f1f57c9_FORMATO.jpeg",71882,24,"CEA","gol","Nulo",5.5,3.23,1.23,5.5,"Ceará",NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Ronaldo da Silva Souza","ronaldo","Ronaldo","https://s.glbimg.com/es/sde/f/2018/05/04/4a712964d24db411eb2f071aaef4a483_FORMATO.png",92981,24,"FLA","mei","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Ricardo César Dantas da Silva","ricardo-silva","Ricardo Silva","https://s.glbimg.com/es/sde/f/2018/04/20/295c4ab26ba72d42690b414ec721c2ea_FORMATO.png",79334,24,"AME","zag","Nulo",0,3,0,0,"América-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Bruno Cortês Barbosa","bruno-cortez","Bruno Cortez","https://s.glbimg.com/es/sde/f/2018/05/18/0ba3c7d69167c8dcfafe511fc043e800_FORMATO.png",72079,24,"GRE","lat","Nulo",1.4,14.77,-1.18,5.77,"Grêmio",NA,NA,23,NA,42,14,3,24,NA,35,1,NA,NA,NA,NA,1,NA,NA
"755","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,24,"CHA","mei","Suspenso",0,4,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Pedro Henrique Perotti","perotti","Perotti","https://s.glbimg.com/es/sde/f/2018/05/24/7a6258cfd7a8c2d933e2e742f3c6f783_FORMATO.png",94286,24,"CHA","ata","Contundido",0,2,0,0,"Chapecoense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Pedro Guilherme Abreu dos Santos","pedro","Pedro","https://s.glbimg.com/es/sde/f/2018/01/21/8a0f5cf3775be841f66c7bbb1bdf14d1_FORMATO.png",94583,24,"FLU","ata","Contundido",0,15.34,0,7.18,"Fluminense",NA,NA,40,NA,33,NA,1,26,10,14,11,23,NA,2,NA,3,NA,NA
"758","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2018/05/25/9437477289ccd352c97a67ca86f16f82_FORMATO.png",79336,24,"CEA","ata","Nulo",0,2,0,0,"Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Marcelo David Báez Casco","baez","Báez","https://s.glbimg.com/es/sde/f/2018/03/21/9be3f44890b3185c67afbd3e71dd96b2_FORMATO.png",93050,24,"PAR","lat","Nulo",0,1.85,0,0.77,"Paraná",NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA
"760","João Victor da Vitória Fernandes","capixaba","Capixaba","https://s.glbimg.com/es/sde/f/2018/09/03/b0eba9c545beb0d8404a5e46bfb70536_FORMATO.png",94894,24,"CHA","ata","Contundido",1.7,1.75,0.25,0.14,"Chapecoense",NA,NA,7,NA,6,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Mateus Norton Gomes Chaves","mateus-norton","Mateus Norton","https://s.glbimg.com/es/sde/f/2018/05/18/ae81c88221cf8393802e2d749361898d_FORMATO.png",94336,24,"FLU","mei","Nulo",0,2.49,0,1.85,"Fluminense",NA,NA,4,NA,18,NA,1,7,NA,12,1,1,NA,NA,NA,NA,NA,NA
"762","Bryan Alfredo Cabezas Segura","cabezas","Cabezas","https://s.glbimg.com/es/sde/f/2018/07/27/9bd877b1191283ea4170572bb43bbe4a_FORMATO.png",94785,24,"FLU","ata","Nulo",0,7,0,0,"Fluminense",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Álvaro Vieira de Oliveira","alvaro","Álvaro","https://s.glbimg.com/es/sde/f/2018/07/20/a7d42e8d9df250812649327ffc9742f8_FORMATO.png",98097,24,"INT","ata","Nulo",0,1,0,0,"Internacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Lucas Tolentino Coelho de Lima","lucas-paqueta","Lucas Paquetá","https://s.glbimg.com/es/sde/f/2018/05/04/a51d4ecef8c077c6114fcc199a9b40e4_FORMATO.png",94930,24,"FLA","mei","Provável",0,22.13,0,7.41,"Flamengo",NA,NA,51,NA,64,NA,4,35,6,46,23,19,1,1,NA,1,NA,NA
"765","Giovanni Palmieri dos Santos","giovanni","Giovanni","https://s.glbimg.com/es/sde/f/2018/05/07/bb4f1adb5bf49bba67eace97f861dea9_FORMATO.png",72097,24,"AME","lat","Contundido",4.5,8.65,-0.01,4.74,"América-MG",NA,NA,14,NA,21,5,3,12,3,24,2,7,NA,NA,NA,2,NA,NA
"766","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2018/06/26/a77b90cda4d9d26c34f44befcf3a4f6d_FORMATO.png",72142,24,"COR","lat","Provável",-1.3,5.56,0.17,1.94,"Corinthians",NA,NA,12,NA,44,3,1,23,NA,12,6,3,1,NA,NA,1,1,NA
"767","Luis Antônio da Rocha Júnior","juninho-capixaba","Juninho Capixaba","https://s.glbimg.com/es/sde/f/2018/07/25/49d7d2f3cc1d0ef8b78666c591c1128d_FORMATO.png",94968,24,"GRE","lat","Nulo",0,4.56,0,0.05,"Grêmio",NA,NA,NA,NA,3,NA,1,3,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"768","Nery Rubén Bareiro Zorrilla","nery-bareiro","Nery Bareiro","https://s.glbimg.com/es/sde/f/2018/05/24/0c06a4174eedc3d6995146e7fc6bd3b2_FORMATO.png",79276,24,"CHA","zag","Provável",4,4.21,0.75,0.87,"Chapecoense",NA,NA,2,NA,NA,NA,NA,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"769","João Paulo Mior","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2017/04/17/6b2d599609eccc7671f1c4a23739c2d7_FORMATO.png",72168,24,"BOT","mei","Contundido",0,10,0,0,"Botafogo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Deijair dos Santos Nunes","deijair","Deijair ","https://s.glbimg.com/es/sde/f/2018/03/21/f9f4e4a6a22fe72fe865c297f6ae648a_FORMATO.png",94966,24,"BAH","gol","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Luís Fernando Santos da Conceição","luis-fernando","Luís Fernando","https://s.glbimg.com/es/sde/f/2018/03/21/016423f7f0c067d4f9d7dd7e462ee84e_FORMATO.png",94971,24,"BAH","mei","Nulo",0,1,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Jailson Marcelino dos Santos","jailson","Jailson","https://s.glbimg.com/es/sde/f/2017/04/18/63a42550ea5f70d0bbc92287dd6ac259_FORMATO.png",72290,24,"PAL","gol","Nulo",0,13.68,0,4.75,"Palmeiras",23,NA,NA,11,10,4,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"773","Marco Antônio Rosa Furtado Júnior","marco-antonio","Marco Antônio","https://s.glbimg.com/es/sde/f/2018/03/21/5bea6fd938bc4b34ea0ba52b788b8b3a_FORMATO.png",94975,24,"BAH","mei","Provável",0,1.85,0,1.25,"Bahia",NA,NA,13,NA,11,NA,1,3,NA,4,1,3,NA,NA,NA,1,NA,NA
"774","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2017/04/24/0bf67a6d877be0a2c761a714831fe092_FORMATO.png",98333,24,"FLA","gol","Nulo",0,3,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Éverson Felipe Marques Pires","everson","Éverson","https://s.glbimg.com/es/sde/f/2018/08/14/7ab52b47d50462cc76be6f11092e2404_FORMATO.png",72294,24,"CEA","gol","Provável",0,12.61,0,6.09,"Ceará",44,NA,9,22,9,7,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"776","Mateus da Silva Vital Assumpção","mateus-vital","Mateus Vital","https://s.glbimg.com/es/sde/f/2018/03/20/737d7c44d8457c420b7d44f962dc43a2_FORMATO.png",93108,24,"COR","mei","Nulo",0,4.78,0,1.64,"Corinthians",NA,NA,17,NA,25,NA,NA,8,1,8,4,7,1,1,NA,2,NA,NA
"777","Tiago Pagnussat","tiago","Tiago ","https://s.glbimg.com/es/sde/f/2018/03/21/d0b3cd897f4a410323886fb6d92bd822_FORMATO.png",79042,24,"BAH","zag","Dúvida",0,10.1,0,4.1,"Bahia",NA,NA,15,NA,38,5,3,25,2,26,5,9,NA,NA,NA,2,NA,NA
"778","Yan Matheus Santos Souza","yan","Yan","https://s.glbimg.com/es/sde/f/2017/05/11/eb94eeb460306451c24553f35509e933_FORMATO.png",93146,24,"PAL","mei","Nulo",0,1,0,0,"Palmeiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Guilherme Bitencourt da Silva","guilherme-biteco","Guilherme Biteco","https://s.glbimg.com/es/sde/f/2018/03/21/99b739570272c9b1d4c9ce878c22407c_FORMATO.png",79064,24,"PAR","mei","Nulo",0,3.99,0,1.12,"Paraná",NA,NA,1,NA,4,NA,3,3,1,2,1,2,NA,NA,NA,NA,NA,NA
"780","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2018/05/23/eb04770f3da8a1f12c1c106ae49306e1_FORMATO.png",79035,24,"SAN","zag","Nulo",0,2.98,0,0.23,"Santos",NA,NA,1,NA,6,1,2,6,NA,3,NA,NA,NA,NA,NA,1,NA,NA
"781","Rodrigo Alves da Cruz","rodrigo-alves","Rodrigo Alves","https://s.glbimg.com/es/sde/f/2018/08/05/62200f085be5b3ab15f13e3e72be04e7_FORMATO.png",98184,24,"BAH","ata","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Luan Ferreira dos Santos","luan-santos","Luan Santos","https://s.glbimg.com/es/sde/f/2018/09/03/78c202f3ae22c727d4894a13a1ff9a12_FORMATO.png",94977,24,"VIT","ata","Nulo",0,3,0,0,"Vitória",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Luiz Otávio Anacleto Leandro","luiz-otavio","Luiz Otávio","https://s.glbimg.com/es/sde/f/2018/05/25/415ca8e21d5dcca6c767a0485b2765a3_FORMATO.png",72359,24,"CEA","zag","Provável",5.8,8.64,0.47,3.71,"Ceará",NA,NA,7,NA,15,7,4,9,NA,32,NA,6,NA,NA,NA,NA,NA,NA
"784","Aderllan Leandro de Jesus Santos","aderllan","Aderllan","https://s.glbimg.com/es/sde/f/2018/05/03/60b2990a0f82b23d2ecc835331dbb9a7_FORMATO.png",93296,24,"VIT","zag","Provável",5,3.95,-0.25,3.27,"Vitória",NA,NA,7,NA,17,6,1,18,1,11,4,5,NA,NA,NA,NA,1,NA
"785","Estevão Renato Pereira Júnior","estevao","Estevão",NA,98215,24,"GRE","mei","Nulo",0,1,0,0,"Grêmio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,24,"INT","zag","Provável",7.5,18.48,0.78,7.45,"Internacional",NA,NA,20,NA,43,13,8,26,2,66,2,2,NA,1,NA,1,NA,NA
"787","Joeliton Lima Santos","mansur","Mansur","https://s.glbimg.com/es/sde/f/2018/03/21/58740180fa39ea528e64aa42ba67215c_FORMATO.png",79553,24,"PAR","lat","Nulo",0,3.43,0,1.27,"Paraná",NA,NA,8,NA,29,3,2,19,NA,8,3,3,1,NA,1,NA,NA,NA
"788","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2018/03/01/a4001473c0c581b61769bb3db00efcaa_FORMATO.png",72372,24,"ATL","gol","Nulo",0,1.8,0,0.55,"Atlético-PR",1,NA,NA,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","Felipe Matheus Filgueira de Araújo","felipinho","Felipinho","https://s.glbimg.com/es/sde/f/2018/03/15/c09e808e2c3c8588eda6595422dcb9f6_FORMATO.png",94981,24,"BAH","mei","Nulo",0,2,0,0,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
