"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","FD","FF","FS","FT","G","GC","I","PI","SG","DD","DP","GS","CV","PP"
"693","Paulo César Autuori de Mello","paulo-autuori","Paulo Autuori","https://s.glbimg.com/es/sde/f/2020/10/21/a61792c7a74e5f1d704faca06e9143e6_FORMATO.png",36943,23,293,"tec","Provável",0.92,7.9,-0.93,3.14,17,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Augusto Sérgio Ferreira","guto-ferreira","Guto Ferreira","https://s.glbimg.com/es/sde/f/2020/07/19/37fe3fab756c44fa3a64d440c3298942_FORMATO.png",37245,23,354,"tec","Provável",5.3,9.17,0.12,3.63,22,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2020/07/21/e063b0d6307468bf5a905f24f53404ff_FORMATO.png",102352,23,264,"mei","Nulo",0,6.35,0,2.95,8,"264",2,2,7,8,2,4,9,NA,1,NA,NA,35,NA,NA,NA,NA,NA,NA
"696","Caio Vidal Rocha","caio","Caio","https://s.glbimg.com/es/sde/f/2020/07/20/e986424fc26888b6bd9ec0673a9a6b5d_FORMATO.png",107745,23,285,"ata","Nulo",0,2.19,0,3,1,"285",NA,NA,2,2,NA,NA,6,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA
"697","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2020/11/03/5017d907e4b43c79caf908b5d32626b2_FORMATO.png",37281,23,265,"tec","Provável",3.56,7.08,-0.17,3.08,10,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Bruno Conceição Praxedes","praxedes","Praxedes","https://s.glbimg.com/es/sde/f/2020/07/20/521eb9012cf96bba8e8c3b08e79b3138_FORMATO.png",107744,23,285,"mei","Nulo",0,0.78,0,-0.29,8,"285",NA,3,9,10,NA,3,4,NA,NA,NA,1,42,NA,NA,NA,NA,NA,NA
"699","Marcelo Augusto Oliveira Chamusca","marcelo-chamusca","Marcelo Chamusca","https://s.glbimg.com/es/sde/f/2019/04/18/bb15f1b6f0431b9df73151cf80c33cb7_FORMATO.png",37319,23,356,"tec","Nulo",0,7.59,0,3.07,2,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Vanderson de Oliveira Campos","vanderson","Vanderson","https://s.glbimg.com/es/sde/f/2020/07/19/24a0d42c1091b86fce08bf917f0cb817_FORMATO.png",107750,23,284,"lat","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","César Coelho Campos Júnior","cesinha","Cesinha","https://s.glbimg.com/es/sde/f/2020/11/05/e2a81a7381cac3a02c6d73e7ba2e403c_FORMATO.png",107746,23,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,23,290,"ata","Nulo",0,5.09,0,1.56,13,"290",NA,4,4,23,6,6,10,NA,4,NA,15,57,NA,NA,NA,NA,NA,NA
"703","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2020/11/10/d68199419ff143b307ce4d3ea8cbbbaf_FORMATO.png",37333,23,373,"tec","Provável",4.06,9,-0.06,4.63,3,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Nicolas Miguel Morsch","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/11/24/7e2bdadbf80e322a2565aa10af6d9082_FORMATO.png",107752,23,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Jonathan Cícero Moreira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/03/30/8b5651c87880d8422c6440c0edfc069a_FORMATO.png",37662,23,293,"lat","Nulo",0,9.64,0,3.07,8,"293",1,2,8,4,NA,NA,4,NA,NA,NA,NA,45,4,NA,NA,NA,NA,NA
"706","Marcelo Boeck","marcelo-boeck","Marcelo Boeck","https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png",37788,23,356,"gol","Nulo",0,4,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","Carlos Eduardo da Silva Rodrigues Lima","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/07/20/e4dbbf8866206bb1c0611baf30621efc_FORMATO.png",107756,23,285,"zag","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png",37688,23,263,"mei","Nulo",0,4.72,0,0.67,3,"263",NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"709","Murilo Gomes Barreto Neto","murilo","Murilo","https://s.glbimg.com/es/sde/f/2020/11/24/2921071a7cd4ff8857a5a839aad0fa4f_FORMATO.png",107755,23,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Rildo Gonçalves de Amorim Filho","rildo","Rildo",NA,107798,23,284,"mei","Nulo",0,0.79,0,0.15,2,"284",NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"711","Luan Vinícius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,23,276,"mei","Provável",3.3,3.92,0.41,1.4,12,"276",NA,3,26,12,1,1,5,NA,NA,NA,NA,17,NA,NA,NA,NA,NA,NA
"712","Leonardo Ferreira Gonçalves","leo-ferreira","Léo Ferreira","https://s.glbimg.com/es/sde/f/2020/09/16/af972d3c671cad3d18f6cfdebf06700c_FORMATO.png",107760,23,285,"ata","Nulo",0,1.45,0,1.5,1,"285",NA,NA,NA,1,NA,3,1,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"713","Nathan Otávio Ribeiro","nathan-ribeiro","Nathan Ribeiro","https://s.glbimg.com/es/sde/f/2020/03/03/96fb7ded5758b12433b954935496405f_FORMATO.png",102607,23,294,"zag","Nulo",0,3,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Rokenedy dos Santos","rokenedy","Rokenedy ","https://s.glbimg.com/es/sde/f/2020/11/27/aac8321f06c7b18cef1c545fa597439b_FORMATO.png",107852,23,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"715","Pablo Thiago Ferreira Thomaz","pablo-thomaz","Pablo Thomaz","https://s.glbimg.com/es/sde/f/2020/09/30/a7b22d74d41827304b8a71b4c57641d3_FORMATO.png",102797,23,294,"ata","Nulo",0,0.92,0,0.4,3,"Coritiba",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA
"716","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2020/08/11/1546fc5edcfb41d2e8f79f6eca1f6899_FORMATO.png",38162,23,266,"ata","Contundido",0,3.4,0,2.1,12,"266",2,3,1,14,4,2,20,NA,2,NA,2,42,NA,NA,NA,NA,NA,NA
"717","Pedro Felipe De Faria Rangel","pedro-rangel","Pedro Rangel","https://s.glbimg.com/es/sde/f/2020/11/30/4e23db7254caf320d53e78d8566d93c5_FORMATO.png",110708,23,266,"gol","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","João Alves de Assis Silva","jo","Jô","https://s.glbimg.com/es/sde/f/2020/07/21/71eb3b59df93d002977cbc1dcaa52025_FORMATO.png",38138,23,264,"ata","Nulo",0,10.67,0,2.51,13,"264",1,NA,NA,9,5,5,13,1,3,NA,5,49,NA,NA,NA,NA,NA,1
"719","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,23,354,"gol","Nulo",0,5.57,0,2.7,21,"354",NA,2,NA,1,NA,NA,2,NA,NA,NA,NA,176,6,28,NA,32,NA,NA
"720","Geilson Cerqueira Almeida","geilson","Geilson","https://s.glbimg.com/es/sde/f/2020/09/13/5207c4706aaf2d2b36e55db1e5a4a7ae_FORMATO.png",107882,23,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Fabricio do Nascimento Biato","fabricio","Fabrício","https://s.glbimg.com/es/sde/f/2018/11/30/09f85c2c1fe3a2f2b6838539c51afd95_FORMATO.png",103765,23,275,"ata","Nulo",0,1.54,0,1.6,1,"275",NA,NA,NA,1,NA,1,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"722","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2020/10/20/af3767d7c68c5209a846f6612fe76c29_FORMATO.png",38229,23,264,"lat","Nulo",0,6.87,0,4.68,8,"264",NA,NA,10,6,NA,NA,2,NA,1,NA,NA,36,5,NA,NA,NA,NA,NA
"723","Nathan Uilian Fogaça","nathan","Nathan ","https://s.glbimg.com/es/sde/f/2020/03/03/e6e59b655c3cc3a36d2dd52bda9b59d7_FORMATO.png",102667,23,294,"ata","Nulo",0,0.79,0,0.17,7,"Coritiba",NA,NA,1,4,2,NA,3,NA,NA,NA,1,12,NA,NA,NA,NA,NA,NA
"724","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2020/07/23/d754afbf0688120fadf03222730e5233_FORMATO.png",38001,23,265,"gol","Nulo",0,0.76,0,-1.23,4,"265",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,34,NA,4,NA,9,NA,NA
"725","Gustavo Henrique Santos","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/08/31/a66028d14e1ccfc443e22f7adb4afb0e_FORMATO.png",107963,23,282,"zag","Nulo",0,2,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2020/02/28/0be52fce88dbd641cee3e966d4765bbb_FORMATO.png",102907,23,265,"gol","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,23,282,"ata","Contundido",0,9,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"728","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,23,284,"mei","Contundido",0,3.1,0,0.5,9,"284",NA,1,8,6,1,3,2,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA
"729","Romildo Del Piage de Souza","romildo","Romildo","https://s.glbimg.com/es/sde/f/2020/09/30/adfe338d662135f7233e4762688716a1_FORMATO.png",107972,23,263,"mei","Nulo",0,1,0,0,0,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Gabriel Silva Vieira","gabriel-silva","Gabriel Silva","https://s.glbimg.com/es/sde/f/2020/08/31/0a2bee87b74c5aa4a5eb332b01b24185_FORMATO.png",103766,23,275,"mei","Nulo",1.9,0.89,0.12,-0.14,5,"275",NA,1,NA,2,NA,4,NA,NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA
"731","Jaime Alberto Alvarado Hoyos","alvarado","Alvarado","https://s.glbimg.com/es/sde/f/2020/07/25/4a02063b707aa80eda6644030e78eaf9_FORMATO.png",107991,23,293,"mei","Nulo",0,3.46,0,0.7,7,"293",NA,1,7,5,NA,NA,1,1,NA,NA,NA,11,NA,NA,NA,NA,NA,NA
"732","Vinicius Milani Bueno","milani","Milani","https://s.glbimg.com/es/sde/f/2020/09/24/2d3cd30922ec8cb50738decdc8bd86f1_FORMATO.png",110188,23,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Gabriel Santos Cordeiro Lacerda","gabriel-lacerda","Gabriel Lacerda","https://s.glbimg.com/es/sde/f/2020/07/21/3dc2061d37b1f85d9dd8d9dd72cb35de_FORMATO.png",108176,23,354,"zag","Nulo",0,3.37,0,3.01,8,"354",1,NA,6,3,1,NA,3,NA,NA,NA,NA,32,3,NA,NA,NA,NA,NA
"734","Leonardo Siqueira de Paiva Bezerra","leonardo","Leonardo","https://s.glbimg.com/es/sde/f/2020/10/29/58bd0e0b96262b9f0d74c0126f321e00_FORMATO.png",108424,23,373,"gol","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","César Rafael Haydar Villarreal","haydar","Haydar","https://s.glbimg.com/es/sde/f/2020/08/28/ba3142fb0b8e45fc8ea4206aff5b19ea_FORMATO.png",108385,23,280,"zag","Nulo",0,2,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,23,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Danilo Alves da Silva","danilo","Danilo","",107981,23,373,"zag","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,23,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Luiz Henrique André Rosa da Silva","luiz-henrique","Luiz Henrique","https://s.glbimg.com/es/sde/f/2020/08/11/4a5576c976d8d907bed2a36ae3e556bb_FORMATO.png",109282,23,266,"ata","Nulo",2.2,2.77,0.33,2.03,16,"266",1,NA,17,9,2,9,5,NA,1,NA,3,35,NA,NA,NA,NA,NA,NA
"740","Denilson Rodrigues Roldão","denilson","Denilson","https://s.glbimg.com/es/sde/f/2020/10/04/0e3d68c778426e447bda7cfe1987508c_FORMATO.png",104025,23,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Vitor João Batista Santos","vitao","Vitão","https://s.glbimg.com/es/sde/f/2020/08/19/8d89e0782d31ffe143e665f63aca12a9_FORMATO.png",109318,23,354,"zag","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Antonio Javier Galeano Ferreira","galeano","Galeano","https://s.glbimg.com/es/sde/f/2020/11/24/baf8be08bf77da46ebb9a0b8eeda4277_FORMATO.png",108713,23,276,"ata","Nulo",0,1,0,0,0,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Otávio Ataide da Silva","otavio","Otávio","https://s.glbimg.com/es/sde/f/2020/09/24/8cbc0bff17eaf390ffb3ae97064a3cd9_FORMATO.png",110189,23,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","Vitor Benedito Leque da Silva","vitor","Vitor","",108714,23,373,"ata","Nulo",0,1.26,0,1.7,1,"373",NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Matheus Nascimento de Paula","matheus-nascimento","Matheus Nascimento","https://s.glbimg.com/es/sde/f/2020/08/31/21f8af047c8476ce2fe45bfe2b91e4ea_FORMATO.png",109114,23,263,"ata","Nulo",0,0.77,0,-0.5,1,"263",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Yuri de Oliveira","yuri-de-oliveira","Yuri de Oliveira","https://s.glbimg.com/es/sde/f/2020/09/24/44a977be355ae4ac44c218ce35daa72a_FORMATO.png",110190,23,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Odair Marciano de Oliveira Filho","odair","Odair","",108745,23,373,"zag","Nulo",0,2,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Érick Alexander Pluas Vera","pluas","Pluas","https://s.glbimg.com/es/sde/f/2020/11/13/94c2dc22284d7c8c2c9fbfa1e9959b2e_FORMATO.png",109323,23,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Adriano Reis Nantes Junior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/11/13/bad72c6c05837e40c4d297eb099510c9_FORMATO.png",110604,23,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Dhouglas Francisco de Souza Rodrigues","dhouglas","Dhouglas","https://s.glbimg.com/es/sde/f/2020/09/25/1818bb4633cf442d563554d960f49f84_FORMATO.png",110207,23,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Gabriel Vinícius Menino","gabriel-menino","Gabriel Menino","https://s.glbimg.com/es/sde/f/2020/01/20/119d338ee09aacf08faae33fa7047de7_FORMATO.png",103767,23,275,"mei","Provável",5,6.13,0.99,2.96,17,"275",4,5,38,24,4,11,31,NA,NA,NA,4,128,NA,NA,NA,NA,NA,NA
"752","Jean Carlos Quiñónez Preciado","quinonez","Quiñonez","https://s.glbimg.com/es/sde/f/2020/11/11/ca052c606a273c2ab77e153f2cc17ae5_FORMATO.png",109324,23,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Lázaro Vinicius Marques","lazaro","Lázaro","https://s.glbimg.com/es/sde/f/2020/09/24/37e5fc1f9ead239d4e673aadc291e8db_FORMATO.png",110193,23,262,"ata","Nulo",0,2.35,0,0,1,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Raul Gustavo Pereira Bicalho","raul-gustavo","Raul Gustavo","https://s.glbimg.com/es/sde/f/2020/09/07/6ef42a43a591123de1b0e724686af4fd_FORMATO.png",109389,23,264,"zag","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","Victor Hugo Baptista Mafra","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/11/13/34baa7b12bdf6a2ef09299749bfeae30_FORMATO.png",109326,23,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Antonio Mikael Rodrigues Brito","mikael-doka","Mikael Doka","",110606,23,277,"lat","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","Vinícius Balieiro Lourenço de Carvalho","vinicius-balieiro","Vinícius Balieiro","https://s.glbimg.com/es/sde/f/2020/11/14/c67891a65c3ee2201518cd07b8463081_FORMATO.png",110605,23,277,"mei","Nulo",0,4.43,0,4.8,2,"Santos",NA,NA,10,6,NA,NA,6,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA
"758","Gabriel Cordeiro Pirani","gabriel-pirani","Gabriel Pirani","https://s.glbimg.com/es/sde/f/2020/11/14/08353344752fbeb7692e9eb14bbd734d_FORMATO.png",110607,23,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Helber Ítalo dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/08/03/e97b986421d4e4f78f7277bb663147fc_FORMATO.png",109395,23,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","João Vitor Moreira Dos Santos","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/11/16/40bab31e5f13f21221d786968d347c5f_FORMATO.png",110623,23,294,"ata","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Vinicius Silveira de Mello","vinicius-silveira","Vinicius Silveira","https://s.glbimg.com/es/sde/f/2020/11/24/3bff6c9ad26c04233fd3a10fff1e149e_FORMATO.png",110687,23,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Vinícius de Azevedo Barcellos","vinicius-barcellos","Vinícius Barcellos",NA,110672,23,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Mateus Oliveira Mendes","mateus","Mateus","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg",110624,23,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Maximiliano Ezequiel Zalazar","maxi-salazar","Maxi Salazar","https://s.glbimg.com/es/sde/f/2020/11/24/dd71a83fb1643a92885b65d1a63f4131_FORMATO.png",110689,23,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Vinicius Augusto Tobias da Silva","vinicius-tobias","Vinicius Tobias","https://s.glbimg.com/es/sde/f/2020/11/24/ecf4bcd928424500d31efe161887e297_FORMATO.png",110688,23,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Wesley Hudson da Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/11/18/c584984893d30e750f7f99ec6d38df17_FORMATO.png",110631,23,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Brayan Damián Lucumí Lucumí","brayan-lucumi","Brayan Lucumí ","https://s.glbimg.com/es/sde/f/2020/11/20/ba8f516874bee59c78902a6aa76ac76a_FORMATO.png",110635,23,294,"ata","Nulo",0,4.29,0,0.8,1,"Coritiba",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA
"768","Samuel Conceição Toscas","samuel-toscas","Samuel Toscas","https://s.glbimg.com/es/sde/f/2020/11/18/1163b4f1970ede4aecf64d87d2bb2d4f_FORMATO.png",110630,23,282,"lat","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Gustavo Silva de Oliveira","gustavo-oliveira","Gustavo Oliveira","https://s.glbimg.com/es/sde/f/2020/11/18/a1a93309a09e937585036cb85c3ee276_FORMATO.png",110633,23,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Sivaldo de Jesus Santos Junior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2020/11/18/fc9de62a0fce79ca40875ef8cd6b7d04_FORMATO.png",110626,23,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Thiago Eduardo de Andrade","thiago-andrade","Thiago Andrade","https://s.glbimg.com/es/sde/f/2020/07/21/163c66fbf49410b2857a538d17b1b433_FORMATO.png",109404,23,265,"ata","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","Luiz Filipe dos Reis Silva","luiz-filipe","Luiz Filipe","https://s.glbimg.com/es/sde/f/2020/11/18/a895ebab07255b916c4b4d3a9cb185eb_FORMATO.png",110632,23,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Derick Fernando da Silva","derick","Derick ","https://s.glbimg.com/es/sde/f/2020/09/08/24438480d9271c4a4a3cf8954098d02b_FORMATO.png",109830,23,277,"zag","Nulo",0,0.77,0,0,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2020/11/17/b1766906a83be062261db4d6584d9d49_FORMATO.png",68834,23,373,"mei","Nulo",0,4.7,0,0,1,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
