"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","DS","FC","PI","SG","FD","FS","DD","GS","FF","G","I","FT","CV","GC","DP","PP"
"616","Felipe de Oliveira Conceição","felipe-conceicao","Felipe Conceição","https://s.glbimg.com/es/sde/f/2020/08/07/be43162d455c480219086e63376e05e6_FORMATO.png",90437,6,280,"tec","Provável",0.81,5.95,-0.22,2.46,6,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","Aderlan de Lima Silva","aderlan","Aderlan","https://s.glbimg.com/es/sde/f/2020/07/28/10421e422ea8a27f59d89f98423c8dab_FORMATO.png",88423,6,280,"lat","Dúvida",-3.2,8.71,-1.44,2.78,6,"Bragantino",NA,1,25,14,54,NA,1,5,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"618","Uillian Correia Granemann","uillian-correia","Uillian Correia","https://s.glbimg.com/es/sde/f/2020/07/28/0e53aa2f143ac0e5e0db6e7dbe0fce14_FORMATO.png",72007,6,280,"mei","Nulo",0,4,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,6,373,"mei","Provável",1.5,4.35,0.15,1.72,5,"Atlético-GO",NA,1,7,2,42,NA,1,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"620","Artur Victor Guimarães","artur","Artur","https://s.glbimg.com/es/sde/f/2020/07/28/e1784a425e398f05dd3d8f178a3ddaf6_FORMATO.png",95799,6,280,"ata","Provável",4.5,12.95,0.34,3.47,6,"Bragantino",1,1,7,5,51,NA,4,18,NA,NA,7,NA,2,NA,NA,NA,NA,NA
"621","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,6,280,"lat","Provável",0,2.89,0,0.52,5,"Bragantino",NA,1,10,10,71,NA,1,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA
"622","Robson José Brilhante Martins","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/07/28/24d96e13fa7243a3ebaa5bf8a94bcdfd_FORMATO.png",97461,6,280,"ata","Nulo",0,2.47,0,1.98,4,"Bragantino",1,NA,3,2,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"623","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,6,280,"gol","Nulo",0,1,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","Cleiton Schwengber","cleiton","Cleiton","https://s.glbimg.com/es/sde/f/2020/08/11/56999db7c665007bbfe8c1e1b0e76f8d_FORMATO.png",93882,6,280,"gol","Provável",-2,0.76,0.01,-1.05,6,"Bragantino",NA,NA,NA,NA,33,NA,NA,2,4,10,NA,NA,NA,NA,NA,NA,NA,NA
"625","Alerrandro Barra Mansa Realino de Souza","alerrandro","Alerrandro","https://s.glbimg.com/es/sde/f/2020/07/28/e7ad33aff8b2ab2890e6f1e782d86362_FORMATO.png",101715,6,280,"ata","Contundido",0,11.02,0,6.72,5,"Bragantino",NA,NA,3,4,17,NA,2,8,NA,NA,3,3,3,1,NA,NA,NA,NA
"626","Victor Hugo Santana Carvalho","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/28/51d0ea8bb18b7deb239ab41038d9cf2a_FORMATO.png",95770,6,280,"mei","Contundido",0,3,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"627","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,6,290,"gol","Provável",0,8.77,0,0.75,2,"Goiás",NA,NA,NA,NA,20,1,NA,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA
"628","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,6,290,"ata","Nulo",0,0.75,0,-1.07,3,"Goiás",NA,1,1,3,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"629","Bruno Nunes de Barros","bruno-tubarao","Bruno Tubarão","https://s.glbimg.com/es/sde/f/2020/07/28/463ff91ecdd216754f963fbe0244e831_FORMATO.png",93637,6,280,"mei","Nulo",1.7,1.94,0.33,0.76,5,"Bragantino",NA,NA,5,2,12,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"630","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,6,293,"ata","Nulo",0,15.46,0,5.9,5,"Athlético-PR",1,1,5,13,29,NA,4,11,NA,NA,2,2,NA,1,NA,NA,NA,NA
"631","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,6,293,"zag","Provável",0,2.97,0,0.5,3,"Athlético-PR",1,1,NA,5,13,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"632","Claudio Luiz Rodrigues Parisi Leonel","claudinho","Claudinho","https://s.glbimg.com/es/sde/f/2020/07/28/552853b4ec9d01e9cfe52d7863da96fd_FORMATO.png",92630,6,280,"ata","Nulo",0,14,0,6.04,5,"Bragantino",1,NA,11,1,45,NA,4,8,NA,NA,3,1,NA,NA,NA,NA,NA,NA
"633","Alan Steven Franco Palma","franco","Franco","https://s.glbimg.com/es/sde/f/2020/07/21/d0dbee75f24d198e08b3add287282760_FORMATO.png",39656,6,282,"mei","Provável",0,3.04,0,0.64,5,"Atlético-MG",NA,NA,2,4,18,NA,1,6,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"634","Fabrício Bruno Soares de Faria","fabricio-bruno","Fabrício Bruno","https://s.glbimg.com/es/sde/f/2020/08/07/30c87e07fe73b6315d5dd92b27e9ea12_FORMATO.png",90768,6,280,"zag","Provável",0,0.93,0,-0.4,4,"Bragantino",NA,1,8,5,11,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"635","Anderson Silva da Paixão","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png",102906,6,293,"gol","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"636","Leonardo Rech Ortiz","leo-ortiz","Léo Ortiz","https://s.glbimg.com/es/sde/f/2020/07/28/090452058da707cf73facf6249235bfb_FORMATO.png",97867,6,280,"zag","Provável",2.8,7.37,0.64,3.05,6,"Bragantino",NA,1,13,7,17,NA,1,5,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"637","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,6,293,"lat","Provável",0,9.31,0,3.8,5,"Athlético-PR",NA,NA,11,7,41,1,NA,2,NA,NA,2,1,NA,NA,NA,NA,NA,NA
"638","Walter Kannemann","kannemann","Kannemann","https://s.glbimg.com/es/sde/f/2018/05/21/7a4b8f949ed4d8b668d8c40a33e50edb_FORMATO.png",87342,6,284,"zag","Provável",0,12.14,0,5.05,4,"Grêmio",NA,2,12,12,11,3,NA,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"639","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/02/28/dd86094ef601a75530073e438be55002_FORMATO.png",38231,6,282,"ata","Contundido",0,9,0,0,0,"Atlético-MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"640","Jean Pyerre Casagrande Silveira Correa","jean-pyerre","Jean Pyerre","https://s.glbimg.com/es/sde/f/2019/07/09/c0831db56540c4e253fdd6affa63d176_FORMATO.png",98832,6,284,"mei","Provável",0,12.73,0,4.73,3,"Grêmio",NA,NA,7,2,20,NA,1,4,NA,NA,5,NA,NA,1,NA,NA,NA,NA
"641","Tomás Esteban Cuello","cuello","Cuello","https://s.glbimg.com/es/sde/f/2020/07/28/1eeacbdffc5dd751f52728c41e6c3146_FORMATO.png",98909,6,280,"mei","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"642","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,6,293,"lat","Provável",0,5.43,0,1.75,4,"Athlético-PR",NA,1,9,4,35,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"643","Thonny Anderson da Silva Carvalho","thonny-anderson","Thonny Anderson","https://s.glbimg.com/es/sde/f/2020/07/28/50ffd2282fd3da3693e850891d65327e_FORMATO.png",101484,6,280,"mei","Contundido",0,6,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"644","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,6,265,"ata","Provável",0.9,6.49,0.11,0.9,4,"Bahia",NA,NA,4,4,28,NA,4,5,NA,NA,2,NA,1,NA,NA,NA,NA,1
"645","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,6,290,"mei","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"646","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,6,293,"zag","Nulo",0,2,0,0,0,"Athlético-PR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"647","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,6,265,"mei","Provável",0.4,14.09,-0.84,3.84,5,"Bahia",1,NA,1,5,39,NA,2,13,NA,NA,4,1,1,NA,NA,NA,NA,NA
"648","Henrique Lordelo Souza de Oliveira","henrique-lordelo","Henrique Lordelo","https://s.glbimg.com/es/sde/f/2020/08/26/0ffd54648c0b345f87f9216be1906a0a_FORMATO.jpeg",107259,6,290,"mei","Nulo",0,1,0,0,0,"Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"649","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,6,282,"lat","Nulo",0,5.89,0,2,2,"Atlético-MG",NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"650","Luis Manuel Orejuela García","orejuela","Orejuela","https://s.glbimg.com/es/sde/f/2020/07/19/2277b33232bf3b6a9c2e569271b9f87d_FORMATO.png",95352,6,284,"lat","Nulo",0,8.95,0,3.7,5,"Grêmio",NA,1,12,14,60,3,1,9,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"651","Luan Cândido de Almeida","luan-candido","Luan Cândido","https://s.glbimg.com/es/sde/f/2020/07/28/6e72b464ec47e25ee0d33c043677901a_FORMATO.png",100848,6,280,"lat","Nulo",0,2,0,0,0,"Bragantino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"652","Márcio Antônio de Sousa Júnior","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2020/08/26/52db5bc01e919c1a6c0171614f6052b0_FORMATO.jpeg",95332,6,290,"ata","Nulo",0,2.66,0,-0.9,1,"Goiás",NA,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"653","Maílson Tenório dos Santos","mailson","Maílson","https://s.glbimg.com/es/sde/f/2018/05/24/d5727b385d03345fbbfcdc75ebcdbe7c_FORMATO.png",98034,6,292,"gol","Provável",-5.2,1.89,-2.2,0.27,6,"Sport",NA,1,1,1,54,NA,NA,1,6,8,NA,NA,NA,NA,NA,NA,NA,NA
"654","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,6,292,"mei","Nulo",0,2.9,0,0,1,"Sport",NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2020/07/28/98ed816e6bc98070a63fcc74d25eca77_FORMATO.png",104625,6,280,"lat","Dúvida",0.4,1.19,-0.07,0.1,3,"Bragantino",NA,NA,1,1,10,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"656","Leonardo Javier Realpe Montaño","realpe","Realpe","https://s.glbimg.com/es/sde/f/2020/07/28/b2e83687d1e3ee5357f4fde25603a389_FORMATO.png",106299,6,280,"zag","Nulo",-0.1,3.01,-0.99,-0.1,1,"Bragantino",NA,1,2,1,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"657","Alesandro dos Santos Pereira","ale-santos","Alê Santos","https://s.glbimg.com/es/sde/f/2020/02/27/5751271b660f08e0407f7ee70d3e829f_FORMATO.png",99256,6,292,"mei","Nulo",0,2,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658","Elias Lira Nogueira Júnior ","elias-lira","Elias Lira","https://s.glbimg.com/es/sde/f/2020/07/20/8d3ed365f45f18bd46f6f1219bc5b1c5_FORMATO.png",99034,6,292,"lat","Nulo",0,1,0,0,0,"Sport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,6,292,"mei","Nulo",0,4.4,0,2.48,4,"Sport",NA,1,5,1,13,NA,3,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA
"660","Mike dos Santos Nenatarvicius","mike","Mike","https://s.glbimg.com/es/sde/f/2020/08/26/358cf602cf5fba4ab21e7f61d2a02cf6_FORMATO.jpeg",72389,6,290,"ata","Nulo",0,3.25,0,0.85,2,"Goiás",NA,NA,NA,2,1,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"661","Philip Luiz Soares da Silva","philip","Philip","https://s.glbimg.com/es/sde/f/2020/07/19/d35545c86a24c04675e015ea4e5c9a34_FORMATO.png",73758,6,292,"mei","Nulo",0,1.38,0,-0.4,1,"Sport",NA,NA,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,6,373,"ata","Nulo",3.9,2.93,0.68,1.73,3,"Atlético-GO",NA,NA,2,1,3,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"663","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,6,263,"gol","Provável",3.5,13.19,0.26,4.44,5,"Botafogo",NA,NA,NA,NA,48,1,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA
"664","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,6,265,"zag","Provável",-0.7,4.38,-1.62,-0.7,1,"Bahia",NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"665","Alex Roberto Santana Rafael ","alex-muralha","Alex Muralha","https://s.glbimg.com/es/sde/f/2020/03/02/5719413c4b962fbbd123ca79f634cf8a_FORMATO.png",79066,6,294,"gol","Nulo",0,5,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"666","Cássio Roberto Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2020/07/21/d69bc6de4b00dce33cf2a3f7303c2c45_FORMATO.png",42234,6,264,"gol","Provável",-0.8,9.03,-0.28,1.62,5,"Corinthians",NA,NA,NA,NA,29,1,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA
"667","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2020/03/02/dfd945324c953bf8961a2733f8878bdf_FORMATO.png",50284,6,294,"gol","Provável",12.6,10.13,3.23,5.15,6,"Coritiba",NA,NA,1,NA,46,1,NA,1,9,7,NA,NA,NA,NA,NA,NA,1,NA
"668","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/03/01/c8face553c42ac18972ec8f145b8441c_FORMATO.png",84382,6,263,"lat","Provável",-0.6,3.23,-0.45,-1.43,3,"Botafogo",NA,1,2,5,38,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"669","Carlos Gilberto do Nascimento Silva","gil","Gil","https://s.glbimg.com/es/sde/f/2020/07/21/9d2bb30d4d5c8fa348e34de81829cfa8_FORMATO.png",68923,6,264,"zag","Provável",-0.5,4.17,-0.54,1.38,4,"Corinthians",NA,1,6,4,25,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"670","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,6,265,"zag","Provável",1.4,8.72,-0.37,3.58,5,"Bahia",NA,NA,5,1,18,1,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"671","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,6,354,"gol","Provável",11.9,6.33,0.87,4.23,6,"Ceará",NA,1,NA,NA,46,2,NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,NA
"672","Keisuke Honda","honda","Honda","https://s.glbimg.com/es/sde/f/2020/03/01/c6b6e92b1486785f81549715b0dc9164_FORMATO.png",69940,6,263,"mei","Nulo",0,5.35,0,2.37,3,"Botafogo",NA,NA,10,5,17,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"673","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,6,294,"mei","Provável",4.8,11.46,-0.44,5.95,6,"Coritiba",NA,1,25,4,40,NA,5,13,NA,NA,4,NA,NA,1,NA,NA,NA,NA
"674","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2020/03/02/6ec74772de012171f72f546a01823ea0_FORMATO.png",79578,6,294,"ata","Provável",4.1,2.77,0.73,1.37,6,"Coritiba",NA,2,NA,9,9,NA,3,7,NA,NA,5,1,3,NA,NA,NA,NA,NA
"675","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2020/03/09/df53a31bb47d9ca7d71c5826b26910ea_FORMATO.png",70784,6,276,"ata","Contundido",0,6,0,0,0,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"676","Everton Augusto de Barros Ribeiro","everton-ribeiro","Everton Ribeiro","https://s.glbimg.com/es/sde/f/2020/07/21/f06a07026bcc6a97595016101b72e608_FORMATO.png",51772,6,262,"mei","Provável",-1.6,5.02,-0.73,0.97,6,"Flamengo",NA,1,6,6,35,NA,1,11,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"677","Luan Guilherme de Jesus Vieira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/07/21/6b23ad91843aeaf82a87d7ac0f322ec2_FORMATO.png",86759,6,264,"mei","Nulo",0,7.73,-1.8,4.5,3,"Corinthians",NA,NA,4,4,16,NA,NA,1,NA,NA,2,1,NA,1,NA,NA,NA,NA
"678","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,6,262,"zag","Provável",4.4,9.73,0.45,3.37,6,"Flamengo",NA,1,12,4,12,2,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA
"679","Willian Souza Arão da Silva","willian-arao","Willian Arão","https://s.glbimg.com/es/sde/f/2020/07/21/69e4e139a1d867fc6fc3d06b46ffd68d_FORMATO.png",78478,6,262,"mei","Nulo",-1.5,7.77,-0.81,1.25,6,"Flamengo",NA,1,12,8,18,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"680","Filipe Luís Kasmirski","filipe-luis","Filipe Luís","https://s.glbimg.com/es/sde/f/2020/07/21/13c7ce26874ca832a2aa481d63ff0347_FORMATO.png",38750,6,262,"lat","Provável",7.5,5.79,1.54,2.68,6,"Flamengo",NA,1,15,7,51,2,2,7,NA,NA,1,NA,NA,NA,NA,1,NA,NA
"681","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2020/07/21/89f8a5f044d80c7eac44cc7e54d18438_FORMATO.png",38909,6,262,"mei","Nulo",0.5,5.05,-0.37,0.33,3,"Flamengo",NA,1,2,5,10,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"682","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2020/07/21/b85acd7e2d0f1ab91194e144715ce869_FORMATO.png",38509,6,262,"gol","Dúvida",16.5,10.72,4.14,2.22,5,"Flamengo",NA,NA,NA,NA,19,1,NA,2,6,6,NA,NA,NA,NA,1,NA,NA,NA
"683","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,6,262,"zag","Provável",7.3,6.32,0.8,3.2,2,"Flamengo",NA,NA,3,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","César Bernardo Dutra","cesar","César","https://s.glbimg.com/es/sde/f/2020/07/21/422618b5070192c3866d9dc58a74354a_FORMATO.png",78086,6,262,"gol","Dúvida",4.5,5.09,0.31,3,3,"Flamengo",NA,NA,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,6,262,"zag","Nulo",0,5.47,0,2.64,5,"Flamengo",NA,NA,10,8,27,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,6,262,"ata","Nulo",0,6.33,0,1.02,4,"Flamengo",NA,NA,2,4,18,NA,1,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"687","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,6,262,"lat","Nulo",5,5.75,0.65,3.5,2,"Flamengo",NA,1,5,1,10,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/07/21/eeb09d2fb859b41fc44b71ceb48e9ad0_FORMATO.png",101594,6,262,"mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,6,262,"mei","Provável",1.8,5.42,0.31,0.6,2,"Flamengo",NA,NA,3,3,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,6,262,"mei","Provável",-1.1,9.52,-1.47,2.52,5,"Flamengo",NA,2,15,13,15,NA,NA,16,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"691","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2020/08/11/f3df6bdc76524f571ea66cc968ab62af_FORMATO.png",38913,6,266,"mei","Provável",2.9,11.87,-0.74,6.1,5,"Fluminense",NA,1,4,4,54,NA,2,11,NA,NA,5,3,NA,NA,NA,NA,NA,NA
"692","Robert Ayrton Piris da Motta","piris-da-motta","Piris da Motta","https://s.glbimg.com/es/sde/f/2020/07/21/66692eeeae848a3c29c7646e4312faef_FORMATO.png",95802,6,262,"mei","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2020/07/21/f0f2f28e34457d06873d36cf7c894abd_FORMATO.png",90302,6,262,"ata","Nulo",0,3.79,0,0.1,1,"Flamengo",NA,NA,1,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,6,262,"gol","Nulo",0,3,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
