"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CA","DS","FC","FF","FS","G","PI","CV","FD","SG","FT","I","A","DD","DP","GS","GC","PP"
"647","José Joaquim de Carvalho","zeca","Zeca","https://s.glbimg.com/es/sde/f/2020/08/26/44eafed43db0f7d9f5ef802ee7efa7aa_FORMATO.jpeg",94976,16,290,"ata","Nulo",0,0.75,0,-1.07,3,"290",1,1,3,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"648","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,16,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,3,1,2,6,NA,20,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"649","Lucas Andrés Mugni","lucas-mugni","Lucas Mugni","https://s.glbimg.com/es/sde/f/2020/02/27/30e6367d1c02b5a0bdbbafbd7689f58b_FORMATO.png",81121,16,292,"mei","Provável",6.8,4.84,1.17,2.85,11,"292",1,21,7,3,7,1,38,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA
"650","Mariano Vázquez","mariano-vazquez","Mariano Vázquez","https://s.glbimg.com/es/sde/f/2019/07/03/8893116eb5db26f6e34e68d817fe606d_FORMATO.png",98760,16,356,"mei","Nulo",0,1.23,0,-0.38,6,"356",1,1,4,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"651","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,16,292,"mei","Contundido",0,4.89,0,2,10,"292",3,30,22,3,10,NA,54,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"652","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2020/07/21/6397a94e3bfbcdb900a347337e82571e_FORMATO.png",103700,16,264,"zag","Suspenso",0,1.88,0.13,-1.15,4,"264",1,1,3,NA,1,NA,26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"653","Gustavo Henrique Vernes","gustavo-henrique","Gustavo Henrique","https://s.glbimg.com/es/sde/f/2020/07/21/d4798c52ed5bfaf33216dc0e08d30246_FORMATO.png",78248,16,262,"zag","Nulo",0,6.36,0,3.97,7,"Flamengo",NA,10,5,2,5,1,18,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"654","Elias Lira Nogueira Júnior ","elias-lira","Elias Lira","https://s.glbimg.com/es/sde/f/2020/07/20/8d3ed365f45f18bd46f6f1219bc5b1c5_FORMATO.png",99034,16,292,"lat","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"655","João Igor Oliveira de Santana","joao-igor","João Igor","https://s.glbimg.com/es/sde/f/2020/02/27/e7e17a777e58973a249cd30a2e3df0f0_FORMATO.png",104217,16,292,"mei","Nulo",0,1.93,0,-0.37,3,"292",NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"656","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2020/07/20/8da72cb158360ebe2e1e03b6c12b81dd_FORMATO.png",60969,16,292,"lat","Provável",0.1,7.82,0.06,2.68,15,"292",2,24,19,8,18,1,126,NA,2,1,1,3,2,NA,NA,NA,NA,NA
"657","Gabriel Davi Gomes Sara","gabriel-sara","Gabriel Sara","https://s.glbimg.com/es/sde/f/2020/03/09/322b799218aef5659e98620f3364e767_FORMATO.png",100763,16,276,"mei","Provável",0,5.38,0,2.68,12,"276",3,10,13,7,10,3,58,NA,2,NA,NA,3,1,NA,NA,NA,NA,NA
"658","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2020/03/09/54d3936a3f4591a9d700ba26b7fd9e91_FORMATO.png",38545,16,275,"zag","Suspenso",-0.3,5.79,-0.67,0.62,5,"275",2,9,4,NA,4,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"659","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,16,264,"mei","Dúvida",0,5.7,0,1.49,10,"264",1,10,11,4,10,NA,32,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"660","Matheus Rezende Assis","rezende","Rezende","https://s.glbimg.com/es/sde/f/2020/08/26/906a80a770a2e18eff41f8425cbd887a_FORMATO.jpeg",93798,16,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661","Victor Vinícius Coelho dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/07/21/01b5e26f1af011bdac8d661b9dd04e59_FORMATO.png",78435,16,262,"ata","Dúvida",3.8,5.9,0.95,1.02,11,"Flamengo",1,8,12,9,6,NA,44,NA,5,NA,NA,1,NA,NA,NA,NA,NA,NA
"662","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,16,292,"zag","Nulo",0,4,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"663","Danilo Fernando Avelar","danilo-avelar","Danilo Avelar","https://s.glbimg.com/es/sde/f/2020/08/17/aad01ff8fba4f807ccfdca075fa0d581_FORMATO.png",72142,16,264,"zag","Contundido",0,6.45,0,2.83,10,"264",1,10,15,2,4,2,39,1,6,2,NA,NA,NA,NA,NA,NA,NA,NA
"664","Everton Felipe de Oliveira Silva","everton-felipe","Everton Felipe","https://s.glbimg.com/es/sde/f/2020/07/16/8e57cefa124fc249fc9e07be0e3dc8bc_FORMATO.png",86519,16,373,"mei","Dúvida",0,4.47,0,1.43,12,"373",1,9,4,2,17,NA,77,NA,4,NA,NA,NA,1,NA,NA,NA,NA,NA
"665","Júlio César de Souza Santos","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2020/07/28/d011e4a2fb177d4a8669f9d5c77ef25e_FORMATO.png",38133,16,280,"gol","Nulo",0,4.47,0,0.75,6,"280",NA,NA,NA,NA,NA,NA,55,NA,NA,1,NA,NA,NA,4,1,9,NA,NA
"666","Renê Rodrigues Martins","rene","Renê","https://s.glbimg.com/es/sde/f/2020/07/21/60d54826cbdcb1e92c0ae4057efbd02c_FORMATO.png",78445,16,262,"lat","Nulo",0,5.23,-0.8,3.2,6,"Flamengo",1,16,4,1,3,NA,51,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"667","Mário Sérgio Santos Costa","marinho","Marinho","https://s.glbimg.com/es/sde/f/2019/05/30/cd8a7f9b0744e105efa0a0c572d37d6f_FORMATO.png",68952,16,277,"ata","Nulo",0,26.11,0,11.04,14,"Santos",2,15,20,19,71,10,78,NA,10,NA,1,9,4,NA,NA,NA,NA,NA
"668","Cristiano da Silva Vidal","vidal","Vidal","https://s.glbimg.com/es/sde/f/2020/07/19/36c40558e9926c8e0a5f84347d08142e_FORMATO.png",95540,16,290,"lat","Nulo",0,1.43,0,-0.7,1,"290",NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"669","Iago Justen Maidana Martins","iago-maidana","Iago Maidana","https://s.glbimg.com/es/sde/f/2020/07/19/41ce77506da0f68a1af80fc131b3ce50_FORMATO.png",89226,16,292,"zag","Provável",1.3,6.12,0,2.4,14,"292",2,16,15,5,9,3,96,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
"670","Ytalo José Oliveira dos Santos","ytalo","Ytalo","https://s.glbimg.com/es/sde/f/2020/07/28/f5f19ab0ce1b02fc515f8bd18a88a815_FORMATO.png",53148,16,280,"ata","Provável",6.3,5.87,0.28,2.5,9,"280",NA,5,8,5,4,NA,13,NA,6,NA,NA,1,2,NA,NA,NA,NA,NA
"671","Alex Alves de Lima","alex-alves","Alex Alves","https://s.glbimg.com/es/sde/f/2020/07/28/c80f00efef87f9644b9d9da2529b614c_FORMATO.png",77861,16,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"672","Yeferson Julio Soteldo Martínez","soteldo","Soteldo","https://s.glbimg.com/es/sde/f/2020/02/28/1ad66e771f5acc6f55ab13d6cdc8b6f4_FORMATO.png",87258,16,277,"ata","Provável",0,6.98,0,3.02,10,"Santos",3,5,5,9,18,1,79,NA,7,NA,NA,2,2,NA,NA,NA,NA,NA
"673","Everson Felipe Marques Pires","everson","Everson","https://s.glbimg.com/es/sde/f/2020/09/10/782ebf600a14b7e47942a1fd4ed3bc5f_FORMATO.png",72294,16,282,"gol","Provável",-2,7.86,-1.2,1.26,7,"282",NA,NA,NA,NA,NA,NA,32,NA,NA,1,NA,NA,1,5,NA,9,NA,NA
"674","Richard Cândido Coelho","richard","Richard","https://s.glbimg.com/es/sde/f/2020/07/21/282e88366ff0e11540856b5dd644148a_FORMATO.png",86711,16,293,"mei","Nulo",0,2.38,0,0.66,10,"293",2,14,15,2,9,NA,32,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"675","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,16,262,"zag","Nulo",1.2,5.06,-0.66,2.46,9,"Flamengo",1,15,14,2,7,1,43,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA
"676","Gabriel Girotto Franco","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6007b8a8c3569c3a81dae7a64a598076_FORMATO.png",78605,16,264,"mei","Nulo",0,4.2,0,1.7,10,"264",4,25,17,2,12,NA,41,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"677","Ligger Moreira Malaquias","ligger","Ligger","https://s.glbimg.com/es/sde/f/2020/07/28/255a365d2d791e29f34e34db72b286f4_FORMATO.png",61141,16,280,"zag","Provável",2.2,3.68,0.02,1.74,10,"280",NA,10,12,1,6,NA,16,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA
"678","Ramiro Moschen Benetti","ramiro","Ramiro","https://s.glbimg.com/es/sde/f/2020/07/21/e0a5bdd5ef228e8a11c02f81d9776f1f_FORMATO.png",78715,16,264,"mei","Suspenso",-1.4,5.78,-0.88,2.28,11,"264",3,26,18,5,6,1,63,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"679","Bruno Roberto Pereira da Silva","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2020/07/19/a8a4dd85c718d51ded9273e2453ecfd5_FORMATO.png",101716,16,292,"mei","Nulo",0,3.78,0,1.71,8,"292",1,6,3,3,3,NA,18,NA,3,NA,2,1,NA,NA,NA,NA,NA,NA
"680","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,16,290,"gol","Provável",0,8.57,0,1.23,10,"290",NA,NA,1,NA,1,NA,109,NA,1,2,NA,NA,NA,14,NA,22,NA,NA
"681","Lucas Veríssimo da Silva","lucas-verissimo","Lucas Veríssimo","https://s.glbimg.com/es/sde/f/2020/08/31/a672c0a0e10ef44cc74724473209cdb0_FORMATO.png",93368,16,277,"zag","Nulo",0,7.88,0,2.45,10,"Santos",4,22,17,3,2,1,60,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA
"682","Leandro Barcia Montero","leandro-barcia","Leandro Barcia","https://s.glbimg.com/es/sde/f/2020/02/27/78521d3f41f6e49002ef62386b998bb7_FORMATO.png",91242,16,292,"ata","Nulo",9.7,7.11,1.43,2.33,10,"292",1,8,7,4,10,2,50,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA
"683","Guilherme Vicentini Castellani","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2020/07/21/bb5062302e06646e9b5f34217a68a349_FORMATO.png",108539,16,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"684","Hugo Moura Arruda da Silva","hugo-moura","Hugo Moura","https://s.glbimg.com/es/sde/f/2020/08/31/f47edb06171b8cc97b1c955c58ae682d_FORMATO.png",101594,16,294,"mei","Provável",0.2,2.41,0.19,0.72,10,"Coritiba",2,17,22,3,10,NA,34,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Sidcley Ferreira Pereira","sidcley","Sidcley","https://s.glbimg.com/es/sde/f/2020/03/02/d76b28f383366667813428ea01aaab63_FORMATO.png",86764,16,264,"lat","Nulo",0,6.17,0,2.03,8,"264",NA,12,4,1,9,NA,47,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"686","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,16,280,"mei","Provável",2.5,3.78,0.07,1.12,14,"280",8,40,44,8,20,NA,51,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Ronaldo Henrique Silva","ronaldo-silva","Ronaldo Silva","https://s.glbimg.com/es/sde/f/2020/07/19/6262a00677d1041e87f100faa6c04f45_FORMATO.png",71640,16,292,"ata","Nulo",0,0.81,0,-2.2,3,"292",1,1,1,NA,NA,NA,3,1,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"688","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2020/07/28/add64224dcac666b23e193bb0505d8a5_FORMATO.png",62024,16,280,"lat","Nulo",0.2,3.45,-0.06,1.12,14,"280",4,28,21,13,10,NA,150,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"689","Gabriel Batista de Souza","gabriel-batista","Gabriel Batista","https://s.glbimg.com/es/sde/f/2020/07/21/a0fe36e0e71a7d48c344eb5e7668b6f7_FORMATO.png",98333,16,262,"gol","Nulo",0,1.56,0,-0.9,3,"Flamengo",NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,NA,NA,2,NA,5,NA,NA
"690","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2020/07/19/3d89c3ae8eb990263dc39c0fc17c42d8_FORMATO.png",70046,16,284,"lat","Nulo",7.6,7.73,1.11,1.28,4,"284",1,4,3,2,1,NA,37,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA
"691","Felipe Jonatan Rocha Andrade","felipe-jonatan","Felipe Jonatan","https://s.glbimg.com/es/sde/f/2020/03/09/0b840af999aed1a7ec1a7a35dee46abc_FORMATO.png",101708,16,277,"lat","Provável",1.6,11.44,-0.2,4.56,15,"Santos",4,49,21,10,19,2,129,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA
"692","Raniel Santana de Vasconcelos","raniel","Raniel","https://s.glbimg.com/es/sde/f/2020/02/28/84228574413957408f18e14b94d2aa81_FORMATO.png",86797,16,277,"ata","Contundido",0,5.16,0,2.95,4,"Santos",NA,8,7,2,11,NA,7,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA
"693","José Paolo Guerrero Gonzales","paolo-guerrero","Paolo Guerrero","https://s.glbimg.com/es/sde/f/2020/02/27/0b1fa1ff46564d7ca161a86233bf84de_FORMATO.png",75295,16,285,"ata","Contundido",0,20.81,0,11.2,3,"285",NA,2,7,3,5,3,15,NA,1,NA,1,3,1,NA,NA,NA,NA,NA
"694","Alison Lopes Ferreira","alison","Alison","https://s.glbimg.com/es/sde/f/2020/03/09/73ed5ab3cb9b56aecea70945f57d3adf_FORMATO.png",73974,16,277,"mei","Nulo",0,8.39,0,1.16,9,"Santos",2,25,16,NA,14,NA,46,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"695","Gerson Santos da Silva","gerson","Gerson","https://s.glbimg.com/es/sde/f/2020/07/21/84168e4162c3fd4a12b8d377c669f102_FORMATO.png",89256,16,262,"mei","Provável",-0.1,8.38,-0.53,1.85,11,"Flamengo",3,19,24,6,33,NA,39,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA
"696","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,16,292,"lat","Contundido",0,5,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Juan de Dios Pintado Leines","pintado","Pintado","https://s.glbimg.com/es/sde/f/2020/08/26/3e23be2578176d19f8b8926b55cb8cfd_FORMATO.jpeg",107565,16,290,"lat","Nulo",0,3.1,0,2.44,8,"290",2,23,10,1,5,NA,35,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA
"698","Pedro Henrique Ribeiro Gonçalves","pedro-henrique","Pedro Henrique","https://s.glbimg.com/es/sde/f/2020/07/20/2e55ca8b5694bd4dc3fd1469cce872c2_FORMATO.png",87225,16,293,"zag","Provável",0.6,4.61,-0.35,3.26,8,"293",1,17,5,NA,3,NA,29,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"699","Jobson Souza Santos","jobson","Jobson","https://s.glbimg.com/es/sde/f/2019/09/21/78ffca0f8c20a94cf8b5e9109bea47c6_FORMATO.png",93377,16,277,"mei","Nulo",0,3.62,0,1.08,11,"Santos",3,26,17,2,10,NA,68,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA
"700","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2019/08/06/9d5025e7dec263206b72d3a08d034ef9_FORMATO.png",62086,16,277,"lat","Suspenso",0.7,7.49,-0.21,2.29,14,"Santos",3,27,23,7,18,NA,83,NA,2,3,NA,2,NA,NA,NA,NA,NA,NA
"701","Adryelson Shawann Lima Silva","adryelson","Adryelson","https://s.glbimg.com/es/sde/f/2020/02/27/af95f24d59281d8062c7bb367417bce2_FORMATO.png",91664,16,292,"zag","Provável",-7.8,1.63,-1.51,0.36,14,"292",5,17,18,4,7,NA,50,NA,2,1,1,NA,NA,NA,NA,NA,1,NA
"702","Jonathan Copete Valencia","copete","Copete","https://s.glbimg.com/es/sde/f/2019/03/28/8b877a8c4ad54095a090c72a16cdb129_FORMATO.png",77959,16,277,"ata","Nulo",0,4,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"703","Leonardo Rodrigues dos Santos","leo-santos","Léo Santos","https://s.glbimg.com/es/sde/f/2020/07/21/c10deb3a4469411c9e7ee2bee05fbeea_FORMATO.png",95820,16,264,"zag","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Michael Richard Delgado de Oliveira","michael","Michael","https://s.glbimg.com/es/sde/f/2020/07/21/eaff0a8cfed9390deb3cf2761132080d_FORMATO.png",99392,16,262,"ata","Dúvida",0,5.43,0,1.6,8,"Flamengo",1,6,11,9,2,NA,25,NA,3,NA,NA,NA,1,NA,NA,NA,NA,NA
"705","Madson Ferreira dos Santos","madson","Madson","https://s.glbimg.com/es/sde/f/2020/02/28/797ea157d220381c5808fcaa35ab969f_FORMATO.png",78077,16,277,"lat","Provável",1,5.84,-0.2,4.38,11,"Santos",1,8,2,NA,9,3,67,NA,2,2,NA,2,2,NA,NA,NA,NA,NA
"706","Thiago Maia Alencar","thiago-maia","Thiago Maia","https://s.glbimg.com/es/sde/f/2020/07/21/e97cd35e37f6b06e2f64cf984f557490_FORMATO.png",89637,16,262,"mei","Provável",7.2,6.85,0.72,3.25,8,"Flamengo",1,28,15,2,5,NA,40,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA
"707","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2020/07/21/b276604c0e1e29e568198903791fe791_FORMATO.png",105584,16,264,"lat","Provável",9,5.64,0.98,3.36,9,"264",1,17,10,2,7,NA,73,NA,2,2,NA,NA,2,NA,NA,NA,NA,NA
"708","Marcos Antônio Almeida Silva","marcao-silva","Marcão Silva","https://s.glbimg.com/es/sde/f/2020/02/27/79ca1f19561511f316107b776b58d2e4_FORMATO.png",78856,16,292,"mei","Provável",1.1,4.39,0.02,2.17,9,"292",2,15,12,4,9,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,16,285,"mei","Provável",16.4,13.41,2.64,4.8,14,"285",1,32,25,5,23,3,69,NA,6,NA,2,2,1,NA,NA,NA,NA,NA
"710","Diego Souza de Andrade","diego-souza","Diego Souza","https://s.glbimg.com/es/sde/f/2020/07/19/856625bb76f484b70bec52c9ff257c5a_FORMATO.png",68911,16,284,"ata","Suspenso",7.2,9.96,-0.21,2.63,12,"284",2,6,19,10,14,4,71,1,3,NA,NA,1,1,NA,NA,NA,NA,1
"711","John Victor Maciel Furtado","john-victor","John Victor","https://s.glbimg.com/es/sde/f/2020/03/09/7526bffb5ffcf8710f171fa2fbd3284a_FORMATO.png",94044,16,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712","Everaldo Silva do Nascimento","everaldo","Everaldo ","https://s.glbimg.com/es/sde/f/2020/07/21/0f49a5ab71c0b39969f9233907e200b9_FORMATO.png",91151,16,264,"ata","Nulo",9.7,5.71,1.23,6.25,2,"264",NA,1,3,2,3,1,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2020/02/28/4d9d7f15b47033ac09c8e32e9b963227_FORMATO.png",69040,16,277,"gol","Contundido",0,6.43,0,2.93,3,"Santos",NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA
"714","Yuri César Santos de Oliveira Silva","yuri-cesar","Yuri César ","https://s.glbimg.com/es/sde/f/2020/07/19/3e0a8928d8f127933f41b6677390cbaf_FORMATO.png",103446,16,356,"ata","Nulo",0,5.56,0,2.57,14,"356",1,13,14,10,20,1,22,NA,4,NA,NA,3,1,NA,NA,NA,NA,NA
"715","Pedro Rocha Neves","pedro-rocha","Pedro Rocha","https://s.glbimg.com/es/sde/f/2020/07/21/f0f2f28e34457d06873d36cf7c894abd_FORMATO.png",90302,16,262,"ata","Nulo",0,3.82,0,1.33,3,"Flamengo",NA,1,2,NA,1,NA,15,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"716","Fernando Uribe Hincapié","uribe","Uribe","https://s.glbimg.com/es/sde/f/2019/05/30/b108b602d840b36b81509e4c29870b37_FORMATO.png",78415,16,277,"ata","Nulo",0,3.33,0,0.6,1,"Santos",NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA
"717","Giovanni Augusto Oliveira Cardoso","giovanni-augusto","Giovanni Augusto","https://s.glbimg.com/es/sde/f/2020/03/02/d39e2efa4d8440e5313bc3b78a139e22_FORMATO.png",68938,16,294,"mei","Provável",19.2,9.01,2.86,4.64,10,"Coritiba",NA,22,5,2,23,1,49,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA
"718","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2020/08/26/6c38445bf76b8b26d2b258cbcbf30a9d_FORMATO.jpeg",37655,16,290,"ata","Provável",0,6.49,0,3.35,8,"290",1,4,19,5,6,4,45,NA,4,NA,NA,10,NA,NA,NA,NA,NA,NA
"719","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2020/07/21/89095e06a56aa2963d7afa7929bcbd02_FORMATO.png",100065,16,262,"ata","Nulo",11.8,4.86,2.25,1.69,7,"Flamengo",1,2,2,NA,NA,1,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Felipe Alves Raymundo","felipe-alves","Felipe Alves","https://s.glbimg.com/es/sde/f/2019/03/22/c0caa3f398373f554d289ace20f955ec_FORMATO.png",72372,16,356,"gol","Provável",0,4.82,0,2.25,15,"356",NA,2,NA,NA,4,NA,183,NA,NA,6,NA,NA,NA,10,NA,11,NA,NA
"721","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,16,284,"zag","Dúvida",2.5,9.89,-0.93,3.61,7,"284",1,27,8,2,3,NA,38,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"722","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2020/08/31/521385a7bf21af42afb472eabe1fbec0_FORMATO.png",70360,16,282,"ata","Provável",-0.5,7.18,-0.27,3.34,11,"282",1,7,12,3,14,2,40,NA,9,NA,NA,1,2,NA,NA,NA,NA,1
"723","Moisés Roberto Barbosa","moises","Moisés","https://s.glbimg.com/es/sde/f/2020/02/27/a55f40e153a20702f2e4beccd472d30c_FORMATO.png",90444,16,285,"lat","Dúvida",0,10.84,0,3.75,12,"285",1,29,30,5,3,NA,126,NA,1,6,NA,2,2,NA,NA,NA,NA,NA
"724","Matheus Alvarenga de Oliveira","davo","Davó","https://s.glbimg.com/es/sde/f/2020/07/21/31711f2df06b5fbccca62e7cc6cf4a73_FORMATO.png",105533,16,264,"ata","Nulo",0,2,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Renato Portaluppi","renato-gaucho","Renato Gaúcho","https://s.glbimg.com/es/sde/f/2020/07/19/5604ae02dbe93c1893a6cdb31d2b0e90_FORMATO.png",41929,16,284,"tec","Provável",4.33,12.21,0.26,3.46,15,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2020/03/02/bc9582db51a292081109f930b9538e92_FORMATO.png",42501,16,294,"zag","Contundido",0,4.64,0,1.92,6,"Coritiba",NA,9,2,NA,3,NA,30,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"727","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2020/08/26/07181c4e061a2e4a3daef524908f563b_FORMATO.png",62121,16,284,"gol","Provável",-2.6,6.81,-0.57,1.45,12,"284",1,NA,NA,NA,2,NA,66,NA,NA,3,NA,NA,NA,8,NA,11,NA,NA
