"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","G","I","A","FT","DP","GC","PP"
"684","Vinicius Augusto Tobias da Silva","vinicius-tobias","Vinicius Tobias","https://s.glbimg.com/es/sde/f/2020/11/24/ecf4bcd928424500d31efe161887e297_FORMATO.png",110688,28,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"685","Gabriel Cordeiro Pirani","gabriel-pirani","Gabriel Pirani","https://s.glbimg.com/es/sde/f/2020/11/14/08353344752fbeb7692e9eb14bbd734d_FORMATO.png",110607,28,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"686","Luiz Filipe dos Reis Silva","luiz-filipe","Luiz Filipe","https://s.glbimg.com/es/sde/f/2020/11/18/a895ebab07255b916c4b4d3a9cb185eb_FORMATO.png",110632,28,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"687","Jean Carlos Batista","jean","Jean","https://s.glbimg.com/es/sde/f/2020/11/22/ca40715bc97a6033fd8420acae2dee00_FORMATO.png",110640,28,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"688","Vinícius de Azevedo Barcellos","vinicius-barcellos","Vinícius Barcellos",NA,110672,28,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689","Vinicius Silveira de Mello","vinicius-silveira","Vinicius Silveira","https://s.glbimg.com/es/sde/f/2020/11/24/3bff6c9ad26c04233fd3a10fff1e149e_FORMATO.png",110687,28,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Lincoln Corrêa dos Santos","lincoln","Lincoln","https://s.glbimg.com/es/sde/f/2020/07/21/89095e06a56aa2963d7afa7929bcbd02_FORMATO.png",100065,28,262,"ata","Nulo",0,3.78,0,1.88,12,"Flamengo",NA,NA,1,NA,15,NA,1,4,2,8,NA,1,NA,1,NA,NA,NA,NA
"691","Igor Silveira Gomes","igor-gomes","Igor Gomes","https://s.glbimg.com/es/sde/f/2019/04/01/7a6c90034396325f6cc570ef06e1040c_FORMATO.png",100084,28,276,"mei","Provável",-0.1,3.39,0.08,1.11,23,"276",NA,NA,24,NA,97,NA,2,14,27,8,6,1,2,1,NA,NA,NA,NA
"692","Federico Matías Javier Zaracho","zaracho","Zaracho","https://s.glbimg.com/es/sde/f/2020/10/19/41b058a9a8c68dc92fe626989ecf6a3e_FORMATO.png",100079,28,282,"mei","Nulo",0,8.43,0,1.65,8,"282",NA,NA,2,NA,21,NA,NA,8,9,1,2,1,NA,NA,NA,NA,NA,NA
"693","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2020/08/17/563094d1d3dc45cf4923d8458d9eb999_FORMATO.png",80196,28,267,"lat","Provável",9.1,8.5,1.42,2.88,16,"267",NA,NA,24,NA,93,5,3,22,16,4,5,NA,3,NA,1,NA,NA,NA
"694","João Vitor Moreira Dos Santos","robinho","Robinho","https://s.glbimg.com/es/sde/f/2020/11/16/40bab31e5f13f21221d786968d347c5f_FORMATO.png",110623,28,294,"ata","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"695","Sivaldo de Jesus Santos Junior","junior-santos","Júnior Santos","https://s.glbimg.com/es/sde/f/2020/11/18/fc9de62a0fce79ca40875ef8cd6b7d04_FORMATO.png",110626,28,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Vinícius Balieiro Lourenço de Carvalho","vinicius-balieiro","Vinícius Balieiro","https://s.glbimg.com/es/sde/f/2020/12/14/c894d17e830d2643cde89f86ad4858f0_FORMATO.png",110605,28,277,"mei","Provável",0,4.76,0,3.8,4,"Santos",NA,NA,6,NA,8,NA,NA,11,6,NA,NA,NA,NA,1,NA,NA,NA,NA
"697","Mateus Oliveira Mendes","mateus","Mateus","https://s.glbimg.com/es/sde/f/2020/11/17/cad91db445a56f21c99b495b2b88f8c9_FORMATO.jpeg",110624,28,275,"gol","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"698","Mycael Pontes Moreira","mycael","Mycael","https://s.glbimg.com/es/sde/f/2020/11/27/7f6f086c28337ecefbe6fe7db99ab649_FORMATO.png",110698,28,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"699","Daniel Silva Santos","daniel-silva","Daniel Silva","https://s.glbimg.com/es/sde/f/2020/11/30/313bcf6aa188239c2d9efa9204866adb_FORMATO.png",110709,28,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","João Victor Tavares de Souza","joao-tavares","João Tavares","https://s.glbimg.com/es/sde/f/2020/11/24/ed75ccc81ae843b476ae9b659862e9a7_FORMATO.png",110690,28,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"701","Lucas Silva Borges","lucas-silva","Lucas Silva","https://s.glbimg.com/es/sde/f/2020/07/19/35677798312c58c5cc2c64f41b79a8dc_FORMATO.png",79701,28,284,"mei","Provável",1.6,5.21,-0.01,1.8,23,"284",NA,NA,30,NA,79,NA,4,27,18,6,8,1,NA,NA,1,NA,NA,NA
"702","José Roberto Assunção de Araújo Filho","ze-roberto","Zé Roberto","https://s.glbimg.com/es/sde/f/2020/09/24/92e625f2f61fcc7b47312d5c8e899f76_FORMATO.png",80076,28,373,"ata","Provável",-2.6,4.12,-1.17,2.18,14,"373",NA,NA,39,NA,67,NA,3,6,33,8,9,2,7,1,NA,NA,NA,NA
"703","Brayan Damián Lucumí Lucumí","brayan-lucumi","Brayan Lucumí ","https://s.glbimg.com/es/sde/f/2020/11/20/ba8f516874bee59c78902a6aa76ac76a_FORMATO.png",110635,28,294,"ata","Nulo",0,3.9,0,0.75,2,"Coritiba",NA,NA,NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"704","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,28,265,"zag","Nulo",0,4.57,0,1.82,8,"265",NA,NA,4,NA,30,2,1,8,5,1,1,NA,NA,NA,NA,NA,NA,NA
"705","Antonio Mikael Rodrigues Brito","mikael-doka","Mikael Doka","",110606,28,277,"lat","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"706","Matheus Henrique de Souza","matheus-henrique","Matheus Henrique","https://s.glbimg.com/es/sde/f/2020/07/19/2e4d9048adfe4f9650ef110a2758b57e_FORMATO.png",100742,28,284,"mei","Provável",0.9,6.06,-0.08,1.64,21,"284",1,NA,46,NA,97,NA,5,35,27,4,6,NA,NA,1,NA,NA,NA,NA
"707","Matheus Soares Thuler","thuler","Thuler","https://s.glbimg.com/es/sde/f/2020/07/21/c1d622890e9831d7d8ea5d180ec25470_FORMATO.png",100125,28,262,"zag","Nulo",0,2.2,0,-0.28,4,"Flamengo",NA,NA,3,NA,11,NA,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Gustavo Silva de Oliveira","gustavo-oliveira","Gustavo Oliveira","https://s.glbimg.com/es/sde/f/2020/11/18/a1a93309a09e937585036cb85c3ee276_FORMATO.png",110633,28,292,"mei","Nulo",0,1,0,0,0,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Lucas Henrique Ferreira Venuto","lucas-venuto","Lucas Venuto","https://s.glbimg.com/es/sde/f/2020/08/11/4d0626b467649cadfbf95578a06887cf_FORMATO.png",100290,28,292,"ata","Nulo",0,1.89,0,0.89,7,"292",NA,NA,10,NA,23,NA,NA,2,3,NA,NA,NA,NA,NA,1,NA,NA,NA
"710","Lucas Rafael Araújo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,28,275,"mei","Nulo",0,4.21,0,1.17,20,"275",NA,NA,28,NA,141,NA,5,29,25,5,5,NA,2,1,1,NA,NA,NA
"711","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2020/08/31/481f6c89bdb858088d28d492b1b0c868_FORMATO.png",80393,28,354,"mei","Provável",2.7,4.37,-0.08,2.23,22,"354",NA,NA,13,NA,67,NA,3,52,10,3,6,NA,NA,NA,NA,NA,NA,NA
"712","Paulo Henrique Pereira da Silva","paulinho-boia","Paulinho Bóia","https://s.glbimg.com/es/sde/f/2020/07/21/b835e53eaf060e493f1fdd092c0174c6_FORMATO.png",100333,28,276,"ata","Nulo",3.5,4.97,0.18,3.14,10,"276",NA,NA,18,NA,24,NA,NA,14,8,5,6,NA,4,NA,2,NA,NA,NA
"713","Guilherme Alecsander Guedes","guilherme-guedes","Guilherme Guedes","https://s.glbimg.com/es/sde/f/2020/07/19/3e492b4747eacc5d7e87267e97310fad_FORMATO.png",100741,28,284,"lat","Nulo",0,3,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"714","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2020/08/18/3ca611370a41964d7e12a7d04a9474aa_FORMATO.png",80287,28,276,"ata","Nulo",0,9.35,0,6.17,20,"276",NA,NA,33,NA,90,NA,3,25,23,5,11,11,5,1,1,NA,NA,NA
"715","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2020/10/20/b1c01f38bddf4e54ae2b51d649a3dd2e_FORMATO.png",80363,28,290,"mei","Provável",0.2,4.17,-0.22,0.92,10,"290",NA,NA,7,NA,57,NA,3,23,16,2,NA,NA,NA,NA,NA,NA,NA,NA
"716","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2020/07/21/7e91aeb17ccdb9585d3febb0d345e0a4_FORMATO.png",80664,28,264,"lat","Nulo",0,4.76,0,2.7,4,"264",NA,NA,6,NA,20,1,NA,3,1,1,2,NA,1,NA,NA,NA,NA,NA
"717","Yuri Alberto Monteiro da Silva","yuri-alberto","Yuri Alberto","https://s.glbimg.com/es/sde/f/2020/08/11/60b97b20e537fed275de66e23aafd5d9_FORMATO.png",100652,28,285,"ata","Suspenso",12.1,4.98,1.81,3.72,14,"285",NA,NA,11,NA,27,NA,3,6,23,8,6,6,3,NA,NA,NA,NA,NA
"718","Luan Peres Petroni","luan-peres","Luan Peres ","https://s.glbimg.com/es/sde/f/2019/09/16/6a774b65d32e1e3586030adb069316e3_FORMATO.png",84847,28,277,"zag","Nulo",0,6.29,0,2.21,22,"Santos",1,NA,22,NA,116,4,2,33,7,1,3,NA,NA,1,NA,NA,NA,NA
"719","Matheus Galdezani","matheus-galdezani","Matheus Galdezani","https://s.glbimg.com/es/sde/f/2020/01/21/31afad643d040fb649f8917fe595a255_FORMATO.png",82634,28,294,"mei","Nulo",0,10.97,0,4.39,19,"Coritiba",NA,NA,39,NA,116,NA,4,59,24,7,12,1,1,1,2,NA,NA,NA
"720","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2020/03/09/f29c869ccdfaa407340b9047dbf761fa_FORMATO.jpeg",80692,28,275,"zag","Nulo",0,6.4,0,2.67,20,"275",NA,NA,11,NA,68,8,4,27,13,NA,4,NA,2,NA,NA,NA,NA,NA
"721","Guilherme de Jesus da Silva","tinga","Tinga","https://s.glbimg.com/es/sde/f/2019/03/22/fa74caf8029ce11e791edd0d7fc03025_FORMATO.png",82628,28,356,"lat","Nulo",0,7.3,0,3.58,15,"356",NA,NA,9,NA,182,6,1,26,10,3,3,NA,1,2,1,NA,NA,NA
"722","Marcelo Rangel da Rosa","marcelo-rangel","Marcelo Rangel","https://s.glbimg.com/es/sde/f/2020/08/26/a5be04058297823632c7065f9ceea2ae_FORMATO.jpeg",82730,28,290,"gol","Nulo",0,0.77,0,-3.45,2,"290",NA,1,NA,3,29,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Vinicius Silvestre da Costa","vinicius-silvestre","Vinicius Silvestre","https://s.glbimg.com/es/sde/f/2020/02/28/c700e89cfd0aa09a1bc96945a20848f3_FORMATO.png",85083,28,275,"gol","Nulo",0,3,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,28,294,"ata","Provável",0.3,5.62,-0.53,3.07,16,"Coritiba",NA,NA,24,NA,68,NA,1,24,19,5,6,1,1,2,1,NA,NA,NA
"725","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,28,284,"zag","Nulo",0,9.63,0,4.07,11,"284",1,NA,6,NA,54,5,2,33,9,NA,4,NA,1,NA,NA,NA,NA,NA
"726","Rafael Forster","rafael-forster","Rafael Forster","https://s.glbimg.com/es/sde/f/2020/07/25/45f0a542e4a96e80e8787fdca06ccec8_FORMATO.png",82764,28,263,"zag","Provável",0,2.91,0,0.99,17,"263",1,NA,15,NA,95,3,2,17,18,1,6,NA,2,NA,NA,NA,NA,NA
"727","Wellington Soares da Silva","wellington-rato","Wellington Rato","https://s.glbimg.com/es/sde/f/2020/10/05/b190d450eb26fdf91906a41bc3070d11_FORMATO.png",82766,28,373,"mei","Provável",3.4,2.69,-0.7,2.12,8,"373",NA,NA,5,NA,36,NA,NA,6,6,5,2,NA,1,1,1,NA,NA,NA
"728","Clayson Henrique da Silva Vieira","clayson","Clayson","https://s.glbimg.com/es/sde/f/2020/02/28/d56707307468fee6760b2d5954c925f9_FORMATO.png",83817,28,265,"ata","Nulo",-1.5,4.53,-0.45,2.09,17,"265",NA,NA,16,NA,85,NA,2,10,16,6,9,3,3,1,NA,NA,NA,1
"729","Raul Prata","raul-prata","Raul Prata","https://s.glbimg.com/es/sde/f/2020/02/27/9cee4ad663339179015a63de55e0cde2_FORMATO.png",84855,28,292,"lat","Provável",5.3,5.33,1.13,4.08,6,"292",NA,NA,2,NA,22,4,1,8,3,1,NA,NA,NA,NA,NA,NA,NA,NA
"730","Maurício Nogueira Barbieri","mauricio-barbieri","Maurício Barbieri","https://s.glbimg.com/es/sde/f/2020/09/04/e02bb39b647e439b21dc457b3d833853_FORMATO.png",82792,28,280,"tec","Provável",7.01,8.28,0.78,3.41,20,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Henrique Silva Milagres","henrique","Henrique","https://s.glbimg.com/es/sde/f/2020/08/17/1f4446d8a1673e5fb3824c5f1d07c2bc_FORMATO.png",84893,28,267,"lat","Provável",5.6,6.86,-0.17,2.07,18,"267",NA,NA,18,NA,105,5,6,41,32,2,NA,NA,3,NA,NA,NA,NA,NA
"732","Gilvan Souza Correa","gilvan","Gilvan","https://s.glbimg.com/es/sde/f/2020/02/27/73ad0548535f59edf7dd6d9d1224dc21_FORMATO.png",82773,28,373,"zag","Provável",0,4.59,0,2,15,"373",NA,NA,9,NA,21,4,6,20,24,1,3,1,NA,NA,NA,NA,NA,NA
"733","Marcos Felipe de Freitas Monteiro","marcos-felipe","Marcos Felipe ","https://s.glbimg.com/es/sde/f/2020/08/11/1e384aacfbb6566d7f8e26a14bdb07ed_FORMATO.png",85004,28,266,"gol","Nulo",5.1,1.91,1.04,1.35,8,"266",NA,7,1,10,77,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"734","Jemerson de Jesus Nascimento","jemerson","Jemerson","https://s.glbimg.com/es/sde/f/2020/11/06/e198e31fd420c974a4af352bc0fd0a4d_FORMATO.png",84263,28,264,"zag","Dúvida",0,6.54,0,4.7,1,"264",NA,NA,NA,NA,3,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Max Walef Araújo da Silva","max-walef","Max Walef","https://s.glbimg.com/es/sde/f/2019/03/22/a9f9fc2677cbf0f365db6054f150935d_FORMATO.png",84338,28,356,"gol","Contundido",0,3.76,0,11.4,1,"356",NA,2,1,NA,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Roberto Pimenta Vinagre Filho","betinho","Betinho","https://s.glbimg.com/es/sde/f/2020/02/27/d7282d39e0f03cd1978cb07173ea3ead_FORMATO.png",82876,28,292,"mei","Dúvida",0.3,4.11,-0.26,1.48,15,"292",NA,NA,12,NA,69,NA,3,35,28,NA,4,NA,NA,1,NA,NA,NA,NA
"737","Rosicley Pereira da Silva","rossi","Rossi","https://s.glbimg.com/es/sde/f/2020/02/28/d1a73b8fecfac4a570fdd44568d62e0f_FORMATO.png",81798,28,265,"ata","Dúvida",-2.8,4.66,-1.21,1.69,21,"265",NA,NA,26,NA,138,NA,4,17,14,7,8,2,3,1,NA,NA,NA,NA
"738","Rómulo Otero Vásquez","otero","Otero","https://s.glbimg.com/es/sde/f/2020/08/24/62b6f54e98abc98430c7cf8079b8f517_FORMATO.png",83004,28,264,"mei","Nulo",0,10.96,0,3.79,13,"264",1,NA,38,NA,82,NA,5,19,18,10,13,1,2,1,3,NA,NA,NA
"739","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2020/08/31/4322e71a5ba13c6f911158707a657254_FORMATO.png",81091,28,282,"mei","Nulo",0,7.29,0,2.93,18,"282",NA,NA,41,NA,63,NA,5,44,41,1,7,1,NA,2,NA,NA,NA,NA
"740","Gabriel Barbosa Almeida","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2020/07/21/6604f523718cb7a1b17424add935b9b8_FORMATO.png",83257,28,262,"ata","Provável",2.9,11.82,0.86,5.47,14,"Flamengo",1,NA,14,NA,74,NA,2,4,4,12,19,7,9,NA,1,NA,NA,NA
"741","Rafael Thyere de Albuquerque Marques","rafael-thyere","Rafael Thyere","https://s.glbimg.com/es/sde/f/2020/02/27/cd5877e8c279581d18c1826dd364a279_FORMATO.png",83048,28,292,"zag","Provável",5,4.06,1.15,3.1,4,"292",NA,NA,NA,NA,11,3,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Ricardo Ryller Ribeiro Lino Silva","ricardo-ryller","Ricardo Ryller","https://s.glbimg.com/es/sde/f/2020/07/28/7d5cee8aae697360315651bbeec6ac0b_FORMATO.png",85856,28,280,"mei","Provável",2.3,4.4,-0.51,2.06,21,"280",NA,NA,24,NA,71,NA,8,53,53,3,14,1,NA,1,NA,NA,NA,NA
"743","Patrick Bezerra do Nascimento","patrick","Patrick","https://s.glbimg.com/es/sde/f/2020/02/27/e34cd8e0cbbfc1786815d823464d83e3_FORMATO.png",83433,28,285,"mei","Provável",4.6,12.38,-0.14,5.22,24,"285",NA,NA,53,NA,121,NA,1,61,32,7,12,4,2,2,3,NA,NA,NA
"744","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,28,275,"lat","Dúvida",0,5.61,0,2.08,13,"275",1,NA,10,NA,65,3,2,28,13,NA,2,NA,1,NA,NA,NA,NA,NA
"745","Ronaldo Henrique Ferreira da Silva","ronaldo-henrique","Ronaldo Henrique","https://s.glbimg.com/es/sde/f/2020/02/28/49ff6a8c8384889f57c57e2f5f29f69c_FORMATO.png",85149,28,292,"mei","Suspenso",-0.8,2.52,-0.23,0.49,15,"292",NA,NA,12,NA,44,NA,3,18,19,NA,4,NA,NA,NA,NA,NA,NA,NA
"746","Fernando Canesin Matos","fernando-canesin","Fernando Canesin","https://s.glbimg.com/es/sde/f/2020/01/21/b9b4d67aae6f6afee4097184bf8cc32d_FORMATO.png",81585,28,293,"mei","Nulo",-0.2,1.02,-0.21,-0.29,8,"293",NA,NA,2,NA,16,NA,2,4,5,NA,1,NA,NA,NA,NA,NA,NA,NA
"747","Bruno Ferreira Melo","bruno-melo","Bruno Melo","https://s.glbimg.com/es/sde/f/2020/03/06/88d17bd8903f1e821665cdd49c0bf7d9_FORMATO.png",84339,28,356,"lat","Nulo",-2.7,3.58,-0.74,2.15,15,"356",NA,NA,9,NA,70,4,4,14,22,2,3,2,2,NA,NA,NA,NA,NA
"748","Juan Ramón Cazares Sevillano","cazares","Cazares","https://s.glbimg.com/es/sde/f/2020/09/26/b400496767c5b2364514614c6837b344_FORMATO.png",81682,28,264,"mei","Nulo",0,10.66,0,3.9,9,"264",NA,NA,4,NA,45,NA,1,7,5,1,6,1,NA,3,2,NA,NA,NA
"749","Leonardo Pereira","leo-pereira","Léo Pereira","https://s.glbimg.com/es/sde/f/2020/07/21/4218d94bb942c966b0dbec343cc77fd8_FORMATO.png",83528,28,262,"zag","Nulo",0,5.1,0,2.26,12,"Flamengo",NA,NA,9,NA,56,1,1,20,15,2,3,1,NA,NA,NA,NA,NA,NA
"750","Víctor Danilo Cantillo Jiménez","cantillo","Cantillo","https://s.glbimg.com/es/sde/f/2020/03/02/73fc67e78e28d846205cc92aff55d6e7_FORMATO.png",85315,28,264,"mei","Nulo",0,6.35,0,1.65,13,"264",NA,NA,12,NA,41,NA,2,15,14,2,4,NA,NA,2,NA,NA,NA,NA
"751","Bruno dos Santos Nazário","bruno-nazario","Bruno Nazário","https://s.glbimg.com/es/sde/f/2020/03/01/e075c585ee5c2d864db961025f9ac952_FORMATO.png",81776,28,263,"mei","Provável",4,7.18,0.3,2.73,18,"263",NA,NA,27,NA,142,NA,3,24,24,11,12,1,NA,2,1,NA,NA,NA
"752","Alisson Euler de Freitas Castro","alisson","Alisson","https://s.glbimg.com/es/sde/f/2018/05/18/eeeced6e37969b2b8161eb83c56d069e_FORMATO.png",81845,28,284,"mei","Provável",1.6,10.54,-0.31,5.29,15,"284",NA,NA,41,NA,123,NA,1,19,14,14,19,1,4,4,1,NA,NA,NA
"753","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,28,266,"lat","Nulo",4.6,3.32,0.91,0.43,16,"266",1,NA,4,NA,228,3,5,25,42,3,4,1,2,2,NA,NA,NA,NA
"754","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2020/03/09/dcd863bb1e191c65dfdeac7713a01704_FORMATO.png",81677,28,277,"mei","Contundido",0,5.65,0,1.66,12,"Santos",NA,NA,18,NA,98,NA,1,15,11,6,7,NA,1,1,NA,NA,NA,1
"755","Fernando Pereira do Nascimento","fernando-sobral","Fernando Sobral","https://s.glbimg.com/es/sde/f/2020/08/31/e0f18a0e8a5144558982a72313a13ef5_FORMATO.png",84428,28,354,"mei","Provável",6.6,13.07,0.19,4.51,25,"354",NA,NA,41,NA,157,NA,2,85,43,10,17,1,6,3,1,NA,NA,NA
"756","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2020/11/18/ca2aeafe986346def55b188fb4e765b1_FORMATO.png",81898,28,294,"ata","Nulo",0,3.19,0,0.47,3,"Coritiba",NA,NA,NA,NA,11,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","João Paulo Silva Martins","joao-paulo","João Paulo","https://s.glbimg.com/es/sde/f/2019/03/28/55b6bd3285315d25077f61ea5d4a7fc9_FORMATO.png",85425,28,277,"gol","Provável",0,5.56,0,3.03,19,"Santos",NA,27,2,25,120,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Robson dos Santos Fernandes","robson","Robson","https://s.glbimg.com/es/sde/f/2020/03/03/3700b19f9f2175c58973de0b8f5daa31_FORMATO.png",84817,28,294,"ata","Provável",7.4,9.96,1.06,4.14,26,"Coritiba",NA,NA,47,NA,120,NA,5,27,45,12,27,7,14,1,4,NA,NA,NA
"759","Laércio Soldá","laercio","Laércio","https://s.glbimg.com/es/sde/f/2020/10/13/cc2746f464476a7f9908dbc251d225ff_FORMATO.png",82564,28,277,"zag","Provável",0,2.7,0,0.94,7,"Santos",NA,NA,2,NA,20,NA,NA,11,10,NA,2,NA,NA,NA,NA,NA,NA,NA
"760","Igor de Carvalho Julião","igor-juliao","Igor Julião","https://s.glbimg.com/es/sde/f/2020/08/11/2b7fa1291409b9d4149ac8bd9c461eb7_FORMATO.png",81951,28,266,"lat","Nulo",0,5.11,0,2.94,17,"266",NA,NA,30,NA,113,4,5,35,39,1,7,NA,2,3,NA,NA,NA,NA
"761","Francisco Hyun Sol Kim","chico","Chico","https://s.glbimg.com/es/sde/f/2020/08/04/13893a6365a1a9dc6fc1d57912718f8d_FORMATO.png",82407,28,373,"ata","Provável",-1,4.28,-0.42,2.59,24,"373",NA,NA,42,NA,159,NA,2,23,31,13,12,1,1,3,2,NA,NA,NA
"762","José Rafael Vivian","ze-rafael","Zé Rafael","https://s.glbimg.com/es/sde/f/2020/03/09/ada4c949fbe8a7d69336cf1ccd4ad0e9_FORMATO.png",82455,28,275,"mei","Dúvida",0,9.43,0,2.74,19,"275",2,NA,35,NA,65,NA,5,35,35,4,10,2,NA,3,NA,NA,NA,NA
"763","Tadeu Antônio Ferreira","tadeu","Tadeu","https://s.glbimg.com/es/sde/f/2020/08/26/cf01a937d465c1d2b6417bf927da94c7_FORMATO.jpeg",82453,28,290,"gol","Provável",0.1,8.92,-2.09,4.61,21,"290",NA,33,8,31,210,7,NA,1,1,1,NA,NA,NA,NA,NA,1,NA,NA
"764","Leonardo Pinheiro da Conceição","leo","Léo","https://s.glbimg.com/es/sde/f/2019/04/01/bbb9588c3dbac516f581a278fc277197_FORMATO.png",85626,28,276,"lat","Nulo",0.6,3.77,0.05,1.43,15,"276",NA,NA,13,NA,71,2,2,14,9,NA,2,NA,NA,1,NA,NA,NA,NA
"765","José Romário Silva de Souza","romarinho","Romarinho","https://s.glbimg.com/es/sde/f/2020/03/06/e4bf45811b6c858824a076c5f69c6ae0_FORMATO.png",84523,28,356,"ata","Provável",0.6,8.03,-0.53,2.8,23,"356",NA,NA,51,NA,77,NA,2,18,11,8,13,2,2,NA,1,NA,NA,NA
