"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","A","CA","CV","DS","FC","FD","FF","FS","I","PI","SG","G","DD","DP","GS","FT","GC","PP"
"688","Gabriel Pereira dos Santos","gabriel-pereira","Gabriel Pereira","https://s.glbimg.com/es/sde/f/2020/08/07/d0c9572f69b00f883407c3d28c757240_FORMATO.png",109588,35,264,"mei","Nulo",0,0.79,0,-0.7,3,"264",NA,1,NA,NA,2,NA,NA,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"689","Orlando Arcanjo Valnier","orlando","Orlando","https://s.glbimg.com/es/sde/f/2020/11/27/fabedb9256b7e86724a18fbe62ad83b6_FORMATO.png",107184,35,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"690","Luan de Freitas Molarinho Chagas","luan","Luan","https://s.glbimg.com/es/sde/f/2020/08/12/413605a6cf625e33f90ce5b7af595cf0_FORMATO.png",105807,35,266,"zag","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"691","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,35,290,"ata","Nulo",0,1.28,0,2.3,1,"290",NA,NA,NA,2,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"692","Toko Filipe Batucissa António","toko-filipe","Toko Filipe","https://s.glbimg.com/es/sde/f/2020/11/06/b2bc9d693d4771919a7a78c8665933a5_FORMATO.png",110557,35,267,"ata","Nulo",0,2,0,0,0,"267",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"693","Rokenedy dos Santos","rokenedy","Rokenedy ","https://s.glbimg.com/es/sde/f/2020/11/27/aac8321f06c7b18cef1c545fa597439b_FORMATO.png",107852,35,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"694","César Ignacio Pinares Tamayo","pinares","Pinares","https://s.glbimg.com/es/sde/f/2020/11/09/b3356c651dec1138df6cbc163f286172_FORMATO.png",100107,35,284,"mei","Nulo",0,6.22,0,2.03,8,"284",1,NA,NA,1,4,1,3,7,NA,29,NA,1,NA,NA,NA,NA,NA,NA
"695","Luiz Filipe dos Reis Silva","luiz-filipe","Luiz Filipe","https://s.glbimg.com/es/sde/f/2020/11/18/a895ebab07255b916c4b4d3a9cb185eb_FORMATO.png",110632,35,282,"ata","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"696","Guilherme da Silva Gonçalves","guilherme-bala","Guilherme Bala","https://s.glbimg.com/es/sde/f/2020/09/21/3521934731499931c541f253e2b6acc8_FORMATO.png",105318,35,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"697","Marcos Vinicius Serrato","marcos-serrato","Marcos Serrato","https://s.glbimg.com/es/sde/f/2020/09/23/0572f6d3ff5c4a259bb808efddb9cfda_FORMATO.png",88307,35,292,"mei","Nulo",0,2.3,0,-0.1,1,"292",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"698","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,35,276,"ata","Nulo",1.2,2.92,0.03,1.89,8,"276",1,NA,NA,4,7,NA,1,3,NA,7,NA,1,NA,NA,NA,NA,NA,NA
"699","Matheus Planelles Donelli","matheus-donelli","Matheus Donelli","https://s.glbimg.com/es/sde/f/2020/03/02/ecd88454276b6cf5879dc8ffe8ec8273_FORMATO.png",107179,35,264,"gol","Nulo",0,1,0,0,0,"264",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"700","Neilton Meira Mestzk","neilton","Neilton","https://s.glbimg.com/es/sde/f/2020/07/30/cc647d1f9a8818aedd430516d1d61f68_FORMATO.png",83772,35,294,"ata","Nulo",0,6.41,0,3.61,21,"Coritiba",4,3,NA,39,24,7,10,33,1,86,NA,1,NA,NA,NA,1,NA,NA
"701","Wesley Hudson da Silva","wesley","Wesley","https://s.glbimg.com/es/sde/f/2020/11/18/c584984893d30e750f7f99ec6d38df17_FORMATO.png",110631,35,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"702","Mateus Nascimento Soares","nascimento","Nascimento","https://s.glbimg.com/es/sde/f/2020/09/18/31881e6934bd7992520c805afcd53221_FORMATO.png",107372,35,266,"mei","Nulo",0,1.31,0,2.8,1,"266",NA,NA,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"703","Daniel Silva Santos","daniel-silva","Daniel Silva","https://s.glbimg.com/es/sde/f/2020/11/30/313bcf6aa188239c2d9efa9204866adb_FORMATO.png",110709,35,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"704","Pedro Felipe De Faria Rangel","pedro-rangel","Pedro Rangel","https://s.glbimg.com/es/sde/f/2020/11/30/4e23db7254caf320d53e78d8566d93c5_FORMATO.png",110708,35,266,"gol","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"705","Ygor de Oliveira Ferreira","ygor-catatau","Ygor Catatau","https://s.glbimg.com/es/sde/f/2020/08/17/fd7a0d6eccfebe7256b429fbca413830_FORMATO.png",100977,35,267,"ata","Nulo",-0.6,2.18,-0.44,1.52,13,"267",1,1,NA,6,7,2,3,11,1,35,NA,1,NA,NA,NA,NA,NA,NA
"706","Marcos Leonardo Santos Almeida","marcos-leonardo","Marcos Leonardo","https://s.glbimg.com/es/sde/f/2020/07/29/d6405e2f853358d16a3e6f9bcd899577_FORMATO.png",109497,35,277,"ata","Nulo",9.5,2.65,1.24,1.42,14,"Santos",NA,2,NA,3,16,1,5,17,NA,8,NA,2,NA,NA,NA,NA,NA,NA
"707","Iago André Pires de Oliveira","iago","Iago","https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png",107194,35,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Kelvyn Ramos da Fonseca","kelvyn","Kelvyn","https://s.glbimg.com/es/sde/f/2020/08/07/02c22a8c5d9e06f0f869d0ea30ebb496_FORMATO.png",102464,35,354,"lat","Nulo",0,1.77,0,2.69,14,"354",NA,NA,NA,3,5,NA,2,4,NA,24,4,2,NA,NA,NA,NA,NA,NA
"709","Hélio Júnior Rossi Francino","helio-junior","Hélio Júnior","https://s.glbimg.com/es/sde/f/2020/12/04/528e08d6238412f96331d885232df0a3_FORMATO.png",104622,35,265,"lat","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Alan Pereira Empereur","alan-empereur","Alan Empereur","https://s.glbimg.com/es/sde/f/2020/11/09/0f9a49104e8f171fcf62eecc85255e66_FORMATO.png",88033,35,275,"zag","Suspenso",0,5.34,0,2.8,6,"275",NA,2,NA,6,8,NA,NA,2,NA,22,4,NA,NA,NA,NA,NA,NA,NA
"711","Natan Bernardo de Souza","natan","Natan","https://s.glbimg.com/es/sde/f/2020/09/21/f0d9224327f2b48738ff94bbb145695c_FORMATO.png",107110,35,262,"zag","Nulo",0,4.23,0,3.17,11,"Flamengo",1,3,NA,18,10,1,3,4,NA,37,2,1,NA,NA,NA,1,NA,NA
"712","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2020/03/02/0d00667bccf8242613bacd6efe6acf18_FORMATO.png",105585,35,264,"mei","Nulo",0,0.78,0,-1.77,3,"264",NA,2,NA,1,8,NA,1,3,NA,6,NA,NA,NA,NA,NA,NA,NA,NA
"713","Leonardo Alves Chú Franco","leo-chu","Léo Chú","https://s.glbimg.com/es/sde/f/2020/03/02/485559baefe71f75a76a1d43fe678c8e_FORMATO.png",106820,35,354,"ata","Dúvida",9,4.77,1.47,4.01,18,"354",5,3,NA,33,14,5,9,19,8,73,NA,2,NA,NA,NA,NA,NA,NA
"714","Marcelo Alves Santos","marcelo-alves","Marcelo Alves","https://s.glbimg.com/es/sde/f/2020/08/17/eb3ae31017de7743d4838a3e8d4412be_FORMATO.png",104050,35,267,"zag","Suspenso",-1.8,2.04,-0.47,2.62,11,"267",NA,2,NA,18,10,NA,1,4,NA,30,4,NA,NA,NA,NA,NA,NA,NA
"715","João Vitor Cézar do Prado","joao-vitor","João Vitor","",109261,35,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Gabriel Rodrigues Noga","gabriel-noga","Gabriel Noga","https://s.glbimg.com/es/sde/f/2020/09/24/3fff46cdd51ae4c51550bdc35b8b98fe_FORMATO.png",107107,35,262,"zag","Nulo",0,0.78,0,-0.35,2,"Flamengo",NA,1,NA,2,1,NA,NA,1,NA,7,NA,NA,NA,NA,NA,NA,NA,NA
"717","Richard Rios Montoya","richard-rios","Richard Rios","https://s.glbimg.com/es/sde/f/2020/09/24/b167c28d9ebf8bdea4bdb2823aed2296_FORMATO.png",107111,35,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","José Ítalo Monteiro Fidelis dos Santos","italo","Ítalo","https://s.glbimg.com/es/sde/f/2020/09/24/16dea88855a580e160fd2c0722019c6a_FORMATO.png",107108,35,262,"lat","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Patrick de Lucca Chaves de Oliveira","patrick-de-lucca","Patrick de Lucca","https://s.glbimg.com/es/sde/f/2020/12/04/28f757ac50bdbd45c34a2fc6d869c452_FORMATO.png",105294,35,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"720","Samuel Conceição Toscas","samuel-toscas","Samuel Toscas","https://s.glbimg.com/es/sde/f/2020/11/18/1163b4f1970ede4aecf64d87d2bb2d4f_FORMATO.png",110630,35,282,"lat","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Talison Ruan da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2020/11/18/4a4704afaded7aeb0ad7245025a2f2ae_FORMATO.png",104415,35,282,"lat","Nulo",0,3.18,0,5.1,1,"282",NA,NA,NA,6,1,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"722","Gustavo Silva de Oliveira","gustavo-oliveira","Gustavo Oliveira","https://s.glbimg.com/es/sde/f/2020/11/18/a1a93309a09e937585036cb85c3ee276_FORMATO.png",110633,35,292,"mei","Nulo",0,0.82,0,0.45,2,"292",NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"723","Juan Pablo Ramírez Velásquez","juan-ramirez","Juan Ramírez","https://s.glbimg.com/es/sde/f/2020/11/09/553d2db14c27c2687128bf0290f0347b_FORMATO.png",97062,35,265,"ata","Contundido",0,3.78,0,3.12,8,"265",1,2,NA,5,14,2,5,16,NA,44,NA,2,NA,NA,NA,NA,NA,NA
"724","Ramon Ricardo da Rocha","ramon","Ramon","https://s.glbimg.com/es/sde/f/2020/11/09/05e55b3e1fb2953c77a69b36a0a490af_FORMATO.png",107224,35,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"725","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2020/11/10/0f92efccde1103a2d235bd9cb9fa4deb_FORMATO.png",40006,35,285,"tec","Provável",0.31,10.73,-0.58,3.72,15,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","Ramon César Cirino","ramon-cesar","Ramon César","https://s.glbimg.com/es/sde/f/2020/12/05/c98e4dec52733659cdb6951558654d06_FORMATO.png",110725,35,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Francisco Rithely da Silva Sousa","rithely","Rithely","https://s.glbimg.com/es/sde/f/2020/11/17/b1766906a83be062261db4d6584d9d49_FORMATO.png",68834,35,373,"mei","Nulo",0,2.91,0,-0.77,3,"373",NA,1,NA,NA,1,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"728","Osman de Menezes Venâncio Junior","osman","Osman","https://s.glbimg.com/es/sde/f/2020/11/18/ca2aeafe986346def55b188fb4e765b1_FORMATO.png",81898,35,294,"ata","Nulo",0,2.32,0,-0.2,3,"Coritiba",NA,1,NA,3,1,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA
"729","André Trindade da Costa Neto","andre","André","https://s.glbimg.com/es/sde/f/2020/08/11/8470af121134d1416824bede8711b287_FORMATO.png",107498,35,266,"mei","Nulo",0,0.79,0,0.28,8,"266",NA,2,NA,8,5,NA,NA,3,NA,8,NA,NA,NA,NA,NA,NA,NA,NA
"730","Caio Henrique Ribas Dias de Araújo","caio-ribas","Caio Ribas","https://s.glbimg.com/es/sde/f/2020/12/06/6515c9b7080362ce444d17251a24b453_FORMATO.png",110726,35,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"731","Mariano Ferreira Filho","mariano","Mariano","https://s.glbimg.com/es/sde/f/2020/08/31/50061e6cc612276277686e788cb0ac4c_FORMATO.png",38877,35,282,"lat","Nulo",0,6.79,0,2.12,8,"282",1,2,NA,19,10,1,NA,7,NA,77,1,NA,NA,NA,NA,NA,NA,NA
"732","Marcelo Ribeiro Cabo","marcelo-cabo","Marcelo Cabo","https://s.glbimg.com/es/sde/f/2020/11/10/d68199419ff143b307ce4d3ea8cbbbaf_FORMATO.png",37333,35,373,"tec","Provável",1.3,9.02,-0.24,3.45,14,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"733","Gabriel Teixeira Aragão","gabriel-teixeira","Gabriel Teixeira","https://s.glbimg.com/es/sde/f/2020/12/10/ec5256fd97bd088186d35206f3b4df85_FORMATO.png",110760,35,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Vinicius Milani Bueno","milani","Milani","https://s.glbimg.com/es/sde/f/2020/09/24/2d3cd30922ec8cb50738decdc8bd86f1_FORMATO.png",110188,35,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Rubens Antônio Dias","rubens","Rubens","https://s.glbimg.com/es/sde/f/2020/12/06/85dfc877a78cf5eacc94003570347d75_FORMATO.png",110727,35,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Marino Hinestroza Angulo","marino","Marino","https://s.glbimg.com/es/sde/f/2020/11/11/7f4b5ee056975411b2a2ad4cf74693f2_FORMATO.png",110598,35,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Yuri de Oliveira","yuri-de-oliveira","Yuri de Oliveira","https://s.glbimg.com/es/sde/f/2020/09/24/44a977be355ae4ac44c218ce35daa72a_FORMATO.png",110190,35,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Roberson de Arruda Alves","roberson","Roberson","https://s.glbimg.com/es/sde/f/2020/11/19/a5b8dd2097e33dc8b83c68a99a5ec143_FORMATO.png",68835,35,373,"ata","Nulo",0,4.53,0,2.78,5,"373",NA,NA,NA,3,3,NA,NA,4,NA,6,NA,1,NA,NA,NA,1,NA,NA
"739","Otávio Ataide da Silva","otavio","Otávio","https://s.glbimg.com/es/sde/f/2020/09/24/8cbc0bff17eaf390ffb3ae97064a3cd9_FORMATO.png",110189,35,262,"zag","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","Eduardo Figueiredo da Cruz","indio","Índio","https://s.glbimg.com/es/sde/f/2021/02/04/e8fd1ad8983a526d5086eae46f8c66d4_FORMATO.png",107263,35,290,"ata","Provável",5.8,2.4,0.18,1.61,9,"290",1,1,NA,5,8,NA,NA,4,NA,25,NA,1,NA,NA,NA,1,NA,NA
"741","Marco Aurélio de Oliveira Breves","marcao","Marcão","https://s.glbimg.com/es/sde/f/2019/08/19/a82fef08b06cc512020f41628fd14b56_FORMATO.png",73476,35,266,"tec","Provável",4.34,10.17,-0.46,4.76,9,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","Thiago Fernandes Rodrigues","thiago-fernandes","Thiago Fernandes","https://s.glbimg.com/es/sde/f/2020/11/20/66c1200dc3dc38310c832f78a4b99752_FORMATO.png",104282,35,262,"ata","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","Breno Henrique Vasconcelos Lopes","breno-lopes","Breno Lopes","https://s.glbimg.com/es/sde/f/2020/11/11/302a126478ca4f8021cea45f7b024205_FORMATO.png",93988,35,275,"ata","Nulo",0,3.16,0,1.01,9,"275",NA,NA,NA,5,5,1,1,4,2,24,NA,NA,NA,NA,NA,2,NA,NA
"744","Jean Carlos Quiñónez Preciado","quinonez","Quiñonez","https://s.glbimg.com/es/sde/f/2020/11/11/ca052c606a273c2ab77e153f2cc17ae5_FORMATO.png",109324,35,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","Andrey Rafael Quintino dos Santos","andrey-quintino","Andrey Quintino","https://s.glbimg.com/es/sde/f/2020/12/08/59017f331a1f6a2dc1dc2f3fbd62f761_FORMATO.png",110744,35,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Aníbal Gabriel Vega da Silva","anibal","Aníbal","https://s.glbimg.com/es/sde/f/2020/11/13/5d86a6b2ee058b154f671d3ef3a2f161_FORMATO.png",100847,35,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","José Roberto Assunção de Araújo Filho","ze-roberto","Zé Roberto","https://s.glbimg.com/es/sde/f/2020/09/24/92e625f2f61fcc7b47312d5c8e899f76_FORMATO.png",80076,35,373,"ata","Provável",0.4,4.99,-0.15,2.5,20,"373",2,5,NA,11,40,10,15,48,7,94,NA,3,NA,NA,NA,NA,NA,NA
"748","Paulo Mazoti Azevedo","paulo-mazoti","Paulo Mazoti","https://s.glbimg.com/es/sde/f/2020/11/12/99598f4bfbc2ddb8a6e4a7774fa54fca_FORMATO.png",110602,35,277,"gol","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","John Kennedy Batista de Souza","john-kennedy","John Kennedy","https://s.glbimg.com/es/sde/f/2021/01/22/8e9b2317316c035ffbf7d370f4e2b6bf_FORMATO.png",110759,35,266,"ata","Provável",-0.5,1.95,-0.26,3.68,4,"266",NA,NA,NA,2,3,1,6,3,1,8,NA,1,NA,NA,NA,NA,NA,NA
"750","Lázaro Vinicius Marques","lazaro","Lázaro","https://s.glbimg.com/es/sde/f/2020/09/24/37e5fc1f9ead239d4e673aadc291e8db_FORMATO.png",110193,35,262,"ata","Nulo",0,2.35,0,0,1,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Victor Hugo Zorzenoni","victor-zorzenoni","Victor Zorzenoni","https://s.glbimg.com/es/sde/f/2020/12/11/e8bc649c9d87c9b24ac508b4022b00f1_FORMATO.png",110770,35,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Gabriel de Sousa Barros","gabriel-barros","Gabriel Barros","https://s.glbimg.com/es/sde/f/2020/11/20/88a1c7013a8a5f9f253c6d68b994b80a_FORMATO.png",108352,35,262,"mei","Nulo",0,1,0,0,0,"Flamengo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Vanderlan Barbosa da Silva","vanderlan","Vanderlan","https://s.glbimg.com/es/sde/f/2020/11/13/824abafe2a62f60ca700c03cd4b85b95_FORMATO.png",107236,35,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Gustavo Cascardo de Assis","cascardo","Cascardo","https://s.glbimg.com/es/sde/f/2020/09/25/8da2a9ebf1fe26a94626114c196697ed_FORMATO.png",90587,35,263,"lat","Nulo",0,1.61,0,0.2,1,"263",NA,NA,NA,1,1,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"755","Victor Hugo Baptista Mafra","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2020/11/13/34baa7b12bdf6a2ef09299749bfeae30_FORMATO.png",109326,35,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Pedro Acácio Monteiro da Silva","pedro-acacio","Pedro Acácio","https://s.glbimg.com/es/sde/f/2020/11/13/69366e96b4b4ee5d80ac0100f82850bb_FORMATO.png",110603,35,275,"ata","Nulo",0,0.84,0,0.65,2,"275",NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"757","Kevin Malthus de Sousa Ribeiro","kevin-malthus","Kevin Malthus","https://s.glbimg.com/es/sde/f/2020/12/08/a7d50f41dfaaaeaccfed23ba3881da09_FORMATO.png",110745,35,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Carlos Eduardo Barbosa da Silva","carlos-eduardo","Carlos Eduardo","https://s.glbimg.com/es/sde/f/2020/11/13/49a1d2e2ca5634f62915c578c786cac8_FORMATO.png",106965,35,275,"zag","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Hugo Lorenzo Quintana Escobar","hugo-quintana","Hugo Quintana","https://s.glbimg.com/es/sde/f/2020/11/13/dfc0e142e8ca35446d4734d550689686_FORMATO.png",105947,35,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Marco Antônio Amorim de Oliveira Montes","marcao","Marcão","https://s.glbimg.com/es/sde/f/2020/12/13/6cf188c290671bdbe31dab76f9bc6be0_FORMATO.png",110775,35,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Gustavo Luis Silva Aguiar","gustavinho","Gustavinho","https://s.glbimg.com/es/sde/f/2020/12/12/8f258c9cac6102644cea3e06dc4416ad_FORMATO.png",107252,35,290,"lat","Nulo",1,0.99,-0.01,1,1,"290",NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA
"762","Harley D'Lincon Ribeiro da Rocha","lincon","Lincon","",107255,35,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Fernando Pileggi","fernando","Fernando","https://s.glbimg.com/es/sde/f/2020/12/12/4147a1219bec259c921a7963c24f5449_FORMATO.png",110772,35,277,"lat","Nulo",0,1.19,0,1.1,1,"Santos",NA,NA,NA,NA,1,NA,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA
"764","Samuel Salustiano de Jesus Silva","samuel","Samuel","https://s.glbimg.com/es/sde/f/2021/01/26/caa243870cabe2bb314126d7f6e2f16d_FORMATO.png",110994,35,266,"ata","Nulo",0,0.79,0,0,1,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Carlos Henrique de Jesus Souza","carlos-henrique","Carlos Henrique","https://s.glbimg.com/es/sde/f/2021/01/12/c7f81f603e5f616507a536864e18ec2f_FORMATO.png",110917,35,373,"lat","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Luis Eduardo Barros Cavalcanti","dado-cavalcanti","Dado Cavalcanti","https://s.glbimg.com/es/sde/f/2021/01/02/26f198ddbe516885c786f065c8082dee_FORMATO.png",73975,35,265,"tec","Provável",3.25,8.2,0.09,3.29,8,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Márcio Victor da Silva","marcio","Márcio","https://s.glbimg.com/es/sde/f/2021/01/28/b766352d6d7ffa86eccd7248414a6839_FORMATO.png",102885,35,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","Rai Lopes de Oliveira","rai","Raí","https://s.glbimg.com/es/sde/f/2021/01/19/c5baff07db12d936ccda98b8dc228f7a_FORMATO.png",110956,35,266,"lat","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
