"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.jogos_num","atletas.clube.id.full.name","CV","DD","FS","GS","PI","SG","CA","DS","FC","FD","FF","FT","G","I","A","GC","DP","PP"
"706","Rodrigo Caio Coquette Russo","rodrigo-caio","Rodrigo Caio","https://s.glbimg.com/es/sde/f/2020/07/21/235f42a8e045a0d3e49b97de151784b9_FORMATO.png",73800,38,262,"zag","Provável",0.2,7.84,-0.52,2.9,20,"Flamengo",NA,NA,13,NA,40,6,1,30,18,2,5,NA,NA,NA,NA,NA,NA,NA
"707","Jean Carlos Batista","jean","Jean","https://s.glbimg.com/es/sde/f/2020/11/22/ca40715bc97a6033fd8420acae2dee00_FORMATO.png",110640,38,282,"gol","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"708","Murilo Gomes Barreto Neto","murilo","Murilo","https://s.glbimg.com/es/sde/f/2020/11/24/2921071a7cd4ff8857a5a839aad0fa4f_FORMATO.png",107755,38,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"709","Nicolas Miguel Morsch","nicolas","Nicolas","https://s.glbimg.com/es/sde/f/2020/11/24/7e2bdadbf80e322a2565aa10af6d9082_FORMATO.png",107752,38,285,"mei","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","Sandro Diego de Moraes Bueno","sandrinho","Sandrinho","https://s.glbimg.com/es/sde/f/2020/10/19/14d518f6be4f84fbfafc67c540db981e_FORMATO.png",110373,38,290,"ata","Nulo",0.4,0.77,-0.02,-0.7,3,"290",NA,NA,2,NA,3,NA,1,NA,3,1,NA,NA,NA,1,NA,NA,NA,NA
"711","Guilherme Bissoli Campos","bissoli","Bissoli","https://s.glbimg.com/es/sde/f/2020/03/03/9afb408f4d0f07b2b83a6b6e179b3766_FORMATO.png",100762,38,293,"ata","Nulo",-0.5,2.04,-0.25,0.81,13,"293",NA,NA,5,NA,18,NA,NA,3,10,2,3,1,NA,2,1,NA,NA,NA
"712","Lucimário Bezerra da Silva","lucimario","Lucimário","https://s.glbimg.com/es/sde/f/2020/11/23/6fc87d72e162be59c0d5454f9582e1ce_FORMATO.png",104129,38,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"713","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,38,293,"zag","Nulo",0,3.19,0,1.18,8,"293",NA,NA,4,NA,31,1,1,5,9,1,1,NA,NA,NA,1,NA,NA,NA
"714","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2020/10/20/af3767d7c68c5209a846f6612fe76c29_FORMATO.png",38229,38,264,"lat","Provável",8,7.75,0.14,4.97,18,"264",NA,NA,16,NA,128,10,3,38,17,NA,2,1,2,NA,NA,NA,NA,NA
"715","Vinicius Silveira de Mello","vinicius-silveira","Vinicius Silveira","https://s.glbimg.com/es/sde/f/2020/11/24/3bff6c9ad26c04233fd3a10fff1e149e_FORMATO.png",110687,38,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"716","Abner Vinícius da Silva Santos","abner-vinicius","Abner Vinícius","https://s.glbimg.com/es/sde/f/2020/03/03/8152efe1ea15b6718521532a290b7451_FORMATO.png",104513,38,293,"lat","Provável",5.4,10.2,0.79,3.82,32,"293",NA,NA,14,NA,292,13,4,54,40,6,10,NA,3,1,3,NA,NA,NA
"717","Maximiliano Ezequiel Zalazar","maxi-salazar","Maxi Salazar","https://s.glbimg.com/es/sde/f/2020/11/24/dd71a83fb1643a92885b65d1a63f4131_FORMATO.png",110689,38,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"718","Vinicius Augusto Tobias da Silva","vinicius-tobias","Vinicius Tobias","https://s.glbimg.com/es/sde/f/2020/11/24/ecf4bcd928424500d31efe161887e297_FORMATO.png",110688,38,285,"lat","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"719","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/09/20/ee145800d6e1353696905f1aea903802_FORMATO.png",105175,38,293,"lat","Nulo",11.9,6.18,2.06,2.68,20,"293",NA,NA,4,NA,98,7,3,28,19,1,3,NA,NA,NA,2,NA,NA,NA
"720","João Victor Tavares de Souza","joao-tavares","João Tavares","https://s.glbimg.com/es/sde/f/2020/11/24/ed75ccc81ae843b476ae9b659862e9a7_FORMATO.png",110690,38,285,"ata","Nulo",0,1,0,0,0,"285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"721","Gilberto Oliveira Souza Júnior","gilberto","Gilberto","https://s.glbimg.com/es/sde/f/2020/07/23/cfa56df3c36a70e02c751261d2b54d77_FORMATO.png",61188,38,265,"ata","Provável",2.9,8.71,-0.14,3.96,27,"265",NA,NA,42,NA,82,NA,6,16,32,26,27,1,6,7,2,NA,NA,1
"722","Vinícius de Azevedo Barcellos","vinicius-barcellos","Vinícius Barcellos",NA,110672,38,265,"zag","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"723","Pedro Felipe De Faria Rangel","pedro-rangel","Pedro Rangel","https://s.glbimg.com/es/sde/f/2020/11/30/4e23db7254caf320d53e78d8566d93c5_FORMATO.png",110708,38,266,"gol","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"724","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2020/07/19/53fbb01cb440a683d3d6cf3e622ea4dc_FORMATO.png",61033,38,265,"mei","Provável",3.1,13.24,-3,4.43,21,"265",NA,NA,39,NA,111,NA,2,15,18,12,12,1,7,3,1,NA,NA,1
"725","Pedro Henrique Marinho Maria","pedro-marinho","Pedro Marinho","https://s.glbimg.com/es/sde/f/2020/11/26/351af835f4c261329fd66f31d57e891b_FORMATO.png",107266,38,290,"ata","Nulo",0.7,1.09,-0.19,1.5,2,"290",NA,NA,1,NA,3,NA,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA
"726","Mycael Pontes Moreira","mycael","Mycael","https://s.glbimg.com/es/sde/f/2020/11/27/7f6f086c28337ecefbe6fe7db99ab649_FORMATO.png",110698,38,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","Patrick de Lucca Chaves de Oliveira","patrick-de-lucca","Patrick de Lucca","https://s.glbimg.com/es/sde/f/2020/12/04/28f757ac50bdbd45c34a2fc6d869c452_FORMATO.png",105294,38,265,"mei","Provável",-1.5,0.77,-0.29,-0.23,3,"265",NA,NA,NA,NA,25,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"728","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2020/07/23/c62b021ccea14898e0104605a648a450_FORMATO.png",80189,38,265,"zag","Provável",4.6,4.77,-0.3,2.28,14,"265",NA,NA,9,NA,57,5,1,13,9,1,1,NA,NA,1,NA,NA,NA,NA
"729","Orlando Arcanjo Valnier","orlando","Orlando","https://s.glbimg.com/es/sde/f/2020/11/27/fabedb9256b7e86724a18fbe62ad83b6_FORMATO.png",107184,38,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"730","Diego Tardelli Martins","diego-tardelli","Diego Tardelli","https://s.glbimg.com/es/sde/f/2020/08/31/7d9e7b5ca3e1599aa23e8f098978a809_FORMATO.png",38231,38,282,"ata","Nulo",3.9,7.5,0.34,1.7,3,"282",NA,NA,1,NA,6,NA,NA,3,1,2,1,NA,NA,1,NA,NA,NA,NA
"731","Roberto Junior Fernández Torres","gatito-fernandez","Gatito Fernández","https://s.glbimg.com/es/sde/f/2019/09/19/70ca98c30fcb2c5e072b2494089c9fa5_FORMATO.png",74061,38,263,"gol","Contundido",0,14.9,0,5.6,8,"263",NA,13,NA,7,62,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"732","Danilo Carvalho Barcelos","danilo-barcelos","Danilo Barcelos","https://s.glbimg.com/es/sde/f/2020/09/03/1b0bc8c97f0339c38008ff5227279607_FORMATO.png",84382,38,266,"lat","Provável",4.4,3.5,-0.17,0.94,18,"266",1,NA,5,NA,250,5,5,27,44,3,5,NA,1,2,2,NA,NA,NA
"733","Daniel Silva Santos","daniel-silva","Daniel Silva","https://s.glbimg.com/es/sde/f/2020/11/30/313bcf6aa188239c2d9efa9204866adb_FORMATO.png",110709,38,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","Hélio Júnior Rossi Francino","helio-junior","Hélio Júnior","https://s.glbimg.com/es/sde/f/2020/12/04/528e08d6238412f96331d885232df0a3_FORMATO.png",104622,38,265,"lat","Nulo",0,2,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","Iago André Pires de Oliveira","iago","Iago","https://s.glbimg.com/es/sde/f/2020/11/27/fdc416852d3c5f69fd90f23f78d1806d_FORMATO.png",107194,38,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","Rokenedy dos Santos","rokenedy","Rokenedy ","https://s.glbimg.com/es/sde/f/2020/11/27/aac8321f06c7b18cef1c545fa597439b_FORMATO.png",107852,38,293,"gol","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"737","Marco Aurélio de Oliveira Breves","marcao","Marcão","https://s.glbimg.com/es/sde/f/2019/08/19/a82fef08b06cc512020f41628fd14b56_FORMATO.png",73476,38,266,"tec","Provável",6.39,10.67,0.71,4.74,12,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2020/03/01/71d59c690cc2fcd14acc5c49fbe44148_FORMATO.png",38140,38,354,"gol","Dúvida",0,5.77,0,2.65,22,"354",NA,29,2,33,181,6,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","Eduardo Figueiredo da Cruz","indio","Índio","https://s.glbimg.com/es/sde/f/2021/02/04/e8fd1ad8983a526d5086eae46f8c66d4_FORMATO.png",107263,38,290,"ata","Nulo",0.3,1.49,-0.28,1.18,12,"290",NA,NA,5,NA,39,NA,2,8,12,NA,2,1,1,NA,1,NA,NA,NA
"740","Gustavo Eliseo Morínigo Vázquez","gustavo-morinigo","Gustavo Morínigo","https://s.glbimg.com/es/sde/f/2021/01/19/05c63397c106ed15e25d65ccb735f00f_FORMATO.png",88881,38,294,"tec","Provável",2.28,8.15,0.04,2.77,9,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","Lucas Eduardo Ribeiro de Souza","edu","Edu","https://s.glbimg.com/es/sde/f/2020/07/11/12e46f03fd938b8ea89ef01adafadbd4_FORMATO.png",105842,38,293,"zag","Nulo",0,2,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","José Carlos Ferreira Júnior","juninho","Juninho","https://s.glbimg.com/es/sde/f/2020/07/20/68fe04ad87ce709e167f9819592fe87f_FORMATO.png",92182,38,265,"zag","Nulo",0,7.94,0,1.91,26,"265",1,NA,8,NA,95,4,2,33,5,2,4,NA,1,1,NA,NA,NA,NA
"743","Ramon César Cirino","ramon-cesar","Ramon César","https://s.glbimg.com/es/sde/f/2020/12/05/c98e4dec52733659cdb6951558654d06_FORMATO.png",110725,38,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","John Kennedy Batista de Souza","john-kennedy","John Kennedy","https://s.glbimg.com/es/sde/f/2021/01/22/8e9b2317316c035ffbf7d370f4e2b6bf_FORMATO.png",110759,38,266,"ata","Nulo",0,2.4,-0.05,3.34,7,"266",NA,NA,6,NA,11,NA,NA,2,4,1,6,NA,2,1,NA,NA,NA,NA
"745","João Vitor Cézar do Prado","joao-vitor","João Vitor","",109261,38,265,"mei","Nulo",0,1,0,0,0,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","Caio Henrique Ribas Dias de Araújo","caio-ribas","Caio Ribas","https://s.glbimg.com/es/sde/f/2020/12/06/6515c9b7080362ce444d17251a24b453_FORMATO.png",110726,38,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","Rubens Antônio Dias","rubens","Rubens","https://s.glbimg.com/es/sde/f/2020/12/06/85dfc877a78cf5eacc94003570347d75_FORMATO.png",110727,38,282,"mei","Nulo",0,1,0,0,0,"282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"748","Andrey Rafael Quintino dos Santos","andrey-quintino","Andrey Quintino","https://s.glbimg.com/es/sde/f/2020/12/08/59017f331a1f6a2dc1dc2f3fbd62f761_FORMATO.png",110744,38,277,"ata","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","Luis Eduardo Barros Cavalcanti","dado-cavalcanti","Dado Cavalcanti","https://s.glbimg.com/es/sde/f/2021/01/02/26f198ddbe516885c786f065c8082dee_FORMATO.png",73975,38,265,"tec","Provável",6.83,9.34,-0.03,4.06,11,"265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","Kevin Malthus de Sousa Ribeiro","kevin-malthus","Kevin Malthus","https://s.glbimg.com/es/sde/f/2020/12/08/a7d50f41dfaaaeaccfed23ba3881da09_FORMATO.png",110745,38,277,"mei","Nulo",0,1,0,0,0,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","Gabriel Teixeira Aragão","gabriel-teixeira","Gabriel Teixeira","https://s.glbimg.com/es/sde/f/2020/12/10/ec5256fd97bd088186d35206f3b4df85_FORMATO.png",110760,38,266,"mei","Nulo",0,1,0,0,0,"266",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","Victor Hugo Zorzenoni","victor-zorzenoni","Victor Zorzenoni","https://s.glbimg.com/es/sde/f/2020/12/11/e8bc649c9d87c9b24ac508b4022b00f1_FORMATO.png",110770,38,280,"gol","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","Fernando Pileggi","fernando","Fernando","https://s.glbimg.com/es/sde/f/2020/12/12/4147a1219bec259c921a7963c24f5449_FORMATO.png",110772,38,277,"lat","Dúvida",1.8,1.3,0.11,1.45,2,"Santos",NA,NA,5,NA,11,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"754","Luiz Felipe Silvério Silva","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2020/12/29/0d7ad1195cfee21d1099241897689b64_FORMATO.png",110833,38,265,"mei","Nulo",0,0.98,0,0.9,1,"265",NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","João Maria Gomes de Almeida","joao-maria","João Maria","https://s.glbimg.com/es/sde/f/2021/01/12/e140387b75c734addebe8c354bac648e_FORMATO.png",110915,38,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","Gustavo Luis Silva Aguiar","gustavinho","Gustavinho","https://s.glbimg.com/es/sde/f/2020/12/12/8f258c9cac6102644cea3e06dc4416ad_FORMATO.png",107252,38,290,"lat","Nulo",0,1.88,0,3.1,2,"290",NA,NA,1,NA,5,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
"757","André Luiz Ribeiro da Silva","andre","André","https://s.glbimg.com/es/sde/f/2021/01/07/11322c8a868b34a2756cc78de4edff18_FORMATO.png",104080,38,354,"gol","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"758","Pedro Henrique Rodrigues Bicalho","pedro-bicalho","Pedro Bicalho","https://s.glbimg.com/es/sde/f/2021/01/08/3ec8503326f8e51a9fe7bafc9265f01d_FORMATO.jpeg",103777,38,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"759","Marco Antônio Amorim de Oliveira Montes","marcao","Marcão","https://s.glbimg.com/es/sde/f/2020/12/13/6cf188c290671bdbe31dab76f9bc6be0_FORMATO.png",110775,38,294,"gol","Nulo",0,1,0,0,0,"Coritiba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","Gustavo Garcia dos Santos","garcia","Garcia","https://s.glbimg.com/es/sde/f/2021/01/08/dc543a39a60bdbe5a80d40a3c386493d_FORMATO.jpeg",107225,38,275,"lat","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"761","Marcelo Ryan Silvestre dos Santos","marcelo-ryan","Marcelo Ryan ","https://s.glbimg.com/es/sde/f/2021/01/05/f6b28ccf72b4186064a934ab9a98a9f9_FORMATO.png",105411,38,265,"ata","Nulo",0,0.89,0,0.5,1,"265",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"762","Lucas Alisson da Silva Santos","lucas-alisson","Lucas Alisson","https://s.glbimg.com/es/sde/f/2021/01/06/9014226f1fc24f3907a42780e4bae0cb_FORMATO.png",109265,38,356,"mei","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","Gabriel Henrique Chavoni Fornari","gabriel-fornari","Gabriel Fornari","https://s.glbimg.com/es/sde/f/2020/02/28/f5ff9ab054efe72d23d82168d514f99c_FORMATO.png",105636,38,293,"zag","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","Pablo Gabriel Sousa Alves","pablo","Pablo","https://s.glbimg.com/es/sde/f/2020/12/26/222bc23ca24413d5526304b873d2a94a_FORMATO.png",110832,38,356,"mei","Nulo",0,0.77,-0.23,0,1,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","Robson Santos Do Carmo Junior","robinho","Robinho","https://s.glbimg.com/es/sde/f/2021/01/08/dc98f472a63da73e4464f9d305f12343_FORMATO.jpeg",107976,38,275,"ata","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","Willian dos Santos Silva","willian","Willian","https://s.glbimg.com/es/sde/f/2021/01/06/3f2f8fa62093e5b34bd0770fab5f50a3_FORMATO.png",110884,38,356,"ata","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"767","Caio Lopes da Costa Schoell","caio-lopes","Caio Lopes","https://s.glbimg.com/es/sde/f/2020/03/13/51f9f527f429713ba11fb05d59c85b81_FORMATO.png",107678,38,267,"mei","Nulo",0,0.93,0,0.12,5,"267",NA,NA,1,NA,12,NA,1,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA
"768","Antonio Kennedy Sousa de Almeida","kennedy","Kennedy","https://s.glbimg.com/es/sde/f/2021/01/09/69378c479b670c9467d3ec5e62920c02_FORMATO.png",109347,38,356,"gol","Nulo",0,1,0,0,0,"356",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","Caio Santos Cunha","caio-cunha","Caio Cunha","https://s.glbimg.com/es/sde/f/2021/01/08/8cc2e4b16e19e4c5502dde94dce5bb57_FORMATO.jpeg",110885,38,275,"mei","Nulo",0,1,0,0,0,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Guilherme Lopes de Almeida","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2021/01/10/f23ea03ad31d6494c2cb85cd16a40371_FORMATO.png",110909,38,280,"lat","Nulo",0,1,0,0,0,"280",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","Samuel Salustiano de Jesus Silva","samuel","Samuel","https://s.glbimg.com/es/sde/f/2021/01/26/caa243870cabe2bb314126d7f6e2f16d_FORMATO.png",110994,38,266,"ata","Nulo",0,3.2,0,4.5,2,"266",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"772","Marcelo Faria Fernandes","marcelo-fernandes","Marcelo Fernandes","https://s.glbimg.com/es/sde/f/2021/02/23/af40bc2c8d592dab00a513714f70d282_FORMATO.png",91274,38,277,"tec","Provável",1.68,9.27,-1.69,1.68,1,"Santos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"773","Manoel Atanásio da Silva Neto","atanasio","Atanásio","https://s.glbimg.com/es/sde/f/2021/01/12/d9e3b692bc7efa3e5dde9a3b6c51d0c0_FORMATO.png",110913,38,373,"mei","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","Rian Almeida Lopes","rian","Rian","https://s.glbimg.com/es/sde/f/2021/01/12/a5ccd9ba14a6740a00e92744275259b3_FORMATO.png",110914,38,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","Pedro Lucas Tapias Obermuller","pedro-lucas","Pedro Lucas","https://s.glbimg.com/es/sde/f/2021/02/23/c9da308b5619e31de103c3bd2e6d83b1_FORMATO.png",107797,38,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","Julimar Silva Oliveira Júnior","julimar","Julimar","https://s.glbimg.com/es/sde/f/2021/02/20/de210ca4fcb3c0000bf820510f8926b3_FORMATO.png",102796,38,293,"ata","Nulo",0,1,0,0,0,"293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","Geovane da Silva de Souza","geovane","Geovane","https://s.glbimg.com/es/sde/f/2021/02/20/c227e6ddaa9bcccf505b8b1f8082229e_FORMATO.png",105336,38,354,"mei","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"778","Marcos César Vizolli","marcos-vizolli","Marcos Vizolli","https://s.glbimg.com/es/sde/f/2021/02/01/201a3a18ef9a655ad44602f75045a5ba_FORMATO.png",111079,38,276,"tec","Provável",1.18,7.53,-0.12,1.53,4,"276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","João Vitor Vallony da Silva","da-silva","Da Silva","https://s.glbimg.com/es/sde/f/2021/01/28/e31fd3474fa6252b414532111d490857_FORMATO.png",107251,38,290,"zag","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","Lúcio Flávio dos Santos","lucio-flavio","Lúcio Flávio","https://s.glbimg.com/es/sde/f/2021/02/06/098d837583fc9d80ee49d8cd09bfed83_FORMATO.png",103582,38,263,"tec","Provável",1.99,6.2,-0.49,3.5,4,"263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"781","Marcio Gleyson Leite da Silva","marcio-silva","Marcio Silva","https://s.glbimg.com/es/sde/f/2021/02/13/d10b2ab61075cdc7d623a471a6e7363b_FORMATO.png",111204,38,294,"zag","Provável",1.3,1.18,0.18,1.3,1,"Coritiba",NA,NA,2,NA,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"782","Lucas Gabriel de Oliveira","lucas-black","Lucas Black","https://s.glbimg.com/es/sde/f/2021/01/28/9a6b388296e4cb995bb96b29cbb7bedc_FORMATO.png",111003,38,290,"mei","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","Marcos Ytalo Benício da Silva","buiu","Buiú","https://s.glbimg.com/es/sde/f/2021/02/20/167f685cfef30e25d489641f5dc1ece0_FORMATO.png",88544,38,354,"lat","Nulo",0,1,0,0,0,"354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","Márcio Victor da Silva","marcio","Márcio","https://s.glbimg.com/es/sde/f/2021/01/28/b766352d6d7ffa86eccd7248414a6839_FORMATO.png",102885,38,290,"gol","Nulo",0,1,0,0,0,"290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"785","Jhonata Varela da Silva","varela","Varela","https://s.glbimg.com/es/sde/f/2020/07/19/210b3ef4b45cef7cccfa89b1d6e6bb3a_FORMATO.png",97993,38,284,"mei","Nulo",0,1,0,0,0,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"786","Ronald Pereira Martins","ronald","Ronald","https://s.glbimg.com/es/sde/f/2021/01/12/76434ad09187c46b5e092911f5f24e38_FORMATO.png",110916,38,373,"ata","Nulo",0,1,0,0,0,"373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
